1-1|( Inhoud )
82-1|" Zie , welk een heerlijk ros ! " [ @alt zei zeide ] Maarten , toen de edelen en gezanten te paard de jonge lieden voorbij reden .
82-2|" Welk een [ @alt trots trotsch ] dier ! " vervolgde hij , terwijl hij met [ @alt ~de~den den ] vinger naar een schimmel wees , waarop een jong ruiter gezeten was : " Bij [ @alt ~mijn~mijne mijne ] ziel , [ @alt zó zóó ] fier zag ik nooit een paardennek gekromd . "
83-1|Anne , die op deze aanwijzing het beest vluchtig had opgenomen , scheen evenwel meer geneigd haar [ @alt gehele geheele ] aandacht te wijden aan dengenen die er op was gezeten , en van het ros op [ @alt ~de~den den ] ruiter springende , [ @alt zei zeide ] zij , Maartens opmerkingen vervolgende : " En wat golven die kastanje bruine haarlokken schoon !
83-2|Welk een edele houding ! - hoe jammer dat hij nu juist het hoofd naar de andere zijde heeft gewend . "
84-1|Inderdaad , de jonge ruiter , die tot het gevolg des gezantschaps behoorde , hield [ @alt ~zijn~zijne zijne ] [ @alt ogen oogen ] op een [ @alt schone schoone ] jonkvrouw gevestigd , die aan de overzijde der straat op een balkon [ @alt ~de~den den ] voorbijtrekkenden stoet mede in oogenschouw nam : [ @alt ~haar~hare hare ] [ @alt ogen oogen ] moesten die des ruiters hebben ontmoet , want een licht blosje verfde haar lelieblank gelaat ; en snel [ @alt ~haar~hare hare ] blikken naar een meer bejaarden ridder wendende , wuifde zij [ @alt ~dezen~deze dezen ] met haar zakdoek vriendelijk toe .
85-1|Was het een zacht windje of misschien slechts een bloot toeval , 't welk [ @alt de den ] [ @alt fijne fijnen ] linnen zakdoek niet [ @alt Brusselse Brusselsche ] kanten omzet , aan haar kleine vingeren deed ontglippen ?
85-2|Wij weten het niet ; doch langzaam dwarrelende , kwam de witte doek naar beneden , die door [ @alt de den ] [ @alt jonge jongen ] ruiter in het voorbijtrekken zeer behendig werd opgevangen .
85-3|Nogmaals zag hij naar het balkon ; een hoog rood overdekte de wangen der jonkvrouw ; spoedig echter wendde zij zich om , en verdween door de openstaande balkondeur .
86-1|Dit alles , hetwelk in een vluchtig [ @alt ogenblik oogenblik ] had plaats gegrepen , was noch aan Maarten noch aan zijn liefje ontgaan , en verder zagen beiden duidelijk , hoe de jonge ruiter eerst [ @alt ~de~den den ] doek nauwkeurig beschouwde , [ @alt ~die~dien dien ] vervolgens in elkander wikkelde , en eindelijk (
87-1|10 ) zorgvuldig in zijn wambuis verborg .
87-2|De jonge lieden staarden [ @alt ~de~den den ] ruiter na ; zagen nog eenmaal naar het balkon , en Anne , die in de [ @alt schone schoone ] dame [ @alt ~haar~hare hare ] meesteres herkend had , verloor zich , toen de trein geheel was voorbijgetrokken , arm in arm met haar Maarten in de dringende volksmenigte die , naarmate de stoet al meer en meer de plaats zijner bestemming naderde , ook steeds [ @alt groter grooter ] en [ @alt groter grooter ] werd .
88-1|" Daar kan een slok op staan , Gerrit ! " sprak de dunne baardschraper , die met [ @alt ~de~den den ] waard uit de Wijnstok diens heiligdom was binnengetreden : " Kom , Klaartje ! kom kind , geef me gauw een spatje ; je vader onthaalt , en ik ben [ @alt zo zoo ] koud als een steen geworden . "
89-1|Nadat Klaartje het gevraagde spatje , hetwelk in een roemer brandewijn bestond , had overhandigd , traden er nog verscheidene lieden binnen , die allen - evenals dit ten huldigen dage bij feestelijke intochten of plechtigheden nog de gewoonte is , - voornemens waren de uitgestane vermoeienissen met een dronk weg te spoelen .
90-1|De waard wierp nieuwe takkenbossen op het vuur , Klaartje bediende de gasten , en weldra ontstond er een vrij algemeen gesprek , dat door het genot van het geestrijk vocht , hoe langer hoe levendiger werd .
90-2|- Natuurlijk voerden die drinkende en rookende mannen oorlog en sloten vrede , deden voorspellingen en regeerden met gloeiende aangezichten het land hunner inwoning , met [ @alt ene eene ] wijsheid , die [ @alt de den ] [ @alt wijze wijzen ] koning Salomo zou beschaamd hebben .
91-1|Sebastianus Bril die insgelijks , doch na [ @alt de den ] [ @alt eerste eersten ] roemer , voor eigen rekening , lustig had doorgedronken , was geen der minste redenaars .
91-2|Zijn overredende en meesterachtige toon van spreken vond doorgaans een [ @alt gereden gereeden ] ingang bij zijn nog minder beschaafde toehoorders , die trouwens thans door het overmatig gebruik van sterken drank reeds voor het grootste gedeelte zaten te knikkebollen .
92-1|" Ja , mannen ! het was in 1604 , nu vier jaar geleden , in Ostende andere kool .
92-2|Bij dat beleg , dat u allen heugt , heb ik mij niet weinig roem verworven .
92-3|Reeds van mijn vroegste jeugd af aan , zag [ @alt ~mijn~mijne mijne ] moeder iets groots in haar [ @alt ~enigen~enige eenigen ] zoon .
92-4|Sebastianus !
92-5|Sebastianus ! [ @alt zei zeide ] zij meermalen , als ik 's vaders klanten behendig stond in te [ @alt zepen zeepen ] : Sebastianus !
92-6|Sebastianus ! gij zijt tot iets verhevens geboren ; gij zult uw Vaderland [ @alt grote groote ] diensten bewijzen en in roem en [ @alt ere eere ] sterven .
92-7|Ja , waarachtig ! zij heeft tot dusverre waarheid gesproken " vervolgde Bril , terwijl hij zijn roemer tot op [ @alt ~de~den den ] bodem ledigde , die dadelijk daarop weder door [ @alt ~de~den den ] gedienstigen Gerrit werd volgeschonken : " zij heeft een voorspellenden geest gehad : luister aandachtig , [ @alt ~mijn~mijne mijne ] [ @alt heren heeren ] ! en ik zal u verhalen hoe ik vrijheid en leven voor Land en Vorst heb in de waagschaal gesteld . "
93-1|De aangesprokene [ @alt heren heeren ] hadden meest allen [ @alt ogen oogen ] en [ @alt oren ooren ] gesloten ; doch Gerrit , die zijn klanten altijd met genoegen een luisterend oor leende , al had hij [ @alt ~hun~hunne hunne ] verhalen ook reeds twintig malen met het uiterst geduld aangehoord , plaatste zich naast [ @alt ~de~den den ] spreker , die dadelijk aldus vervolgde :
94-1|" Omtrent vier jaren lang hadden die [ @alt Spaanse Spaansche ] honden ons (
95-1|11 ) reeds geteisterd ; met [ @alt ~hun~hunne hunne ] ballen duizenden levenslampen uitgeblazen , en ons niet zelden kommer en gebrek doen lijden , toen aan Spinola de verdere belegering der vesting werd toevertrouwd .
95-2|Van gemeen soldaat was ik zeer spoedig tot [ @alt ~de~den den ] rang van adsistent-heelmeester overgegaan ; [ @alt ~mijn~mijne mijne ] behendigheid in het behandelen van snijdende instrumenten toch was overal bekend geworden , en [ @alt ~mijn~mijne mijne ] voorzichtigheid werd insgelijks hoog geroemd .
95-3|Eenmaal slechts in mijn [ @alt gehele geheele ] leven heb ik een forschen knevelbaard , die besnoeid moest worden , zijn linker neusvleugel weggemaaid !
95-4|- Van Der Noot , die het bevelhebberschap der stad later aan Herbaing overdroeg , had van mijn beleid [ @alt horen hooren ] spreken , en juist een geschikt persoon [ @alt nodig noodig ] hebbende om de bewegingen der Spanjaarden te bespieden , had hij weldra [ @alt ~zijn~zijne zijne ] [ @alt ogen oogen ] op mij gevestigd en verkoos mij tot de belangrijke betrekking van spion .
95-5|- In [ @alt ene eene ] monnikspij gewikkeld , verliet ik op een [ @alt donkere donkeren ] avond de vesting , en kwam eindelijk , na op verscheidene plaatsen tot over de knieën door het water gewaad te hebben , in de legerplaats der vijanden .
95-6|- [ @alt Enige Eenige ] [ @alt Spaanse Spaansche ] woorden kennende , kwam ik gelukkig door de voorposten ; de roepende schildwachten lieten [ @alt ~de~den den ] armen bedelmonnik gereedelijk door , en maakten het [ @alt teken teeken ] des kruises ; doch , weinige schreden verder gekomen , stuitte ik op [ @alt ene eene ] patrouille , die de ronde deed .
95-7|Ik werd aangegrepen en naar het wachtwoord gevraagd .
95-8|Niet wetende wat te antwoorden , [ @alt zei zeide ] ik zeer gevat : Memento mori !
95-9|De [ @alt heren heeren ] , die er anders allen akelig [ @alt bars barsch ] uitzagen , begonnen te schateren van lachen .
95-10|Memento mori ! riep ik nogmaals , [ @alt zo zoo ] hard als [ @alt ~mijn~mijne mijne ] stem dit toeliet ; doch de [ @alt heren heeren ] schenen zich weinig aan deze aanmaning te storen , want zij lachten voort ; plaatsten mij [ @alt tussen tusschen ] twee hunner soldaten , en brachten mij in [ @alt ene eene ] tent , welke op het prachtigst met tapijten was behangen en door sierlijke lampen verlicht werd .
95-11|Aan het einde [ @alt ener eener ] tamelijk lange tafel , die met boeken en kaarten was overladen , zat de veldheer zelf .
95-12|Ja , [ @alt ~mijn~mijne mijne ] [ @alt heren heeren ] ! het waren Ambrosio Spinola en Sebastianus Bril , die zich op dat [ @alt ogenblik oogenblik ] in [ @alt ene eene ] en dezelfde tent , juist tegenover elkander bevonden . "
96-1|Hier wierp Bril triomfante blikken om zich [ @alt heen henen ] , en Gerrit , die zeer bezorgd werd dat de keel des sprekers te droog zou worden , spoorde hem , met een verbaasd gelaat als [ @alt had hadde ] hij het gesprokene voor het eerst gehoord , tot het nemen [ @alt ener eener ] teuge aan .
96-2|Bril voldeed aan deze allervriendelijkste [ @alt uitnodiging uitnoodiging ] , en zijn kromme beentjes over elkander slaande , ging hij voort : " Met scherpe blikken werd ik ondervraagd , en 't was geenszins uit vrees voor de pijnbank , maar alleen uit loutere liefde voor de waarheid en een aangeboren afkeer van al wat logen was , dat ik haarklein alles vertelde wat [ @alt ~mijn~mijne mijne ] ondervragers weten wilden .
96-3|- Men prees mijn moed tot het aanvaarden van zulk een [ @alt gevaarlijke gevaarlijken ] tocht ; doch , toen ik meende aller [ @alt wensen wenschen ] en weetlust bevredigd te hebben en [ @alt heen henen ] wilde gaan , hield men mij staande , en deden die ondankbaren mij ijzeren boeien aan de handen , en voerden mij naar een houten loods , die tot bewaarplaats der krijgsgevangenen was ingericht .
96-4|Wel is waar (
97-1|12 ) ontdekte ik daar veel brave kennissen , doch het leven was er allertreurigst .
97-2|Water en brood was mijn voedsel , en voorzeker ware ik geheel en al uitgeteerd , [ @alt zo zoo ] de Spanjaarden , die middelerwijl Ostende genomen hadden , mij niet met [ @alt ~mijn~mijne mijne ] [ @alt lotgenoten lotgenooten ] , tegen de door ons gemaakte krijgsgevangenen hadden uitgewisseld .
97-3|- Nogmaals zag ik echter [ @alt ~de~den den ] dood voor het Vaderland te gemoet ; [ @alt ~mijn~mijne mijne ] waarheidsliefde was mij zeer kwalijk genomen ; ik werd veroordeeld om gefusileerd te worden ; doch de hemel zij gedankt , ik had een machtige voorspraak : het was de edele en machtige graaf Van Bergen , wien ik reeds vroeger in deze stad met [ @alt ~mijn~mijne mijne ] wapenen om de kin had gespeeld , die bij [ @alt ~de~den den ] Prins [ @alt ~mijn~mijne mijne ] gratie verwierf .
97-4|Spoedig werd ik nu , na al het uitgestane leed , op vrije voeten gesteld , door [ @alt ~die~dien dien ] edelsten der edelen , [ @alt ~die~dien dien ] ik bedienen zal tot zijn einde , en voor wien ik door duizend vuren zou vliegen .
97-5|- Lang leve Van Bergen !
97-6|Ja lang , lang leve die waardige graaf ! " besloot in verrukking de kleine barbier , terwijl hij [ @alt ~de~den den ] beker driemalen boven zijn hoofd rondzwaaide : " tot roem van zijn geslacht en tot heil van het Vaderland !
97-7|Lang zal hij leven ! " en bij [ @alt de den ] [ @alt laatste laatsten ] schellen uitroep ledigde hij [ @alt ~de~den den ] roemer , doch verloor tevens zijn evenwicht , en tuimelde vrij onzacht van zijn zetel op [ @alt ~de~den den ] [ @alt stenen steenen ] vloer .
98-1|De waard richtte [ @alt ~de~den den ] ontstelden Bril op , en schonk hem nogmaals [ @alt ~de~den den ] beker vol .
98-2|Velen der overige gasten , door het leven ontwaakt , wreven zich de [ @alt ogen oogen ] , en [ @alt eisten eischten ] eerst drank en vervolgens [ @alt dobbelstenen dobbelsteenen ] .
99-1|Weldra nam nu het verderfelijke hazardspel een aanvang , dat tot laat in [ @alt ~de~den den ] nacht voortduurde , en met een bloedige kloppartij eindigde .
100-1|De gasten keerden met ledige buidels en verhitte hoofden huiswaarts .
100-2|Gerrit Aal liet [ @alt ~de~den den ] inhoud der welgevulde geldlade glimlachend in een [ @alt grote grooten ] zak overgaan , en begaf zich eindelijk , [ @alt vrolijk vroolijk ] de handen wrijvende , naar [ @alt ~zijn~zijne zijne ] legerstede .
101-1|( Inhoud )
102-1|Derde Hoofdstuk .
103-1|De zalen van 's Prinsen paleis op het Binnenhof waren prachtig verlicht .
103-2|Vele pages en ontelbare bedienden liepen in snelle vaart op en [ @alt neer neder ] , om alles te regelen of ten uitvoer te brengen .
104-1|[ @alt Spaanse Spaansche ] en [ @alt Nederlandse Nederlandsche ] vlaggen waren smaakvol als tropeeën boven de openstaande vleugeldeuren bevestigd .
104-2|Aan het einde der [ @alt grote groote ] zaal bevond zich een voor die tijden uitmuntend orkest , hetwelk , [ @alt enigszins eenigszins ] in de hoogte geplaatst , achter bloeiende heesters en rijk beladen oranjeboomen verscholen was .
104-3|De zalen waren meest alle met goudlederen behangsels bekleed , en sierlijke rustbanken , (
105-1|13 ) met [ @alt fluwelen fluweelen ] zittingen , waren langs de wanden geschikt .
105-2|Zilveren drinkbekers en schenkkannen prijkten op [ @alt grote groote ] bladen van hetzelfde metaal , en bokalen van fijn [ @alt Venetiaans Venetiaansch ] glas , waarin de wapens der Prinsen van Oranje allerkeurigst gesneden waren , stonden in [ @alt ~groten~grote grooten ] getale en van onderscheidene grootte , op een marmeren aanrecht , waarachter in [ @alt stenen steenen ] kruiken of groene [ @alt flessen flesschen ] de edelste wijnen voor de komenden gereed stonden .
106-1|Het was Prins Maurits , die [ @alt ~de~den den ] Spaanschen gezanten , weinige dagen na [ @alt ~hun~hunne hunne ] aankomst in 's-Hage , een luisterrijk bal [ @alt wenste wenschte ] te geven .
106-2|Te [ @alt ~die~dien dien ] einde had hij de bloem der natie , voor [ @alt zoverre zooverre ] zij daar kon tegenwoordig wezen , ten zijnent [ @alt genodigd genoodigd ] , en niets gespaard om alles [ @alt zo zoo ] prachtig mogelijk te maken .
107-1|Het uur voor de ontvangst naderde .
107-2|De bedienden en hoflakeien begaven zich naar [ @alt ~hun~hunne hunne ] posten .
107-3|Twee rijen van hellebaardiers stonden , met lange hellebaarden , in het met marmeren [ @alt stenen steenen ] geplaveide voorportaal .
107-4|De koetsen rolden .
107-5|De [ @alt genodigden genoodigden ] kwamen , en weldra waren de zalen van het Prinselijk paleis opgevuld met edelen , vrouwen , jongelingen en maagden , die allen in pracht van kleedertooi schenen te wedijveren .
107-6|Zware damasten , zijden en satijnen [ @alt kledingstukken kleedingstukken ] boeiden de [ @alt ogen oogen ] der edele vrouwen , niets ontging dienaangaande zelfs [ @alt enigermate eenigermate ] [ @alt ~haar~hare hare ] aandacht .
107-7|Bekoorlijke jonkvrouwen trokken als krachtige magneten , de blikken der jonkers , ja zelfs der meer bejaarden tot zich .
107-8|Doch ook door háár bleef geen jong edelman onopgemerkt , en elk dezer jonkvrouwen koos zich reeds met vurig verlangen , [ @alt ~de~den den ] schoonsten en bevalligsten knaap , om door hem ten dans te worden geleid .
107-9|De gesprekken werden aanvankelijk zeer zacht gevoerd , en allen wachtten op de komst der [ @alt hoge hooge ] personages , die de [ @alt Spaanse Spaansche ] gezanten zouden binnenvoeren .
108-1|Eensklaps werden door twee pages de tot dusverre geslotene vleugeldeuren [ @alt ener eener ] aangrenzende zaal geopend .
108-2|- Prins Maurits , in prachtig feestgewaad , trad met zijn jongeren broeder Frederik Hendrik de [ @alt grote groote ] zaal binnen , vergezeld door de [ @alt Spaanse Spaansche ] gezanten met hun gevolg benevens [ @alt ~de~den den ] Raad van State , welke eersten hij op de hoffelijkste wijze aan de aanwezigen voorstelde .
108-3|De edelen en vrouwen hadden zich , bij het binnenkomen der Vorsten , allen naar die zijde gekeerd , de mannen bogen [ @alt ~hun~hunne hunne ] hoofden en de vrouwen neigden met de meeste bevalligheid .
108-4|Na vele dergelijke ceremoniën , werd door [ @alt ~de~den den ] Prins zelf het [ @alt teken teeken ] tot het aanvangnemen van [ @alt ~de~den den ] dans gegeven .
108-5|Een liefelijke muziek [ @alt ruiste ruischte ] door de [ @alt schone schoone ] heesters [ @alt ~de~den den ] aanwezigen in de [ @alt oren ooren ] .
108-6|Edelen en vrouwen , jongelingen en jonkvrouwen , mengden zich nu spoedig dooreen , ieder der mannen koos zich [ @alt ~zijn~zijne zijne ] dame , en zij die door ouderdom of andere oorzaken zich [ @alt ~de~den den ] dans ontzegd zagen , plaatsten zich op de rustbanken en namen nauwkeurig de voorbijtrekkende paren in oogenschouw .
109-1|Het was een verrukkelijk [ @alt toneel tooneel ] die bloeiende paren te zien , en die tevredene aangezichten , waarop gepaste [ @alt vrolijkheid vroolijkheid ] te lezen stond .
109-2|Wel werden niet al die jonkvrouwen door het voorwerp harer heimelijke keuze ten dans gevoerd , doch allen schenen voldaan , (
110-1|14 ) aller kout was hartelijk en gul , en niets stoorde haar vreugde .
110-2|- De paren werden en colonne gerangschikt : de menuet nam een aanvang .
111-1|Prins Maurits zelf opende het bal .
111-2|De schoonste der [ @alt schonen schoonen ] was door hem tot dat einde uitverkoren : het was de lelieblanke Adelgonde Van Bergen , algemeen onder [ @alt ~de~den den ] naam van de Hagenlelie bekend , die in de sierlijkste lichaamswendingen , aan 's Prinsen zijde haar gevestigden roem als de bevalligste der [ @alt Hollandse Hollandsche ] jonkvrouwen , op de schitterendste wijze handhaafde .
112-1|Aller [ @alt ogen oogen ] waren thans op haar gevestigd .
112-2|Adelgonde was schoon , te schoon zelfs om haar naar waarde te schetsen , en toch wagen wij het van dat liefelijke gelaat te spreken , en te vermelden wat ieder [ @alt zozeer zoozeer ] aan haar boeide .
113-1|Wie had ooit zulke [ @alt hemelse hemelsche ] [ @alt ogen oogen ] gezien ?
113-2|Men vergeve ons deze uitdrukking , want [ @alt hemels hemelsch ] konden zij genoemd worden , de [ @alt ogen oogen ] , welke de spiegels der reinste ziel waren .
113-3|Schier [ @alt bovenaardse bovenaardsche ] zachtheid straalde uit die helderblauwe kijkers , welke niettemin [ @alt vrolijk vroolijk ] rondstaarden en voor alle bekenden een [ @alt vriendelijke vriendelijken ] blik veil hadden .
113-4|Haar neusje was datgene wat de [ @alt Fransen Franschen ] ten huidigen dage petit mutin zouden noemen , en wanneer de twee rozeroode lipjes , die als voor de liefde geschapen schenen , zich tot een liefelijk lachje plooiden , vertoonde zich op de wangen der Hagenlelie een donzig kuiltje , hetwelk haar door vrouw Venus [ @alt zelf zelve ] zou zijn benijd geworden .
113-5|Twee rijen tanden , helder als kristal en witter dan de sneeuw der [ @alt Zwitserse Zwitsersche ] bergen , parelden in haar [ @alt ~kleine~kleinen kleinen ] mond , en [ @alt ~haar~hare hare ] haren die , gedeeltelijk zichtbaar , in sierlijke lokken langs [ @alt ~haar~hare hare ] slapen nederhingen , waren van die satijnachtig blonde kleur , op welke de [ @alt Hollandse Hollandsche ] maagden zich met recht mogen verheffen .
113-6|Hals en boezem die , volgens haar gelaat te [ @alt oordelen oordeelen ] , het albast in schoonheid verre moesten overtreffen , waren , door de dracht dier tijden , aan het oog onttrokken .
113-7|De [ @alt brede breede ] fijn geplooide kraag omgaf [ @alt ~de~den den ] eerste , terwijl haar ranke leest in een wit satijn keursje gesloten was , 't welk [ @alt ~haar~hare hare ] houding op het voordeeligst deed uitkomen .
113-8|Haar kleed , van dezelfde stoffage , en dat in [ @alt brede breede ] plooien nederhing , was geheel met een boordsel van wit donzig bont omzet , en liet , in het midden een weinig opgenomen , het wit zijden onderkleed aanschouwen , hetwelk echter niet te lang was om nog een paar der fijnste voetjes te laten zien , die ooit te voren een sterveling gedragen hadden , en welke insgelijks weder in wit satijnen schoentjes staken , wier rosetten vervangen werden door een paar flonkerende diamanten van het zuiverste water .
114-1|Nog rest ons te zeggen dat haar poezele armen in de eng geslotene mouwen van het onderkleed werden verborgen , en dat er drie rijen van de edelste paarlen door haar hoofdtooisel geslingerd waren .
115-1|Nooit droeg zij een andere dan een geheel witte [ @alt kleding kleeding ] : doch , blanker dan deze was haar liefelijk gelaat ; terwijl weder de blankste , de reinste ziel in dat bevallige lichaam huisvestte .
116-1|Ziedaar de Hagenlelie geschetst ; ziedaar de twintigjarige Adelgonde , (
117-1|15 ) [ @alt zoals zooals ] wij haar met onze zwakke pen waagden te beschrijven .
117-2|Geen ijdel beminnaar van bonte verven gispe [ @alt ~haar~hare hare ] liefde voor die kleur der onschuld .
117-3|O wij [ @alt smeken smeeken ] hem , aanschouw haar nogmaals in dat glanzige gewaad , in die bevallige lichaamswendingen aan 's Prinsen zijde , en gij zult verrukt zijn over ons ideaal van vrouwelijke schoonheid .
118-1|Was het te verwonderen dat ieder haar beschouwde ? dat alle jongelingen zich deze bloem tot gade [ @alt wensten wenschten ] , en de jonge Alonzo Spinola , oudste zoon des markgraven , zijn eigen dame schier vergetende , met gloeiende wangen [ @alt die dien ] [ @alt hemelse hemelschen ] kelk , op kouden bodem gekweekt , geen [ @alt ogenblik oogenblik ] uit het oog verloor ?
119-1|De Prins had [ @alt ~zijn~zijne zijne ] dame naar [ @alt ene eene ] rustbank gevoerd ; twee of drie paren te gelijk voerden nu beurtelings de menuet uit , en wedijverden om Adelgonde Van Bergen in bevalligheid te evenaren .
120-1|Was het Alonzo geweest , die met zielsverrukking de [ @alt schone schoone ] Adelgonde had gadegeslagen , thans , nu de edele Spanjaard , aan de zijde van een andere [ @alt Hollandse Hollandsche ] [ @alt schone schoone ] , [ @alt ~zijn~zijne zijne ] gaven ten toon spreidde , bleven ook [ @alt ~haar~hare hare ] blikken aan zijn minste bewegingen hangen , en met recht verdiende de fiere jongeling deze onderscheiding .
121-1|Sierlijke bruine haarlokken omgolfden zijn schoon mannelijk gelaat ; donkerbruin waren [ @alt ~zijn~zijne zijne ] [ @alt ogen oogen ] ; zijn neus was , evenals die zijns vaders , [ @alt enigszins eenigszins ] gewelfd ; twee zwarte knevels zetelden boven [ @alt de den ] [ @alt kleine kleinen ] mond , en een puntige baard van dezelfde kleur omgaf [ @alt ~zijn~zijne zijne ] kin .
121-2|[ @alt ~Zijn~Zijne Zijne ] [ @alt kleding kleeding ] was allerkeurigst , en behalve [ @alt ~de~den den ] [ @alt brede breeden ] halskraag , welke in die dagen , helaas ! voor sieraad gehouden werd , omsloot een prachtig wambuis , van lichtrood satijn met zilver doorstikt , zijn [ @alt brede breede ] borst en bovenlijf tot op het midden .
121-3|De mouwen waren boven de ellebogen opgedoft , en gevoerd met witte zijde , 't welk door langwerpige openingen zichtbaar was .
121-4|De wijde broek , die tot even boven de knieën reikte , was van dezelfde stoffage ; zijn welgevormde [ @alt benen beenen ] staken in fijne witte hozen , en zijn schoeisel bestond in kleine lederen laarsjes , die van binnen met rozerood fluweel waren gevoerd .
121-5|Blinkende knoopjes versierden zijn wambuis .
121-6|Een [ @alt brede breede ] gordel , met robijnen en andere edele [ @alt stenen steenen ] bezaaid , omgaf [ @alt ~zijn~zijne zijne ] lenden , en bevatte nog bovendien een kostbaren staatsiedegen met prachtig gevest .
122-1|De menuet liep ten einde , en geurige mokka benevens kostelijke thee werden [ @alt ~de~den den ] gasten in het fijnste porselein aangeboden .
122-2|Prins Maurits had zich met [ @alt ~de~den den ] markgraaf Spinola in een druk gesprek gewikkeld .
122-3|Aan het tegenovergestelde einde der zaal stonden verscheidene edelen bijeen en voerden een geheimzinnig gesprek .
123-1|" Het kost mij niet weinig , " sprak een kloek edelman die [ @alt ~de~den den ] herfst zijns levens reeds zeer nabij scheen ; " het kost mij waarachtig niet weinig moeite , die [ @alt Spaanse Spaansche ] bloedhonden van [ @alt zo zoo ] nabij te zien en hen niet met het blanke zwaard tegemoet te snellen . "
124-1|" In het [ @alt bos bosch ] moet men met de wolven huilen , " [ @alt zei zeide ] een jonkman , op wiens [ @alt vals valsch ] gelaat men duidelijk de geschiktheid tot het ten uitvoer brengen van dit door hem aangevoerde argument kon lezen . (
125-1|16 )
126-1|" Wat moet je het geven ! " vervolgde de eerste spreker , zonder op des jonkmans woorden acht te slaan : " Zij hebben de schapenvacht gehuisvest , zonder te bedenken dat er een levende wolf in steekt .
126-2|Wie anders dan de Advocaat kan de Staten en Prins Maurits tot dit gevaarlijk spel hebben overgehaald ? "
