1-1|( Inhoud )
73-5|En evenmin als ik op een kerkhof [ @alt enen eenen ] grafsteen ongelezen kan laten , sla ik hier een enkel bericht over .
73-6|Het is waar , dan schud ik soms het hoofd over de [ @alt menselijke menschelijke ] dwaasheid , die zelfs onder [ @alt ~de~den den ] floersen lamfer de narrenbellen niet verbergen kan : maar meestal lees ik met warme belangstelling de uitdrukking der smart van bedroefde betrekkingen ; zelfs heb ik , in navolging der bezoekers van Père-la-Chaise , [ @alt ene eene ] verzameling van belangrijke doodsadvertentiën bijeengebracht , die ik zou uitgeven , indien niet de smart , die haar in de pen gaf , mij te heilig was , om [ @alt ~haar~hare hare ] klachten tot letterkundige bijdragen te vernederen .
73-7|Ja , om niets te verzwijgen , het is misschien kinderachtig , maar daar zijn doodsaankondigingen , die mij tranen uit de [ @alt ogen oogen ] lokten , en , hetgeen nog sterker is , mij aan [ @alt ~de~den den ] mij [ @alt gans gansch ] onbekenden ontslapene als aan een vriend deden denken .
73-8|Zie , ik ken haar niet ; maar toch is mij de nagedachtenis [ @alt enigermate eenigermate ] lief van die jeugdige vrouw , waarvan de bedroefde echtgenoot onlangs berichtte : " Zij laat mij de herinnering na der zachtste en edelste hoedanigheden , geheiligd door het geloof aan Hem , wiens dood nu haar leven is . "
74-1|Ik voor mij [ @alt nochtans nogtans ] , uit vrees van nog na mijn dood om het bericht van mijn dood te worden uitgelachen , heb het aan [ @alt ~mijn~mijne mijne ] bloedverwanten niet durven overlaten mij uit te [ @alt ~luiden~lieden~luide luiden ] ; ik heb beschreven , dat mijn overlijden in [ @alt de den ] [ @alt eenvoudige eenvoudigen ] vorm van :
75-1|Heden overleed de Heer Jonathan * * * in [ @alt ~de~den den ] ouderdom van * * * jaren moet bericht worden , met een volstrekt verbod er bij , om te bepalen , dat door de nabestaanden geen rouw zal gedragen worden .
75-2|Foei ! ik word altijd boos , als ik die hatelijke woorden lees .
75-3|Noem het vrij bijgeloof , ik heb [ @alt ~die~dien dien ] krippen weduwsluier , ik heb die donkere [ @alt klederen kleederen ] lief .
75-4|Het is [ @alt zo zoo ] natuurlijk , als de vader zijn doodskleed aantrekt , dat ook de kinderen het gewaad van [ @alt de den ] [ @alt vorige vorigen ] dag ter zijde leggen .
75-5|Wij zijn van [ @alt ~de~den den ] zak en de assche der Israëlieten toch reeds ver genoeg afgeweken .
75-6|De mode had immers overvloedig uitzonderingen gemaakt , om het eentonige zwart [ @alt behaaglijk behagelijk ] af te wisselen !
75-7|Maar nu begint
76-1|( 7 ) zelfs het laatste uiterlijk [ @alt teken teeken ] van rouw te verdwijnen .
76-2|Ik zou ongelijk hebben daarover te klagen , indien in onze dagen de inwendige droefheid [ @alt gene geene ] uiterlijke symbolen meer behoefde , om te worden levendig gehouden .
76-3|Maar hoe weinigen zijn er , die met [ @alt ~de~den den ] Oosterschen dichter van een [ @alt geliefde geliefden ] [ @alt dode doode ] vragen mogen : " Zou hij een ander graf hebben dan dit hart ? "
76-4|Voor de overigen dan veroordeel ik het , dat men reeds in het gezicht van het lijk zich het vergeten gemakkelijk begint te maken .
76-5|" Ga vrij naar het bal , [ @alt Mejuffrouw Mejufvrouw ] !
76-6|Gij draagt immers [ @alt gene geene ] rouwkleeding .
76-7|En wie weet [ @alt zo zoo ] juist , of de tijd , voor de rouwdracht over [ @alt enen eenen ] vader bestemd , nog niet voorbij is ? "
76-8|Neen , die [ @alt ~mijn~mijne mijne ] kleine bezitting [ @alt verdelen verdeelen ] , zullen ook zwart moeten dragen , of , ik waarschuw hen , [ @alt ~mijn~mijne mijne ] schim zal hen alle nachten in een donker lijkkleed komen ontrusten , totdat ze een gewaad aantrekken , waarvoor ze nog erger terugbeven .
77-1|[ @alt Bij By ] het [ @alt doorlopen doorloopen ] der doodsadvertentiën schiet mij [ @alt soms somtijds ] nog [ @alt ene eene ] andere gedachte te binnen - [ @alt ene eene ] gedachte , niet aan de [ @alt doden dooden ] , die hier vermeld staan , maar aan degenen , wier naam ik hier niet vinde - aan de arme [ @alt doden dooden ] - of liever , aan de [ @alt dode doode ] armen .
77-2|Hun overlijden gaat , even als hun geboren worden en sterven , onopgemerkt voorbij .
77-3|Men stopt ze in [ @alt ene eene ] greenenhouten kist , draagt ze , alsof - de Hemel vergeve het mij ! - alsof hun overschot een kreng ware , waarvan men het gezicht aan anderen behoort te sparen , langs achterstraten naar een afgelegen bolwerk , en ontzegt hun ten slotte een plaatsje in de [ @alt Haarlemse Haarlemsche ] Courant .
77-4|En natuurlijk ! er is immers toch niemand , die in hun leven of sterven belang stelt .
77-5|O armoede ! armoede ! ik heb een open hart voor uw lijden ; alles , wat mij u herinnert , wekt een pijnlijk gevoel in mij op .
77-6|Als ik u ergens aantref , bloos ik over u , en waar ik u niet zie , vraag ik : " Waarom niet hier ? "
77-7|Voorwaar , de dichters zijn ellendige leugenaars , die iedere [ @alt menselijke menschelijke ] smart , en dus ook de jammeren der armoede , bij hun idealisch lijden dragelijk noemen .
77-8|Zij beschilderen zich met de wonden en litteekens , die de arme onder [ @alt ~zijn~zijne zijne ] lompen verbergt .
77-9|Want zie ! aan de ellende der behoefte is alle poëzie vreemd .
77-10|De armoede bedroeft niet alleen , maar verlaagt ; zij schokt niet , maar knaagt ; zij wekt geen beklag , maar verachting ; zij is [ @alt gene geene ] wonde , maar een kanker ; zij sloopt niet , maar vermagert ; zij laat het niet , even als iedere smart , bij enkele alsemteugen , maar verbittert voor altijd [ @alt ~de~den den ] smaak ; zij is te ondragelijker , naar mate zij zorgvuldiger moet ontveinsd worden ; zij maakt [ @alt ~de~den den ] vader- en moederzegen tot vader- en moedersmart ; zij rust als een vloek op de woning , waarin gastvrijheid en mededeelzaamheid balling zijn ; zij verkort de genoegens der vriendschap , en vergalt het genot der liefde ; zij onttooit voor haar slachtoffer de [ @alt schone schoone ] aarde , waarop voor hem geen lente of zomer aanbreekt , als die voor hem geen bloemen of vruchten voortbrengt , maar waarop in zijn oog altijd winter , dorheid en onvruchtbaarheid [ @alt heersen heerschen ] ; ja , zij verengt voor hem het aardrijk , en doet het inkrimpen tot het plekje , waar
78-1|( 8 ) binnen hem de behoefte bant ; zij boeit hem aan [ @alt ~zijn~zijne zijne ] woning , zonder hem er het verblijf te veraangenamen ; zij brandt in de hitte des zomers , huilt in het loeien van [ @alt ~de~den den ] storm , en snerpt in de koude des winters ; zij doorweekt zijn brood met tranen , en schudt zijn leger hard ; zij leert hem iedere bede veronachtzamen , om die [ @alt éne ééne ] : " Geef ons heden ons [ @alt dagelijks dagelijksch ] brood ! "
78-2|Zij maakt hem wars van de aarde , zonder hem van het [ @alt aardse aardsche ] af te trekken ; zij maakt [ @alt iedere iederen ] dag [ @alt de den ] [ @alt andere anderen ] gelijk , en lost alle [ @alt wensen wenschen ] en hartstochten in [ @alt de den ] [ @alt enkele enkelen ] zucht der begeerlijkheid op ; zij is de [ @alt algehele algeheele ] vervulling van [ @alt ~de~den den ] vloek des [ @alt Heren Heeren ] : " In het sweet uwes aenschijns sult ghy uw brood eten . "
79-1|Rust zacht , arme broeders en zusters , gestorven zonder een plaatsje op het doodenregister te erlangen !
79-2|Ziet , dit is de laatste vernedering , u aangedaan .
79-3|Drie voeten onder de aarde bestaat er geen verschil [ @alt tussen tusschen ] fatsoenlijk en onfatsoenlijk meer , en al ligt uwe kist ongedrukt door een steen , [ @alt zo zoo ] als die , welke ginds , op [ @alt ~de~den den ] lijkheuvel van [ @alt ~de~den den ] hooggeborene , naam en blazoen ten toon draagt , de Engel der opstanding is geen heraldicus .
79-4|In zeker opzicht wordt ieder adelijke met [ @alt ~zijn~zijne zijne ] wapenen begraven ; onder de doodsadvertentie van elk edelman zou men , even als in de stamboeken bij het uitsterven des geslachts , een uurglas en zeisen kunnen [ @alt tekenen teekenen ] .
79-5|De dood casseert allen ; hij verbreekt [ @alt ~de~den den ] degen boven het graf des krijgsmans , [ @alt ~de~den den ] schepter boven het mausoleum des vorsten , het wapenbord boven het cenotaphe van [ @alt ~de~den den ] baron , en boven uw zandhoop [ @alt ~de~den den ] bedelstaf .
79-6|Rust dan zacht , arme broeders en zusters , gestorven zonder een plaatsje in de [ @alt Haarlemse Haarlemsche ] Courant te erlangen !
80-1|Ik ben ondanks [ @alt mijzelf mijzelven ] te ernstig geworden voor de [ @alt mededeling mededeeling ] mijner gewaarwordingen , onder het lezen der verschillende aankondigingen ; misschien vertel ik u daarvan een en ander bij [ @alt ene eene ] volgende gelegenheid .
80-2|Voor 's hands is het mij genoeg , als ik u slechts heb overtuigd , dat ik voor mij voldoende reden heb , om [ @alt iedere iederen ] dinsdag , donderdag en zaterdag morgen , terstond na mijn ochtendgroet , [ @alt ~mijn~mijne mijne ] dienstmaagd te vragen : " Hebt gij [ @alt ~de~den den ] brievenpost reeds gehoord ? "
81-1|( 9 )
82-1|( Inhoud )
83-1|DE HAARLEMSCHE COURANT .
84-1|Vervolg .
85-1|Willen wij de [ @alt Haarlemse Haarlemsche ] Courant nog eens opnemen en haar met elkander ten einde lezen ?
86-1|Wij zijn gekomen tot de gemengde berichten .
87-1|Welk een gewoel is hier ! het is of wij in het drukste van de markt komen .
87-2|Hollanders , [ @alt Fransen Franschen ] , [ @alt Duitsers Duitschers ] , Zwitsers [ @alt lopen loopen ] er dooreen .
87-3|De een komt er om te [ @alt kopen koopen ] , de ander om te [ @alt verkopen verkoopen ] ; de een om te huren , de ander om te verhuren .
87-4|Het is een geraas , dat men nauwelijks [ @alt horen hooren ] kan .
87-5|Hier is iemand , die u zijn waar zoekt op te dringen ; maar dadelijk is er een ander naast hem , die hem op zij duwt en u nog [ @alt goedkoper goedkooper ] bedienen wil ; inmiddels steekt een derde zijn hoofd [ @alt tussen tusschen ] beide door en belooft u nog beter te helpen .
87-6|Ik denk er wel eens bij aan het versje van Huygens :
88-1|[ @alt Ik Ick ] handelde met [ @alt Klaas Klaes ] op twee , dry koppel honden ;
89-1|Hy sei , [ @alt daar daer ] wasser nooit geen betere gevonden
90-1|Dan 't eerste en tweede [ @alt paar paer ] , en zwoer [ @alt mij my ] [ @alt bij by ] gans bloed ,
91-1|Het derde was op 't minst wel sevenmaal [ @alt zo zoo ] goed .
92-1|Gij kunt geen voet verzetten , of men roept u aan .
92-2|Sommigen houden u zelfs bij uw kleed met hun : " Lees hier ! " loterij-Joden [ @alt lopen loopen ] u met hun briefjes achterna ; kwakzalvers maken u doof met hun geschreeuw ; als gij hun gelooft is iedere zieke een gek , die zijn kwaal niet langer behoeft te houden , dan hij zelf wil ; in hun hand hebben zij eindelijk de panacé , waarnaar men sedert [ @alt zo zoo ] vele eeuwen gezocht heeft .
92-3|Nauwelijks zijt gij hun ontkomen , of daar valt u een kiezen-trekker op het lijf , die van zijn breekijzer spreekt als of het een kolombijntje is , [ @alt zo zoo ] zacht zal het u in [ @alt ~de~den den ] mond zijn !
92-4|[ @alt Intussen Intusschen ] trekt ginds een troep paardrijders of koordedansers rond , en werpt u [ @alt zo zoo ] veel mooie [ @alt Griekse Grieksche ] en [ @alt Latijnse Latijnsche ] namen naar 't hoofd , dat het u geel en groen voor de [ @alt ogen oogen ] wordt .
92-5|Ge kunt nauwelijks [ @alt horen hooren ] wat die omroeper daar te zeggen heeft , die na een poos op zijn bekken geraasd te hebben , als of het het [ @alt aas aes ] Dodonaeum ware , de eerlijke vinders oproept om hun eerlijkheid met een " genereuse [ @alt beloning belooning ] " te laten betalen .
92-6|Ge zijt blijde als ge u uit het gedrang gered hebt en eindelijk op de stoep van een boekwinkel kunt uitblazen , waar ge de nieuwste boeken en platen voor de glazen uitgestald ziet .
93-1|Wonderlijke wereld ! denk ik wel eens .
93-2|Welk een zee van behoeften !
94-1|( 10 )
94-2|Welk een stroom van genietingen !
94-3|En daar plaats ik dan in mijn verbeelding de huishouding van [ @alt de den ] [ @alt eerste eersten ] [ @alt mens mensch ] naast ; een loofhut voor woning , de boom die er zich over welfde voor voorraadschuur , de rivier die er langs vloeide voor laafbron - ziedaar alles !
94-4|Vader Adam ! hoe zijn uwe kinderen veranderd !
94-5|Ge zoudt ze nauwelijks als uw geslacht herkennen in hun weelderige woningen , in hun prachtige gewaden , in hun verfijnde manieren .
94-6|Als ze naast [ @alt ~de~den den ] Mensch-aap voor u stonden , zoudt ge waarlijk twijfelen , wie van beide uw nakomeling was .
94-7|Als men voor u de [ @alt Haarlemse Haarlemsche ] Courant in uw eerste-menschen-taal ( de lezer ziet dat ik mij zediglijk van alle linguïstische gissingen onthoud ) kon vertolken , hoe weinig zoudt gij er van begrijpen !
94-8|Misschien zoudt gij er u over bedroeven .
95-1|Ook ik dacht wel eens , dat het leven te ernstig was voor al het spel dat men er van maakt ; altijd troffen mij die doodberichten [ @alt tussen tusschen ] dat gewoel der volken aan [ @alt ~de~den den ] aanvang , en dat gewoel der [ @alt mensen menschen ] aan het einde van mijn Haarlemmer .
95-2|Ik heb het wel eens vergeleken bij een begrafenis , die over de markt trekt .
95-3|Wonderlijk is het , hoe weinig de omstanders zich daarvan aantrekken .
95-4|Men gaat op zij om de kist niet voor zijn hoofd te krijgen , maar dadelijk sluit zich de hoop weêr , even snel en ongevoelig als de lucht waardoor een pijl vliegt .
95-5|Even [ @alt zo zoo ] is er iets treffends in het gezicht van al die aanplakbiljetten , [ @alt lopende loopende ] over [ @alt kopen koopen ] en [ @alt verkopen verkoopen ] , tijdkortingen en ontspanningen , gemakken en genoegens , aan de zwarte poort van het [ @alt algemene algemeene ] kerkhof .
95-6|Vinniger satire heeft nooit de hand van een hekeldichter geschreven .
95-7|Ja , de Dood is de grootste satiricus ; men kan geen genot smaken ; of hij heeft er zijn schimpscheut op .
95-8|Misschien is hij daarom [ @alt zo zoo ] algemeen gehaat .
95-9|En toch de hand op het hart !
95-10|Zeg mij , als gij die lijst achter de [ @alt Haarlemse Haarlemsche ] Courant overziet , met al die eeuwig terugkeerende advertentiën , en die eentonige afwisseling van andere schouwspelers op hetzelfde [ @alt toneel tooneel ] , valt het u dan nooit in , dat de wereld toch al te ijdel en het leven al te nietig is , om het er op [ @alt ~de~den den ] duur in te kunnen uithouden ?
95-11|Ik voor mij denk daarbij met Young : Hier [ @alt altijd altoos ] te leven ? wat hatelijk denkbeeld !
95-12|En waarom zouden wij hier [ @alt altijd altoos ] leven ? om met moeielijke schreden in onze vorige voetstappen te treden ? om het scheprad des levens gedurig te doen omgaan en niets nieuws meer op te halen ? om [ @alt iedere iederen ] [ @alt ellendige ellendigen ] dag [ @alt ~de~den den ] vorigen te doen bespotten ? om te zien hetgeen wij gezien hebben ? om dezelfde oude bekwijlde vertelling te [ @alt horen hooren ] , tot dat wij die in 't geheel niet meer [ @alt horen hooren ] ? om het gesmaakte weder te smaken , en wel hetgeen bij ieder wederkeer minder smaak heeft ? om telkens onder ons verhemelte een ander wijngewas door te gieten ? om - ohe ! jam satis est !
95-13|Lieve Hemel ! als dat altijd [ @alt zo zoo ] blijven moest , als ik altijd de [ @alt Haarlemse Haarlemsche ] Courant moest blijven doorlezen , en nooit iets anders zien of [ @alt horen hooren ] dan hetgeen ik reeds gezien of gehoord heb , dan zou ik kunnen [ @alt wensen wenschen ] , dat men mijn naam nooit onder de geboorteberichten gelezen had ; en het is genoeg
96-1|( 11 ) mij dit schrikbeeld voor te stellen , om mij met liefde naar het plekje te doen zien , dat mijn dood vermelden zal , en daarin mijn vrienden te kennen geven , dat ik nu al de ijdelheden , die mij [ @alt zo zoo ] verveeld en vermoeid hebben , te boven ben en mij reeds op een plaats bevind , waar het leven zijn harlekijnspak heeft afgelegd .
97-1|En evenwel - maak uit het gezegde niet op , dat ik daarom als een dolende Ridder tegen de wezenlijke wereld te veld trek , en [ @alt begeren begeeren ] zou dat ieder [ @alt mens mensch ] zich in zijn eigen kluis opsloot , om daar boven zijn geopend graf bittere wortels te kauwen .
97-2|Het tegendeel is waar .
97-3|De [ @alt Franse Fransche ] revolutie heeft geen vuriger kloosterbestormers opgeleverd , dan ik ben .
97-4|Daarom alleen zou ik een Christino zijn , ofschoon anders mijn natuurlijke voorliefde voor Pretendenten mij tot een Carlist zou kunnen maken .
97-5|[ @alt Ere Eere ] dus aan die raderen van handel en nijverheid , die het werktuig der [ @alt menselijke menschelijke ] maatschappij in beweging brengen , waarin de zee , bestemd om een middel van scheiding te zijn , als een drijvend molenwater bruist ! [ @alt ere eere ] aan die broederschap der gezellige samenleving , die bruggen over [ @alt stromen stroomen ] en sporen over bergen slaat en de moeder is
98-1|Van sooveel kostelycks [ @alt zo soo ] konstelyck verwrocht ,
99-1|Van sooveel heerlyckheyts tot sooveel nuts gebrocht .
100-1|Indedaad zou het er bij de tegenwoordige overbevolking treurig uitzien , indien men zich wederzijds tot het volstrekt [ @alt nodige noodige ] wilde bepalen .
100-2|Waar zouden duizende monden brood vinden ?
100-3|Maar toch zou ik aan [ @alt de den ] [ @alt andere anderen ] kant wel eens willen weten , waar het op deze wijze voortgaande heen moet ?
100-4|Zullen de kunstbehoeften nog gestadig vermeerderd worden ?
100-5|Zal de weelde nog altijd blijven toenemen ?
100-6|Zullen er altijd weêr nieuwe takken van handel en nijverheid worden uitgevonden ?
100-7|Ik ben geen voorstander der zielsverhuizing , en hoop , als ik eens de aarde wel en goed zal verlaten hebben , er niet weêr te komen , maar erkennen moet ik het toch , dat ik wel eens de Haarlemmer Courant van 1939 zou willen zien : niet om de politieke berichten , want die kan ik mij verbeelden : " het is [ @alt zo zoo ] even vrede geworden en het zal [ @alt zo zoo ] straks weêr oorlog zijn " ; nog minder om de geboorte- , huwelijks- en doods-advertentiën , want daarin zal nog minder verandering komen ; maar om de aankondigingen , waarmeê het blad eindigt .
100-8|Dat zal een rommel wezen !
100-9|Mij dunkt , ik zie daar de aankondiging reeds , om de [ @alt mensen menschen ] even als een ledeman [ @alt gans gansch ] en al uit elkander te nemen en weêr in elkaâr te zetten ; dan zal men , vermoed ik , ook de kruiden wel weêr ontdekt hebben , waarmeê Medea haar vader verjongde ; dan zullen de Dames wel [ @alt zo zoo ] bont als wapenschilden en de [ @alt Heren Heeren ] [ @alt zo zoo ] fantastisch gekleed gaan als de Wildemannen , die ze vasthouden ; dan zal de vogel struis wel op de kruk en de olifant op de koord geleerd zijn ; dan zijn er zeker theaters waar de apen voor [ @alt mensen menschen ] en de [ @alt mensen menschen ] voor apen spelen ; dan ... de rest vindt gij in de Opregte Dingsdagsche [ @alt Haarlemse Haarlemsche ] Courant van 1 April Ao 1939 .
101-1|( 12 )
102-1|Ik [ @alt wenste wenschte ] wel , dat er geen bankroeten meer waren ; want dat is voor een zwaarmoedig Courantlezer , [ @alt zoals zooals ] ik ben , een [ @alt lelijk leelijk ] artikel .
102-2|Het zet mij altijd [ @alt tussen tusschen ] twee schroeven , die mijn [ @alt menslievend menschlievend ] hart even veel pijn doen : de smart namelijk dat de [ @alt mensen menschen ] [ @alt zo zoo ] slecht of [ @alt zo zoo ] ongelukkig zijn .
102-3|En zoudt gij het [ @alt geloven gelooven ] ?
102-4|Over het eerste punt stap ik nog het gemakkelijkst heen .
102-5|Ik kan mij tegen slechte [ @alt mensen menschen ] nooit [ @alt zo zoo ] boos maken , als ik , volgens sommigen , wel moest ; misschien omdat ik zelf weinig slechte [ @alt mensen menschen ] ontmoet heb .
102-6|Onder mijn bekenden zijn er , die mij dit zeer kwalijk nemen , en [ @alt menen meenen ] dat ik daardoor de deugd te kort doe .
102-7|Het kan zijn , maar ik kan er nog maar niet toe komen , om van het beetje deugd , dat ik het [ @alt ~mijn~mijne mijne ] mag noemen , een steen te maken om daarmeê mijn naasten te gooien .
102-8|Ik denk altijd , [ @alt zo zoo ] iemand zal toch wel gehekeld en geroskamd worden , al hou ik mijn rust .
102-9|Dan kan ik op een [ @alt andere anderen ] tijd weêr wat vooruitkomen , als een ander achterblijft , b. v. bij gelegenheid van rampen en tegenspoeden .
102-10|[ @alt Zo Zoo ] moet ik bekennen dat ik veel meer medelijden gevoel met een ongelukkigen bankroetier , dan gramschap tegen een moedwilligen schelm .
102-11|Bij dat enkele woord " Faillissement " staat er [ @alt soms somtijds ] [ @alt ene eene ] [ @alt gehele geheele ] aandoenlijke geschiedenis voor mijn geest .
102-12|Ik zie [ @alt ~de~den den ] vervolgden huisvader die te midden van zijn verarmd gezin het voorkomen heeft van een gebroken zuil , die er over schijnt te treuren , dat zij de lijst , die verminkt aan haar voeten ligt , niet langer heeft kunnen ondersteunen ; ik zie hem nog meer ter neêrgebogen onder [ @alt ~de~den den ] last der schande , die op zijn onschuldig hoofd drukt , dan onder [ @alt ~de~den den ] toch reeds zwaren slag van het verlies zijns vermogens , even als de vader van Effie Deans , niet anders uitroepende dan : Ikabod !
102-13|Ikabod ! weg is de [ @alt ere eere ] !
102-14|Ik zie hem door [ @alt ~zijn~zijne zijne ] getrouwe gade , door [ @alt ~zijn~zijne zijne ] [ @alt tedere teedere ] kinderen omringd , die hem in zijn ongeluk dubbel hebben lief gekregen en hem omklemmen als het klimop een omgestorten stam .
102-15|En als [ @alt de den ] [ @alt donkere donkeren ] achtergrond van dit aandoenlijk [ @alt toneel tooneel ] zie ik vervolging op rechterlijk gezag , vervolging op eigen gelegenheid , onbarmhartige bejegening , nijpende armoede en een gebedeld graf , waarop [ @alt wezen weezen ] in het bonte kleed der liefdadigheid treuren .
102-16|En ik [ @alt wenste wenschte ] dat de verbeelding van menig crediteur hetzelfde zag , eer hij dat harde woord " Faillissement " laat drukken .
103-1|Naar een geheel ander [ @alt toneel tooneel ] roept mij het artikel Erfhuizen .
103-2|Dit verplaatst mij op eens te midden van die chaos van verwarring , die een geveilde boedel oplevert .
103-3|Gelukkig die zich uit zulk een huis weet te redden , zonder een [ @alt blauwe blauwen ] scheen te hebben opgedaan .
103-4|Want als of een aardbeving de moeite genomen had van de goederen te schikken , [ @alt zo zoo ] ligt daar alles op en onder elkander .
103-5|Niets is op zijn plaats gebleven .
103-6|Meubelen , die bij het leven der eigenaars even als [ @alt bomen boomen ] op hun eigen plekje stonden vastgegroeid , zijn nu meêdoogenloos mobiel verklaard en gedwongen [ @alt de den ] [ @alt grote grooten ] stroom te volgen .
103-7|Een menigte van voorwerpen zweeft even als verstrooide vogels buiten hun natuurlijk verblijf om .
103-8|Het witte linnen heeft de zware eiken planken verlaten , waar het [ @alt zo zoo ] vreedzaam lag te
104-1|( 13 ) sluimeren , en is verwonderd gedurende [ @alt zo zoo ] veel dagen achtereen de zon te zien , die het anders bijna nooit aanschouwde .
104-2|De vernederde ledikanten-hemel , die eerst uit de hoogte op alles neêrzag , sleept nu met zijn staart in het stof , als een nieuw bewijs dat hoogmoed voor [ @alt ~de~den den ] val komt .
