id	gender	human	number	size	firstmention	mentions	label
1050	n	0	sg	3	1050	1050,1150,1143	zijn adres
1054	n	0	sg	1	1054	1054	zijn bericht
1056	n	0	sg	1	1056	1056	verlangen
1057	n	0	sg	2	1057	1057,1087	liefde
1061	m	1	sg	1	1061	1061	Langham
1068	n	0	both	1	1068	1068	den hôtelhouder
1069	-	-	sg	6	1069	1790,1786,1787,1069,2126,1791	de politie
1072	fm	1	pl	2	1072	1072,1075	wij
1073	n	0	sg	1	1073	1073	oproeping
1074	n	0	pl	1	1074	1074	Onze onderzoekingen
1076	n	0	sg	1	1076	1076	het minste resultaat
1077	n	0	sg	1	1077	1077	heden
1079	n	0	sg	2	1079	1789,1079	een woord van mijn ongelukkigen
1085	n	0	sg	1	1085	1085	een hart vol hoop en liefde
1086	m	1	sg	1	1086	1086	hoop
1088	n	0	sg	2	1088	1088,1966	eenige rust
1089	n	0	sg	1	1089	1089	vaderlijk genoegen
1090	n	0	sg	1	1090	1090	stede
1095	n	0	sg	1	1095	1095	een korte snik
1096	n	0	sg	1	1096	1096	den volzin
1098	n	0	sg	1	1098	1098	zijn notitie-boek
1101	n	0	sg	1	1101	1101	den 3en
1102	n	0	sg	1	1102	1102	Zijn bagage
1104	n	0	sg	1	1104	1104	het hôtel
1105	n	0	sg	1	1105	1105	dat
1106	n	0	sg	1	1106	1106	eenige opheldering
1107	n	0	pl	1	1107	1107	eenige boeken
1108	n	0	pl	2	1108	1108,1628	de Andaman-eilanden
1110	fm	1	pl	2	1110	1110,1111	der officieren
1112	-	-	sg	1	1112	1112	de bewaking der daar verbannen misdadigers
1113	fm	1	pl	1	1113	1113	der daar verbannen misdadigers
1115	m	1	sg	1	1115	1115	een of ander vriend in de stad
1116	n	0	sg	2	1116	1713,1116	de stad
1117	fm	1	sg	1	1117	1117	Zoover
1118	fm	1	pl	2	1118	1128,1118	wij
1121	n	0	sg	1	1121	1121	zijn eigen regiment
1123	n	0	sg	1	1123	1123	het 34e Bombay-Infanterie
1126	n	0	sg	1	1126	1126	vaarwel
1132	n	0	sg	1	1132	1132	zijn mede-officier in Engeland
1135	n	0	sg	1	1135	1135	Een vreemdsoortig geval
1137	-	-	sg	1	1137	1137	Het vreemdsoortige ervan
1138	fm	1	sg	1	1138	1138	ik
1140	f	1	pl	4	1140	1177,1140,1182,1175	den 4en Mei
1141	n	0	sg	4	1141	1160,1147,1148,1141	een advertentie in de
1142	m	1	sg	2	1142	1520,1142	de
1145	n	0	sg	2	1145	1145,1510	de verklaring
1146	n	0	sg	1	1146	1146	haar belang
1151	fm	1	sg	4	1151	1159,1162,1166,1151	Ik
1152	n	0	sg	1	1152	1152	dat tijdstip
1153	n	0	sg	1	1153	1153	het gezin van Mrs. Cecil Forrester
1155	f	1	sg	1	1155	1155	gouvernante
1156	n	0	sg	2	1156	1156,1158	betrekking
1157	n	0	sg	1	1157	1157	haar raad
1161	n	0	sg	2	1161	1161,2189	mijn adres
1163	-	-	sg	1	1163	1163	dienzelfden dag
1164	n	-	pl	1	1164	1164	de post
1165	n	0	sg	3	1165	1169,1165,1167	een aan mij geadresseerd kartonnen doosje
1170	n	0	sg	2	1170	1170,1171	een gelijksoortige doos
1172	n	0	sg	1	1172	1172	een zelfde parel
1173	n	0	sg	1	1173	1173	eenige aanwijzing omtrent den afzender
1174	fm	1	sg	1	1174	1174	den afzender
1176	n	0	sg	1	1176	1176	een deskundige
1178	n	0	sg	1	1178	1178	van buitengewoon groote waarde
1180	fm	1	sg	1	1180	1180	Gij
1181	f	1	sg	3	1181	1187,1181,1183	oordeelen
1184	n	0	sg	1	1184	1184	een platte doos
1186	-	-	sg	10	1186	1186,1188,2508,1327,2514,1332,2518,1335,2521,1275	der prachtigste paarlen
1190	n	0	sg	1	1190	1190	Uw verhaal
1191	fm	1	both	1	1191	1191	Uw
1193	fm	1	sg	1	1193	1193	u
1194	n	0	sg	1	1194	1194	dat wel juist heden
1195	n	0	sg	2	1195	1200,1195	de reden
1196	fm	1	sg	2	1196	1196,1198	ik
1202	fm	1	sg	1	1202	1202	u
1204	-	-	sg	1	1204	1204	de enveloppe
1205	fm	1	sg	1	1205	1205	u
1207	m	1	sg	1	1207	1207	S. W. Datum
1208	n	0	sg	1	1208	1208	Hum
1209	n	0	sg	1	1209	1209	De afdruk van een mansduim in den hoek
1210	n	0	sg	1	1210	1210	een mansduim in den hoek
1211	n	0	sg	2	1211	1211,1654	den hoek
1212	n	0	sg	1	1212	1212	den besteller
1213	-	-	sg	1	1213	1213	Beste kwaliteit
1214	n	0	sg	1	1214	1214	Enveloppe van six-pence
1215	-	-	pl	1	1215	1215	six-pence
1216	n	0	sg	1	1216	1216	het pak
1218	n	0	sg	2	1218	1218,1759	den derden pilaar van de linkerbuitenzijde van het Lyceum-Theatre
1219	-	-	sg	1	1219	1219	de linkerbuitenzijde van het Lyceum-Theatre
1220	n	0	sg	2	1220	1755,1220	het Lyceum-Theatre
1221	f	1	sg	13	1221	2528,1249,1251,1221,1223,1224,1225,2474,1227,1552,1232,1236,1239	gij
1222	m	1	pl	2	1222	1245,1222	vrienden
1226	n	0	sg	2	1226	1226,1228	gerechtigheid
1229	m	1	sg	1	1229	1229	Uw onbekende vriend
1230	fm	1	both	1	1230	1230	Uw
1234	n	0	sg	3	1234	1234,1235,1270	de vraag
1237	fm	1	sg	1	1237	1237	u
1238	fm	1	pl	1	1238	1238	wij
1240	fm	1	sg	2	1240	1240,1247	ik
1243	m	1	sg	3	1243	1248,1243,1246	Uw briefschrijver
1244	fm	1	both	1	1244	1244	Uw
1250	n	0	sg	4	1250	1932,1250,2468,2469	haar stem
1255	n	0	sg	1	1255	1255	eer
1258	fm	1	sg	1	1258	1258	u
1259	n	0	sg	1	1259	1259	eenig opzicht
1261	fm	1	sg	1	1261	1261	Gij
1264	m	1	pl	2	1264	1264,1292	geene vrienden
1273	n	0	pl	1	1273	1273	de adressen op de doosjes met de paarlen
1274	n	0	pl	2	1274	1274,1277	de doosjes met de paarlen
1282	n	0	sg	1	1282	1282	een half dozijn stukjes papier
1283	n	0	pl	1	1283	1283	stukjes papier
1285	n	0	sg	1	1285	1285	een model-cliënt
1286	fm	1	pl	1	1286	1286	ons
1288	n	0	pl	1	1288	1288	de papiertjes op de tafel
1289	n	0	sg	1	1289	1289	de tafel
1296	fm	1	sg	1	1296	1296	de schrijver
1297	n	0	sg	2	1297	1416,1297	de #e#
1298	n	0	sg	1	1298	1298	de krul van de #s#
1299	n	0	pl	2	1299	1299,1300	de #s#
1301	-	-	sg	1	1301	1301	denzelfden
1303	-	-	sg	2	1303	1308,1303	ijdele hoop bij u
1304	fm	1	sg	1	1304	1304	u
1310	fm	1	both	1	1310	1310	uwen
1311	n	0	sg	1	1311	1311	Dit antwoord
1313	fm	1	pl	1	1313	1313	Wij
1314	fm	1	sg	1	1314	1314	u
1316	n	0	pl	1	1316	1316	de papieren
1319	-	-	sg	2	1319	1320,1319	=Au revoir=
1321	-	-	sg	1	1321	1321	onze bezoekster
1323	fn	-	sg	2	1323	1323,1326	met een vriendelijken blik op ons beiden
1325	n	0	sg	1	1325	1325	haar doos met paarlen
1330	n	0	sg	1	1330	1330	het venster plaatsende
1333	-	-	sg	1	1333	1333	de straat afloopen
1334	n	0	sg	2	1334	1340,1334	haar grijs hoedje met de witte veder
1337	n	0	sg	1	1337	1337	een vogel
1338	n	0	sg	4	1338	1897,1338,1756,1729	de dichte menigte
1339	f	1	sg	5	1339	1376,1377,1603,1380,1339	Wat een aantrekkelijke vrouw
1348	f	1	sg	2	1348	1348,1351	halfgesloten oogen
1349	n	0	sg	1	1349	1349	zijn fauteuil
1356	n	0	sg	1	1356	1356	een rekenmachine
1358	fm	1	sg	1	1358	1358	u
1363	fm	1	both	1	1363	1363	uw
1364	n	0	pl	1	1364	1364	persoonlijke eigenschappen
1365	-	-	sg	2	1365	1365,1367	Een cliënt
1368	n	0	sg	2	1368	1368,1488	een factor in een vraagstuk
1370	n	0	pl	1	1370	1370	De op het gemoed werkende eigenschappen
1371	n	0	sg	1	1371	1371	het gemoed
1372	n	0	sg	1	1372	1372	een zuivere redeneering
1374	fm	1	sg	1	1374	1374	u
1379	fm	1	pl	1	1379	1379	drie kleine kinderen
1382	fm	1	pl	2	1382	1411,1382	mijne bekenden
1386	n	0	sg	1	1386	1386	een kwart millioen aan de armen van Londen
1387	n	0	pl	3	1387	1387,1662,1663	de armen van Londen
1391	n	0	pl	1	1391	1391	uitzonderingen
1392	n	0	sg	1	1392	1392	Een uitzondering
1397	n	0	sg	1	1397	1397	een karakter-studie
1399	fm	1	both	1	1399	1399	uw
1400	n	0	sg	1	1400	1400	het geschrijf van dezen knaap
1401	m	1	sg	1	1401	1401	dezen knaap
1404	n	0	pl	1	1404	1404	zaken
1408	n	0	pl	1	1408	1408	zijn lange letters
1412	fm	1	sg	2	1412	1420,1412	de gewone
1413	n	0	sg	1	1413	1413	Die #d#
1414	n	0	sg	1	1414	1414	een #a#
1415	n	0	both	1	1415	1415	die #l#
1417	m	1	pl	3	1417	1417,1422,2398	Mannen van karakter
1421	n	0	pl	1	1421	1421	gewone en lange letters
1423	n	0	sg	3	1423	1425,1429,1423	besluiteloosheid in zijne #k# 's en gevoel van eigenwaarde in zijne hoofdletters
1424	n	0	both	1	1424	1424	zijne #k# 's
1426	n	0	sg	1	1426	1426	gevoel van eigenwaarde in zijne hoofdletters
1427	n	0	sg	1	1427	1427	eigenwaarde in zijne hoofdletters
1428	n	0	pl	1	1428	1428	zijne hoofdletters
1433	fm	1	sg	1	1433	1433	u
1436	-	-	pl	2	1436	1436,1437	der merkwaardigste
1438	n	0	sg	1	1438	1438	Het martelaarschap
1440	m	1	sg	1	1440	1440	Winwood Reade
1441	fm	1	sg	1	1441	1441	Ik
1443	-	-	sg	1	1443	1443	de vensternis met het aangeduide boek in mijn hand
1444	n	0	sg	1	1444	1444	het aangeduide boek in mijn hand
1445	n	0	sg	1	1445	1445	mijn hand
1447	-	-	pl	3	1447	1689,1450,1447	mijne gedachten
1451	n	0	pl	1	1451	1451	Mijn gedachten
1453	fn	1	sg	8	1453	1490,1487,1461,1462,1465,1466,1453,1469	onze laatste bezoekster
1455	n	0	pl	1	1455	1455	haren
1456	n	0	sg	2	1456	1456,1458	glimlach
1457	-	-	pl	1	1457	1457	die diepe gevoelvolle tonen van hare stem
1463	n	0	sg	1	1463	1463	het tijdstip van haar vaders verdwijning
1464	n	0	sg	1	1464	1464	haar vaders verdwijning
1467	n	0	sg	1	1467	1467	een schoone leeftijd
1468	n	0	sg	1	1468	1468	haar zelfvertrouwen
1472	n	0	pl	1	1472	1472	zulke gevaarlijke gedachten
1475	n	0	sg	1	1475	1475	mijn lessenaar
1478	n	0	sg	1	1478	1478	mijn verhandeling over pathologie
1480	n	0	sg	1	1480	1480	pathologie
1482	m	1	sg	1	1482	1482	Een arm geneesheer
1483	n	0	sg	1	1483	1483	een zwak been
1484	n	0	sg	2	1484	1484,2327	een zwakker fortuin
1486	n	0	pl	1	1486	1486	zulke dingen
1492	n	0	sg	1	1492	1492	haar door onbereikbare luchtkasteelen
1493	-	-	sg	1	1493	1493	onbereikbare luchtkasteelen
1494	n	0	sg	1	1494	1494	DERDE HOOFDSTUK
1500	n	0	sg	2	1500	1500,1501	een gemoedsgesteldheid
1502	-	-	sg	1	1502	1502	ontzenuwing
1509	-	-	sg	1	1509	1509	ééne
1511	fm	1	sg	1	1511	1511	gij
1512	fm	1	sg	2	1512	1512,1518	Ik
1515	n	0	sg	4	1515	1570,1515,1516,1572	een veronderstelling
1517	-	-	pl	1	1517	1517	De nadere bizonderheden
1519	n	0	pl	1	1519	1519	oude nummers van de
1521	n	0	sg	1	1521	1521	Times
1524	-	-	sg	1	1524	1524	oud-gediende van het 34e regiment Bombay-Infanterie
1525	n	0	both	1	1525	1525	het 34e regiment Bombay-Infanterie
1532	n	0	sg	1	1532	1532	deze zijde
1534	m	1	sg	2	1534	1537,1534	De eenige persoon in Londen
1543	n	0	sg	2	1543	2432,1543	zijn dood
1545	f	1	sg	2	1545	1545,1551	de dochter van kapitein Morstan
1554	n	0	sg	2	1554	1554,2349	de verdwijning van haren vader
1555	n	0	pl	1	1555	1555	de geschenken
1556	n	0	sg	1	1556	1556	Sholto's dood
1558	m	1	sg	2	1558	1565,1558	Sholto's erfgenaam
1561	n	0	sg	1	1561	1561	een schikking
1562	fn	1	sg	8	1562	1568,2273,2274,2257,2262,1562,2270,2271	wenscht
1564	n	0	sg	1	1564	1564	eenige tegenovergestelde theorie
1569	n	0	sg	1	1569	1569	recht
1571	m	1	sg	1	1571	1571	haar vader
1573	n	0	sg	1	1573	1573	een ander onrecht
1575	-	-	pl	1	1575	1575	moeielijkheden
1576	f	1	sg	12	1576	1632,1633,1602,1635,1604,1576,1609,1608,1580,1613,1618,1619	zeker groote moeielijkheden
1578	-	-	sg	2	1578	1704,1578	onze expeditie van hedenavond
1579	fm	1	pl	2	1579	1584,1579	onze
1581	n	0	sg	1	1581	1581	een vierwieler
1583	fm	1	sg	1	1583	1583	gij
1586	n	0	sg	1	1586	1586	mijn hoed
1588	-	-	pl	1	1588	1588	stevigsten
1590	n	0	sg	2	1590	2402,1590	zijn revolver uit het wapenrek
1592	n	0	sg	1	1592	1592	het wapenrek
1593	n	0	sg	1	1593	1593	zijn zak
1596	n	0	sg	1	1596	1596	ons avondwerk van ernstigen
1599	n	0	sg	1	1599	1599	een donkerkleurigen mantel
1605	n	0	sg	1	1605	1605	de vreemdsoortige onderneming
1610	n	0	pl	2	1610	1610,1611	de weinige vragen
1615	n	0	sg	1	1615	1615	een bizonder
1617	m	1	sg	2	1617	1625,1617	mijn papa
1620	-	-	pl	1	1620	1620	zijne brieven
1622	n	0	pl	1	1622	1622	toespelingen op den Majoor
1626	n	0	sg	1	1626	1626	het bevel over de troepen op de Andaman-eilanden
1627	fm	1	pl	2	1627	1627,1629	de troepen op de Andaman-eilanden
1630	-	-	sg	1	1630	1630	papa's lessenaar
1631	n	0	sg	3	1631	1643,1637,1631	een vreemdsoortig papier
1634	fm	1	sg	1	1634	1634	gij
1638	n	0	sg	2	1638	1748,1638	zijn knie
1641	n	0	sg	1	1641	1641	zijn dubbele lens
1644	n	0	sg	3	1644	2328,2425,1644	Indië
1647	n	0	sg	1	1647	1647	een bord
1648	-	-	sg	1	1648	1648	De teekening erop
1649	n	0	sg	1	1649	1649	het ontwerp
1650	n	0	sg	1	1650	1650	een gedeelte van een groot gebouw
1651	n	0	sg	1	1651	1651	een groot gebouw
1652	n	0	pl	1	1652	1652	talrijke zalen
1653	n	0	pl	1	1653	1653	gangen
1655	m	1	sg	1	1655	1655	den eenen
1656	n	0	sg	1	1656	1656	een met roode inkt geteekend kruis
1657	n	0	sg	1	1657	1657	roode inkt
1659	n	0	sg	1	1659	1659	den linkerhoek
1660	n	0	pl	1	1660	1660	vier kruisjes
1661	n	0	sg	1	1661	1661	een lijn
1664	n	0	pl	1	1664	1664	ruwe karakters
1665	n	0	sg	1	1665	1665	Het teeken der vier
1666	n	0	-	1	1666	1666	der vier
1667	n	0	sg	2	1667	1673,1667	Jonathan Small
1668	m	1	sg	3	1668	1672,1668,1671	Mahomed Singh
1669	m	1	sg	1	1669	1669	Abdullah Khan
1670	fm	1	sg	1	1670	1670	Dost Akbar
1675	-	1	sg	6	1675	1696,1698,1687,1675,1691,1695	Desniettemin
1676	n	0	sg	1	1676	1676	een belangrijk document
1677	n	0	sg	2	1677	1680,1677	een zakboek
1678	fm	1	pl	1	1678	1678	Wij
1679	n	0	sg	1	1679	1679	zijn zakboek
1682	fm	1	pl	1	1682	1682	ons
1683	n	0	sg	1	1683	1683	nut
1684	fm	1	sg	4	1684	1688,1690,1684,1686	Ik
1692	n	0	sg	7	1692	1904,1873,1809,1796,1804,1692,1838	het rijtuig
1694	n	0	sg	1	1694	1694	zijn geheele houding
1697	n	0	pl	1	1697	1697	zijn gedachten
1703	m	1	sg	2	1703	1984,1703	toon over onze expeditie en den
1707	n	0	sg	1	1707	1707	uitslag ervan
1708	fm	1	sg	1	1708	1708	onze metgezel
1710	n	0	sg	1	1710	1710	September
1714	n	0	pl	1	1714	1714	zwarte wolken
1716	-	-	pl	3	1716	1810,1716,1853	de modderige straten
1717	n	0	sg	1	1717	1717	het strand
1718	n	0	sg	4	1718	1736,1728,1718,1751	het licht der lantaarns slechts met moeite
1719	n	0	pl	1	1719	1719	der lantaarns slechts met moeite
1720	n	0	sg	1	1720	1720	moeite
1721	n	0	sg	1	1721	1721	den nevel
1722	n	0	sg	1	1722	1722	een schaarsch
1723	n	0	sg	1	1723	1723	schijnsel over de glibberige bestrating
1725	n	0	pl	1	1725	1725	De gele lichtstralen uit de winkelramen
1726	-	-	pl	1	1726	1726	de winkelramen
1727	n	0	sg	1	1727	1727	de dampachtige lucht
1730	n	0	sg	1	1730	1730	Deze omstandigheid
1737	n	0	sg	1	1737	1737	donker
1744	-	-	pl	1	1744	1744	dusdanige invloeden
1746	n	0	sg	1	1746	1746	zijn geopend notitie-boek
1750	-	-	pl	1	1750	1750	eenige aanteekeningen
1752	n	0	sg	1	1752	1752	zijn zak-lantaarn
1754	n	0	pl	1	1754	1754	de zijdeuren van het Lyceum-Theatre
1757	n	0	pl	1	1757	1757	de dichte drommen
1761	m	1	sg	4	1761	1761,1805,1766,1807	koetsier
1763	fm	1	sg	1	1763	1763	gij
1764	-	-	pl	1	1764	1764	die
1769	m	1	sg	26	1769	1792,1987,2051,2054,2056,2059,2062,2068,2069,2071,2073,2075,2076,2079,2081,2082,2084,1769,1770,1773,1777,1778,1779,1781,2042,2046	deze twee heeren
1774	n	0	pl	1	1774	1774	een paar doordringende en vragende oogen
1776	fm	1	sg	1	1776	1776	Gij
1780	fm	1	sg	1	1780	1780	u
1782	n	0	sg	1	1782	1782	uw woord
1783	fm	1	both	1	1783	1783	uw
1784	fm	1	pl	1	1784	1784	uwer metgezellen
1785	fm	1	sg	1	1785	1785	een ambtenaar der politie
1788	fm	1	sg	1	1788	1788	u
1793	n	0	sg	1	1793	1793	een schril gefluit
1794	-	-	sg	1	1794	1794	hooren
1795	n	0	sg	1	1795	1795	een huurkoetsier
1797	n	0	sg	1	1797	1797	het portier
1801	n	0	sg	1	1801	1801	den bok
1806	n	0	pl	1	1806	1806	zijne paarden
1811	n	0	sg	1	1811	1811	een zonderlinge positie
1813	n	0	sg	2	1813	2013,1813	een ons onbekende plaats
1815	n	0	sg	3	1815	1817,1818,1815	de uitnoodiging van een onbekende
1816	n	0	sg	1	1816	1816	een onbekende
1820	fn	1	sg	2	1820	1825,1820	onze tocht
1822	n	0	sg	1	1822	1822	Miss Morstan's gedrag
1826	-	-	sg	1	1826	1826	eenige mijner avonturen in Afghanistan
1827	n	0	pl	1	1827	1827	mijner avonturen in Afghanistan
1831	n	0	pl	1	1831	1831	mijne verhalen
1833	m	1	sg	1	1833	1833	stapel
1835	n	0	sg	1	1835	1835	eenig idee omtrent de richting die ons rijtuig volgde
1836	n	0	sg	2	1836	1836,1837	de richting
1843	-	-	sg	1	1843	1843	mijne oppervlakkige kennis van Londen
1846	n	0	sg	1	1846	1846	de route
1850	n	0	pl	1	1850	1850	de namen der squares zoowel
1851	m	1	sg	2	1851	1851,1852	der squares zoowel
1854	n	0	pl	1	1854	1854	stegen
1855	n	0	sg	1	1855	1855	Rochester Row
1857	n	0	both	1	1857	1857	Vincent Square
1858	fm	1	pl	3	1858	1864,1858,1860	wij
1859	m	1	sg	3	1859	1881,1859,1878	de Vauxhall Bridge Road
1861	n	0	sg	1	1861	1861	de zijde der Surrey
1862	n	0	sg	1	1862	1862	der Surrey
1865	n	0	sg	1	1865	1865	de brug
1866	fm	1	sg	1	1866	1866	gij
1867	n	0	sg	1	1867	1867	de rivier
1869	n	0	sg	2	1869	1869,1871	een strook van de Theems
1870	n	0	sg	1	1870	1870	de Theems
1872	-	-	pl	1	1872	1872	de bruglantarens
1875	n	0	sg	1	1875	1875	een doolhof van straten
1876	-	-	pl	1	1876	1876	straten
1877	n	0	sg	1	1877	1877	de overzijde
1882	mn	-	sg	2	1882	1882,1885	Larke Hall Lane
1883	n	0	both	1	1883	1883	Stockwell Place
1886	n	0	sg	1	1886	1886	onze taak
1887	fm	1	pl	2	1887	1888,1887	onze
1889	n	0	pl	1	1889	1889	fatsoenlijke wijken
1891	n	0	sg	1	1891	1891	een onaanzienlijke en dubbelzinnige wijk
1892	n	0	pl	1	1892	1892	Lange lijnen van donkere huizen
1893	n	0	pl	1	1893	1893	donkere huizen
1894	n	0	sg	2	1894	1953,1894	den schijn der kroegen
1895	n	0	pl	2	1895	1896,1895	der kroegen
1898	n	0	pl	1	1898	1898	lanen met villa's van twee verdiepingen
1899	n	0	pl	1	1899	1899	villa's van twee verdiepingen
1900	n	0	pl	1	1900	1900	twee verdiepingen
1901	n	0	sg	1	1901	1901	een klein tuintje er voor
1902	n	0	pl	1	1902	1902	onafzienbare rijen nieuw gebouwde rood-steenen
1903	-	-	sg	1	1903	1903	nieuw gebouwde rood-steenen
1906	n	0	sg	1	1906	1906	een nieuw blok
1907	-	-	pl	3	1907	1936,1907,1910	der anderen
1911	n	0	sg	1	1911	1911	een enkel lichtje voor het keukenraam
1912	n	0	sg	1	1912	1912	het keukenraam
1915	fm	1	sg	1	1915	1915	een Hindoesch bediende
1916	fm	1	sg	1	1916	1916	Hindoesch
1917	n	0	sg	1	1917	1917	een gele turban
1918	m	1	sg	3	1918	1928,1929,1918	witte wijde kleederen
1919	n	0	sg	1	1919	1919	een gele sjerp
1920	n	0	sg	2	1920	1920,1922	deze Oostersche figuur
1921	n	0	pl	4	1921	1921,2026,1934,2015	Oostersche
1923	n	0	sg	1	1923	1923	de gang van een woning van den derden rang
1924	n	0	sg	1	1924	1924	een woning van den derden rang
1925	n	0	sg	1	1925	1925	den derden rang
1926	n	0	sg	2	1926	1930,1926	De Sahib
1933	n	0	sg	1	1933	1933	hun den
1935	n	0	both	1	1935	1935	Khitmutgar
1937	fm	1	sg	1	1937	1937	mij
1938	n	0	sg	1	1938	1938	VIERDE HOOFDSTUK
1942	n	0	sg	1	1942	1942	den Indiaan
1943	n	0	sg	1	1943	1943	een morsige gang
1946	n	0	sg	1	1946	1946	rechterzijde
1949	n	0	sg	1	1949	1949	Een stroom geelachtig licht
1950	n	0	sg	1	1950	1950	geelachtig licht
1952	n	0	sg	3	1952	1952,2182,2031	het midden van dien schijn
1954	m	1	sg	11	1954	1954,1960,1962,1964,1968,1972,2037,1974,2039,1976,1978	een kleine man met een zeer groot hoofd
1955	n	0	sg	2	1955	1955,1956	een zeer groot hoofd
1957	n	0	sg	1	1957	1957	een kring van rood , borstelig haar
1958	n	0	sg	1	1958	1958	rood , borstelig haar
1959	n	0	sg	1	1959	1959	een glimmend kale puntkruin
1963	-	-	pl	1	1963	1963	zijne gelaatstrekken in voortdurende beweging
1965	n	0	sg	1	1965	1965	voortdurende beweging
1967	n	0	sg	1	1967	1967	De Natuur
1969	n	0	sg	1	1969	1969	een hanglip
1970	n	0	sg	1	1970	1970	de rij zijner gele , onregelmatige tanden
1971	-	-	pl	1	1971	1971	zijner gele , onregelmatige tanden
1975	n	0	sg	1	1975	1975	zijn onderkaak
1977	m	1	sg	8	1977	1988,1989,1992,1995,2002,1977,1979,1983	zijne buitengewone kaalhoofdigheid
1980	fm	1	sg	3	1980	1985,1980,1990	Uw dienaar
1981	fm	1	both	1	1981	1981	Uw
1986	fm	1	both	1	1986	1986	uw
1991	n	0	sg	1	1991	1991	mijn klein heiligdom
1993	n	0	sg	1	1993	1993	Een kleine woning
1994	n	0	sg	2	1994	2217,1994	mijn eigen smaak
1996	n	0	sg	1	1996	1996	Een soort oase in deze beklagenswaardige wildernis van Zuidelijk-Londen
1997	n	0	sg	1	1997	1997	deze beklagenswaardige wildernis van Zuidelijk-Londen
1998	n	0	both	1	1998	1998	Zuidelijk-Londen
2000	n	0	sg	1	2000	2000	het uiterlijk van het vertrek waarbinnen hij ons uitnoodigde
2003	n	0	sg	1	2003	2003	ons uitnoodigde
2005	f	1	sg	3	2005	2033,2034,2005	dit onaanzienlijke
2006	n	0	sg	2	2006	2339,2006	huis als een diamant van het zuiverst
2007	n	0	sg	1	2007	2007	een diamant van het zuiverst
2008	n	0	sg	1	2008	2008	water
2009	n	0	sg	1	2009	2009	koper
2010	n	0	pl	1	2010	2010	De rijkste en kostbaarste gordijnen
2011	n	0	pl	1	2011	2011	tapijten
2012	n	0	pl	1	2012	2012	de wanden
2014	n	0	sg	1	2014	2014	een schilderstuk of Oostersche vaas
2016	n	0	sg	1	2016	2016	Het vloerkleed
2017	n	0	sg	1	2017	2017	de voet erin
2018	n	0	sg	2	2018	2018,2462	een donzen bed
2019	n	0	pl	1	2019	2019	Twee groote tijgerhuiden
2020	n	0	sg	1	2020	2020	een op een standaard staande hookah
2021	n	0	sg	1	2021	2021	een standaard
2022	n	0	both	1	2022	2022	Oostersche tabakspijp
2023	n	0	sg	1	2023	2023	het geheel
2025	n	0	sg	1	2025	2025	Oostersche weelde
2027	n	0	sg	1	2027	2027	Een lamp
2028	n	0	sg	1	2028	2028	den vorm van een zilveren duif
2029	n	0	sg	1	2029	2029	een zilveren duif
2030	n	0	sg	1	2030	2030	een zeer dunne vergulde ketting in het midden der kamer
2035	n	0	sg	1	2035	2035	de lucht met een zachten
2048	n	0	sg	1	2048	2048	uw stethoscoop
2049	fm	1	both	1	2049	2049	uw
2055	n	0	sg	1	2055	2055	mijn hart-klep
2058	n	0	sg	1	2058	2058	de goedheid
2060	n	0	sg	1	2060	2060	de hart-ader
2061	n	0	sg	1	2061	2061	de klep
2064	fm	1	both	1	2064	2064	uw
2066	n	0	sg	2	2066	2066,2087	zijn hart
2070	fn	-	pl	2	2070	2070,2103	in een angstigen
2072	n	0	sg	1	2072	2072	zijn gansche lichaam
2078	f	1	sg	4	2078	2104,2106,2108,2078	mijne angstigheid
2083	n	0	sg	1	2083	2083	een hartader-breuk
2086	fm	1	both	1	2086	2086	uw
2094	n	0	sg	1	2094	2094	zoozeer
2096	n	0	sg	1	2096	2096	deze onhandige opmerking
2099	m	1	sg	8	2099	2112,2114,2115,2121,2099,2107,2109,2111	neder
2102	n	0	pl	1	2102	2102	hare lippen
2110	fm	1	sg	1	2110	2110	u
2113	m	1	sg	16	2113	2296,2113,2340,2276,2344,2281,2282,2124,2130,2132,2133,2293,2136,2265,2268,2269	mijn broeder Bartholomeus
2116	fm	1	sg	3	2116	2116,2118,2119	gij
2117	m	1	pl	1	2117	2117	vrienden
2120	fm	1	pl	1	2120	2120	getuigen
2122	fm	1	pl	4	2122	2128,2122,2123,2125	Wij
2127	fm	1	pl	1	2127	2127	andere ambtenaren
2129	-	-	sg	1	2129	2129	eenige tusschenkomst van anderen
2131	n	0	sg	1	2131	2131	publiciteit
2135	n	0	sg	1	2135	2135	zijn doffe , waterige , blauwe oogen
2140	fm	1	sg	1	2140	2140	gij
2143	n	0	sg	1	2143	2143	mijn hoofd ten teeken van instemming
2145	m	1	sg	8	2145	2145,2147,2148,2154,2155,2157,2163,2165	teeken van instemming
2146	n	0	sg	1	2146	2146	instemming
2149	fm	1	sg	2	2149	2149,2158	u
2150	n	0	sg	1	2150	2150	een glas Chianti
2152	fm	1	sg	1	2152	2152	Tokayer
2153	n	0	pl	1	2153	2153	Andere wijnen
2159	m	1	sg	2	2159	2167,2159	tabaks-rook
2160	n	0	sg	1	2160	2160	den balsamieken geur van Oostersche tobacco
2161	n	0	both	1	2161	2161	den balsamieken
2162	n	0	both	1	2162	2162	Oostersche tobacco
2164	n	0	sg	2	2164	2164,2166	mijne hookah
2168	n	0	sg	1	2168	2168	een mondstuk
2169	-	-	sg	1	2169	2169	den grooten bol
