id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
397	1599	1603	noun	1603	-	-	I	n	0	sg	397	de een of andere moord
398	1607	1608	noun	1608	-	-	I	m	1	sg	104	een man
399	1610	1610	pronoun	1610	-	-	I	m	1	sg	104	die
400	1611	1613	name	1613	MISC	-	I	n	0	sg	400	een Indiaansche lunkah
401	1618	1622	noun	1619	-	-	I	n	0	sg	401	het terrein van uw onderzoek
402	1621	1622	noun	1622	-	-	I	n	0	sg	402	uw onderzoek
403	1621	1621	pronoun	1621	-	2	I	fm	1	both	403	uw
404	1626	1628	noun	1628	-	-	I	n	0	sg	404	het geoefend oog
405	1631	1633	noun	1633	-	-	I	n	0	sg	87	evenveel verschil tusschen
406	1634	1639	noun	1636	-	-	I	-	-	sg	406	de zwarte asch van een Trichinopoly
407	1638	1639	name	1639	PER	-	I	n	0	sg	407	een Trichinopoly
408	1641	1645	noun	1642	-	-	I	n	0	sg	408	de witte van een Havana
409	1644	1645	name	1645	LOC	-	I	n	0	sg	409	een Havana
410	1648	1648	noun	1648	-	-	I	n	0	sg	87	tusschen
411	1649	1649	pronoun	1649	-	3	I	n	0	sg	87	die
412	1651	1652	noun	1652	-	-	I	n	0	sg	126	een kool
413	1654	1655	noun	1655	-	-	I	n	0	sg	413	een aardappel
414	1659	1659	pronoun	1659	-	2	I	fm	1	sg	414	Gij
415	1661	1661	noun	1661	-	-	I	fn	-	sg	247	eene
416	1662	1665	noun	1663	-	-	I	n	0	sg	416	zeldzame gave van opmerken
417	1669	1669	pronoun	1669	-	1	O	fm	1	sg	33	ik
418	1673	1673	pronoun	1673	-	1	I	fm	1	sg	418	Ik
419	1675	1675	pronoun	1675	-	3	I	fn	-	sg	247	hare
420	1680	1681	noun	1681	-	-	I	n	0	sg	420	mijn handschrift
421	1680	1680	pronoun	1680	-	1	I	fm	1	sg	418	mijn
422	1686	1686	noun	1686	-	-	I	n	0	pl	422	voetstappen
423	1689	1697	noun	1690	-	-	I	n	0	pl	423	eenige opmerkingen omtrent het toepassen van de Parijsche pleisters
424	1695	1697	noun	1697	-	-	I	n	0	pl	424	de Parijsche pleisters
425	1696	1696	name	1696	LOC	-	I	n	0	both	425	Parijsche
426	1700	1702	noun	1700	-	-	I	-	-	sg	426	bewaarster der indrukken
427	1701	1702	noun	1702	-	-	I	n	0	pl	427	der indrukken
428	1706	1706	pronoun	1706	-	2	I	fm	1	both	428	gij
429	1708	1711	noun	1711	-	-	I	n	0	sg	429	een klein curieus boek
430	1713	1714	noun	1714	-	-	I	n	0	sg	108	den invloed
431	1716	1717	noun	1717	-	-	I	n	0	sg	402	een onderzoek
432	1719	1723	noun	1720	-	-	I	n	0	sg	432	een vorm van de hand
433	1722	1723	noun	1723	-	-	I	n	0	sg	433	de hand
434	1726	1728	noun	1726	-	-	I	n	0	pl	434	afbeeldingen van handen
435	1728	1728	noun	1728	-	-	I	n	0	pl	435	handen
436	1730	1730	noun	1730	-	-	I	-	-	sg	436	leidekkers
437	1732	1732	noun	1732	-	-	I	fm	1	both	428	matrozen
438	1734	1734	noun	1734	-	-	I	-	-	sg	438	kurksnijders
439	1736	1736	noun	1736	-	-	I	-	-	pl	439	loodwerkers
440	1738	1738	noun	1738	-	-	I	fm	1	pl	440	wevers
441	1740	1740	noun	1740	-	-	I	-	-	sg	441	diamantslijpers
442	1744	1751	noun	1745	-	-	I	n	0	sg	191	een zaak van groot practisch belang voor den
443	1747	1751	noun	1749	-	-	I	n	0	sg	443	groot practisch belang voor den
444	1751	1751	noun	1751	-	-	I	n	0	sg	21	den
445	1757	1759	noun	1757	-	-	I	n	0	pl	445	gevallen van onopgevraagde
446	1759	1759	noun	1759	-	-	I	m	1	sg	446	onopgevraagde
447	1766	1770	noun	1768	-	-	I	n	0	pl	447	der vroegere antecedenten van misdadigers
448	1770	1770	noun	1770	-	-	I	fm	1	pl	448	misdadigers
449	1773	1773	pronoun	1773	-	1	I	fm	1	sg	418	ik
450	1775	1775	pronoun	1775	-	2	I	fm	1	sg	428	u
451	1778	1779	noun	1779	-	-	I	n	0	sg	451	mijn gebabbel
452	1778	1778	pronoun	1778	-	1	I	fm	1	sg	418	mijn
453	1789	1789	pronoun	1789	-	1	O	fm	1	sg	33	ik
454	1795	1795	pronoun	1795	-	1	I	fm	1	sg	33	mij
455	1797	1799	noun	1799	-	-	I	n	0	sg	395	het grootste belang
456	1802	1802	pronoun	1802	-	1	I	fm	1	sg	33	ik
457	1803	1804	noun	1804	-	-	I	n	0	sg	457	de gelegenheid
458	1808	1810	noun	1809	-	-	I	n	0	sg	458	uwe toepassing ervan
459	1808	1808	pronoun	1808	-	2	I	fm	1	both	459	uwe
460	1816	1816	pronoun	1816	-	2	I	m	1	sg	446	gij
461	1817	1822	name	1818	PER	-	I	fm	1	both	461	spraakt zooeven van opmerking en gevolgtrekking
462	1820	1820	noun	1820	-	-	I	n	0	sg	462	opmerking
463	1822	1822	noun	1822	-	-	I	n	0	sg	2	gevolgtrekking
464	1826	1829	noun	1827	-	-	I	-	-	sg	247	de eene dezer gave
465	1828	1829	noun	1829	-	-	I	n	0	sg	416	dezer gave
466	1830	1831	noun	1831	-	-	I	-	-	sg	466	de andere
467	1838	1839	noun	1839	-	-	I	n	0	sg	467	geringe mate
468	1843	1843	pronoun	1843	-	3	O	m	1	sg	446	hij
469	1847	1848	noun	1848	-	-	O	n	0	sg	469	zijn armstoel
470	1847	1847	pronoun	1847	-	3	O	m	1	sg	446	zijn
471	1852	1858	noun	1855	-	-	O	n	0	pl	471	dikke , blauwe rookwolken uit zijn pijp
472	1857	1858	noun	1858	-	-	O	n	0	sg	291	zijn pijp
473	1857	1857	pronoun	1857	-	3	O	m	1	sg	446	zijn
474	1864	1864	noun	1864	-	-	I	n	0	sg	474	voorbeeld
475	1866	1866	noun	1866	-	-	I	n	0	sg	462	opmerking
476	1868	1868	pronoun	1868	-	1	I	m	1	sg	446	mij
477	1870	1870	pronoun	1870	-	2	I	fm	1	sg	33	gij
478	1873	1878	noun	1874	-	-	I	n	0	sg	478	het Postkantoor in de Wigmore Street
479	1876	1878	name	1878	LOC	-	I	n	0	both	479	de Wigmore Street
480	1883	1883	noun	1883	-	-	I	n	0	sg	2	gevolgtrekking
481	1885	1885	pronoun	1885	-	1	I	fm	1	sg	446	mij
482	1887	1887	pronoun	1887	-	2	I	fm	1	sg	33	gij
483	1889	1890	noun	1890	-	-	I	n	0	sg	483	een telegram
484	1902	1902	pronoun	1902	-	1	O	fm	1	sg	33	ik
485	1910	1910	pronoun	1910	-	1	I	fm	1	sg	33	ik
486	1913	1913	pronoun	1913	-	1	I	fm	1	sg	33	ik
487	1917	1917	pronoun	1917	-	2	I	m	1	sg	446	gij
488	1924	1929	noun	1927	-	-	I	n	0	sg	488	een plotseling opkomende gedachte van mij
489	1929	1929	pronoun	1929	-	1	I	fm	1	sg	33	mij
490	1931	1931	pronoun	1931	-	1	I	fm	1	sg	33	ik
491	1949	1949	pronoun	1949	-	3	O	m	1	sg	446	hij
492	1952	1952	pronoun	1952	-	3	O	m	1	sg	446	zich
493	1955	1956	noun	1956	-	-	O	n	0	sg	493	mijne verbazing
494	1955	1955	pronoun	1955	-	1	O	fm	1	sg	33	mijne
495	1975	1975	pronoun	1975	-	2	I	fm	1	sg	495	u
496	1976	1978	noun	1978	-	-	I	n	0	sg	87	de grens tusschen
497	1979	1979	noun	1979	-	-	I	n	0	sg	462	opmerking
498	1981	1981	noun	1981	-	-	I	n	0	sg	2	gevolgtrekking
499	1986	1986	noun	1986	-	-	I	n	0	sg	462	Opmerking
500	1988	1988	pronoun	1988	-	1	I	m	1	sg	446	mij
501	1990	1990	pronoun	1990	-	2	I	fm	1	sg	495	gij
502	1992	1996	noun	1993	-	-	I	n	0	sg	502	de zool van uw schoen
503	1995	1996	noun	1996	-	-	I	-	-	sg	503	uw schoen
504	1995	1995	pronoun	1995	-	2	I	fm	1	both	504	uw
505	1999	2000	noun	2000	-	-	I	n	0	sg	505	roode modder
506	1999	1999	name	1999	-	-	I	m	1	sg	506	roode
507	2005	2010	noun	2006	-	-	I	n	0	sg	478	het Postkantoor in de Wigmore Street
508	2008	2010	name	2010	LOC	-	I	mn	-	sg	479	de Wigmore Street
509	2012	2013	noun	2013	-	-	I	fm	1	sg	509	de straat
510	2016	2016	noun	2016	-	-	I	n	0	sg	510	aarde
511	2018	2018	pronoun	2018	-	-	I	n	0	sg	510	die
512	2019	2019	pronoun	2019	-	3	I	fm	1	sg	509	men
513	2022	2022	pronoun	2022	-	3	I	fm	1	sg	509	men
514	2023	2023	pronoun	2023	-	3	I	fm	1	sg	509	zich
515	2025	2026	noun	2026	-	-	I	n	0	sg	515	het kantoor
516	2033	2034	noun	2034	-	-	I	n	0	sg	510	Deze aarde
517	2037	2038	name	2038	PER	-	I	m	1	sg	506	bizonder roode
518	2039	2039	noun	2039	-	-	I	n	0	sg	510	kleur
519	2042	2042	pronoun	2042	-	-	I	n	0	sg	510	die
520	2045	2046	noun	2046	-	-	I	n	0	sg	520	den omtrek
521	2057	2058	noun	2058	-	-	I	-	-	sg	521	het overige
522	2065	2065	noun	2065	-	-	I	-	-	sg	522	kwaamt
523	2066	2066	pronoun	2066	-	2	I	m	1	sg	446	ge
524	2069	2070	noun	2070	-	-	I	n	0	sg	2	de gevolgtrekking
525	2073	2073	pronoun	2073	-	1	I	fm	1	sg	33	ik
526	2074	2075	noun	2075	-	-	I	n	0	sg	483	een telegram
527	2083	2083	pronoun	2083	-	1	I	m	1	sg	446	ik
528	2086	2086	pronoun	2086	-	2	I	fm	1	sg	33	gij
529	2088	2089	name	2089	MISC	-	I	n	0	sg	529	den ganschen
530	2092	2092	pronoun	2092	-	1	I	fm	1	sg	446	ik
531	2094	2095	noun	2095	-	-	I	n	0	sg	531	uw gezelschap
532	2094	2094	pronoun	2094	-	2	I	fm	1	both	532	uw
533	2106	2106	pronoun	2106	-	1	I	fm	1	sg	446	ik
534	2109	2109	pronoun	2109	-	2	I	fm	1	both	534	uwen
535	2111	2111	noun	2111	-	-	I	-	-	sg	535	lessenaar
536	2114	2114	pronoun	2114	-	2	I	fm	1	sg	33	gij
537	2115	2115	noun	2115	-	-	I	fm	1	pl	537	postzegels
538	2117	2119	noun	2118	-	-	I	n	0	sg	538	een pakket briefkaarten
539	2124	2124	noun	2124	-	-	I	-	-	sg	539	kondet
540	2125	2125	pronoun	2125	-	2	I	fm	1	sg	33	gij
541	2128	2129	noun	2129	-	-	I	n	0	sg	478	het postkantoor
542	2134	2135	noun	2135	-	-	I	n	0	sg	542	een dépêche
543	2145	2145	pronoun	2145	-	3	I	fm	1	pl	537	elkander
544	2151	2153	noun	2153	-	-	I	n	0	sg	544	de eenige gevolgtrekking
545	2154	2155	noun	2155	-	-	I	m	1	sg	545	de juiste
546	2161	2162	noun	2162	-	-	I	n	0	sg	213	dit geval
547	2170	2170	pronoun	2170	-	1	O	fm	1	sg	33	ik
548	2177	2178	noun	2178	-	-	I	n	0	sg	191	de zaak
549	2181	2181	pronoun	2181	-	2	I	fm	1	sg	549	gij
550	2187	2187	pronoun	2187	-	2	I	fm	1	sg	549	gij
551	2192	2192	pronoun	2192	-	1	I	fm	1	sg	33	ik
552	2193	2194	noun	2194	-	-	I	n	0	pl	552	uwe theorieën
553	2193	2193	pronoun	2193	-	2	I	fm	1	both	553	uwe
554	2196	2199	noun	2199	-	-	I	n	0	sg	554	een meer ernstige proef
555	2208	2208	pronoun	2208	-	3	O	m	1	sg	545	hij
556	2213	2213	pronoun	2213	-	1	I	m	1	sg	545	mij
557	2216	2216	noun	2216	-	-	I	-	-	sg	247	eene
558	2217	2219	noun	2218	-	-	I	n	0	sg	558	tweede dosis cocaïne
559	2225	2225	pronoun	2225	-	1	I	fm	1	sg	545	mij
560	2227	2228	noun	2228	-	-	I	n	0	sg	87	eenig probleem
561	2230	2230	pronoun	2230	-	3	I	n	0	sg	87	dat
562	2231	2231	pronoun	2231	-	2	I	fm	1	sg	562	gij
563	2233	2234	noun	2234	-	-	I	n	0	sg	563	mijn oordeel
564	2233	2233	pronoun	2233	-	1	I	fm	1	sg	545	mijn
565	2245	2245	pronoun	2245	-	1	I	fm	1	sg	565	Ik
566	2247	2247	pronoun	2247	-	2	I	m	1	sg	545	u
567	2255	2256	noun	2256	-	-	I	m	1	sg	104	een man
568	2259	2260	noun	2260	-	-	I	n	0	sg	568	eenig voorwerp
569	2266	2272	noun	2267	-	-	I	n	0	sg	569	den indruk van zijn persoonlijkheid er in
570	2269	2272	noun	2270	-	-	I	n	0	sg	570	zijn persoonlijkheid er in
571	2269	2269	pronoun	2269	-	3	I	n	0	sg	568	zijn
572	2281	2283	noun	2283	-	-	I	n	0	sg	572	een geoefend opmerker
573	2284	2284	pronoun	2284	-	-	I	-	-	both	573	die
574	2291	2291	pronoun	2291	-	1	I	fm	1	sg	565	ik
575	2294	2295	noun	2295	-	-	I	n	0	sg	87	een horloge
576	2296	2296	pronoun	2296	-	3	I	n	0	sg	87	dat
577	2300	2301	noun	2301	-	-	I	n	0	sg	577	mijn bezit
578	2300	2300	pronoun	2300	-	1	I	fm	1	sg	565	mijn
579	2306	2306	pronoun	2306	-	2	I	fm	1	sg	545	gij
580	2313	2313	pronoun	2313	-	1	I	fm	1	sg	565	mij
581	2314	2321	noun	2315	-	-	I	n	0	sg	581	uw oordeel omtrent het karakter of de gewoonten
582	2314	2314	pronoun	2314	-	2	I	fm	1	both	582	uw
583	2317	2318	noun	2318	-	-	I	n	0	sg	583	het karakter
584	2320	2321	noun	2321	-	-	I	n	0	pl	584	de gewoonten
585	2323	2323	noun	2323	-	-	I	n	0	sg	21	den
586	2325	2325	noun	2325	-	-	I	m	1	sg	586	eigenaar
587	2330	2330	pronoun	2330	-	1	O	fm	1	sg	33	Ik
588	2332	2332	pronoun	2332	-	3	O	m	1	sg	586	hem
589	2333	2337	noun	2334	-	-	O	n	0	sg	87	het horloge met eenig leedvermaak
590	2336	2337	noun	2337	-	-	O	n	0	sg	590	eenig leedvermaak
591	2342	2342	pronoun	2342	-	1	O	fm	1	sg	33	ik
592	2343	2343	pronoun	2343	-	1	O	fm	1	sg	33	mij
593	2348	2349	noun	2349	-	-	O	n	0	sg	554	de proef
594	2352	2352	pronoun	2352	-	1	O	fm	1	sg	33	ik
595	2355	2356	noun	2356	-	-	O	n	0	sg	595	een les
596	2362	2362	noun	2362	-	-	O	n	0	sg	21	den
597	2365	2365	pronoun	2365	-	3	O	n	0	sg	595	dien
598	2366	2366	pronoun	2366	-	3	O	m	1	sg	586	hij
599	2371	2371	pronoun	2371	-	3	O	m	1	sg	586	Hij
600	2373	2373	pronoun	2373	-	3	O	n	0	sg	595	het
601	2374	2374	noun	2374	-	-	O	n	0	sg	601	uurwerk
602	2376	2377	noun	2377	-	-	O	n	0	sg	433	zijn hand
603	2376	2376	pronoun	2376	-	3	O	m	1	sg	586	zijn
604	2380	2381	noun	2381	-	-	O	n	0	sg	604	de wijzerplaat
605	2388	2389	noun	2389	-	-	O	n	0	sg	87	het werk
606	2393	2395	noun	2395	-	-	O	n	0	sg	606	zijn bloote oog
607	2393	2393	pronoun	2393	-	3	O	m	1	sg	586	zijn
608	2399	2401	noun	2401	-	-	O	n	0	sg	608	een sterke lens
609	2403	2403	pronoun	2403	-	1	O	fm	1	sg	33	Ik
610	2406	2407	noun	2407	-	-	O	n	0	sg	610	mijn lach
611	2406	2406	pronoun	2406	-	1	O	fm	1	sg	33	mijn
612	2413	2415	noun	2415	-	-	O	n	0	sg	87	zijn teleurgesteld gelaat
613	2413	2413	pronoun	2413	-	3	O	n	0	sg	610	zijn
614	2417	2417	pronoun	2417	-	3	O	m	1	sg	586	hij
615	2419	2420	noun	2420	-	-	O	n	0	sg	615	de kast
616	2425	2425	pronoun	2425	-	1	O	fm	1	sg	33	mij
617	2438	2438	pronoun	2438	-	3	O	m	1	sg	586	hij
618	2442	2443	noun	2443	-	-	I	n	0	sg	87	het horloge
619	2451	2451	pronoun	2451	-	3	I	n	0	sg	87	dat
620	2452	2452	pronoun	2452	-	1	I	m	1	sg	586	mij
621	2454	2457	noun	2457	-	-	I	-	-	pl	621	de meeste denkbare daadzaken
622	2462	2462	pronoun	2462	-	2	I	m	1	sg	586	Gij
623	2468	2468	pronoun	2468	-	1	O	fm	1	sg	33	ik
624	2476	2476	pronoun	2476	-	1	I	fm	1	sg	33	mij
625	2482	2483	noun	2483	-	-	O	n	0	sg	625	mijn hart
626	2482	2482	pronoun	2482	-	1	O	fm	1	sg	33	mijn
627	2485	2485	pronoun	2485	-	1	O	fm	1	sg	33	ik
628	2486	2487	noun	2487	-	-	O	m	1	sg	53	mijn metgezel
629	2486	2486	pronoun	2486	-	1	O	fm	1	sg	33	mijn
630	2489	2489	pronoun	2489	-	3	O	m	1	sg	53	hij
631	2490	2496	noun	2491	-	-	O	n	0	sg	631	zijn onvermogen achter een niet beduidende uitvlucht
632	2490	2490	pronoun	2490	-	3	O	m	1	sg	53	zijn
633	2493	2496	noun	2496	-	-	O	n	0	sg	633	een niet beduidende uitvlucht
634	2502	2502	pronoun	2502	-	3	O	m	1	sg	53	hij
635	2504	2506	noun	2506	-	-	O	n	0	sg	87	een onschoongemaakt horloge
636	2515	2516	noun	2516	-	-	I	n	0	sg	402	mijn onderzoek
637	2515	2515	pronoun	2515	-	1	I	m	1	sg	53	mijn
638	2524	2524	pronoun	2524	-	3	O	m	1	sg	53	hij
639	2527	2534	noun	2530	-	-	O	-	-	sg	639	droomerige half gesloten oogen naar de zoldering starende
640	2532	2533	noun	2533	-	-	O	n	0	sg	640	de zoldering
641	2538	2538	noun	2538	-	-	I	n	0	sg	641	verbetering
642	2540	2540	pronoun	2540	-	1	I	m	1	sg	53	ik
643	2543	2547	noun	2544	-	-	I	n	0	sg	87	het horloge aan uw oudsten
644	2546	2547	noun	2547	-	-	I	-	-	pl	644	uw oudsten
645	2546	2546	pronoun	2546	-	2	I	fm	1	both	645	uw
646	2548	2548	noun	2548	-	-	I	m	1	sg	646	broeder
647	2552	2552	pronoun	2552	-	-	I	m	1	sg	646	die
648	2555	2556	noun	2556	-	-	I	m	1	sg	300	uwen vader
649	2555	2555	pronoun	2555	-	2	I	fm	1	both	649	uwen
650	2564	2564	pronoun	2564	-	2	I	m	1	sg	53	gij
651	2568	2573	name	2570	PER	-	I	f	1	sg	651	de H. W. op de kast
652	2572	2573	noun	2573	-	-	I	n	0	sg	615	de kast
653	2580	2581	name	2581	MISC	-	I	f	1	sg	651	De W.
654	2583	2585	noun	2585	-	-	I	n	0	sg	200	uw eigen naam
655	2583	2583	pronoun	2583	-	2	I	fm	1	both	655	uw
656	2591	2592	noun	2592	-	-	I	n	0	sg	87	het horloge
657	2603	2604	noun	2604	-	-	I	-	-	pl	657	de initialen
658	2609	2611	noun	2610	-	-	I	n	0	sg	87	het horloge zelve
659	2617	2617	noun	2617	-	-	I	n	0	sg	21	den
660	2619	2619	noun	2619	-	-	I	m	1	sg	660	zoon
661	2623	2623	pronoun	2623	-	3	I	m	1	sg	300	hij
662	2626	2627	noun	2627	-	-	I	n	0	sg	662	den regel
663	2631	2632	noun	2632	-	-	I	m	1	sg	300	de vader
664	2634	2635	noun	2635	-	-	I	m	1	sg	300	Uw vader
665	2634	2634	pronoun	2634	-	2	I	fm	1	both	665	Uw
666	2639	2639	pronoun	2639	-	1	I	m	1	sg	53	ik
667	2640	2640	pronoun	2640	-	1	I	fm	1	sg	53	mij
668	2651	2658	noun	2652	-	-	I	n	0	sg	87	het horloge in handen gekomen van uw oudsten
669	2654	2654	noun	2654	-	-	I	n	0	pl	435	handen
670	2657	2658	noun	2658	-	-	I	fm	1	pl	644	uw oudsten
671	2657	2657	pronoun	2657	-	2	I	fm	1	both	671	uw
672	2665	2665	pronoun	2665	-	2	I	m	1	sg	53	gij
673	2670	2670	pronoun	2670	-	1	O	fm	1	sg	33	ik
674	2674	2674	pronoun	2674	-	2	I	fm	1	sg	674	gij
675	2680	2680	pronoun	2680	-	3	I	m	1	sg	104	Hij
676	2682	2689	noun	2683	-	-	I	m	1	sg	104	een man van zeer ongestadige en zorgelooze levenswijze
677	2686	2686	noun	2686	-	-	I	-	-	sg	677	ongestadige
678	2691	2691	pronoun	2691	-	3	I	m	1	sg	104	Hij
679	2694	2695	noun	2695	-	-	I	n	0	pl	679	goede vooruitzichten
680	2698	2698	pronoun	2698	-	3	I	m	1	sg	104	hij
681	2700	2701	noun	2701	-	-	I	n	0	sg	681	zijn geluk
682	2700	2700	pronoun	2700	-	3	I	m	1	sg	104	zijn
683	2705	2706	noun	2705	-	-	I	-	-	sg	18	eenigen tijd
684	2708	2708	noun	2708	-	-	I	n	0	sg	684	armoede
685	2711	2714	noun	2712	-	-	I	-	-	sg	685	korte tusschenpoozen van voorspoed
686	2714	2714	noun	2714	-	-	I	n	0	sg	686	voorspoed
687	2718	2718	pronoun	2718	-	3	I	m	1	sg	104	hij
688	2721	2722	noun	2722	-	-	I	n	0	sg	688	den drank
689	2728	2728	pronoun	2728	-	3	I	m	1	sg	104	hij
690	2734	2734	pronoun	2734	-	1	I	fm	1	sg	690	ik
691	2739	2739	pronoun	2739	-	1	O	fm	1	sg	33	Ik
692	2742	2743	noun	2743	-	-	O	n	0	sg	147	mijn stoel
693	2742	2742	pronoun	2742	-	1	O	fm	1	sg	33	mijn
694	2751	2752	noun	2752	-	-	O	n	0	sg	694	de kamer
695	2762	2762	pronoun	2762	-	2	I	m	1	sg	3	u
696	2764	2764	name	2764	PER	-	I	m	1	sg	3	Holmes
697	2768	2768	pronoun	2768	-	1	O	fm	1	sg	33	ik
698	2771	2771	pronoun	2771	-	1	I	fm	1	sg	698	ik
699	2776	2776	noun	2776	-	-	I	-	-	sg	699	gelooven
700	2779	2779	pronoun	2779	-	2	I	m	1	sg	3	gij
701	2780	2780	pronoun	2780	-	2	I	fm	1	sg	3	u
702	2782	2782	noun	2782	-	-	I	n	0	sg	702	zoo
703	2787	2787	pronoun	2787	-	2	I	fm	1	sg	3	Gij
704	2789	2789	noun	2789	-	-	I	n	0	sg	402	onderzoek
705	2792	2796	noun	2793	-	-	I	n	0	sg	705	de geschiedenis van mijn ongelukkigen
706	2795	2796	noun	2796	-	-	I	n	0	pl	706	mijn ongelukkigen
707	2795	2795	pronoun	2795	-	1	I	fm	1	sg	698	mijn
708	2803	2803	noun	2803	-	-	I	n	0	pl	708	gevolgtrekkingen
709	2805	2806	noun	2806	-	-	I	n	0	sg	231	deze wetenschap
710	2811	2811	pronoun	2811	-	2	I	fm	1	sg	3	Gij
711	2816	2816	pronoun	2816	-	1	I	fm	1	sg	698	mij
712	2819	2819	pronoun	2819	-	1	I	fm	1	sg	698	ik
713	2820	2820	noun	2820	-	-	I	-	-	sg	699	gelooven
714	2823	2823	pronoun	2823	-	2	I	fm	1	sg	3	gij
715	2824	2829	noun	2825	-	-	I	n	0	sg	66	dit alles op dit oud horloge
716	2827	2829	noun	2829	-	-	I	n	0	sg	87	dit oud horloge
717	2840	2842	noun	2842	-	-	I	m	1	sg	717	de volle waarheid
718	2847	2850	noun	2848	-	-	I	n	0	sg	718	het iets van charlatanisme
719	2850	2850	noun	2850	-	-	I	-	-	sg	719	charlatanisme
720	2854	2855	noun	2855	-	-	I	fm	1	sg	720	Waarde dokter
721	2859	2859	pronoun	2859	-	3	O	m	1	sg	717	hij
722	2863	2863	pronoun	2863	-	1	I	m	1	sg	717	ik
723	2865	2865	pronoun	2865	-	2	I	fm	1	sg	720	u
724	2868	2869	noun	2869	-	-	I	n	0	sg	724	mijne verontschuldiging
725	2868	2868	pronoun	2868	-	1	I	fm	1	sg	717	mijne
726	2872	2877	noun	2873	-	-	I	n	0	sg	191	De zaak als een gewoon vraagstuk
727	2875	2877	noun	2877	-	-	I	n	0	sg	727	een gewoon vraagstuk
728	2881	2881	pronoun	2881	-	1	I	fm	1	sg	717	ik
729	2887	2887	pronoun	2887	-	2	I	fm	1	sg	720	u
730	2888	2890	noun	2889	-	-	I	-	-	sg	730	de oplossing ervan
731	2894	2894	pronoun	2894	-	1	I	fm	1	sg	717	Ik
732	2896	2896	pronoun	2896	-	2	I	fm	1	sg	720	u
733	2898	2900	noun	2900	-	-	I	n	0	sg	733	de heilige verzekering
734	2902	2902	pronoun	2902	-	1	I	fm	1	sg	717	ik
735	2907	2907	pronoun	2907	-	2	I	fm	1	sg	720	gij
736	2908	2909	noun	2909	-	-	I	m	1	sg	646	een broeder
737	2914	2914	pronoun	2914	-	2	I	fm	1	sg	720	ge
738	2915	2915	pronoun	2915	-	1	I	fm	1	sg	717	mij
739	2916	2917	noun	2917	-	-	I	n	0	sg	87	dit horloge
740	2920	2920	noun	2920	-	-	I	n	0	sg	433	hand
741	2935	2935	noun	2935	-	-	I	f	1	sg	522	kwaamt
742	2936	2936	pronoun	2936	-	2	I	m	1	sg	717	gij
743	2940	2941	noun	2941	-	-	I	n	0	pl	244	deze feiten
744	2943	2943	pronoun	2943	-	3	I	fm	1	pl	644	Zij
745	2960	2960	pronoun	2960	-	1	I	m	1	sg	717	Ik
746	2962	2962	pronoun	2962	-	1	I	fm	1	sg	717	mij
747	2964	2964	pronoun	2964	-	3	I	fm	1	pl	644	ze
748	2966	2966	noun	2966	-	-	I	n	0	pl	748	waarschijnlijkheden
749	2969	2969	pronoun	2969	-	1	I	fm	1	sg	717	Ik
750	2986	2986	noun	2986	-	-	I	n	0	pl	750	gissingen
751	2994	2994	pronoun	2994	-	1	I	fm	1	sg	33	ik
752	3000	3002	noun	3002	-	-	I	n	0	sg	752	een dwaze gewoonte
753	3008	3010	noun	3010	-	-	I	n	0	sg	753	het logisch verband
754	3013	3013	pronoun	3013	-	2	I	fm	1	sg	754	u
755	3018	3018	pronoun	3018	-	3	I	n	0	sg	753	dit
756	3022	3022	pronoun	3022	-	2	I	fm	1	sg	754	gij
757	3023	3024	noun	3024	-	-	I	n	0	sg	757	mijn gedachtengang
758	3023	3023	pronoun	3023	-	1	I	fm	1	sg	33	mijn
759	3028	3029	noun	3029	-	-	I	n	0	pl	759	geringe omstandigheden
760	3031	3031	pronoun	3031	-	-	I	n	0	pl	759	die
761	3033	3035	noun	3035	-	-	I	n	0	pl	761	de grootste ophelderingen
762	3044	3044	noun	3044	-	-	I	n	0	sg	474	voorbeeld
763	3046	3046	pronoun	3046	-	1	I	fm	1	sg	33	ik
764	3051	3052	noun	3052	-	-	I	m	1	sg	764	uw broeder
765	3051	3051	pronoun	3051	-	2	I	fm	1	both	765	uw
766	3057	3057	pronoun	3057	-	2	I	fm	1	sg	754	gij
767	3059	3062	noun	3059	-	-	I	n	0	pl	767	benedengedeelten van deze horlogekast
768	3061	3062	noun	3062	-	-	I	n	0	sg	768	deze horlogekast
769	3067	3067	pronoun	3067	-	2	I	fm	1	sg	754	gij
770	3070	3070	pronoun	3070	-	3	I	f	1	sg	522	zij
771	3074	3075	noun	3075	-	-	I	n	0	pl	771	twee plaatsen
772	3080	3080	pronoun	3080	-	3	I	f	1	sg	522	zij
773	3088	3089	noun	3089	-	-	I	n	0	sg	36	de gewoonte
774	3090	3090	pronoun	3090	-	-	I	n	0	sg	36	die
775	3091	3091	pronoun	3091	-	3	I	m	1	sg	764	hij
776	3096	3097	name	3097	MISC	-	I	n	0	both	776	denzelfden vestzak
777	3099	3101	noun	3101	-	-	I	n	0	pl	777	andere harde voorwerpen
778	3106	3106	noun	3106	-	-	I	n	0	pl	778	sleutels
779	3115	3115	noun	3115	-	-	I	n	0	sg	779	vernuft
780	3118	3119	noun	3119	-	-	I	n	0	sg	2	de gevolgtrekking
781	3124	3124	pronoun	3124	-	3	I	m	1	sg	764	hij
782	3126	3126	pronoun	3126	-	-	I	-	-	sg	782	die
