mention1	mention2	sieve
1692	1699	stringmatch
1665	1700	stringmatch
198	1701	resolvepronouns
251	1703	stringmatch
1702	1704	precise:relpronoun
1	1706	resolvepronouns
220	1707	stringmatch
1703	1708	resolvepronouns
1	1709	resolvepronouns
1708	1711	resolvepronouns
441	1716	stringmatch
1719	1720	precise:relpronoun
1080	1721	strictheadmatch:7
1171	1722	stringmatch:relaxed
376	1723	stringmatch
236	1724	strictheadmatch:5
1724	1725	precise:relpronoun
1	1727	resolvepronouns
251	1729	stringmatch
251	1730	stringmatch
251	1731	stringmatch
69	1732	stringmatch
251	1733	stringmatch
1	1734	resolvepronouns
1	1735	resolvepronouns
1726	1736	resolvepronouns
1586	1737	stringmatch:relaxed
1618	1738	strictheadmatch:5
251	1739	stringmatch
796	1740	stringmatch
1741	1743	precise:relpronoun
1	1744	resolvepronouns
704	1745	strictheadmatch:5
1	1746	resolvepronouns
566	1747	stringmatch
1586	1748	strictheadmatch:5
1	1749	resolvepronouns
1	1750	resolvepronouns
1	1751	resolvepronouns
1740	1752	resolvepronouns
1	1753	resolvepronouns
553	1755	stringmatch
1747	1758	resolvepronouns
1761	1759	precise:predicative
198	1760	resolvepronouns
194	1761	stringmatch
56	1762	stringmatch
3	1763	stringmatch
251	1764	stringmatch
1765	1766	precise:relpronoun
1650	1770	stringmatch
1880	1771	strictheadmatch:5
1770	1772	resolvepronouns
1769	1773	resolvepronouns
1773	1775	resolvepronouns
668	1776	strictheadmatch:7
1774	1777	resolvepronouns
1561	1778	stringmatch
1	1779	resolvepronouns
1773	1780	resolvepronouns
1771	1782	stringmatch
1780	1783	resolvepronouns
13	1785	resolvepronouns
1	1786	resolvepronouns
1	1790	resolvepronouns
251	1793	stringmatch
1665	1795	stringmatch
251	1797	stringmatch
1	1799	resolvepronouns
1797	1800	resolvepronouns
2474	1801	strictheadmatch:5
1800	1802	resolvepronouns
1748	1804	stringmatch
282	1805	stringmatch
1805	1806	precise:relpronoun
1411	1807	stringmatch
1	1808	resolvepronouns
1	1811	resolvepronouns
1091	1812	stringmatch
1	1813	resolvepronouns
251	1814	stringmatch
1	1815	resolvepronouns
1345	1816	stringmatch
1	1817	resolvepronouns
1	1818	resolvepronouns
1121	1819	strictheadmatch:7
13	1820	resolvepronouns
1748	1822	stringmatch
566	1824	stringmatch
1	1827	resolvepronouns
37	1828	stringmatch
1	1829	resolvepronouns
1	1830	resolvepronouns
1536	1831	strictheadmatch:5
1	1832	resolvepronouns
251	1833	stringmatch
1	1834	resolvepronouns
1833	1835	resolvepronouns
1	1836	resolvepronouns
1	1837	resolvepronouns
8	1838	stringmatch
221	1839	stringmatch
1	1840	resolvepronouns
1	1842	resolvepronouns
816	1843	stringmatch
1	1844	resolvepronouns
1	1845	resolvepronouns
1794	1846	stringmatch
1846	1849	resolvepronouns
1849	1850	precise:predicative
1549	1851	stringmatch:relaxed
1	1852	resolvepronouns
1	1853	resolvepronouns
1	1855	resolvepronouns
1	1857	resolvepronouns
1	1858	resolvepronouns
1528	1864	strictheadmatch:7
1864	1867	resolvepronouns
1865	1868	resolvepronouns
1869	1870	resolvepronouns
1870	1871	resolvepronouns
1115	1872	strictheadmatch:7
1	1876	resolvepronouns
1	1878	resolvepronouns
1037	1879	stringmatch
370	1880	strictheadmatch:5
1	1881	resolvepronouns
1	1882	resolvepronouns
219	1886	stringmatch
1	1890	resolvepronouns
1	1892	resolvepronouns
1	1894	resolvepronouns
1	1895	resolvepronouns
1	1897	resolvepronouns
1896	1899	resolvepronouns
1	1901	resolvepronouns
1902	1903	resolvepronouns
1904	1905	resolvepronouns
198	1908	resolvepronouns
1906	1910	resolvepronouns
1	1912	resolvepronouns
1	1915	resolvepronouns
1	1916	resolvepronouns
1	1917	resolvepronouns
1	1918	resolvepronouns
1	1919	resolvepronouns
1	1920	resolvepronouns
1	1922	resolvepronouns
1077	1923	stringmatch
1925	1926	precise:relpronoun
1	1927	resolvepronouns
1924	1928	strictheadmatch:5
13	1931	resolvepronouns
1	1932	resolvepronouns
348	1933	stringmatch
1	1934	resolvepronouns
1	1935	resolvepronouns
188	1936	stringmatch
1	1937	resolvepronouns
1933	1938	resolvepronouns
1	1941	resolvepronouns
1	1942	resolvepronouns
1037	1943	stringmatch:relaxed
1431	1944	strictheadmatch:5
380	1946	stringmatch
1945	1947	resolvepronouns
1	1948	resolvepronouns
1949	1951	resolvepronouns
1	1952	resolvepronouns
1156	1954	stringmatch
181	1955	stringmatch
380	1958	stringmatch
1959	1960	resolvepronouns
1	1961	resolvepronouns
188	1962	stringmatch
1	1964	resolvepronouns
1887	1965	stringmatch:relaxed
1966	1967	resolvepronouns
1	1968	resolvepronouns
1	1970	resolvepronouns
1209	1971	stringmatch
1	1973	resolvepronouns
1	1976	resolvepronouns
1	1978	resolvepronouns
1	1980	resolvepronouns
1974	1981	stringmatch
1	1982	resolvepronouns
253	1983	stringmatch:relaxed
1	1984	resolvepronouns
1	1985	resolvepronouns
1960	1986	resolvepronouns
1	1987	resolvepronouns
1913	1990	stringmatch
1	1991	resolvepronouns
1884	1992	stringmatch
1	1993	resolvepronouns
1872	1994	stringmatch
1	1995	resolvepronouns
1986	1996	resolvepronouns
1	1998	resolvepronouns
186	1999	strictheadmatch:5
1	2000	resolvepronouns
1957	2001	stringmatch
1902	2003	stringmatch
1	2005	resolvepronouns
188	2006	stringmatch
1	2011	resolvepronouns
2003	2012	resolvepronouns
2013	2014	precise:relpronoun
219	2015	stringmatch:relaxed
1037	2017	stringmatch
2033	2018	strictheadmatch:5
1037	2029	stringmatch
208	2030	stringmatch
2016	2032	stringmatch
2083	2033	strictheadmatch:5
2033	2034	precise:relpronoun
2032	2035	resolvepronouns
2036	2037	precise:relpronoun
1	2039	resolvepronouns
2031	2044	strictheadmatch:5
219	2045	stringmatch:relaxed
1688	2046	stringmatch:relaxed
2046	2047	resolvepronouns
1	2049	resolvepronouns
1	2052	resolvepronouns
1	2053	resolvepronouns
1	2057	resolvepronouns
2056	2059	resolvepronouns
1928	2060	stringmatch
1925	2061	stringmatch
2061	2062	precise:relpronoun
1	2063	resolvepronouns
1928	2064	stringmatch
1929	2065	stringmatch
13	2067	resolvepronouns
1	2068	resolvepronouns
198	2070	resolvepronouns
1	2074	resolvepronouns
1	2077	resolvepronouns
1	2079	resolvepronouns
1	2081	resolvepronouns
1	2082	resolvepronouns
1965	2083	stringmatch
1	2084	resolvepronouns
1856	2085	strictheadmatch:5
1	2086	resolvepronouns
69	2087	stringmatch:relaxed
2008	2088	stringmatch:relaxed
1	2092	resolvepronouns
1	2095	resolvepronouns
2100	2105	stringmatch
1	2108	resolvepronouns
2118	2110	strictheadmatch:7
1	2111	resolvepronouns
1	2114	resolvepronouns
1	2115	resolvepronouns
2094	2116	strictheadmatch:5
1	2117	resolvepronouns
96	2118	stringmatch
2118	2119	resolvepronouns
2203	2120	strictheadmatch:5
2119	2121	resolvepronouns
1	2123	resolvepronouns
1	2124	resolvepronouns
13	2125	resolvepronouns
809	2126	properheadmatch
2127	2128	resolvepronouns
1	2129	resolvepronouns
2128	2130	resolvepronouns
796	2131	stringmatch
2128	2133	resolvepronouns
1	2134	resolvepronouns
2128	2135	resolvepronouns
2134	2137	precise:reflexive
1	2139	resolvepronouns
682	2140	strictheadmatch:7
652	2141	stringmatch
796	2142	stringmatch
2141	2144	resolvepronouns
809	2145	properheadmatch
1	2146	resolvepronouns
55	2147	stringmatch
1	2151	resolvepronouns
1644	2153	stringmatch
2153	2154	precise:relpronoun
1646	2155	stringmatch
1	2156	resolvepronouns
251	2157	stringmatch
2157	2158	resolvepronouns
1	2159	resolvepronouns
1737	2160	strictheadmatch:5
1738	2161	stringmatch
13	2162	resolvepronouns
1	2163	resolvepronouns
1	2165	resolvepronouns
1956	2166	stringmatch
405	2167	strictheadmatch:5
1	2168	resolvepronouns
1	2170	resolvepronouns
1	2171	resolvepronouns
1171	2173	stringmatch:relaxed
1075	2174	strictheadmatch:7
2175	2176	precise:relpronoun
1	2177	resolvepronouns
2225	2178	strictheadmatch:5
1	2179	resolvepronouns
1666	2180	properheadmatch:relaxed
2180	2182	resolvepronouns
2181	2183	resolvepronouns
1	2184	resolvepronouns
13	2185	resolvepronouns
563	2186	stringmatch
220	2188	stringmatch
1	2189	resolvepronouns
1	2190	resolvepronouns
251	2191	stringmatch
2474	2192	strictheadmatch:5
380	2193	stringmatch
1136	2194	strictheadmatch:5
1	2195	resolvepronouns
403	2196	strictheadmatch:5
2196	2197	precise:relpronoun
2180	2199	properheadmatch
1077	2200	stringmatch
2200	2201	precise:relpronoun
370	2203	strictheadmatch:5
2202	2204	resolvepronouns
2204	2206	resolvepronouns
1	2207	resolvepronouns
1	2208	resolvepronouns
190	2209	stringmatch
1	2210	resolvepronouns
796	2211	stringmatch
151	2212	strictheadmatch:5
198	2214	resolvepronouns
635	2215	stringmatch
583	2217	stringmatch
1544	2218	strictheadmatch:5
1	2219	resolvepronouns
1	2220	resolvepronouns
2167	2221	stringmatch
1	2222	resolvepronouns
251	2223	stringmatch
2223	2224	precise:relpronoun
1765	2225	strictheadmatch:5
809	2226	properheadmatch
2225	2227	resolvepronouns
2226	2228	resolvepronouns
2228	2229	resolvepronouns
200	2230	stringmatch:relaxed
1	2232	resolvepronouns
1	2234	resolvepronouns
2175	2235	strictheadmatch:5
1	2236	resolvepronouns
1	2237	resolvepronouns
1748	2238	stringmatch
2238	2239	precise:relpronoun
1	2241	resolvepronouns
1	2242	resolvepronouns
1	2243	resolvepronouns
2244	2245	precise:relpronoun
1	2246	resolvepronouns
1	2248	resolvepronouns
1	2254	resolvepronouns
2256	2255	precise:predicative
2	2256	stringmatch
3	2257	stringmatch
612	2258	stringmatch
452	2259	stringmatch
2252	2260	strictheadmatch:5
1618	2262	stringmatch
2262	2263	precise:relpronoun
3	2265	stringmatch
1	2266	resolvepronouns
1634	2267	strictheadmatch:7
1	2271	resolvepronouns
1109	2273	stringmatch:relaxed
64	2276	strictheadmatch:5
1	2281	resolvepronouns
1	2282	resolvepronouns
553	2283	stringmatch
1618	2285	stringmatch
2285	2287	resolvepronouns
537	2288	strictheadmatch:7
2287	2289	resolvepronouns
1	2290	resolvepronouns
556	2293	strictheadmatch:5
1392	2294	stringmatch
1	2295	resolvepronouns
693	2296	stringmatch
1	2297	resolvepronouns
2299	2298	precise:predicative
1250	2299	stringmatch:relaxed
1	2300	resolvepronouns
13	2301	resolvepronouns
806	2302	stringmatch:relaxed
1	2303	resolvepronouns
652	2304	stringmatch
1	2305	resolvepronouns
251	2306	stringmatch
1	2307	resolvepronouns
1546	2309	stringmatch:relaxed
1748	2310	stringmatch
2306	2311	resolvepronouns
1	2312	resolvepronouns
1	2313	resolvepronouns
973	2316	stringmatch
1	2318	resolvepronouns
1	2319	resolvepronouns
1	2322	resolvepronouns
1	2323	resolvepronouns
553	2324	stringmatch
1	2325	resolvepronouns
3	2327	stringmatch
1534	2328	strictheadmatch:7
2317	2330	strictheadmatch:7
1	2331	resolvepronouns
13	2332	resolvepronouns
764	2333	stringmatch:relaxed
938	2334	stringmatch
13	2335	resolvepronouns
1	2336	resolvepronouns
1	2338	resolvepronouns
1	2339	resolvepronouns
1	2340	resolvepronouns
700	2341	strictheadmatch:5
1	2343	resolvepronouns
338	2344	stringmatch
2346	2348	resolvepronouns
870	2349	stringmatch:relaxed
2351	2352	precise:relpronoun
1	2353	resolvepronouns
1114	2354	strictheadmatch:7
1	2355	resolvepronouns
1	2356	resolvepronouns
2474	2357	strictheadmatch:5
1	2358	resolvepronouns
1545	2359	strictheadmatch:5
1	2360	resolvepronouns
2359	2362	resolvepronouns
2359	2363	resolvepronouns
2363	2366	resolvepronouns
1	2367	resolvepronouns
1880	2371	stringmatch:relaxed
1	2384	resolvepronouns
2383	2385	stringmatch
2024	2411	strictheadmatch:5
1	2426	resolvepronouns
1	2429	resolvepronouns
197	2434	strictheadmatch:5
2474	2435	strictheadmatch:5
2441	2446	resolvepronouns
1	2447	resolvepronouns
2442	2448	resolvepronouns
85	2449	stringmatch
2451	2452	resolvepronouns
1	2453	resolvepronouns
1	2454	resolvepronouns
2448	2455	resolvepronouns
195	2456	strictheadmatch:5
1	2457	resolvepronouns
2452	2458	resolvepronouns
1823	2460	stringmatch
2460	2461	precise:relpronoun
1	2462	resolvepronouns
816	2463	stringmatch
1	2464	resolvepronouns
1171	2466	stringmatch:relaxed
2469	2470	resolvepronouns
1	2471	resolvepronouns
284	2474	strictheadmatch:5
1	2475	resolvepronouns
345	2480	strictheadmatch:7
2479	2482	resolvepronouns
