mention1	mention2	sieve
439	1681	stringmatch
1056	1685	strictheadmatch:7
1147	1686	stringmatch:relaxed
373	1687	stringmatch
235	1688	strictheadmatch:5
1688	1689	precise:relpronoun
1	1691	resolvepronouns
1059	1693	strictheadmatch:7
249	1694	stringmatch
249	1695	stringmatch
249	1696	stringmatch
249	1697	stringmatch
1	1698	resolvepronouns
1	1699	resolvepronouns
1690	1700	resolvepronouns
1550	1701	stringmatch:relaxed
1203	1702	strictheadmatch:5
249	1703	stringmatch
779	1704	stringmatch
1705	1707	precise:relpronoun
1	1708	resolvepronouns
628	1709	stringmatch
1	1710	resolvepronouns
560	1711	stringmatch
1701	1712	strictheadmatch:5
1	1713	resolvepronouns
1	1714	resolvepronouns
1	1715	resolvepronouns
1704	1716	resolvepronouns
1	1717	resolvepronouns
549	1719	stringmatch
1711	1722	resolvepronouns
1725	1723	precise:predicative
197	1724	resolvepronouns
193	1725	stringmatch
56	1726	stringmatch
3	1727	stringmatch
249	1728	stringmatch
1729	1730	precise:relpronoun
1614	1733	stringmatch:relaxed
1733	1735	resolvepronouns
1733	1736	resolvepronouns
1736	1738	resolvepronouns
642	1739	stringmatch:relaxed
1737	1740	resolvepronouns
1525	1741	stringmatch
1	1742	resolvepronouns
1736	1743	resolvepronouns
1841	1745	strictheadmatch:5
1743	1746	resolvepronouns
13	1748	resolvepronouns
1	1749	resolvepronouns
1	1753	resolvepronouns
249	1756	stringmatch
1629	1758	stringmatch
249	1760	stringmatch
1	1762	resolvepronouns
1760	1763	resolvepronouns
2419	1764	strictheadmatch:5
1763	1765	resolvepronouns
1712	1767	stringmatch
293	1768	stringmatch
1768	1769	precise:relpronoun
1382	1770	stringmatch
1	1771	resolvepronouns
1	1774	resolvepronouns
1067	1775	stringmatch
1	1776	resolvepronouns
249	1777	stringmatch
1	1778	resolvepronouns
1317	1779	stringmatch
1	1780	resolvepronouns
1	1781	resolvepronouns
293	1782	strictheadmatch:7
13	1783	resolvepronouns
1712	1785	stringmatch
560	1787	stringmatch
1	1790	resolvepronouns
37	1791	stringmatch
1	1792	resolvepronouns
1	1793	resolvepronouns
1502	1794	strictheadmatch:5
1	1795	resolvepronouns
249	1796	stringmatch
1	1797	resolvepronouns
1796	1798	resolvepronouns
1	1799	resolvepronouns
1	1800	resolvepronouns
8	1801	stringmatch
220	1802	stringmatch
1	1803	resolvepronouns
1	1805	resolvepronouns
798	1806	stringmatch
1	1807	resolvepronouns
1	1808	resolvepronouns
1757	1809	stringmatch
1809	1812	resolvepronouns
1812	1813	precise:predicative
1513	1814	stringmatch:relaxed
1	1815	resolvepronouns
1	1816	resolvepronouns
1	1818	resolvepronouns
1	1820	resolvepronouns
1	1821	resolvepronouns
1495	1827	strictheadmatch:7
1827	1830	resolvepronouns
1828	1831	resolvepronouns
1831	1832	resolvepronouns
1832	1833	resolvepronouns
1092	1834	strictheadmatch:7
1	1837	resolvepronouns
1	1839	resolvepronouns
1015	1840	stringmatch
772	1841	strictheadmatch:5
1	1842	resolvepronouns
1	1843	resolvepronouns
218	1847	stringmatch
1	1851	resolvepronouns
1	1854	resolvepronouns
1	1856	resolvepronouns
1	1857	resolvepronouns
1	1859	resolvepronouns
1858	1861	resolvepronouns
1	1863	resolvepronouns
1864	1865	resolvepronouns
1866	1867	resolvepronouns
197	1869	resolvepronouns
1860	1871	resolvepronouns
1	1873	resolvepronouns
1	1876	resolvepronouns
1	1877	resolvepronouns
1	1878	resolvepronouns
1	1879	resolvepronouns
1	1880	resolvepronouns
1	1881	resolvepronouns
1	1883	resolvepronouns
1053	1884	stringmatch
1885	1886	precise:relpronoun
1	1887	resolvepronouns
13	1890	resolvepronouns
1	1891	resolvepronouns
345	1892	stringmatch
1	1893	resolvepronouns
1	1894	resolvepronouns
187	1895	stringmatch
1	1896	resolvepronouns
1892	1897	resolvepronouns
1	1900	resolvepronouns
1	1901	resolvepronouns
1015	1902	stringmatch:relaxed
1402	1903	strictheadmatch:5
1	1906	resolvepronouns
1907	1909	resolvepronouns
1	1910	resolvepronouns
1132	1912	stringmatch
180	1913	stringmatch
1904	1917	resolvepronouns
1	1918	resolvepronouns
187	1919	stringmatch
1	1921	resolvepronouns
1848	1922	stringmatch:relaxed
1923	1924	resolvepronouns
1	1925	resolvepronouns
1	1927	resolvepronouns
1182	1928	stringmatch
1	1930	resolvepronouns
1	1933	resolvepronouns
1	1935	resolvepronouns
1	1937	resolvepronouns
1931	1938	stringmatch
1	1939	resolvepronouns
251	1940	stringmatch:relaxed
1	1941	resolvepronouns
1	1942	resolvepronouns
1917	1943	resolvepronouns
1	1944	resolvepronouns
1874	1947	stringmatch
1	1948	resolvepronouns
1845	1949	stringmatch
1	1950	resolvepronouns
1834	1951	stringmatch
1	1952	resolvepronouns
1943	1953	resolvepronouns
1	1955	resolvepronouns
185	1956	strictheadmatch:5
1	1957	resolvepronouns
1915	1958	stringmatch
1988	1960	strictheadmatch:5
1	1962	resolvepronouns
187	1963	stringmatch
1	1968	resolvepronouns
1953	1969	resolvepronouns
1970	1971	precise:relpronoun
218	1972	stringmatch:relaxed
1015	1974	stringmatch
1864	1975	stringmatch
1015	1985	stringmatch
1973	1987	stringmatch
1848	1988	strictheadmatch:5
1988	1989	precise:relpronoun
1987	1990	resolvepronouns
1991	1992	precise:relpronoun
1	1994	resolvepronouns
1986	1999	strictheadmatch:5
218	2000	stringmatch:relaxed
1653	2001	stringmatch:relaxed
2001	2002	resolvepronouns
1	2004	resolvepronouns
1	2007	resolvepronouns
1	2008	resolvepronouns
1	2012	resolvepronouns
2011	2014	resolvepronouns
1885	2015	stringmatch
2015	2016	precise:relpronoun
1	2017	resolvepronouns
1888	2018	stringmatch
13	2020	resolvepronouns
1	2021	resolvepronouns
197	2023	resolvepronouns
1	2027	resolvepronouns
1	2030	resolvepronouns
1	2032	resolvepronouns
1	2034	resolvepronouns
1	2035	resolvepronouns
1922	2036	stringmatch
1	2037	resolvepronouns
1819	2038	strictheadmatch:5
1	2039	resolvepronouns
1965	2040	stringmatch:relaxed
1	2044	resolvepronouns
1	2047	resolvepronouns
2052	2057	stringmatch
1	2060	resolvepronouns
739	2062	stringmatch:relaxed
1	2063	resolvepronouns
1	2065	resolvepronouns
1	2066	resolvepronouns
2046	2067	strictheadmatch:5
1	2068	resolvepronouns
938	2069	strictheadmatch:7
2069	2070	resolvepronouns
2151	2071	strictheadmatch:5
2070	2072	resolvepronouns
1	2074	resolvepronouns
1	2075	resolvepronouns
13	2076	resolvepronouns
791	2077	properheadmatch
2078	2079	resolvepronouns
1	2080	resolvepronouns
2079	2081	resolvepronouns
779	2082	stringmatch
2079	2084	resolvepronouns
1	2085	resolvepronouns
2079	2086	resolvepronouns
2085	2088	precise:reflexive
1	2090	resolvepronouns
673	2091	strictheadmatch:7
645	2092	stringmatch
779	2093	stringmatch
2092	2095	resolvepronouns
791	2096	properheadmatch
1	2097	resolvepronouns
55	2098	stringmatch
1	2101	resolvepronouns
1608	2103	stringmatch
2103	2104	precise:relpronoun
1610	2105	stringmatch
1	2106	resolvepronouns
249	2107	stringmatch
2107	2108	resolvepronouns
1	2109	resolvepronouns
1712	2110	stringmatch:relaxed
1702	2111	stringmatch
13	2112	resolvepronouns
1	2113	resolvepronouns
1	2115	resolvepronouns
1914	2116	stringmatch
402	2117	strictheadmatch:5
1	2118	resolvepronouns
1	2120	resolvepronouns
1	2121	resolvepronouns
1147	2123	stringmatch:relaxed
1619	2124	strictheadmatch:7
2125	2126	precise:relpronoun
1	2127	resolvepronouns
2174	2128	strictheadmatch:5
1	2129	resolvepronouns
1630	2130	properheadmatch:relaxed
2130	2132	resolvepronouns
2131	2133	resolvepronouns
1	2134	resolvepronouns
13	2135	resolvepronouns
557	2136	stringmatch
219	2138	stringmatch
1	2139	resolvepronouns
1	2140	resolvepronouns
249	2141	stringmatch
2419	2142	strictheadmatch:5
1	2143	resolvepronouns
400	2144	strictheadmatch:5
2144	2145	precise:relpronoun
2130	2147	properheadmatch
1053	2148	stringmatch
2148	2149	precise:relpronoun
1841	2151	strictheadmatch:5
2150	2152	resolvepronouns
1868	2154	strictheadmatch:5
2154	2155	resolvepronouns
1	2156	resolvepronouns
1	2157	resolvepronouns
189	2158	stringmatch
1	2159	resolvepronouns
779	2160	stringmatch
150	2161	strictheadmatch:5
197	2163	resolvepronouns
628	2164	stringmatch
577	2166	stringmatch
1509	2167	strictheadmatch:5
1	2168	resolvepronouns
1	2169	resolvepronouns
2117	2170	stringmatch
1	2171	resolvepronouns
249	2172	stringmatch
2172	2173	precise:relpronoun
1729	2174	strictheadmatch:5
627	2175	stringmatch
2175	2176	precise:predicative
2175	2177	resolvepronouns
2177	2178	resolvepronouns
199	2179	stringmatch:relaxed
1	2181	resolvepronouns
1	2183	resolvepronouns
2125	2184	strictheadmatch:5
1	2185	resolvepronouns
1	2186	resolvepronouns
1712	2187	stringmatch
2187	2188	precise:relpronoun
1	2190	resolvepronouns
1	2191	resolvepronouns
1	2192	resolvepronouns
2193	2194	precise:relpronoun
1	2195	resolvepronouns
1	2197	resolvepronouns
1	2203	resolvepronouns
2205	2204	precise:predicative
2	2205	stringmatch
3	2206	stringmatch
605	2207	stringmatch
450	2208	stringmatch
2201	2209	strictheadmatch:5
1582	2211	stringmatch
2211	2212	precise:relpronoun
3	2214	stringmatch
1	2215	resolvepronouns
1701	2216	strictheadmatch:7
1	2220	resolvepronouns
1085	2222	stringmatch:relaxed
63	2225	strictheadmatch:5
1	2230	resolvepronouns
1	2231	resolvepronouns
549	2232	stringmatch
1582	2234	stringmatch
2234	2236	resolvepronouns
643	2237	strictheadmatch:7
2236	2238	resolvepronouns
1	2239	resolvepronouns
552	2242	strictheadmatch:5
1363	2243	stringmatch
1	2244	resolvepronouns
681	2245	stringmatch
1	2246	resolvepronouns
2248	2247	precise:predicative
1223	2248	stringmatch:relaxed
1	2249	resolvepronouns
13	2250	resolvepronouns
788	2251	stringmatch:relaxed
1	2252	resolvepronouns
645	2253	stringmatch
1	2254	resolvepronouns
249	2255	stringmatch
1	2256	resolvepronouns
1511	2257	stringmatch:relaxed
1712	2258	stringmatch
2255	2259	resolvepronouns
1	2260	resolvepronouns
1	2261	resolvepronouns
1066	2263	strictheadmatch:7
1	2265	resolvepronouns
1	2266	resolvepronouns
1	2269	resolvepronouns
1	2270	resolvepronouns
549	2271	stringmatch
1	2272	resolvepronouns
3	2274	stringmatch
1500	2275	strictheadmatch:7
2264	2278	strictheadmatch:7
1	2279	resolvepronouns
13	2280	resolvepronouns
747	2281	stringmatch:relaxed
920	2282	stringmatch
13	2283	resolvepronouns
1	2284	resolvepronouns
1	2285	resolvepronouns
1	2286	resolvepronouns
1	2287	resolvepronouns
688	2288	strictheadmatch:5
1	2290	resolvepronouns
335	2291	stringmatch
2293	2295	resolvepronouns
851	2296	stringmatch:relaxed
2299	2300	precise:relpronoun
1	2301	resolvepronouns
1	2303	resolvepronouns
1	2304	resolvepronouns
2419	2305	strictheadmatch:5
1	2306	resolvepronouns
1510	2307	strictheadmatch:5
1	2308	resolvepronouns
2307	2310	resolvepronouns
2307	2311	resolvepronouns
2311	2314	resolvepronouns
1	2315	resolvepronouns
1841	2319	stringmatch:relaxed
1	2332	resolvepronouns
2331	2333	stringmatch
1980	2359	strictheadmatch:5
1	2373	resolvepronouns
1	2376	resolvepronouns
196	2381	strictheadmatch:5
2419	2382	strictheadmatch:5
2388	2393	resolvepronouns
1	2394	resolvepronouns
2389	2395	resolvepronouns
83	2396	stringmatch
2398	2399	resolvepronouns
1	2400	resolvepronouns
1	2401	resolvepronouns
2395	2402	resolvepronouns
864	2403	strictheadmatch:5
1	2404	resolvepronouns
1786	2405	stringmatch
2405	2406	precise:relpronoun
1	2407	resolvepronouns
798	2408	stringmatch
1	2409	resolvepronouns
1147	2411	stringmatch:relaxed
2414	2415	resolvepronouns
1	2416	resolvepronouns
281	2419	strictheadmatch:5
1	2420	resolvepronouns
957	2424	stringmatch:relaxed
342	2425	strictheadmatch:7
2423	2427	resolvepronouns
