1-1|( Inhoud )
75-4|Het is [ @alt zo zoo ] natuurlijk , als de vader zijn doodskleed aantrekt , dat ook de kinderen het gewaad van [ @alt de den ] [ @alt vorige vorigen ] dag ter zijde leggen .
75-5|Wij zijn van [ @alt ~de~den den ] zak en de assche der Israëlieten toch reeds ver genoeg afgeweken .
75-6|De mode had immers overvloedig uitzonderingen gemaakt , om het eentonige zwart [ @alt behaaglijk behagelijk ] af te wisselen !
75-7|Maar nu begint
76-1|( 7 ) zelfs het laatste uiterlijk teeken van rouw te verdwijnen .
76-2|Ik zou ongelijk hebben daarover te klagen , indien in onze dagen de inwendige droefheid geene uiterlijke symbolen meer behoefde , om te worden levendig gehouden .
76-3|Maar hoe weinigen zijn er , die met [ @alt ~de~den den ] Oosterschen dichter van een [ @alt geliefde geliefden ] doode vragen mogen : " Zou hij een ander graf hebben dan dit hart ? "
76-4|Voor de overigen dan veroordeel ik het , dat men reeds in het gezicht van het lijk zich het vergeten gemakkelijk begint te maken .
76-5|" Ga vrij naar het bal , [ @alt Mejuffrouw Mejufvrouw ] !
76-6|Gij draagt immers geene rouwkleeding .
76-7|En wie weet [ @alt zo zoo ] juist , of de tijd , voor de rouwdracht over eenen vader bestemd , nog niet voorbij is ? "
76-8|Neen , die [ @alt ~mijn~mijne mijne ] kleine bezitting verdeelen , zullen ook zwart moeten dragen , of , ik waarschuw hen , [ @alt ~mijn~mijne mijne ] schim zal hen alle nachten in een donker lijkkleed komen ontrusten , totdat ze een gewaad aantrekken , waarvoor ze nog erger terugbeven .
77-1|By het doorloopen der doodsadvertentiën schiet mij [ @alt soms somtijds ] nog eene andere gedachte te binnen - eene gedachte , niet aan de dooden , die hier vermeld staan , maar aan degenen , wier naam ik hier niet vinde - aan de arme dooden - of liever , aan de doode armen .
77-2|Hun overlijden gaat , even als hun geboren worden en sterven , onopgemerkt voorbij .
77-3|Men stopt ze in eene greenenhouten kist , draagt ze , alsof - de Hemel vergeve het mij ! - alsof hun overschot een kreng ware , waarvan men het gezicht aan anderen behoort te sparen , langs achterstraten naar een afgelegen bolwerk , en ontzegt hun ten slotte een plaatsje in de Haarlemsche Courant .
