1-1|( Inhoud )
107-1|Beide kinderen hadden zekere gemelijke verveelzucht in hun voorkomen , inzonderheid het meisje ; maar door het verdrietige van haar gezicht schemerde een licht heen , dat niets vond om te beschijnen , een vuur , dat niets te branden had , eene uitgehongerde verbeeldingskracht , die toch op eene of andere wijs het leven hield en de uitdrukking harer trekken verhelderde ; niet met die natuurlijke helderheid , welke de vroolijke jeugd eigen is , maar met onzekere , driftige , weifelende opflikkeringen , die iets pijnlijks hadden en naar de afwisselingen geleken , welke men op het gezicht van een blinde ziet , die op [ @alt ~de~den den ] tast naar zijn weg zoekt .
108-1|Zij was nu een kind van vijftien of zestien jaren , maar eerlang zou zij geheel op eens het voorkomen [ @alt ener eener ] jonge vrouw krijgen .
108-2|[ @alt Zo Zoo ] dacht haar vader , terwijl hij haar aanzag .
108-3|Zij was bevallig .
108-4|Zij zou eigenzinnig geweest zijn ( dacht hij op [ @alt ~zijn~zijne zijne ] uitnemend practische manier ) , als zij niet [ @alt zó zóó ] was opgevoed .
109-1|" Thomas ! hoewel ik het feit vóór mij heb , is het mij [ @alt moeilijk moeielijk ] te gelooven , dat gij , met uwe opvoeding en uwe gelegenheid om uw tijd beter te besteden , uwe zuster naar zulk een schouwspel zoudt gebracht hebben . "
110-1|" Ik heb hem gebracht , vader ! " [ @alt zei zeide ] Louisa snel .
110-2|" Ik vroeg hem om mee te gaan . "
111-1|" Het spijt mij dit te moeten hooren .
111-2|Het spijt mij zeer dit te moeten hooren .
111-3|Het maakt Thomas niet beter , en het maakt u slechter , Louisa . "
112-1|Zij zag haar vader wederom aan , maar geen traan rolde over [ @alt ~haar~hare hare ] wang .
