1-1|( Inhoud )
142-1|" Wel zeker niet !
142-2|Wie zou in zulke dagen 't [ @alt zo zoo ] nauw nemen ?
142-3|We hadden alleen graag eens iets van je gehoord ; wat je plannen waren en hoe je achterbleeft .
142-4|Jullie waart toch in een levensverzekering ? "
143-1|" Neen . "
144-1|Een pijnlijke blos vliegt haar naar het hoofd .
145-1|" Wat ?
145-2|En geen pensioen ?
145-3|Niets ?
145-4|Goede God , hoe is het mogelijk ?
145-5|'t Is toch verschrikkelijk , die jonge [ @alt mensen menschen ] van [ @alt de den ] [ @alt tegenwoordige tegenwoordigen ] tijd , [ @alt zó zóó ] je vrouw achter te laten ! "
146-1|De blos is verdwenen van Jenny's gelaat en het staat strak en koud .
146-2|" Ik ben volkomen tevreden , mijnheer , over de manier , waarop mijn man me heeft achtergelaten .
146-3|Dat hij in geen levensverzekering is gegaan , was mijn [ @alt wens wensch ] ; ik had altijd gedacht , dat ik niet zou kunnen leven , als hij sterven moest . "
147-1|En ze keert zich van [ @alt de den ] [ @alt oude ouden ] heer af , die [ @alt enige eenige ] malen het hoofd schudt , [ @alt enige eenige ] malen zijn kopje thee opneemt en vergeet te drinken , en eindelijk zich voorneemt eens aan zijn vrouw te vragen of ze daar niet wat aan doen moeten ?
148-1|( 31 )
149-1|De ziel vervuld met bitterheid , verschanst de arme zich weder achter haar boek .
150-1|Daar voelt ze hoe een zacht handje het [ @alt ~haar~hare hare ] grijpt en als ze opziet , ontmoet ze een paar [ @alt grote groote ] grijze [ @alt ogen oogen ] , die vol deernis in de [ @alt ~haar~hare hare ] zien .
150-2|Ze zegt niet veel , het lieve jonge vrouwtje , dat [ @alt ~de~den den ] [ @alt vrolijke vroolijken ] kring verliet om de weduwe eens toe te spreken ; ten minste niet veel meer dan de [ @alt grote groote ] grijze [ @alt ogen oogen ] reeds bij [ @alt de den ] [ @alt eerste eersten ] opslag zeiden , niet veel meer dan dat ze het zich [ @alt zo zoo ] begrijpen kan , en dat het , och , [ @alt zo zoo ] bitter , bitter hard moet zijn !
151-1|Daar raakt ze met haar zachte vingeren de snaar aan , die een der pijnlijkste is in de ziel der bedroefde .
151-2|" Och lieve , " zucht ze met een meelijdenden traan , " och lieve , hadt je maar een kindje ! "
152-1|Jenny staart in de vochtige [ @alt ogen oogen ] met verheugden , dankbaren blik .
152-2|Dan was het ten minste niet [ @alt zó zóó ] onverstandig geweest , die [ @alt wens wensch ] naar ten minste één herinnering aan haar kortstondig geluk .
152-3|Dan was het toch geen dwaasheid , geen waanzin , die zucht die daar [ @alt zo zoo ] menigmaal was opgestegen naar [ @alt de den ] [ @alt blauwe blauwen ] hemel : " als ik maar een kind had ! "
153-1|( 32 )
154-1|De [ @alt mensen menschen ] , de verstandige [ @alt mensen menschen ] , hadden haar [ @alt zo zoo ] lang voorgehouden , hoe het [ @alt kinderloze kinderlooze ] van hun echt een geluk mocht [ @alt heten heeten ] nu ze onverzorgd achterbleef , dat ze op het laatst dat onderwerp maar niet meer had aangeroerd .
154-2|Maar [ @alt zo zoo ] was er dan toch nog iemand die gevoelde als zij , iemand die begreep , dat het treurig is om geen kind te hebben , ook al is men onverzorgd achtergebleven !
155-1|De jonge vrouw met de grijze [ @alt ogen oogen ] had geen haast om naar het [ @alt vrolijk vroolijk ] gezelschap terug te [ @alt keren keeren ] ; ze ging voort zachten balsem te gieten in dat arm , gewond hart , vriendelijk te troosten en te bemoedigen , te spreken over het gelukkig verleden , tot de [ @alt bleke bleeke ] lippen van haar toehoordster niet meer trilden en de brandende [ @alt ogen oogen ] vochtig werden van weldadige tranen .
156-1|Jammer dat tante van Hoedt , bijna bezwijkend onder het gewicht van haar [ @alt fluwelen fluweelen ] kleed en de dampen , die het overvloedig diner haar naar het hoofd joeg , op Jenny kwam aanzeilen met verzoek wat muziek te maken .
156-2|Jenny dankte de vriendin voor haar deelneming en stond op om naar de piano
157-1|( 33 ) te gaan , toen Gerard haar voorkwam .
157-2|" Laat mij het voor je doen , Jen !
157-3|En ga gerust naar je kamer , als het je te zwaar wordt . "
158-1|Hoe dankbaar was ze hem daarvoor !
158-2|Want ja , het werd haar te zwaar ; ze kon ter nauwernood staande blijven en ze zou dan ook beproeven of ze niet ongemerkt weg kon sluipen , om rustig te gaan uitweenen in de eenzaamheid .
159-1|Maar dat ging niet [ @alt zo zoo ] gemakkelijk .
159-2|Toch beklaagde zij zich later niet , dat ze een [ @alt ogenblik oogenblik ] langer werd opgehouden ; immers nu kon ze het opmerken , hoe [ @alt kies kiesch ] en vriendelijk Gerard , de schijnbaar onverschillige Gerard , voor haar was .
160-1|Toen het lieve meisje , aan wie hij , - ieder wist het - niet gaarne iets weigerde , haar gazellenoogen tot hem ophief , en vroeg om toch dat mooie stukje nog eens te zingen van :
161-1|" Es ist bestimmt in Gottes Rath , dasz , man
162-1|Vom liebsten was man hat , musz scheiden ! "
163-1|toen keek Gerard even rond in [ @alt de den ] [ @alt grote grooten ] kring , die zich om de piano had gevormd , en toen hij zijn
164-1|( 34 ) nichtje nog opmerkte onder de toehoorders , zei hij zacht : " Nu niet , straks misschien ! " en begon een allerdwaaste potpourri van alle mogelijke en onmogelijke straatdeuntjes .
165-1|Eerst vielen de jonge [ @alt heren heeren ] , toen ook de jonge dames in , en weldra was de [ @alt vrolijkheid vroolijkheid ] [ @alt zo zoo ] algemeen , de pret [ @alt zo zoo ] opgewonden , dat een slanke , zwarte gestalte zich onbemerkt verwijderen kon , om niet meer gezien te worden bij het feest .
166-1|( Inhoud )
167-1|III .
168-1|Een paar dagen later gebeurt er in de [ @alt vrolijke vroolijke ] woning der van Hoedts iets , dat voor [ @alt geruime geruimen ] tijd de glimlach doet wijken van mevrouws goedhartig gezicht , ja , wat maar zelden gebeurt , dat haar knorrig en boos maakt .
169-1|" Tante , " [ @alt zei zeide ] Jenny , en het viel allen op , hoe bleek ze was en hoe haar lippen beefden ; " tante , ik hoop niet , dat u me van ondankbaarheid zult
170-1|( 35 ) beschuldigen ... . maar ik ben besloten ... . ik geloof , dat ik best doe met naar Holland te gaan , naar Mama ... . "
171-1|" Kind !? "
172-1|Eerst kan mevrouw van Hoedt geen woord uitbrengen .
172-2|Dan , als ze haar kortademigheid een weinig te boven is , barst ze los in een stroom van vragen : " Wat [ @alt betekent beteekent ] dat ?
172-3|Is er iets gebeurd ?
172-4|Zeg me , Jen , heb je het hier niet goed ?
172-5|Is er iemand niet lief geweest ?
172-6|Heeft iemand je [ @alt beledigd beleedigd ] ? "
173-1|" Neen , tante ! iedereen is goed en lief voor me .
173-2|En - niemand heeft me [ @alt beledigd beleedigd ] - of het moest zijn dat hier in [ @alt ~de~den den ] geest , in de manier waarop men over jonge weduwen spreekt , iets beleedigends was . "
174-1|" Kom , kind ! dwaasheid , hoor !
174-2|Wat heb je daar in dat akelige schriele Holland ? "
175-1|" U hebt zelf gezegd , dat Indië geen land is om lang te treuren ; dus is het geen land voor weduwen , tante , " zegt de jonge vrouw vast .
176-1|De wipneusjes brengen nu haar hartelijke gezichtjes dicht bij dat van haar nichtje en vleien
177-1|( 36 ) dat ze toch blijven moet .
177-2|Gerard komt ook naderbij , en verzekert dat hij alles doen zal wat hij kan om haar het leven te veraangenamen .
178-1|Ze heeft de goede hartelijke [ @alt mensen menschen ] , die de arme weduwe [ @alt zo zoo ] trouw en vriendelijk bijstonden , te zeer liefgekregen , om niet [ @alt menige menigen ] traan te storten bij het denkbeeld van hen te gaan verlaten .
178-2|Maar toch , haar besluit staat onherroepelijk vast : Indië is een goed land voor gelukkigen , voor bedroefden niet .
179-1|Maar , hoe kon ze het hun zeggen wat haar naar Holland trok ?
179-2|Hoe kon ze het hun zeggen , dat ze een onbedwingbaar verlangen gevoelde om de plekjes weder te zien , die de stille getuigen waren geweest van haar jeugdige liefde , om weer te wonen en rond te wandelen in het eenvoudig dorpje , waar Léo haar had gevonden en gekozen om hem te volgen naar het vreemde land ?
180-1|Neen , ze zouden haar niet begrijpen , niet [ @alt geloven gelooven ] , als ze het hun toevertrouwde , dat , te midden van zonneschijn en eeuwigen zomer , in haar hart het verlangen leeft naar gure herfstdagen , die somber
181-1|( 37 ) en droevig zullen zijn als haar arm , gebroken hart ; naar geheimnisvolle schemeravonden , waarin zachte stemmen haar zullen komen verhalen van de vreugde , de zoete liefdeweelden van weleer ; naar najaarsstormen , die zullen huilen om moeders eenzame woning en groeten fluisteren van [ @alt ~de~den den ] [ @alt dode doode ] ver over zee ; naar donkere nachten vol schaduwen en zuchten , waarin het is of de graven zich openen , waarin het haar zijn zal of de geliefde komt om haar aan het hart te drukken met de gloeiende liefde , die ze gekend heeft in al haar verrukkelijke zaligheid , en die dood noch graf overwint !
182-1|Neen , dat alles kan ze hun niet zeggen .
183-1|Ze kon slechts dankend hen zegenen en vragen om het haar te vergeven dat ze hen verliet , en hen opdragen om nu en dan eens naar zijn graf te gaan , om de bloemen te onderhouden , die [ @alt tedere teedere ] handen daar hadden geplant .
184-1|De volgende [ @alt stomer stoomer ] voerde het jonge weeuwtje naar Holland .
184-2|De [ @alt heren heeren ] noemden het domheid , de dames bekenden dat ze het zich niet begrijpen konden ,
185-1|( 38 ) mevrouw van Hoedt schreide - tot ze op het denkbeeld kwam van een groot bal te geven om zich wat te verzetten .
186-1|Op dat bal maakte ze met mijnheer Verweijt uit , dat het zonde en jammer was van [ @alt zo'n zoo'n ] mooi jong ding , en op dat bal declareerde Gerard zich aan het lieve meisje met de gazellenoogen .
186-2|Hij vernam bij die gelegenheid dat hij algemeen gedoodverfd werd met zijn nichtje , maakte zich erg boos en zei dat Jenny wel gelijk had : de geest in Indië is beleedigend voor jonge weduwen .
187-1|Maar in het dorpje waar een zestal jaren geleden een gelukkige bruid van vrienden en betrekkingen scheidde , om [ @alt ~de~den den ] geliefde te volgen naar het nieuwe vaderland , rustte nu een vermoeid hoofd aan de moederborst , en snikte een gebroken stem ; " O , dat doet [ @alt zo zoo ] goed ; [ @alt zo zoo ] stil uit te [ @alt wenen weenen ] , dat doet [ @alt zo zoo ] goed ! "
188-1|En dan " U gelooft het , niet waar , moeder , dat Léo's weduwe niet vertroost wil worden ? "
189-1|( 39 )
190-1|( Inhoud )
191-1|WILLIE'S MAMA .
192-1|( Inhoud )
193-1|I.
194-1|" En als ik nu eens neen [ @alt zei zeide ] ? " vroeg ze lachend .
195-1|" Maar je zult niet neen zeggen ... . "
196-1|" Dat weet ik nog [ @alt zo zoo ] zeker niet . "
197-1|" Cecile ?! "
198-1|" Mijnheer Dorman ... .
198-2|Stil , Otto , och !
198-3|... . laat me toch los .
198-4|Nu dan , ik zeg niet neen ... .
198-5|Maar ... . de melk kookt ! "
199-1|Dit was de liefdesverklaring van [ @alt ~de~den den ] heer Dorman
200-1|( 40 ) en de wijze waarop juffrouw Haakstra die liefdesverklaring ontving .
201-1|'t Vond plaats op een [ @alt kille killen ] morgen , toen de bergen achter dikke nevels verscholen lagen en de regendruppels met eentonig getik neervielen van takken en daken ; 't vond plaats op de nuchtere maag in het ongezelligst hoekje van het [ @alt gehele geheele ] huis , waar ze , ieder met een kop koffie in de hand , stonden te wachten op het koken van de melk ... .!
202-1|Alles [ @alt zo zoo ] prozaïsch mogelijk !
203-1|Maar wanneer het anders dan prozaïsch geweest was , wanneer de minnaar gesproken had van gloeiende liefde of eeuwige trouw , dan zou de uitverkorene , losbarstend in haar heldersten lach , zijn [ @alt weggelopen weggeloopen ] van [ @alt ~de~den den ] " mallen kwast " ; nu liet ze de melk verkoken , terwijl hij haar kuste en nogmaals kuste , alsof niet papa op zijn koffie wachtte . -
204-1|Cecile Haakstra is een der [ @alt frisse frissche ] , krachtige bloemen , die op Oosterschen bodem tieren : ze groeien op in de heerlijke berglucht , ze verbranden door het zonnetje , dat de blanke tint bruint , maar warmen gloed roept op de donzige wangen ; ze worden
205-1|( 41 ) gezond en sterk , ze blijven [ @alt vrolijk vroolijk ] en onbezorgd als kinderen , ook dan wanneer de slanke leest , door niets beklemd , zich reeds ontwikkelde tot [ @alt ~de~den den ] vollen wasdom der jonkvrouw .
206-1|Schuldeloos en onbevreesd staarden Cecile's [ @alt grote groote ] eerlijke [ @alt ogen oogen ] de wereld in ; de lachende mond met de schitterend witte tandjes was nooit om een antwoord verlegen ; het aardig wipneusje scheen uit te [ @alt nodigen noodigen ] tot [ @alt ~de~den den ] strijd , de mooie , kleine handjes waren krachtig en gespierd genoeg om het vurigst paard te mennen ; met de fijne voetjes stapte ze moedig over [ @alt grote groote ] keien , desnoods over modderpoelen heen .
207-1|Als Otto Dorman iemand had gezocht om in goddelijke maanlichtnachten tochtjes te gaan maken op een [ @alt Zwitsers Zwitsersch ] meer , zou hij haar niet gekozen hebben ; ook niet om op te zien naar de sterren en te [ @alt dromen droomen ] van onbekende werelden of te peinzen over de raadselen des levens ; allerminst om te verzinken in liefde's zaligheid ... . ze zou onder zijn teederste omhelzing opspringen als de melk kookte , [ @alt zoals zooals ] ze daar straks deed bij zijn eersten kus .
208-1|Maar dat alles zocht hij niet .
209-1|( 42 )
210-1|Hij zocht een vrouw in de [ @alt betekenis beteekenis ] , daaraan gehecht door iemand , die jaren lang was blootgesteld aan de rampen en tegenspoeden van [ @alt ~de~den den ] vrijgezel .
211-1|Reeds lang dacht hij over trouwen , maar trouwen schijnt een zaak te zijn , waarover men niet te lang denken moet wil men er toe komen , en juist begon hij het dan ook op te geven ooit een meisje naar zijn smaak te zullen vinden , toen zaken hem met [ @alt ~de~den den ] heer Haakstra in aanraking brachten .
211-2|Otto Dorman was namelijk administrateur van een suikerfabriek , waarover , bij afwezigheid van [ @alt ~de~den den ] eigenaar , de superintendentie gehouden werd door Cecile's vader , een rijk landheer , sedert vijf jaar weduwnaar .
211-3|Het bestuur der [ @alt gehele geheele ] huishouding rustte op de krachtige schouders zijner oudste dochter , die ook de zorg van haar jongste broertje op zich had genomen : de twee andere zoons genoten hun opvoeding in Holland .
212-1|Dorman moest een paar dagen bij [ @alt ~de~den den ] superintendent doorbrengen ; hij logeerde in nette kamers , at aan een welvoorzienen [ @alt dis disch ] , wandelde door [ @alt ~de~den den ] keurig onderhouden tuin , vertoefde in de comfortable ingerichte woning en kreeg een gewaarwording van welbehagen ,
213-1|( 43 ) [ @alt zoals zooals ] hij in zijn eigen wanordelijk huis niet kende .
214-1|Als ieder Hollander vatbaar voor zeker geheim verlangen naar orde en netheid , gevoelde hij allerlei onbestemde [ @alt wensen wenschen ] in hem opkomen , wanneer hij de lieve gastvrouw , met haar sleutelmandje aan [ @alt ~de~den den ] arm , door huis en tuin zag rondgaan , hier bevelend , daar regelend , nu berispend , dan prijzend , maar altijd vriendelijk en [ @alt vrolijk vroolijk ] , altijd flink en ijverig .
215-1|'t Waren maar onbestemde [ @alt wensen wenschen ] .
216-1|Maar toen hij een [ @alt gehele geheele ] week achtereen 's morgens met haar was uitgereden , ruimschoots in de gelegenheid om het golvend bruin haar en de prachtige taille in het amazonenkleed te bewonderen ; 's middags haar bespied had als ze met een vlugheid en bevalligheid , indische meisjes eigen , zat te [ @alt toveren tooveren ] met de naald ; 's avonds haar geaccompagneerd had bij het zingen harer [ @alt vrolijke vroolijke ] liedjes ... . toen namen de onbestemde [ @alt wensen wenschen ] een zeer duidelijken vorm aan .
217-1|Toch zou hij nog geaarzeld hebben , ja misschien was hij nooit tot een verklaring gekomen , als Cecile's broêrtje , de ondeugende maar aardige Dolf , niet ziek was geworden .
218-1|( 44 )
219-1|Hij bemerkte met hoeveel liefde en [ @alt tederheid teederheid ] , met hoeveel moederlijke zorg ze het [ @alt jongetje jongske ] oppaste , en , daar hij [ @alt ~zijn~zijne zijne ] bijzondere reden had om vóór alles iets moederlijks te [ @alt wensen wenschen ] in de vrouw die hij zich koos , was zijn besluit genomen .
219-2|Hij wachtte slechts tot Dolf beter en Cecile weer te spreken was , en verraste haar toen met de declaratie bij de kokende melk .
220-1|( Inhoud )
221-1|II .
222-1|Herinnerde Cecile met haar [ @alt frisse frissche ] schoonheid en [ @alt vrolijke vroolijken ] lach aan een zonnestraal , papa deed denken aan een donkere wolk , zwanger van storm en onweêr .
223-1|De man was echter [ @alt zo zoo ] kwaad niet als hij scheen , of liever hij was in het geheel niet kwaad , maar hij nam er [ @alt ~de~den den ] schijn van aan ; een slechte gewoonte , waardoor hij zichzelf het meest overlast aandeed , daar niemand zich om zijn gebulder bekommerde en zijn bloedrijk gestel altijd reden gaf om te [ @alt vrezen vreezen ] voor een beroerte .
224-1|( 45 )
225-1|" Wat kom je doen , Dorman ? " vraagt hij niet onvriendelijk , als deze , na afloop van het ontbijt , zijn kamer binnentreedt , om het verzoek te wagen , dat , [ @alt zoals zooals ] Cecile lachend verklaarde , alle kans heeft om te worden afgewezen .
226-1|" [ @alt ~Goeden~Goede Goeden ] morgen , mijnheer Haakstra , " begint Dorman vrij overbodig , daar hij zijn schoonpapa in spe reeds tweemaal [ @alt ~die~dien dien ] ochtend ontmoet heeft .
226-2|" Ik zou het niet gewaagd hebben u te storen , maar [ @alt zoals zooals ] u weet , straks ... . zou ik weggaan . "
227-1|" Is uw vertrek uitgesteld ? "
228-1|" Neen , dat niet ... . maar ik wou u toch vóór [ @alt ~die~dien dien ] tijd even spreken , als het niet ongelegen komt ... . "
229-1|" Ik dacht dat we alle zaken hadden afgehandeld ! "
230-1|" 't Geldt ook geen zaken .
230-2|'t Was ... . ik heb ... de hand gevraagd van uw dochter , mijnheer Haakstra ! "
231-1|" Wat ?
231-2|Van Cecile ?
231-3|... .
231-4|Dat had je wel kunnen laten ! "
232-1|Er is reeds iets van langzaam naderenden donder in Haakstra's stem .
232-2|Dorman , [ @alt beledigd beleedigd ] door [ @alt ~die~dien dien ] uitval , antwoordt : " Cecile schijnt op dit punt anders te denken . "
233-1|( 46 )
234-1|" Hé ... .?
234-2|Je wilt toch niet beweren dat ze ja gezegd heeft ? "
235-1|" Hebt u iets tegen me , mijnheer Haakstra ? " vraagt Dorman , plotseling kalm en rustig geworden tegenover [ @alt die dien ] [ @alt ruwe ruwen ] toon .
236-1|" Natuurlijk heb ik iets tegen je , " barst de oude heer los .
236-2|" Dàt komt je je [ @alt enigste eenigste ] weghalen , je lieveling , je hulp en steun , en dàt vraagt je dan nog met een uitgestreken gezicht : " " Hebt u iets tegen me , mijnheer Haakstra ? " "
