1-1|( Inhoud )
99-1|[ @alt Terwijl Dewijl ] er nog [ @alt ene eene ] plek vertrapt gras en puin [ @alt tussen tusschen ] hem en het jonge gepeupel in lag , haalde hij zijn lorgnet uit zijn vestzakje , om te zien of er onder die kinderen niet een was , dat hij kende en door zijn bevel kon wegjagen .
99-2|Welk een bijna ongeloofelijk , hoewel duidelijk zichtbaar verschijnsel zag hij daar !
99-3|[ @alt ~Zijn~Zijne Zijne ] [ @alt ~eigen~eigene eigene ] met feiten en kundigheden opgepropte Louisa stond met alle macht door een gaatje in [ @alt ene eene ] plank te gluren , en zijn eigen mathematische Thomas vernederde zich tot op [ @alt ~de~den den ] grond , om maar een enkelen paardenhoef te kunnen zien , terwijl Miss Josephine Sleary [ @alt ~de~den den ] gracieusen Tyroler bloemendans uitvoerde .
100-1|Stom van verbazing stapte mijnheer Gradgrind naar de plek waar zijn kroost zich [ @alt zodanig zoodanig ] schandvlekte , pakte met iedere hand een zijner verdoolde kinderen aan en [ @alt zei zeide ] :
101-1|" Louisa !!
101-2|Thomas !! "
102-1|Beiden stonden op , zeer rood en ontsteld ; maar Louisa zag haar vader toch met meer stoutmoedigheid aan dan Thomas : Thomas zag hem eigenlijk geheel niet aan , maar gaf zich met [ @alt volkomen volkomene ] lijdzaamheid over om zich naar huis te laten brengen .
103-1|" In [ @alt ~de~den den ] naam van alles wat verbazend , nutteloos en dwaas is , " [ @alt zei zeide ] mijnheer Gradgrind , aan elke hand een zijner kinderen voortleidende ; " wat doet gij hier ? "
104-1|" Ik wilde eens zien waar dat op geleek , " antwoordde Louisa kortaf .
105-1|" Waar dat op geleek ? "
106-1|" Ja , vader ! "
107-1|Beide kinderen hadden zekere gemelijke verveelzucht in hun voorkomen , inzonderheid het meisje ; maar door het verdrietige van haar gezicht schemerde een licht heen , dat niets vond om te beschijnen , een vuur , dat niets te branden had , [ @alt ene eene ] uitgehongerde verbeeldingskracht , die toch op [ @alt ene eene ] of andere wijs het leven hield en de uitdrukking harer trekken verhelderde ; niet met die natuurlijke helderheid , welke de [ @alt vrolijke vroolijke ] jeugd eigen is , maar met onzekere , driftige , weifelende opflikkeringen , die iets pijnlijks hadden en naar de afwisselingen geleken , welke men op het gezicht van een blinde ziet , die op [ @alt ~de~den den ] tast naar zijn weg zoekt .
108-1|Zij was nu een kind van vijftien of zestien jaren , maar eerlang zou zij geheel op eens het voorkomen [ @alt ener eener ] jonge vrouw krijgen .
108-2|[ @alt Zo Zoo ] dacht haar vader , terwijl hij haar aanzag .
108-3|Zij was bevallig .
108-4|Zij zou eigenzinnig geweest zijn ( dacht hij op [ @alt ~zijn~zijne zijne ] uitnemend practische manier ) , als zij niet [ @alt zó zóó ] was opgevoed .
109-1|" Thomas ! hoewel ik het feit vóór mij heb , is het mij [ @alt moeilijk moeielijk ] te [ @alt geloven gelooven ] , dat gij , met uwe opvoeding en uwe gelegenheid om uw tijd beter te besteden , uwe zuster naar zulk een schouwspel zoudt gebracht hebben . "
110-1|" Ik heb hem gebracht , vader ! " [ @alt zei zeide ] Louisa snel .
110-2|" Ik vroeg hem om mee te gaan . "
111-1|" Het spijt mij dit te moeten [ @alt horen hooren ] .
111-2|Het spijt mij zeer dit te moeten [ @alt horen hooren ] .
111-3|Het maakt Thomas niet beter , en het maakt u slechter , Louisa . "
112-1|Zij zag haar vader wederom aan , maar geen traan rolde over [ @alt ~haar~hare hare ] wang .
113-1|" Thomas en gij , voor wie de kring der wetenschappen (
114-1|7 ) openstaat .
114-2|Thomas en gij , die men mag zeggen dat met feiten gevoed zijt , Thomas en gij , die met mathematische stiptheid zijt opgevoed , Thomas en gij hier ! " riep mijnheer Gradgrind uit .
114-3|" In deze vernederende positie !
114-4|Ik ben er verbaasd over ! "
115-1|" Ik verveelde mij , vader .
115-2|Ik heb mij al lang verveeld , " [ @alt zei zeide ] Louisa .
116-1|" Verveeld ?
116-2|" Wat verveelt u dan ? " vroeg de verbaasde vader .
117-1|" Ik weet niet wat .
117-2|Alles , geloof ik . "
118-1|" Spreek geen woord meer , " antwoordde mijnheer Gradgrind .
118-2|" Gij zijt kinderachtig .
118-3|Ik wil niets meer [ @alt horen hooren ] . "
119-1|Hij sprak niet weder voordat zij een heel eind ver in stilte hadden voortgestapt , en toen [ @alt zei zeide ] hij ernstig :
120-1|" Wat zouden uwe beste vrienden wel zeggen , Louisa ?
120-2|Hecht gij dan [ @alt gene geene ] waarde aan [ @alt ~hun~hunne hunne ] goede [ @alt mening meening ] ?
120-3|Wat zou mijnheer Bounderby wel zeggen ? "
121-1|Op het [ @alt horen hooren ] van [ @alt ~die~dien dien ] naam wierp [ @alt ~zijn~zijne zijne ] dochter tersluiks een blik op hem , waarvan het scherpe en uitvorschende zeer opmerkelijk was .
121-2|Hij zag echter niets daarvan , want eer hij haar aankeek , had zij [ @alt ~haar~hare hare ] [ @alt ogen oogen ] weder neergeslagen .
122-1|" Wat , " herhaalde hij weldra , " zou mijnheer Bounderby wel zeggen ? "
122-2|En terwijl hij met een gezicht vol ernstige verontwaardiging de twee misdadigers naar huis bracht , herhaalde hij telkens [ @alt de den ] [ @alt gehele geheelen ] weg over : " Wat zou mijnheer Bounderby wel zeggen ? "
123-1|( Inhoud )
124-1|IV .
125-1|MIJNHEER BOUNDERBY .
126-1|Wie was die mijnheer Bounderby ?
127-1|Wel , mijnheer Bounderby was in [ @alt zoverre zooverre ] mijnheer Gradgrind's boezemvriend , als een man , geheel ontbloot van gevoel , met iemand anders , die evenzeer van gevoel ontbloot is , in [ @alt ene eene ] dergelijke betrekking kan staan .
127-2|[ @alt Zo Zoo ] nauw - of , indien de lezer dit liever wil , - [ @alt zo zoo ] ver verwijderd was de betrekking [ @alt tussen tusschen ] die twee .
128-1|Hij was een rijk man : een bankier , een koopman , een fabrikant en wat niet al .
128-2|Een zwaarlijvig man , met [ @alt ene eene ] luide stem , starende [ @alt ogen oogen ] , en een lach , die een metaalklank had ; een man met een groot opgezwollen hoofd , uitpuilende aderen aan de slapen , en zulk een gespannen vel over zijn gezicht , dat het [ @alt ~zijn~zijne zijne ] [ @alt ogen oogen ] scheen open te houden en [ @alt ~zijn~zijne zijne ] wenkbrauwen op te trekken ; een man , wiens [ @alt gehele geheele ] voorkomen aan een [ @alt gevulde gevulden ] ballon deed denken , op het punt om op te stijgen ; een man , die er nooit genoeg op kon pochen dat hij zich [ @alt zelf zelven ] tot " een man " had gemaakt ; een man , die door de koperen spreektrompet zijner stem altijd [ @alt ~zijn~zijne zijne ] oude onwetendheid en [ @alt ~zijn~zijne zijne ] oude armoede verkondigde ; een man , die het toppunt van hoogmoedig bluffende nederigheid had bereikt .
129-1|Hoewel hij een paar jaar jonger was dan zijn uitnemend practische vriend , zag mijnheer Bounderby er toch ouder uit ; bij [ @alt ~zijn~zijne zijne ] zeven of acht en veertig had hij nog zeven of acht meer kunnen tellen , zonder dat het iemand zou verwonderd hebben .
129-2|Hij had niet veel haar .
129-3|Men had zich kunnen verbeelden , dat het van zijn praten was uitgevallen , en dat het weinige , dat hij overhad , [ @alt zo zoo ] verward overeindstond omdat het onophoudelijk door zijn winderig snoeven heen en weder werd geblazen .
130-1|In het sombere salon van Stone Lodge stond mijnheer Bounderby zich op het haardkleedje voor het vuur te warmen en onderhield mevrouw Gradgrind met [ @alt enige eenige ] opmerkingen over de omstandigheid , dat die dag zijn geboortedag was .
130-2|Hij stond voor het vuur , gedeeltelijk omdat het een koude lentedag en tegen [ @alt ~de~den den ] avond was , hoewel de zon nog scheen , gedeeltelijk omdat in de schaduw van Stone Lodge altijd een spook van vochtige kalk omwaarde ; gedeeltelijk omdat hij aldus een deftige houding had , die mevrouw Gradgrind ontzag moest inboezemen .
131-1|" Ik had [ @alt gene geene ] schoenen aan de voeten ; en wat kousen aangaat , ik kende zulke dingen niet eens bij naam .
131-2|Ik sleet [ @alt ~de~den den ] dag in [ @alt ene eene ] sloot en [ @alt ~de~den den ] nacht in een varkenshok .
131-3|[ @alt Zo Zoo ] bracht ik mijn tienden verjaardag door .
131-4|Niet dat [ @alt ene eene ] sloot iets nieuws voor mij was , want ik was in [ @alt ene eene ] sloot geboren . "
132-1|Mevrouw Gradgrind - een klein , mager , bleek wezentje , met [ @alt rode roode ] [ @alt ogen oogen ] en altijd in [ @alt enige eenige ] shawls gewikkeld , ongeloofelijk zwak naar het lichaam en [ @alt ~de~den den ] geest - die altijd medicineerde zonder dat het haar iets baatte , en wanneer zij [ @alt ~enigen~enige eenigen ] zweem van herleving vertoonde , telkens weder versuft en verdoofd werd door een zwaar blok van een feit , dat haar op het lijf tuimelde ; - mevrouw Gradgrind hoopte , dat het [ @alt ene eene ] droge sloot was .
133-1|" Neen .
133-2|[ @alt Zo Zoo ] nat als een vaatdoek .
133-3|Een voet water er in , " [ @alt zei zeide ] mijnheer Bounderby .
134-1|" Genoeg om een pasgeboren kind kou te doen vatten , " was de opmerking van mevrouw Gradgrind .
135-1|" Kou ?
135-2|Ik werd geboren met [ @alt ene eene ] ontsteking van de long , en van alle andere dingen , geloof ik , die voor ontsteking vatbaar waren , " antwoordde mijnheer Bounderby .
135-3|" Jarenlang , mevrouw ! was ik een van de ellendigste schepseltjes , die men ooit heeft gezien .
135-4|Ik was [ @alt zo zoo ] ziekelijk , dat ik altijd steunde en kermde .
135-5|Ik was [ @alt zo zoo ] vuil en haveloos , dat ge mij met geen tang zoudt hebben aangeraakt . "
136-1|Mevrouw Gradgrind keek flauw naar de tang om , als het beste waaraan zij in [ @alt ~haar~hare hare ] sufheid kon denken . (
137-1|8 )
138-1|" Hoe ik er mij doorheen worstelde , weet ik zelf niet , " hervatte Bounderby .
138-2|" Ik was cordaat , denk ik .
138-3|Ik ben in later tijd altijd cordaat geweest , en dat zal ik toen ook wel geweest zijn .
138-4|Evenwel , hier sta ik , mevrouw Gradgrind , en ik behoef er niemand dan mij [ @alt zelf zelven ] voor te bedanken dat ik [ @alt zo zoo ] sta . "
139-1|Mevrouw Gradgrind gaf zeer zachtzinnig en flauw [ @alt ~haar~hare hare ] hoop te kennen , dat [ @alt ~zijn~zijne zijne ] moeder ... .
140-1|" [ @alt ~Mijn~Mijne Mijne ] moeder ?
140-2|Zij liep weg , mevrouw ! " [ @alt zei zeide ] Bounderby .
141-1|Mevrouw Gradgrind , overbluft gelijk doorgaans , bleef bedeesd zwijgen .
142-1|" [ @alt ~Mijn~Mijne Mijne ] moeder liet mij bij [ @alt ~mijn~mijne mijne ] grootmoeder , " [ @alt zei zeide ] Bounderby , " en als ik mij wel herinner , was [ @alt ~mijn~mijne mijne ] grootmoeder het slechtste en ondeugendste oude wijf dat er ooit leefde .
142-2|Als ik door een bijzonder toeval een paar schoentjes kreeg , nam zij ze mij af en verkocht ze voor drank .
142-3|Ja , ik heb die grootmoeder van mij , terwijl zij nog in bed lag , veertien glaasjes drank zien drinken voor haar ontbijt . "
143-1|Mevrouw Gradgrind , met haar flauw glimlachje en zonder [ @alt enig eenig ] ander [ @alt teken teeken ] van leven , geleek nu ( gelijk zij altijd deed ) naar een tamelijk slecht geschilderd transparant vrouwenportretje , dat van achteren niet genoeg verlicht was .
144-1|" Zij hield een komenijswinkel , " vervolgde Bounderby , " en stopte mij in een eierenkist .
144-2|Dat was de wieg van [ @alt ~mijn~mijne mijne ] kindsheid - [ @alt ene eene ] oude eierenkist .
144-3|[ @alt Zodra Zoodra ] ik groot genoeg was om weg te [ @alt lopen loopen ] , liep ik natuurlijk weg .
144-4|Toen werd ik een jonge vagebond ; en in plaats dat één oud wijf mij klappen gaf en honger liet lijden , gaven alle [ @alt mensen menschen ] van allerlei ouderdom mij klappen en lieten mij honger lijden .
144-5|Zij hadden gelijk ; zij behoefden niets anders te doen .
144-6|Ik was een overlast , [ @alt ene eene ] pest in de maatschappij .
144-7|Dat weet ik - zeer wel . "
145-1|Hij kon zijn trots , dat hij in [ @alt ~zijn~zijne zijne ] [ @alt kindse kindsche ] jaren een overlast en pest in de maatschappij geweest was , niet genoeg lucht geven , of hij moest zijn snoeven daarop nog driemaal volmondig herhalen .
146-1|" Ik was bestemd om mij omhoog te werken , zou ik denken , mevrouw Gradgrind .
146-2|Maar , hetzij ik er voor bestemd was of niet , ik deed het , hoewel niemand mij hielp .
146-3|Vagebond , loopjongen , pakhuisknecht , kantoorknecht , klerk , eerste boekhouder , compagnon , en eindelijk Josiah Bounderby van Coketown .
146-4|Dit zijn de antecedenten en de culminatie .
146-5|Josiah Bounderby van Coketown heeft [ @alt leren leeren ] lezen van uithangborden boven winkels , mevrouw Gradgrind , en heeft op de klok [ @alt leren leeren ] zien , door [ @alt ~de~den den ] toren der St. Gilleskerk te Londen te [ @alt bestuderen bestudeeren ] , met hulp van een [ @alt kreupele kreupelen ] dronkaard , die een veroordeelde dief en onverbeterlijke [ @alt landloper landlooper ] was .
146-6|Spreek Josiah Bounderby van uwe district-scholen en uwe model-scholen en uwe kweekeling-scholen en uw [ @alt gehelen geheelen ] poespas van scholen ; en Josiah Bounderby van Coketown zegt u ronduit : dat is alles goed en wel - hoewel hij zulke voorrechten niet had - als wij maar [ @alt mensen menschen ] krijgen met harde koppen en stevige vuisten .
146-7|De opvoeding , die hem tot een man heeft gemaakt , zou niet voor iedereen deugen , dat weet hij wel ; maar [ @alt zo zoo ] en [ @alt zo zoo ] is [ @alt ~zijn~zijne zijne ] opvoeding toch geweest , en gij [ @alt mag moogt ] hem dwingen om kokende olie te drinken , maar gij zult hem nooit dwingen om de feiten van zijn leven te verbloemen . "
147-1|Josiah Bounderby van Coketown , die onder het spreken zeer warm geworden was , hield nu op ; en juist toen hij zweeg trad zijn uitnemend practische vriend , door de twee jeugdige misdadigers vergezeld , de kamer binnen .
147-2|Zijn uitnemend practische vriend bleef staan toen hij hem zag en wierp Louisa een [ @alt verwijtende verwijtenden ] blik toe , die duidelijk [ @alt zei zeide ] : " Ziedaar nu , mijnheer Bounderby . "
148-1|" Wel , wat is er te doen ? " [ @alt zei zeide ] mijnheer Bounderby driftig en luidruchtig .
148-2|" Hoe kijkt Thomas [ @alt zo zoo ] verslagen ? "
149-1|Hij sprak van Thomas , maar hij zag naar Louisa .
150-1|" Wij stonden bij het paardenspel naar binnen te kijken , " mompelde Louisa [ @alt stuurs stuursch ] , zonder [ @alt ~haar~hare hare ] [ @alt ogen oogen ] op te slaan , " en vader betrapte ons daar . "
151-1|" En , mevrouw Gradgrind , " [ @alt zei zeide ] de echtgenoot dezer dame op statelijken toon , " ik zou evengoed verwacht hebben , dat ik [ @alt ~mijn~mijne mijne ] kinderen verzen zou vinden lezen . "
152-1|" Och [ @alt Here Heere ] , " [ @alt zei zeide ] mevrouw Gradgrind jammerend .
152-2|" Hoe kunt ge toch [ @alt zo zoo ] doen , Louisa en Thomas ?
152-3|Ik ben er verbaasd over .
152-4|Ge zijt waarlijk in staat om het iemand te doen spijten , dat hij ooit kinderen had .
152-5|Ik heb [ @alt ~groten~grote grooten ] lust om te zeggen , dat ik [ @alt wenste wenschte ] dat ik ze nooit had gehad ; en wat zoudt ge dan gedaan hebben , dat zou ik wel eens willen weten . "
153-1|Mijnheer Gradgrind scheen niet zeer gesticht over deze treffende aanmerking , en trok ongeduldig [ @alt ~zijn~zijne zijne ] wenkbrauwen samen .
154-1|" Hadt ge , terwijl mijn hoofd [ @alt zo zoo ] duizelt en klopt , niet naar de schulpen en mineralen kunnen gaan kijken en al de andere dingen , die voor u zijn aangeschaft , in plaats van naar het paardenspel ? " [ @alt zei zeide ] mevrouw Gradgrind .
154-2|" Gij weet evengoed als ik , dat jongelieden geen paardenspel-meester hebben , of paardenspel-kabinetjes houden of paardenspel-verhandelingen [ @alt horen hooren ] .
154-3|Wat kunt ge dan van paardenspellen willen weten ?
154-4|Gij hebt immers bezigheid genoeg , als ge naar bezigheid verlangt .
154-5|Terwijl mijn hoofd [ @alt zo zoo ] dof is , zou ik de namen niets eens kunnen noemen van de helft der feiten , die ge alleen te onthouden hebt . "
155-1|" Dat is juist de reden , " bromde Louisa .
156-1|" Zeg mij niet , dat dit de reden is , want dat kan het onmogelijk zijn , " antwoordde mevrouw (
157-1|9 ) Gradgrind .
157-2|" Ga terstond aan de [ @alt ene eene ] of andere ologie . "
157-3|Mevrouw Gradgrind had niet gestudeerd , en als zij [ @alt ~haar~hare hare ] kinderen tot [ @alt ~hun~hunne hunne ] studiën aanmaande , was het gewoonlijk met zulk een algemeen gezegde .
158-1|Om de waarheid te zeggen , mevrouw Gradgrind's voorraad van feiten was ellendig schraal , maar toen mijnheer Gradgrind haar tot haar [ @alt ~hoge~hogen hoogen ] echtelijken rang verhief , had hij zich door twee redenen laten besturen .
158-2|Vooreerst was zij in een financieel opzicht [ @alt ene eene ] zeer goede partij , en ten tweede wist zij van [ @alt gene geene ] malligheden af , waarmede hij zeggen wilde , dat zij [ @alt gene geene ] de minste overhelling tot het romaneske of poëtische had ; en inderdaad was [ @alt ~haar~hare hare ] verbeeldingskracht [ @alt zo zoo ] weinig werkzaam , als dit bij een [ @alt menselijk menschelijk ] wezen , dat niet geheel verstandeloos is , maar [ @alt enigszins eenigszins ] mogelijk is .
159-1|De eenvoudige omstandigheid , dat zij met haar echtgenoot en mijnheer Bounderby alleen bleef , was voldoende om deze goede dame wederom te versuffen .
159-2|Zij verzonk dus in [ @alt ene eene ] [ @alt wezenloze wezenlooze ] dofheid en niemand lette verder op haar .
160-1|" DAT IS EEN ZEER IMPERTINENTE KNAAP , " ZEIDE MIJNHEER GRADGRIND .
160-2|( Blz. 15 ) .
161-1|" Bounderby , " [ @alt zei zeide ] mijnheer Gradgrind , een stoel naar het vuur schuivende , " gij hebt altijd [ @alt zoveel zooveel ] belang gesteld in [ @alt ~mijn~mijne mijne ] jongelieden - vooral in Louisa - dat ik [ @alt gene geene ] verontschuldiging [ @alt nodig noodig ] meen te hebben als ik u zeg , dat deze ontdekking mij zeer verdrietig maakt .
161-2|Ik heb mij systematisch toegewijd , gelijk gij weet , om bij [ @alt ~mijn~mijne mijne ] kinderen het redeneervermogen te ontwikkelen .
161-3|De rede is , gelijk men weet , het [ @alt enige eenige ] vermogen , waarop men de opvoeding behoort te richten .
161-4|En toch , Bounderby , zou het uit deze onverwachte omstandigheid van vandaag , hoewel op zichzelf beuzelachtig , schijnen te blijken , dat er bij Thomas en Louisa iets in het gemoed is geslopen , dat - of liever , dat niet - ik weet niet hoe ik mij beter kan uitdrukken dan door te zeggen - iets dat ik nooit bedoeld had bij hen te ontwikkelen en waaraan het redeneervermogen geen deel heeft . "
162-1|" Er bestaat zeker [ @alt gene geene ] reden om met belangstelling naar een troep vagebonden te kijken , " antwoordde Bounderby .
162-2|" Toen ik zelf een vagebond was , keek niemand met belangstelling naar mij ; dat weet ik wel . "
163-1|" Dan komt de vraag , " [ @alt zei zeide ] de uitnemend practische vader , met de [ @alt ogen oogen ] op [ @alt ~de~den den ] haard gevestigd , " waaruit die [ @alt gemene gemeene ] nieuwsgierigheid ontstaan is ? " (
164-1|10 )
165-1|" Dat zal ik u wel zeggen .
165-2|[ @alt ~Hun~Hunne Hunne ] verbeelding heeft [ @alt lopen loopen ] spelen . "
166-1|" Ik hoop van neen , " [ @alt zei zeide ] de uitnemend practische man , " schoon ik beken , dat op weg naar huis die vrees ook wel bij mij is opgekomen . "
167-1|" Een ijdel spelen der verbeelding , Gradgrind , " herhaalde Bounderby : " iets zeer slechts voor iedereen , maar iets vervloekt slechts voor een meisje als Louisa .
167-2|Ik moet mevrouw Gradgrind [ @alt verschoning verschooning ] verzoeken , dat ik zulke sterke uitdrukkingen gebruik ; maar zij weet zeer wel , dat ik niet gepolijst ben .
167-3|Wie dat van mij verwacht , zal zich toch teleurgesteld vinden .
167-4|Ik heb [ @alt gene geene ] gepolijste opvoeding gehad . "
168-1|" Of , " [ @alt zei zeide ] mijnheer Gradgrind , terwijl hij met de handen in de zakken stond te peinzen , en [ @alt ~zijn~zijne zijne ] holle [ @alt ogen oogen ] in het vuur staarden , " of zou een onderwijzer of [ @alt ene eene ] dienstbode haar iets in het hoofd hebben gebracht ?
168-2|Zou Louisa of Thomas misschien iets gelezen hebben ?
168-3|Zou er , in weerwil van alle voorzorgen , een boek met malle sprookjes in huis gekomen zijn ?
168-4|Want bij kinderen , die van [ @alt ~hun~hunne hunne ] wieg af naar de strengste regelen practisch gevormd zijn , is dit anders [ @alt zo zoo ] zonderling , [ @alt zo zoo ] onbegrijpelijk . "
169-1|" Wacht eens even ! " riep Bounderby uit , die [ @alt ondertussen ondertusschen ] bij [ @alt ~de~den den ] haard was blijven staan , [ @alt zo zoo ] vol hoogmoedige nederigheid dat hij bijna barstte .
169-2|" Gij hebt een van die landlooperskinderen op school ? "
170-1|" Cecilia Jupe heet zij , " antwoordde mijnheer Gradgrind , met een blik , bijna alsof hij zijn doodvonnis te gemoet zag .
171-1|" Wacht nu eens even ! " riep Bounderby wederom uit .
171-2|" Hoe is zij daar gekomen ? "
172-1|" Wel , om de waarheid te zeggen , ik zelf heb het meisje daar straks pas voor de eerste maal gezien .
172-2|Zij is hier aan huis om toelating komen verzoeken , daar zij eigenlijk niet tot de stad behoorde , en - ja , gij hebt gelijk , Bounderby , - gij hebt gelijk . "
173-1|" Wacht nu eens even ! " riep Bounderby nogmaals uit .
173-2|" Louisa heeft haar gezien toen zij hier kwam ? "
174-1|" Louisa heeft haar zeker gezien , want zij heeft mij de boodschap van haar aanzoek overgebracht .
174-2|Maar Louisa heeft haar toch zonder twijfel alleen in het bijzijn van [ @alt ~haar~hare hare ] moeder gezien . "
175-1|" Eilieve , mevrouw Gradgrind , " [ @alt zei zeide ] Bounderby , " wat is er toen omgegaan ? "
176-1|" Och , mijn arm hoofd ! " antwoordde mevrouw Gradgrind .
176-2|" Het meisje wilde op school komen , en mijnheer Gradgrind wilde meisjes op school hebben , en Louisa en Thomas zeiden allebei , dat het meisje op school wilde komen en dat mijnheer Gradgrind meisjes op school wilde hebben , en hoe kon ik hun tegenspreken , daar het toch een feit was ? "
177-1|" Nu zal ik u eens wat zeggen , Gradgrind , " [ @alt zei zeide ] Bounderby .
177-2|" Jaag dat meisje weg , en daarmee is het uit . "
178-1|" Ik hel sterk naar uwe [ @alt mening meening ] over . "
