1-1|( Inhoud )
137-1|18 ) De rijken vermaande hij , om aan de armen te geven , ten einde aan de hel te ontkomen , welke hij [ @alt zo zoo ] ijselijk mogelijk afschilderde , en om [ @alt ~de~den den ] hemel te verwerven , [ @alt ~die~dien dien ] hij heel aangenaam en begeerlijk voorstelde .
137-2|Onder zijn gehoor bevond zich een rijk koopman , die zich uit de zaken had teruggetrokken , en een [ @alt ~kleine~kleinen kleinen ] woekerhandel dreef .
137-3|Hij heette Géborand en had met het [ @alt fabriceren fabriceeren ] van grof laken , sergie en dergelijke stoffen , twee [ @alt miljoen millioen ] overgewonnen .
137-4|In zijn [ @alt gehele geheele ] leven had Géborand geen aalmoes aan een ongelukkige gegeven .
137-5|Sedert deze predikatie echter merkte men op , dat hij alle zondagen een stuiver aan de oude bedelaarsters in het kerkportaal gaf .
137-6|Het recht van daar te staan was aan zes arme vrouwen toegestaan .
137-7|Eens zag de bisschop hem die aalmoes geven en [ @alt zei zeide ] glimlachend tot zijn zuster : " Zie ! mijnheer Géborand koopt voor een stuiver [ @alt ~de~den den ] hemel . "
138-1|Wanneer het de liefdadigheid betrof , liet hij zich door geen weigering afschrikken , maar hij vond dan woorden , die tot nadenken brachten .
138-2|Eenmaal collecteerde hij in een gezelschap voor de armen ; er bevond zich de markies de Champtercier , een oude rijke vrek , die tegelijkertijd ultra-royalist en ultra-Voltairiaan was .
138-3|Zulke zeldzaamheden hebben bestaan .
138-4|Toen de bisschop hem naderde , tikte hij hem op [ @alt ~de~den den ] arm en zei : " Mijnheer de markies , ge moet mij iets geven . "
139-1|De markies keerde zich om , en antwoordde droog : " Monseigneur , ik heb mijn armen . "
140-1|" Geef ze mij , " hernam de bisschop .
141-1|Op [ @alt zekere zekeren ] dag hield hij in de kathedraal de volgende preek :
142-1|" Geliefde broeders , goede vrienden !
142-2|In Frankrijk zijn één [ @alt miljoen millioen ] driehonderd twintig duizend boerenhuizen met slechts drie openingen ; één [ @alt miljoen millioen ] achthonderd zeventien duizend met slechts twee : de deur en het venster ; en eindelijk driehonderd zes-en-veertig duizend hutten met slechts één opening : de deur .
142-3|De reden hiervan is de belasting op deuren en vensters .
142-4|Verbeeldt u nu arme gezinnen , oude vrouwen , kleine kinderen , die daarin verblijf houden , en 't is geen wonder dat er koortsen en andere ziekten [ @alt heersen heerschen ] .
142-5|Helaas !
142-6|God geeft [ @alt ~de~den den ] [ @alt mensen menschen ] lucht , maar de wet verkoopt ze hun .
142-7|Ik beschuldig de wet niet ; maar ik loof God .
142-8|In het departement Isère , in dat van Var , in de Alpendepartementen , hebben de boeren niet eens kruiwagens , [ @alt ~de~den den ] mest vervoeren zij op hun rug ; zij hebben geen kaarsen , maar branden houtspaanders of eindjes touw , die in pek zijn gedoopt .
142-9|[ @alt Zo Zoo ] is het in geheel Opper-Dauphiné .
142-10|Zij bakken brood voor een half jaar en stoken [ @alt ~de~den den ] oven met gedroogden koedrek .
142-11|Des winters hakken zij dat brood (
143-1|19 ) met de bijl stuk , en laten het vier-en-twintig uren in water [ @alt weken weeken ] om het te kunnen eten .
143-2|- Broeders , hebt [ @alt mededogen mededoogen ] !
143-3|Ziet hoe men rondom u lijdt ! "
144-1|In Provence geboren , kende hij al de tongvallen van het zuiden en sprak die met de bewoners .
144-2|Dit had hem bij de bevolking bemind gemaakt en er niet weinig toe bijgedragen om hem aller harten te openen .
144-3|Hij was in de stulp en in het gebergte als te huis .
144-4|Hij wist de verhevenste zaken in de eenvoudigste volkstaal te zeggen .
144-5|Daar hij alle talen sprak , vond hij [ @alt ~de~den den ] weg tot aller harten .
145-1|Overigens was hij dezelfde voor [ @alt ~de~den den ] aanzienlijke en [ @alt ~de~den den ] geringe .
146-1|Hij veroordeelde niet voorbarig en zonder de omstandigheden in aanmerking te nemen .
146-2|Laten wij zien , op welke wijs de misslag ontstaan is , placht hij te zeggen .
147-1|Daar hij , [ @alt zoals zooals ] hij zich [ @alt zelf zelven ] glimlachend noemde , een voormalig zondaar was , verschanste hij zich niet achter een harde strengheid , en openlijk verkondigde hij , niettegenstaande het wenkbrauwfronsen der [ @alt zogenaamde zoogenaamde ] strenge deugd , een leer , die men vrijwel in de volgende woorden kan samenvatten :
148-1|" De [ @alt mens mensch ] draagt zijn [ @alt vlees vleesch ] , tevens als een last en als een verzoeking .
148-2|Hij sleept het voort en geeft er aan toe .
149-1|" Hij moet het bewaken , bedwingen , onderdrukken , en niet dan in [ @alt de den ] [ @alt uiterste uitersten ] nood er aan gehoorzamen .
149-2|Door deze gehoorzaamheid kan hij nog zondigen ; maar zulk een zonde is vergeeflijk .
149-3|'t Is een val , maar een val op de knieën , die met het gebed eindigen kan .
150-1|" 't Is een uitzondering een heilige te zijn ; maar 't is een regel rechtschapen te wezen .
150-2|Dwaalt , wankelt , zondigt , maar weest rechtschapen .
151-1|" 't Is de [ @alt menselijke menschelijke ] wet , [ @alt zo zoo ] min mogelijk te zondigen .
151-2|Volstrekt niet te zondigen , is de droom van [ @alt ~de~den den ] engel .
151-3|Al het [ @alt aardse aardsche ] is aan de zonde onderworpen .
151-4|De zonde is een wet der zwaartekracht . "
152-1|Zag hij iedereen in ijver ontstoken en spoedig verontwaardigd worden , dan [ @alt zei zeide ] hij glimlachend : Dit schijnt een [ @alt grote groote ] misdaad te wezen , die iedereen begaat .
152-2|Zie , hoe de ontstelde huichelarij zich haast , om te [ @alt protesteren protesteeren ] en zich bij voorbaat te verdedigen .
153-1|Hij was toegevend jegens de vrouwen en de armen , op wie de last der maatschappij [ @alt zo zoo ] zwaar drukt .
153-2|- De zonden der vrouwen , der kinderen , der dienstboden , der zwakken , der armen en der onwetenden zijn de zonden der [ @alt echtgenoten echtgenooten ] , der vaders , der meesters , der overheden , der rijken en der geleerden , sprak hij . (
154-1|20 )
155-1|Ook [ @alt zei zeide ] hij : Onderwijs de onwetenden [ @alt zoveel zooveel ] ge kunt ; de maatschappij bezondigt zich door geen kosteloos onderwijs te geven ; de duisternis welke zij veroorzaakt , komt te harer verantwoording .
155-2|In een donkere ziel sluipt de zonde licht .
155-3|Niet hij die de zonde doet , is de eigenlijke schuldige , maar hij die de duisternis veroorzaakt .
156-1|Men ziet , dat de bisschop er een ongewone en eigenaardige wijze op nahield om de zaken te beschouwen .
156-2|Ik vermoed , dat hij ze aan het evangelie had ontleend .
157-1|Op [ @alt zekere zekeren ] dag hoorde hij in een gezelschap het verhaal van een crimineel proces , dat in behandeling was .
157-2|Een arm man had , na alle pogingen om wat te verdienen beproefd te hebben , uit liefde voor een vrouw en het kind dat zij hem geschonken had , [ @alt valse valsche ] munt gemaakt .
157-3|De [ @alt valse valsche ] munters werden destijds nog met [ @alt ~de~den den ] dood gestraft .
157-4|De vrouw was aangehouden , bij de uitgifte van het eerste [ @alt valse valsche ] muntstuk , dat de man gemaakt had .
157-5|Men hield haar gevangen , doch men had geen bewijzen tegen haar .
157-6|Zij alleen kon haar minnaar aanklagen en hem door haar bekentenis in 't verderf storten .
157-7|Zij deed het niet .
157-8|Men drong bij haar aan .
157-9|Zij bleef ontkennen .
157-10|Toen kwam de procureur des konings op een gelukkig denkbeeld .
157-11|Hij gaf voor , dat haar minnaar haar ontrouw was ; en door middel van haar behendig voorgelegde brieven bracht hij de ongelukkige tot de overtuiging dat zij een mededingster had en dat de man haar bedroog .
157-12|Nu ontstak zij hevig in jaloezie , zij beschuldigde haar minnaar , en bekende en bewees alles .
157-13|De man was verloren en zou eerlang te Aix met zijn medeplichtige gevonnist worden .
157-14|Men verhaalde dit feit en ieder prees de behendigheid van [ @alt ~de~den den ] rechtspersoon .
157-15|Door de jaloezie op te wekken , had hij de waarheid uit [ @alt ~de~den den ] toorn doen te voorschijn komen , en de gerechtigheid door wraakzucht doen gelden .
157-16|De bisschop hoorde dit alles zwijgend aan .
157-17|Toen het verhaal ten einde was , vroeg hij :
158-1|" Waar zullen die man en die vrouw gevonnist worden ?
159-1|" Voor het Hof van Assises . "
160-1|" En waar , " vervolgde hij , " zal mijnheer de procureur des konings worden gevonnist ? "
161-1|Er had te Digne een treurige gebeurtenis plaats .
161-2|Een man werd wegens moord ter dood veroordeeld .
161-3|'t Was een ongelukkige , die wel niet geleerd , maar ook niet geheel onwetend was ; hij had op de kermissen als goochelaar en als openbaar schrijver rondgereisd .
161-4|Het proces wekte veel belangstelling .
161-5|[ @alt ~De~Den Den ] dag vóór de terechtstelling van [ @alt ~de~den den ] veroordeelde , werd de aalmoezenier der gevangenis ziek .
161-6|Een geestelijke moest [ @alt de den ] [ @alt arme armen ] zondaar in zijn laatste [ @alt ogenblikken oogenblikken ] bijstaan .
161-7|Men ging naar [ @alt ~de~den den ] (
162-1|21 ) pastoor .
162-2|'t Schijnt dat deze weigerde , zeggende : " 't Gaat mij niet aan ; ik heb met dit werk en [ @alt ~dezen~deze dezen ] koorddanser niets te maken ; ik ben ook ziek ; bovendien , 't is mijn ambt niet . "
162-3|- Men bracht [ @alt ~de~den den ] bisschop dit antwoord , en deze [ @alt zei zeide ] : " De heer pastoor heeft gelijk , 't is zijn ambt niet , maar het [ @alt ~mijn~mijne mijne ] . "
163-1|Hij begaf zich terstond naar de gevangenis , liet zich naar de cel van [ @alt ~de~den den ] " koorddanser " brengen , noemde hem bij zijn naam , drukte hem de hand en sprak hem toe .
163-2|[ @alt De Den ] [ @alt gehele geheelen ] dag bracht hij bij hem door , voedsel en slaap vergetende , God biddende voor de ziel van [ @alt ~de~den den ] veroordeelde en de veroordeelde voor zijn [ @alt ~eigen~eigene eigene ] biddende .
163-3|Hij hield hem de gezegendste waarheden voor , welke de eenvoudigste zijn .
163-4|Hij was voor hem een vader , een broeder , een vriend ; bisschop alleen om hem te zegenen .
163-5|Hij onderwees , bemoedigde , troostte hem .
163-6|De man zou in wanhoop gestorven zijn ; de dood was voor hem een afgrond , aan welks rand hij stond en met [ @alt vrees vreeze ] terugdeinsde .
163-7|Hij was niet onwetend genoeg om geheel onverschillig te zijn .
163-8|Zijn [ @alt veroordeling veroordeeling ] , een geweldige schok , had om [ @alt zo zoo ] te zeggen hier en daar het hulsel gescheurd , dat ons van de verborgenheid der dingen scheidt , en 't welk wij het leven noemen .
163-9|Steeds blikte hij door deze noodlottige scheuren en zag niets dan duisternis .
163-10|De bisschop deed hem een licht zien .
164-1|[ @alt De Den ] [ @alt volgende volgenden ] dag , toen men [ @alt ~de~den den ] ongelukkige haalde , was de bisschop bij hem .
164-2|Hij volgde hem en vertoonde zich met zijn violetkleurigen mantel en met zijn bisschoppelijk kruis om [ @alt ~de~den den ] hals , naast [ @alt ~de~den den ] geboeiden veroordeelde , voor de [ @alt ogen oogen ] des volks .
165-1|Hij beklom met hem de kar , hij beklom met hem het schavot .
165-2|De arme zondaar , die [ @alt de den ] [ @alt vorige vorigen ] dag [ @alt zo zoo ] somber , [ @alt zo zoo ] verslagen was , had nu een kalm voorkomen .
165-3|Hij gevoelde , dat zijn ziel verzoening had gevonden , en hij hoopte op God .
165-4|De bisschop omhelsde hem , en toen de bijl zou vallen , [ @alt zei zeide ] hij : " Hem , [ @alt ~die~dien dien ] de [ @alt mens mensch ] doodt , zal God weder doen opstaan ; hem , [ @alt ~die~dien dien ] de broeders verdrijven , neemt de vader aan .
165-5|Bid , geloof en ga het leven in !
165-6|De vader wacht u ! "
165-7|Toen hij het schavot verliet was er iets in zijn blik , waarvoor het volk ter zijde ging .
165-8|Men wist niet wat opmerkelijker was , òf zijn bleekheid , òf zijn kalmte .
165-9|Toen hij de nederige woning weder binnentrad , welke hij glimlachend " zijn paleis " noemde , [ @alt zei zeide ] hij tot zijn zuster : Ik heb een hoogplechtigen dienst gedaan .
166-1|Naardien de verhevenste zaken vaak het minst begrepen worden , waren er personen in de stad , die dit gedrag van [ @alt ~de~den den ] bisschop " gemaaktheid " noemden .
166-2|Dit werd echter slechts in [ @alt hogere hoogere ] kringen gezegd .
166-3|Het volk , dat edele handelingen van (
167-1|22 ) geen kwaad verdenkt , was getroffen en vol bewondering .
168-1|Het gezicht der guillotine had [ @alt intussen intusschen ] [ @alt ~de~den den ] bisschop een schok gegeven , waarvan hij zich in [ @alt ~lange~langen langen ] tijd niet herstelde .
169-1|Inderdaad , wanneer het schavot dáár [ @alt zo zoo ] voor u oprijst , heeft het iets gruwelijks .
169-2|Men kan ten aanzien der doodstraf [ @alt enigszins eenigszins ] onverschillig zijn , zich daarvoor niet uitspreken , ja noch neen zeggen , [ @alt zolang zoolang ] men geen guillotine heeft gezien ; maar als men er voor staat is de schok geweldig , men moet beslissen , en partij voor of tegen kiezen .
169-3|[ @alt ~Enigen~Enige Eenigen ] bewonderen , gelijk de Maistre ; anderen vervloeken , gelijk Beccaria .
169-4|De guillotine is de verlichamelijking der wet ; zij noemt zich gerechtigheid ; zij is niet onzijdig en veroorlooft anderen niet , onzijdig te blijven .
169-5|Die haar ziet , voelt een geheimzinnige huivering .
169-6|Alle maatschappelijke kwestiën plaatsen om de valbijl haar vraagteekens .
169-7|Het schavot is een visioen .
169-8|Het schavot is geen stellage , geen machine , geen gevoelloos werktuig van hout , ijzer en touw .
169-9|Het gelijkt een soort van wezen , dat sombere gedachten opwekt .
169-10|Het is alsof deze stellage ziet ; deze machine hoort ; dit werktuig begrijpt ; dit hout , dit ijzer , dit touw een wil hebben .
169-11|In de afgrijselijke gedachten , welke 't gezicht van het schavot doet oprijzen , verschijnt het [ @alt vreselijk vreeselijk ] , doordat het aan zijn werk doet denken .
169-12|Het schavot is de medeplichtige van [ @alt ~de~den den ] beul ; het verslindt ; het eet [ @alt vlees vleesch ] en drinkt bloed .
169-13|Het schavot is een soort van gedrocht door [ @alt ~de~den den ] rechter en [ @alt ~de~den den ] timmerman vervaardigd ; een spook , dat uit [ @alt ~de~den den ] dood , die het gegeven heeft , een verschrikkelijk leven voor zich [ @alt zelf zelven ] schijnt te hebben geput .
170-1|Daarom was ook de indruk afgrijselijk en diep ; de bisschop scheen [ @alt ~de~den den ] dag na de terechtstelling en nog vele dagen later daarna zeer ternedergeslagen .
170-2|De als door dwang tevoorschijn geroepen kalmte voor het sombere [ @alt ogenblik oogenblik ] was verdwenen ; het spook der maatschappelijke gerechtigheid kwelde hem .
170-3|Terwijl hij gewoonlijk met een [ @alt vrolijke vroolijke ] zelfvoldoening van zijn werkzaamheden wederkeerde , scheen hij zich nu iets te verwijten .
170-4|Meermalen sprak hij in zich [ @alt zelf zelven ] en prevelde binnensmonds sombere alleenspraken .
170-5|Zijn zuster hoorde hem zeggen : " Ik wist niet dat het [ @alt zo zoo ] ijselijk was .
170-6|'t Is verkeerd , zich in de goddelijke wet [ @alt zo zoo ] te verdiepen , dat men de [ @alt menselijke menschelijke ] wet vergeet .
170-7|Alleen aan God behoort de dood .
170-8|Met welk recht raken de [ @alt mensen menschen ] aan dit onbekende ? "
171-1|Allengs werden deze indrukken zwakker , en werden waarschijnlijk geheel [ @alt uitgewist uitgewischt ] .
171-2|Evenwel merkte men op , dat de bisschop voortaan vermeed , over de gerechtsplaats te gaan .
172-1|Men kon [ @alt ~de~den den ] heer Myriel te allen tijde aan de sponde der zieken en stervenden roepen .
172-2|Hij wist volkomen , dat hem daar (
173-1|23 ) zijn duurste plicht , zijn gewichtigste arbeid riep .
173-2|Gezinnen , die ouders of kinderen verloren hadden , behoefden hem niet te roepen ; hij ging er uit eigen beweging heen .
173-3|Hij kon lang zwijgend bij [ @alt ~de~den den ] man zitten die zijn geliefde vrouw had verloren , bij de moeder die haar kind beweende .
173-4|Evenals hij ter rechter tijd wist te zwijgen , kende hij ook het [ @alt ogenblik oogenblik ] , dat hij moest spreken .
173-5|En hoe kon hij troosten !
173-6|Hij trachtte niet de smart door vergetelheid te lenigen , maar ze door de hoop [ @alt groter grooter ] en waardiger te maken .
173-7|Hij [ @alt zei zeide ] : " Let wel , op welke wijze gij de [ @alt doden dooden ] beschouwt .
173-8|Denk niet aan 't geen verteert .
173-9|Zie slechts scherp toe , en ge zult [ @alt de den ] [ @alt levende levenden ] schijn van uw geliefden overledene in [ @alt ~de~den den ] hemel erkennen . "
173-10|[ @alt ~De~Den Den ] wanhopige poogde hij tot kalmte te brengen en trachtte hem neer te zetten , door op [ @alt ~de~den den ] onderworpen [ @alt mens mensch ] te wijzen , en de smart , die een graf aanschouwt , te veranderen in een smart die naar een ster opziet .
174-1|( Inhoud )
175-1|Vijfde hoofdstuk .
176-1|Waarom Monseigneur Bienvenu te lang zijn priesterrokken draagt .
177-1|In het huiselijk leven waren Myriels gevoelens dezelfde als in zijn openbaar leven .
177-2|De vrijwillige armoede , waarin de bisschop van Digne leefde , zou voor ieder , die hem van nabij had kunnen gadeslaan , een ernstig en bekoorlijk schouwspel zijn geweest .
178-1|Gelijk alle oude lieden en de meeste denkers , sliep hij weinig .
178-2|Zijn korte slaap was echter vast .
178-3|Des morgens vroeg gaf hij zich een uur aan zijn overdenkingen over ; daarna bediende hij de mis , 't zij in de kerk , 't zij in zijn huis .
178-4|Na de mis nam hij zijn ontbijt , bestaande in roggebrood en melk .
178-5|Daarna arbeidde hij .
179-1|Een bisschop is steeds met werkzaamheden overladen , dagelijks moet hij [ @alt ~de~den den ] secretaris van het bisdom ontvangen , ook bijna dagelijks zijn groot-vicarissen .
179-2|Hij moet over de congegratiën het toezicht houden , privilegiën [ @alt verlenen verleenen ] , een [ @alt gehele geheele ] kerkelijke bibliotheek , getijboeken , catechismussen , gebedenboeken enz. onderzoeken ; hij moet mandementen schrijven , predikatiën vergunnen , pastoors en maires [ @alt verenigen vereenigen ] , een kerkelijke en een administratieve correspondentie voeren , eenerzijds met [ @alt ~de~den den ] staat , anderzijds met [ @alt ~de~den den ] H. Stoel ; kortom , duizend zaken wachten op hem .
180-1|[ @alt ~De~Den Den ] tijd , [ @alt welke welken ] hem deze duizend zaken , zijn kerkdiensten (
181-1|24 ) en zijn brevier lieten , wijdde hij vooreerst aan de noodlijdenden , de kranken en de bedrukten ; [ @alt ~de~den den ] tijd , [ @alt ~die~dien dien ] deze hem lieten , besteedde hij aan [ @alt ~de~den den ] arbeid .
181-2|Nu eens spitte hij in zijn tuin , dan weer las en schreef hij .
181-3|Hij had voor deze beide soorten van werk slechts één naam : hij noemde het tuinieren .
181-4|" De geest is ook een tuin , " [ @alt zei zeide ] hij .
182-1|Tegen [ @alt ~de~den den ] middag , wanneer het weder fraai was , ging bij uit en wandelde op het veld of in de stad , en vaak trad bij de hutten binnen .
182-2|Men zag hem dan alleen , aan zijn gedachten overgegeven , met neêrgeslagen [ @alt ogen oogen ] , steunende op zijn [ @alt ~lange~langen langen ] wandelstok , in zijn violetkleurigen , gewatteerden en warmen rok , violetkleurige kousen , zware schoenen en met een platten driekanten hoed , met gouden kwasten aan de punten , op het hoofd .
183-1|'t Was overal feest waar hij verscheen , als bracht hij bij zijn komst iets verwarmends en verlichtends .
183-2|Kinderen en oude lieden kwamen aan de deur , om [ @alt ~de~den den ] bisschop , evenals anders om de zon .
183-3|Hij deelde zegen uit en men zegende hem .
183-4|Aan elk , die iets behoefde , wees men zijn huis .
184-1|Nu en dan bleef hij staan , om tot knaapjes en jonge meisjes te spreken , en lachte de moeders toe .
184-2|Hij bezocht de armen [ @alt zolang zoolang ] hij geld had ; was het uitgegeven , dan bezocht hij de rijken .
185-1|Daar hij zijn priesterrokken zeer [ @alt ~lange~langen langen ] tijd droeg , en niet wilde dat men dit opmerkte , ging hij nooit uit dan in zijn violetkleurig kleed .
185-2|Dit was hem in [ @alt ~de~den den ] zomer wel een weinig lastig .
186-1|Te huis komende deed hij zijn middagmaal , dat aan het ontbijt geëvenredigd was .
186-2|Te half negen gebruikte hij met zijn zuster het avondeten .
186-3|Magloire bediende hen .
186-4|Niets kon soberder zijn dan deze maaltijd .
186-5|[ @alt Zo Zoo ] de bisschop evenwel een zijner pastoors aan zijn tafel had , maakte Magloire van deze gelegenheid gebruik om voor monseigneur keurige [ @alt vis visch ] uit de meren of fijn wild uit het gebergte op te [ @alt dissen disschen ] .
186-6|Ieder pastoor strekte haar tot voorwendsel voor een [ @alt goede goeden ] maaltijd , en de bisschop liet haar begaan .
186-7|Gewoonlijk kwam op zijn tafel niet anders dan gekookte groenten en soep met olie .
186-8|Men [ @alt zei zeide ] dan ook in de stad : " wanneer de bisschop niet smult als een pastoor , eet hij als een trappist . "
187-1|Na het avondeten praatte hij een half uur met Baptistine en Magloire ; vervolgens begaf hij zich naar zijn kamer en zette zich weder aan 't schrijven , nu eens op losse bladen , dan weder op [ @alt ~de~den den ] kant van een foliant .
187-2|Hij was geletterd en tamelijk geleerd .
187-3|Hij heeft vijf of zes merkwaardige manuscripten nagelaten ; onder andere een verhandeling over het vers van Genesis : (
188-1|25 ) " En de geest Gods zweefde over de wateren . "
188-2|- Hij vergelijkt met dit vers drie teksten : het arabisch , dat zegt : " de winden Gods bliezen ; " Flavius Josephus , die zegt : " Een wind van boven viel op de aarde ; " en eindelijk de Chaldeeuwsche overzetting van Onkelos , die zegt : " Een wind , die van God kwam , blies over de wateren . "
