1-1|( Inhoud )
158-4|Ik zal alles [ @alt geloven gelooven ] wat Potgieter , in zijn tweede deel van " het Noorden " , over de [ @alt Zweedse Zweedsche ] , en wat Wap in het tweede deel van [ @alt ~zijn~zijne zijne ] " Reis naar Rome " , over de [ @alt Italiaanse Italiaansche ] in 't midden zal brengen ; maar [ @alt zolang zoolang ] zij er van zwijgen , houd ik het met onze [ @alt ~eigen~eigene eigene ] goed-gebouwde , roodwangige , sterkbeenige en , ondanks de [ @alt vete veete ] tegen de Belgen , voor 't grootst gedeelte blauwgekielde spes patriae .
159-1|De [ @alt Hollandse Hollandsche ] jongen ; - maar vooraf moet ik u zeggen , mevrouw ! dat ik niet spreek van uw bleekneuzig [ @alt enig eenig ] zoontje , met blauwe kringen onder de [ @alt ogen oogen ] ; want met al het wonderbaarlijke van zijn vroege ontwikkeling , acht ik hem geen zier .
159-2|Vooreerst : gij maakt te veel werk van zijn haar , dat gij volstrekt wilt laten krullen ; en ten andere : gij zijt te sentimenteel in het kiezen van zijn pet , die alleen geschikt is om voor oom en tante te worden afgenomen , maar volstrekt hinderlijk en onverdragelijk bij het oplaten van vliegers en het spelen van krijgertje , - twee lieve spelen , mevrouw , die UEd. te wild vindt .
159-3|Ten derde , heeft UEd. , geloof ik , te veel boeken over de opvoeding gelezen , om een enkel kind goed op te voeden .
159-4|Ten vierde , laat gij hem doosjes [ @alt leren leeren ] plakken en nuffige knipsels maken .
159-5|Ten vijfde zijn er zeven dingen te veel , die hij niet eten mag .
159-6|En ten zesde , knort UEd. als zijn handen vuil zijn en zijn knie door de pijpen van zijn pantalon komt kijken ; maar hoe zal hij dan ooit vorderingen kunnen maken in 't ootje-knikkeren ? of de betrekkelijke kracht van een schoffel en een klap [ @alt leren leeren ] berekenen ? - ik verzeker u dat hij nagelt , mevrouw ! een nagelaar is hij , en een nagelaar zal hij blijven : - wat kan de maatschappij goeds of edels verwachten van een nagelaar ?
159-7|- Ook draagt hij witte kousen met lage schoentjes : dat is ongehoord .
159-8|Weet UEd. wat UEd. van uw lief Fransje maakt ?
159-9|1 ° . een gluiper ; 2 ° . een klikspaan ; 3 ° . een geniepigerd ; 4 ° . een bloodaard ; 5 ° ...
159-10|Och lieve mevrouw ! geef [ @alt ~de~den den ] jongen een andere pet , een broek met diepe zakken , en ferme rijglaarzen , en laat hij mij nooit onder de [ @alt ogen oogen ] komen zonder een buil of een schram , - hij zal een groot man worden .
160-1|De [ @alt Hollandse Hollandsche ] jongen is grof : [ @alt fikse fiksche ] knieën , [ @alt fikse fiksche ] knokkels .
160-2|Hij is blank van vel , en kleurig van bloed .
160-3|Zijn oogopslag is vrij ; bij 't brutale af .
160-4|Liefst draagt hij zijn [ @alt oren ooren ] buiten zijn pet .
160-5|Zijn haar is van zondagmorgen half elf tot zaterdagavond , als hij naar bed gaat , in volkomen wanorde .
160-6|Het overige van de week zit het goed .
160-7|Krul zit er meestal niet heel veel in .
160-8|Gekrulde haren , gekrulde zinnen !
160-9|Maar sluik is het óók niet ; sluik haar is voor gierigaards en benepen harten ; dat zit niet in jongens ; sluik haar krijgt men , geloof ik , eerst op zijn veertigste jaar .
160-10|De [ @alt Hollandse Hollandsche ] jongen draagt zijn das liefst als een touwtje , en nog liever in 't geheel niet ; een blauw of schotschbont kieltje over zijn buis , en een verstelde broek - dit laatste [ @alt kenteken kenteeken ] gaat vast .
160-11|In dees broek voert hij met zich - al wat de tijd opgeeft ; dat wisselt af ; knikkers , stuiters , ballen , een spijker , een aangebeten appel , een stukkend knipmes , een touwtje , ( 3)drie centen , een kluit vischdeeg , een dolle kastanje , een stuk elastiek uit de bretel van zijn oudsten broer , een [ @alt leren leeren ] zuiger om [ @alt stenen steenen ] mee uit [ @alt ~de~den den ] grond te trekken , een voetzoeker , een zakje met kokinjes , een grifje , een koperen knoop om heet te maken , een hazesprong , een stukje spiegelglas , enz. enz. alles opgestopt en in rust gehouden door een [ @alt bonte bonten ] zakdoek .
161-1|De [ @alt Hollandse Hollandsche ] jongen maakt in 't voorjaar [ @alt ene eene ] verzameling van uitgeblazen eieren ; in het uithalen van nestjes geeft hij blijken van kracht en behendigheid , en misschien van [ @alt ~de~den den ] aanleg tot de zeevaart , ons volk eigen ; in het [ @alt inkopen inkoopen ] van vreemde soorten , bewijzen van onverstoorbare goede trouw ; en in het verkwanselen van [ @alt ~zijn~zijne zijne ] doubletten , van vroegtijdigen Hollandschen handelsgeest .
161-2|De [ @alt Hollandse Hollandsche ] jongen , het is waar , slaat [ @alt ~zijn~zijne zijne ] bokken hardvochtig , maar in 't geven van roggebrood aan diezelfde dieren heeft hij zijns gelijken niet .
161-3|De [ @alt Hollandse Hollandsche ] jongen is veel minder ingenomen met de leerwijze van Prinsen dan de [ @alt Hollandse Hollandsche ] schoolmeester ; maar wat de opvoeding van plakkers en paapjes betreft , hierin zou hij een examen kunnen doen voor [ @alt de den ] [ @alt eerste eersten ] rang .
161-4|Hij is dolgraag op een paardemarkt , en wandelt op de parade voor de tamboers uit , met [ @alt ~de~den den ] rug naar de mooie mannen toe .
161-5|De [ @alt Hollandse Hollandsche ] jongen encanailleert zich lichtelijk , en noemt spoedig over uit een woordenboek , dat aan [ @alt Hollandse Hollandsche ] moeders niet bevalt ; maar hij heeft ook weinig aanmatiging jegens de dienstboden .
161-6|Hij is gewoonlijk hoogrood als hij binnen moet komen om aan oom en tante te vragen hoe zij varen , en spreekt bij dergelijke gelegenheid bijna geen woord ; maar minder spaarzaam met woorden en minder verlegen is hij onder zijns gelijken , en niet bang om voor zijn gevoelen uit te komen .
161-7|Hij haat lafaards en klikkers met een volkomen haat ; hij zal nog al eens gauw zijn vuisten uitsteken , maar spaart in 't vechten zijn partij ; hij speelt niet [ @alt vals valsch ] ; hij heeft een bestendigen inktvlak op zijn overgeslagen halsboord , en wel wat neiging om zijn schoenen scheef te [ @alt lopen loopen ] ; - hij houdt [ @alt ~zijn~zijne~zijnen zijnen ] vader staande dat hij over ijs van één nacht [ @alt lopen loopen ] kan , en beschikt over vriezen en dooien naar lust en welgevallen ; hij eet altijd een boterham minder en leert [ @alt ene eene ] les meer , dan waar hij trek toe heeft ; hij gooit een steen tienmaal verder dan gij of ik , en buitelt driemaal over zijn hoofd zonder duizelig te worden .
162-1|Gegroet , gegroet , gij [ @alt vrolijke vroolijke ] en gezonde , lustige en stevige knapen ; gegroet , gegroet , gij [ @alt speelse speelsche ] en blozende hoop des vaderlands !
162-2|Mijn hart gaat open als ik u zie , in uwe vreugde , in uw spel , in uw uitgelatenheid ; in uw eenvoudigheid ; in uw vermetelen moed .
162-3|Mijn hart krimpt toe , als het bedenkt wat er , ook van u , worden moet .
162-4|Of zult gij , die daar beurtelings een [ @alt frisse frisschen ] beet uit een [ @alt zelfde zelfden ] appel doet , in later jaren nooit gewaar worden dat het [ @alt nodig noodig ] is [ @alt ~de~den den ] appel in een hoek te nemen en alleen op te eten ; ja , de schillen weg te stoppen , en de pitten te zaaien voor uwe nakomelingschap ?
162-5|En gij ; die daar geduldig ( 4)uw sterker rug leent aan uw vlugger vriend , die zich op uwe schouders verheft om in [ @alt ~de~den den ] boom het spreeuwenest te zoeken , dat heel hoog ligt : zal de ondervinding u de verdrietige wijsheid onthouden , dat het beter is zelf een ladder te krijgen , en zelf het nest uit te halen , dan een [ @alt goede goeden ] dienst te doen en af te wachten óf en hoe men u zal [ @alt belonen beloonen ] ?
163-1|Dat is de wereld .
163-2|Maar ook in uzelven zijn de zaden aanwezig van veel onheils en veel verdriets .
163-3|Uwe voortvarende drift , uwe onschuldige [ @alt tederheid teederheid ] , tot opvliegendheid , eerzucht en wellustigheid gerijpt ; uwe levendigheid en onafhankelijk gevoelen , tot wereldzin en ongeloof verhard !
163-4|... O , als gij in later jaren op uwe kindsheid terugziet , dat , dat zal de vreugde wezen , die gij het meest benijdt en nu toch het minst geniet , dat gij [ @alt zoveel zooveel ] minder boos waart , dat gij [ @alt zoveel zooveel ] onschuldiger waart tot zelfs in het kwaaddoen toe .
163-5|De goede hemel zegene u allen , goede jongens , die ik ken , en rondom mij zie , en liefheb !
163-6|Hij doe u lang en [ @alt vrolijk vroolijk ] spelen , en als de ernst des levens komt , [ @alt zo zoo ] geve hij u ook een ernstig harte daartoe !
163-7|Maar hij late u tot aan uw laatsten snik nog veel kinderlijke en jeugdigs behouden .
163-8|Hij spare u , in [ @alt ~hun~hunne hunne ] volle [ @alt frisheid frischheid ] , [ @alt enige eenige ] dier kinderlijke gevoelens , die [ @alt ~de~den den ] jongeling helpen in het zuiver houden van zijn pad en [ @alt ~de~den den ] man versieren ; opdat gij mannen wordende in het verstand , kinderen blijft in de boosheid .
163-9|Dit is een stille [ @alt wens wensch ] , jongenslief ! want ik wil u nog geen [ @alt ogenblik oogenblik ] van priktol of hoepel aftrekken , zonder u voor die vreugde iets anders te kunnen geven dan ... een [ @alt wens wensch ] ! - ( 5 )
164-1|( Inhoud )
165-1|Kinderrampen .
166-1|Ik kom nog eens terug op het versje van Hölty .
167-1|Hoe zalig als de jongenskiel
168-1|Nog om de schouders glijdt !
169-1|Dan is het hemel in de ziel ,
170-1|En alles even blijd .
171-1|Niets , niets ter wereld doet hem aan
172-1|Of baart hem ongemak ,
173-1|Dan stuiters die te water gaan ,
174-1|Of ballen over 't dak .
175-1|Het ontbreekt zeker niet aan dergelijke lofredenen op het geluk van jeugd en kinderjaren .
175-2|Ik stem er van harte mede in ; maar ik neem de vrijheid te mogen opmerken , dat ze alleen door [ @alt mensen menschen ] van leeftijd , of ten minste door jongelingen geschreven zijn , van wier standpunt gezien , het kinderlijk geluk bijna geen uitzondering toelaat .
175-3|En zeker , zeker is dat een droevig bewijs voor [ @alt de den ] [ @alt treurige treurigen ] toestand van later dagen .
175-4|Maar ik weet niet dat er ooit dichtertjes geweest zijn van zeven , acht , of negen jaar , die hun actueel geluk [ @alt zo zoo ] onvoorwaardelijk hebben geprezen .
175-5|En toch dezulken waren er de naaste toe .
175-6|Toen ik op de [ @alt Hollandse Hollandsche ] school ging , maakten wij in de hoogste klasse , bestaande uit [ @alt heren heeren ] van negen tot tien jaar , allen des woensdag-voormiddags een opstel , soms over een gegeven , soms over een door onszelven gekozen en uitgedacht onderwerp .
175-7|Maar ik roep al de Jannen , Pieten , Willems en Heinen , waarmee ik in de Jacobijnenstraat te H. op de banken zat , tot getuigen , of er ooit iemand is geweest , die zijn [ @alt ~lei~lag~legde lei ] volgeschreven heeft met een optelling der genoegelijkheden of een uitweiding over 't ongestoord geluk des kinderleeftijds .
175-8|Neen : wij schreven wel diepzinnige [ @alt vertogen vertoogen ] over de Deugd , of over de Vier Jaargetijden : Sander U. , wiens vader adjudant van een generaal was , heeft zesmalen over het Paard geschreven ; en Piet Q. die nooit op het bord stond , en nooit meedoen wilde in de edele oefening van het puisje vangen , had het altijd over de Gehoorzaamheid en over de Vlijt , een denkbeeld , waar hem de opschriften van zijn extra-kaartjes ( 6)op brachten .
175-9|Eigenlijk [ @alt vrolijke vroolijke ] onderwerpen heb ik te [ @alt genen geenen ] tijde door de collega's zien behandelen .
175-10|Ik zelf heb het nooit verder kunnen brengen dan tot de [ @alt filosofische philosophische ] beschouwing der Tevredenheid ; een geluk , 't welk gewoonlijk door [ @alt ~de~den den ] jongeling voorbij- , en door [ @alt ~de~den den ] man vruchteloos nagestreefd wordt , en dat [ @alt ~de~den den ] grijsaard uitmuntend te pas zou komen , indien [ @alt ~zijn~zijne zijne ] lichaamsgebreken hem nog even veroorloven wilden het te genieten ; een heel mooi ding die tevredenheid , maar in het volop des kinderlijken geluks vanzelf ingesloten en niet opmerkenswaardig .
176-1|Doch om tot de zaak te komen !
176-2|Van dat volop des kinderlijken geluks dan , schenen wij toentertijde toch niet heel vol , of althans niet [ @alt zó zóo ] vol te zijn , dat wij het moesten uitstorten .
176-3|Ik heb wel eens gemeend , dat het een onderscheidend kenmerk des echten , waarachtigen geluks zijn zou , dat het de minste behoefte had zich uit te boezemen , terwijl het ongeluk klachten en verluchtingen [ @alt nodig noodig ] heeft - om van de tranen niet te spreken .
176-4|Want de [ @alt mensen menschen ] , die altijd [ @alt ~de~den den ] mond van hun geluk vol hebben , heb er ik wel eens op aangezien of zij ook naar een autoriteit zochten die , na gehoord verslag , hun zou verklaren dat zij gelukkig zijn , iets waarvan zij zelf tot nog toe [ @alt zo zoo ] heel overtuigd niet waren .
176-5|Zij achten zich zóó-zóó , niet ongelukkig , en niet razend gelukkig ook ; maar zij schikken het goede in hun lot [ @alt zo zoo ] bij elkander , en stapelen het in redevoeringen , die zij op wandelingen en , [ @alt zo zoo ] gij met hen in [ @alt éne ééne ] kamer slaapt , uit ledekanten , vooral na een goed souper , houden , dat zij u in de verzoeking brengen hen te benijden .
176-6|Dat verhoogt dan onmiddellijk hun koud geluk tot een [ @alt hoger hooger ] temperatuur .
176-7|Gij slaat een warme hand aan hun thermometer .
177-1|Ziedaar een mooie opmerking , die ik gemaakt heb , en die ik met dit mooie [ @alt fysische physische ] beeld besluit ; maar over 't onderwerp meer nadenkende , heb ik ook wel eens gedacht , of de school dan toch ook de rechte plaats wel was , om het kindergeluk diep te doen gevoelen .
177-2|Ik weet wel , de meester zit er niet meer met slaapmuts en kamerjapon en een ontzettende plak in [ @alt ~de~den den ] katheder , en brengt ons niet langer door de verschrikkelijkheid zijner [ @alt ogen oogen ] en gebaren tot een punt van angst , waarin wij ( als de jongen van ouds ) zouden willen bekennen , dat wij zelf de wereld geformeerd hadden , maar 't nooit weer zouden doen , liever dan het antwoord schuldig blijven op de eerste vraag van het vrageboek .
177-3|Wij lezen er ook niet meer , tot onze schrikbarende verveling , de Haarlemmer Courant , van A - Z. ( Zijn wij daarom later minder goede politici ? )
177-4|Wij zitten er ook in een goed ruim lokaal , [ @alt zo zoo ] hoog en [ @alt zo zoo ] luchtig , dat het er [ @alt soms somtijds ] aan de [ @alt benen beenen ] tocht ; wij hebben er niet zelden het uitzicht op een bleekveld met een appelboom , of op een binnenplaats met een bestekamer .
177-5|Maar toch , de meester is [ @alt zo zoo ] dik , en de ondermeesters zijn [ @alt zo zoo ] lang , en [ @alt ~hun~hunne hunne ] brillen en bakkebaarden zien er [ @alt zo zoo ] onverbiddelijk uit , en de borden zijn [ @alt zo zoo ] zwart , en de tafels [ @alt zo zoo ] ongezellig , en de kaart van Nederland hangt [ @alt zó zóó ] lang op dezelfde plaats , dat wij er de kleine scheurtjes en ( 7)inktvlekjes nog beter op weten aan te wijzen , dan de steden der - toen was 't nog 17 provinciën1 .
177-6|Dan hebt ge - nog bloedt mijn hart - de Tafel van Werkzaamheden .
177-7|[ @alt Verschrikkelijke Schrikkelijke ] werkzaamheden , wier optelling aan rekenboeken denken doet , en geographieboeken , en wat voor boeken er al meer zijn , wier blaren heen en weer schuiven in [ @alt ~de~den den ] band , wegens de krampachtige aanraking der wanhopige vingers van jeugdige [ @alt heren heeren ] , die maar niet onthouden kunnen hoeveel koeien er jaarlijks aan de Hoornsche markt komen , en hoeveel inwoners en drukkerijen van Enschedé , en Kostersbeelden , en instituten voor schoolonderwijzers Haarlem heeft ; of niet begrijpen kunnen , hoe zij de 9de som uit de " Herhaling der voorgaande Regelen " moeten opzetten .
177-8|O , die rekenboeken ! zij waren de zwakke zijde van velen onzer .
177-9|In mijn oog waren er geen hatelijker boeken .
177-10|Vooreerst waren zij veel te vol letters , en ten andere veel te vol cijfers .
177-11|Ten overvloede zijn er soms fouten in de opgave der uitkomsten ; maar al zijn die er niet in , die opgaven zijn verschrikkelijk .
177-12|Ga eens na .
177-13|Gij hebt uw [ @alt ~lei~lag~legde lei ] vol met een berekening van belang : driemaal hebt gij reeds de helft uitgeveegd , omdat gij bemerkte dat gij het vraagpunt niet begrepen hadt ; maar eindelijk , de som is af , en gij krijgt tot uitkomst : 12 lasten , 7 mudden , 5 schepels , 3 kop , 8 maten rogge .
177-14|Met een gerust geweten , en met het zalig gevoel van als ijverig lid der maatschappij uw plicht gedaan te hebben , zoudt gij uw [ @alt ~lei~lag~legde lei ] aan [ @alt ~de~den den ] ondermeester overgeven om te laten nacijferen .
177-15|Maar neen ! het hatelijk rekenboek geeft , onder [ @alt de den ] [ @alt verwaande verwaanden ] titel " Uitkomst " , op : 95 lasten , 2 mudden , 1 schepel rogge , en niet [ @alt éne ééne ] kop of maat .
177-16|Het is blijkbaar dat gij u vergist hebt ; driemaal doet gij al de vermenigvuldigingen en [ @alt delingen deelingen ] over en weer over ; eindelijk besluit gij alles uit te [ @alt vegen veegen ] , en nog hebt gij uw mouw op de [ @alt ~lei~lag~legde lei ] , als de ondermeester komt om te [ @alt geloven gelooven ] dat gij niets hebt uitgevoerd .
177-17|Dat had ik tegen die rekenboeken !
177-18|Maar het kwaadwilligst en het onbillijkst van diezelfde uitvinding is , dat zij u op alle mogelijke manieren sarren en in uw zwak tasten .
177-19|Daar zit gij sedert klokke halftien op school , bij mooi weer , in de maand Mei , als het groen jong is gelijk gijzelf en , wat meer is , als de plassen opgedroogd zijn , [ @alt zodat zoodat ] het heerlijk weer is om te knikkeren .
177-20|Daar zit gij sedert halftien op de school , waar gij [ @alt ~de~den den ] voet hebt ingezet , met benijding terugziende op de armelui's kinderen , die geen opvoeding krijgen en " duitjen òp " speelden op straat .
177-21|Eerst hoeft men u gedwongen met al uwe [ @alt speelse speelsche ] [ @alt lotgenoten lotgenooten ] het lied aan te heffen :
178-1|Wat vreugd , het schooluur heeft geslagen ,
179-1|Waarnaar elk kind om 't zeerst verlangt .
180-1|Daarna hebt gij een uur gelezen van het model van een braven ( 8)jongen , [ @alt zo zoo ] braaf , [ @alt zo zoo ] zoet , [ @alt zo zoo ] gehoorzaam , [ @alt zo zoo ] knap en [ @alt zo zoo ] goedleersch , dat gij hem met [ @alt plezier pleizier ] een paar blauwe [ @alt ogen oogen ] zoudt slaan , als gij hem op straat ontmoette ; of , indien gij al wat verder zijt , de levensschets van een onbegrijpelijk groot man , wien na te volgen u pedant en wanhopig toeschijnt , en door welke levensschets kunstiglijk een samenspraak is heengevlochten van knapen en meisjes , voor wie gij ook al geen de minste sympathie gevoelt , al " staan zij ook waarlijk verbaasd over de ontzettende kundigheden van [ @alt ~die~dien dien ] man , " daar vader Eelhart of Braafmoed van verhaalt .
180-2|Het volgende uur hebt gij geschreven ; naar een mooi exempel ; als bijv. , [ @alt zo zoo ] gij groot schrijft , het woord wederwaardigheid , opmerkelijk door twee moeilijke W's , zonder aandikken bijna niet goed te krijgen , zevenmaal ; of indien gij klein schrijft , vijftien maal , achtmaal op , en zevenmaal [ @alt tussen tusschen ] de lijn : Voorzichtigheid is de moeder der wijsheid ; bij welke gelegenheid gij in twee regels het lidwoord der hebt overgeslagen , wat tengevolge van de laatste lettergreep van het woord moeder zeer licht gebeuren kon , en eenmaal voorwijzigheid in plaats van voorzichtigheid hebt gezet , welke omstandigheden , [ @alt zo zoo ] ieder op zichzelf als in onderling verband , u [ @alt enigszins eenigszins ] angstig doen denken aan het uur , waarop de [ @alt kritiek critiek ] des meesters haar uitspraak zal komen doen .
180-3|Om niet te spreken dat gij gekweld zijt geweest met een [ @alt linkse linksche ] pen , ontelbare haren in [ @alt ~de~den den ] inkt , een klad of drie , met kunstenaars achteloosheid over uw schrijfboek verspreid , en de onverbiddelijke wet dat gij maar tweemaal uw pen op mocht steken om ze te laten vermaken , door een ondermeester , die even [ @alt zo zoo ] ver is in die kunst als gij in 't schrijven .
180-4|Nu komt het rekenboek .
180-5|Ik heb het lang laten wachten , lieve lezer ; maar het was uit wraak , omdat het voor mij [ @alt zo zoo ] dikwijls te vroeg is gekomen .
180-6|Nu komt het rekenboek .
180-7|Merk op , dat gij in [ @alt ~de~den den ] loop van [ @alt ~de~den den ] morgen tweemaal op 't bord zijt geschreven : eens , omdat gij met uw rechter buurman een verdacht gefluister hebt aangevangen , dat evenwel over niets liep dan over [ @alt goedkope goedkoope ] ballen in de Wijde Appelaarsteeg , en eens , omdat gij aan uw linker dito een albasten knikker ( gezegd alikas ) hebt laten zien , zonder een [ @alt enig eenig ] rood aartje , van welk delict het corpus u is ontnomen , tegen de pijnlijke onzekerheid of gij het ooit terug zult zien .
180-8|Vat dit alles te zamen , en sla dan uw rekenboek op , dat u sart met de 13de som , waarin u , om u of 't ware te tantaliseeren , met de grootste koelbloedigheid een mooie voorstelling gedaan wordt van vijf jongens , zegge vijf , die te zamen zouden knikkeren , en waarvan de [ @alt ene eene ] bij [ @alt ~de~den den ] aanvang van 't spel bezat 20 , zegge 20 , knikkers , de tweede 30 , de derde 50 , de vierde - neen , het is niet uit te houden ! de tranen komen er u bij in de [ @alt ogen oogen ] ; maar daar zit gij , voor nog een geheel uur , en dan nog wel te cijferen .
180-9|- Waarlijk ik houd het er voor , dat de meeste rekenboekmakers afstammelingen van koning Herodes zijn ! ( 9 )
181-1|Uit al wat ik tot nog toe in het midden heb gebracht , zal zonneklaar blijken , dat de school de plaats niet is om het kinderlijk gemoed te doen [ @alt overstromen overstroomen ] van het besef van geluk en genot .
181-2|Ik geloof niet dat het denkbeeld daarvan ooit onder [ @alt enig eenig ] blond of bruin kinderhaar is opgekomen .
181-3|Neen , neen ! de school is [ @alt zo zoo ] goed als zij zijn kan .
181-4|De school wordt , naar de nieuwste verordeningen , [ @alt zo zoo ] aangenaam en dragelijk mogelijk gemaakt .
181-5|Maar [ @alt ~haar~hare hare ] genoegens zijn ten hoogste negatief .
181-6|De school blijft altijd iets van het gevangenisachtige , en de meester , met en benevens al de ondermeesters iets van het vogelverschrikkende behouden .
181-7|Dat gezegde van Van Alphen :
182-1|Mijn [ @alt leren leeren ] is spelen
183-1|wil er bij niet één kind in , zelfs niet bij de vlijtigste .
183-2|Ik verbeeld mij nog al onder de vlijtigste behoord te hebben ; maar toch , wanneer mijn vader of moeder mij de eer aandeed van aan mijn ooms en tantes te vertellen dat ik altijd blij was als de [ @alt vakantie vacantie ] uit was , kwam mijn [ @alt ganse gansche ] gemoed tegen dat edel denkbeeld ( dat mij [ @alt ondertussen ondertusschen ] vrij dweepachtig voorkwam ) op , en ik heb jaren [ @alt nodig noodig ] gehad om zekere angstige schuwheid voor mijn respectieve meesters te [ @alt leren leeren ] overwinnen .
183-3|Ook zijn er , in weerwil van de verbeterde leerwijze , nog altijd onder , die een kind , al is het niet van de bloohartigste , als electriseeren .
184-1|Ja , lieve vrienden ! laten wij deze bladzijde voor alle vliegeroplaters en soldaatjespelers verbergen en verstoppen ; maar laten wij het bekennen : daar zijn Kinderrampen !
