1-1|( Inhoud )
71-2|[ @alt ~Zijn~Zijne Zijne ] " Legenden , " [ @alt ~zijn~zijne zijne ] " Roos van Dekama " , [ @alt ~zijn~zijne zijne ] " Voorouders " verraden op menige plaats , dat hij trots [ @alt ~zijn~zijne zijne ] verwonderlijke vlugheid , ondanks [ @alt ene eene ] verbazende gemakkelijkheid , om alle zwarigheden te boven te komen , toch zijn meester Walter Scott in kennis en opvatting der middeleeuwen niet evenaarde .
72-1|Omtrent dit punt schreef hij mij een zeer karakteristieken brief ( 4 Augustus 1867 ) , toen ik hem de eerste aflevering mijner " Schets [ @alt ener eener ] geschiedenis der [ @alt Nederlandse Nederlandsche ] Letterkunde , " handelende over de middeleeuwen , aanbood :
73-1|" Ik las uw boek voor mij zelf met veel belangstelling ; doch het zou mij spijten , indien uw [ @alt wens wensch ] vervuld werd , en dit boekje op een H. Burgerschool werd gebruikt .
73-2|Mij dunkt , zij hebben daar al ongare kost genoeg te slikken dan om nog op Middel-Nederlandsch getrakteerd te worden .
74-1|" Het is een mooie ontdekking .
75-1|" Maar ik lees liever [ @alt Frans Fransch ] .
76-1|" Indertijd , toen ik Curator van 't Gymnasium was , had Hofdijk ook [ @alt zo'n zoo'n ] boekje geschreven ... . doch ik zei , dat hij aangesteld was , om aan de jongelui de [ @alt Hollandse Hollandsche ] taal te [ @alt leren leeren ] en niet het Middel-Nederlandsche patois en ik verbood het gebruik van dat boekske .
76-2|Die studiën van Gothisch , Angel-Saksisch , Middel-Nederlandsch enz. mogen zeer goed zijn voor filologen , maar zij kunnen er niet toe strekken om onzen stijl of onzen smaak te vormen , en die [ @alt zogenaamde zoogenaamde ] naïveteit er van - 't [ @alt enige eenige ] wat dan nog 't gebrek aan vorm , rhythmus , kadans , maat , rijm , enz. vergoeden moet , geef ik graag present en ... . lees liever [ @alt Frans Fransch ] .
77-1|" Verder is er , althans in de eerste helft van uw boek bijna geen bladzijde , waarover ik geen lust zou hebben met u te twisten .
77-2|'t Schijnt , dat bij u , even als bij velen , heden ten dage de vorm , de dictie , niets is en alles zich moet bepalen tot de gedachte .
77-3|Maar poëtische gedachten heeft bijna iedereen , dunkt mij , en de kunst bestaat juist daarin , dat men ze in een cierlijken , welluidenden , bevalligen vorm giet , die door het oor het hart treft en [ @alt ~de~den den ] geest bevredigt .
77-4|En daarom , hoe groot en verbazend een genie Shakespere geweest is , ik mis herhaaldelijk bij hem die harmonie , die eenheid , die zuiverheid van vorm , die samen moesten werken
78-1|(XII)om een wezenlijk schoon geheel te verkrijgen .
78-2|Dat ik hoog met hem loop , blijkt wel daaruit , dat ik [ @alt zowel zoowel ] op mijn tiende , als op mijn 50ste en 60ste jaar stukken van hem vertaald heb , maar hoe meer ik hem vereerde en bewonderde in zijn reusachtige grootheid , hoe meer het mij hinderde , als ik [ @alt zovele zoovele ] euphuïsmen , platheden en laffe aardigheden naast de verhevenste brokken vond .
78-3|Ik houd machtig veel van Jan Steen en ik bewonder Rubens ; maar het zou mij stuiten , als ik op [ @alt ~de~den den ] achtergrond [ @alt ener eener ] schilderij , die Christus met de Apostelen voorstelde , een boeren bruiloft zag .
78-4|'t Moge het [ @alt menselijk menschelijk ] leven zijn naar waarheid geschetst , maar " bloemen " - als Bredero zegt - is ook [ @alt menselijk menschelijk ] ; en toch hoort het op het [ @alt toneel tooneel ] niet thuis .
78-5|En daarom al mocht ik eens toegeven , dat de stukken van Shakespere meer schoons bevatten dan [ @alt enig eenig ] ander stuk , [ @alt zo zoo ] is er niet een onder [ @alt ~zijn~zijne zijne ] treurspelen , hetwelk door harmonische eenheid voldoet aan 't geen ik in een treurspel vorder en b. v. terugvind in [ @alt ~de~den den ] Edipus van Sofokles , in [ @alt ~de~den den ] Cid , in de Iphigénie en de Athalie , in [ @alt ~de~den den ] Lucifer en in [ @alt ~de~den den ] Jozef in Dothan .
78-6|Ik laat natuurlijk ieder vrij anders te denken : hanc veniam damus , petimusque vicissim ; maar ik kan niet goedkeuren , dat gij [ @alt zo zoo ] bepaald als lofredenaar van Shakespere optreedt .
78-7|Onze voorouders zondigden in een tegenovergesteld uiterste en bij hen was Shakespere een barbaar .
78-8|Nu liggen de [ @alt grote groote ] schrijvers van de eeuw van Lodewijk XIV achter de bank , en mogen alleen Shakespere en Goethe bewierookt worden .
78-9|Ik heb voor een paar jaar diens " Egmond " zien [ @alt vertonen vertoonen ] .
78-10|" 't Moet mooi zijn , " dacht ik , " omdat het van Goethe is ; was 't van een onbekende , ik zou zeggen , wat een godsjammerlijk prul is dit . "
78-11|Er is een mode in alles ; maar omdat men nu een voorstander is van de italiaansche muziek , moet men daarom de Euryanthe [ @alt lelijk leelijk ] vinden . "
79-1|Ik behoef der schim van mijn vaderlijken vriend en beschermer geen vergiffenis te vragen voor de vrijmoedigheid , waarmeê ik hem na zijn dood nog eens het woord geef .
80-1|In 1867 sprak Van Lennep aldus met volle overtuiging .
80-2|Uiterst merkwaardig schijnt het mij het contrast te [ @alt bestuderen bestudeeren ] [ @alt tussen tusschen ] [ @alt ~de~den den ] als hoofd der Romantische School gehuldigden auteur van " Ferdinand Huyck " en zijn [ @alt ~eigen~eigene eigene ] zuiver classieke , zuiver achttiende [ @alt eeuwse eeuwsche ] , zuiver [ @alt Franse Fransche ] aesthetiek .
81-1|[ @alt Had Hadde ] Van Lennep tot in onzen tijd kunnen leven , hij zou zich verheugd hebben in de zich langzaam ontwikkelende nieuwe Renaissance , die nog nauwelijks wordt opgemerkt , maar toch [ @alt ene eene ] [ @alt schone schoone ] toekomst te gemoet gaat .
81-2|Van Lennep , schrander en helder ziende
82-1|(XIII)in de toekomst , zou begrepen hebben , dat de [ @alt Nederlandse Nederlandsche ] Letteren haar voordeel zouden kunnen doen met het [ @alt Franse Fransche ] Naturalisme , maar dat zij nimmer tot [ @alt ene eene ] [ @alt slaafse slaafsche ] navolging dezer school zouden kunnen afdalen .
82-2|Hij zou tevens begrepen hebben , dat de afgoderij met sonnetten en raadselachtige verstandspoëzie evenmin tot het [ @alt gewenste gewenschte ] doel : verjonging onzer nationale muzen , zou kunnen leiden .
82-3|Zijn eigen standpunt moge dan voor [ @alt ouderwets ouderwetsch ] doorgaan , hij vertegenwoordigt in elk geval de classieke , smaakvolle denkwijze , door zijn vader David Jacobus [ @alt zo zoo ] welsprekend verdedigd .
82-4|Hij moge reeds in [ @alt ~zijn~zijne zijne ] jongensjaren Shakespere vertalen , wetgevers op kunstgebied blijven voor hem alleen Boileau en Horatius .
82-5|Ademend in de classieke atmosfeer zijns vaders , van [ @alt ~zijn~zijne zijne ] vroegste jeugd met [ @alt Latijnse Latijnsche ] verzen begroet , zou hij de overwinnende Romantiek alleen onder voorrecht van boedelbeschrijving aanvaarden .
82-6|De [ @alt algemene algemeene ] geestdrift voor Walter Scott en Byron bracht hem tot [ @alt ~zijn~zijne zijne ] " Legenden " en [ @alt ~zijn~zijne zijne ] historische romans .
82-7|De bijval , hem geschonken , stuwde hem verder voort , dan hij misschien wel wilde , naar de kusten der Romantiek , immer vasthoudend aan de classieke beginselen , die hem als knaap en student waren ingeprent .
83-1|De " [ @alt grote groote ] schrijvers " der eeuw van Louis XIV lagen hem na aan het hart .
83-2|Hij begreep de schoonheden van Shakespere en Goethe , maar was in [ @alt ~de~den den ] grond der zaak geen voorstander der Romantische School van 1830 .
83-3|Dit bleek mij uit [ @alt ~de~den den ] reeds aangehaalden brief van 1867 , waarin hij mij berispte , omdat ik mij veroorloofd had met zekere koelheid over het Leerdicht te spreken .
84-1|" Ik zie niet in " - schreef hij mij - " waarom het Leerdicht een banvloek verdient , als gij er over uitspreekt .
84-2|Bone Deus , de ( Greek : Erga chai êrerai ) , de Georgica , de Ars poetica ( 't zij van Horatius , 't zij van Boileau ) , de Ziekte der geleerden , [ @alt zoveel zooveel ] heerlijks en liefelijks , met een pennestreek weggecijferd : wel , mij dunkt , [ @alt zo zoo ] als Bilderdijk zeer te recht zegt :
85-1|" Geen veld is dor , waar dichtkunst zich vertreedt ! "
86-1|" en juist dit is haar privilegie , om uit [ @alt ~de~den den ] schijnbaar dorren bodem de heerlijkste vruchten te doen uitspruiten .
86-2|Ook hier wederom zeg ik :
87-1|" Tous les genres sont bons , hors le genre ennuyeux . "
88-1|Vader Van Lennep maakte zich hier wat al te snel van de zaak af .
88-2|Maar zijn gevoel brengt hem niet op een dwaalweg .
88-3|De
89-1|(XIV)didactische poëzie heeft haar voor en tegen .
89-2|Juist in deze laatste jaren zijn vele hoeden en mutsen afgenomen voor de Muze der Didactiek .
89-3|De roman , afhankelijk gesteld van grondige studie der anthropologie , psychologie en sociologie ; de lyrische poëzie in dienst van alle wetenschappen en elke wijsbegeerte - mij dunkt deze [ @alt tekenen teekenen ] der tijden zouden Van Lennep niet al te zeer hebben mishaagd .
90-1|Nog een kenmerkend hoofdstuk zijner aesthetische wereldbeschouwing , draagt tot opschrift : " Verdiensten der achttiende eeuw . "
90-2|Aan het slot van [ @alt ~de~den den ] [ @alt zoëven zooeven ] aangehaalden brief , vermaant hij mij nogmaals :
91-1|" Het gerijmel der 18de eeuw vindt geen genade in uw [ @alt ogen oogen ] .
91-2|'t Spijt mij , want ik ken een menigte brokken van buiten uit Poot , uit [ @alt ~de~den den ] Achilles , uit [ @alt ~de~den den ] Monzongo , uit het Beleg van Haarlem , uit [ @alt ~de~den den ] Agon Sultan van Bantam , uit de vertalingen door Doornik en door Nomsz gemaakt , en ik zet het onzen hedendaagschen poëten - ten Kate uitgezonderd - om zulke [ @alt vaarzen vaerzen ] te schrijven .
91-3|'t Is net hier als in Frankrijk , waar men zich - een Victor Hugo aan 't hoofd - volstrekt niet meer stoort aan censuur of kadans .
91-4|Ik las dezer dagen ...
91-5|... . van onzen vriend H. Lieve Hemel , bijna geen bladzijde , waar ik niet een vers aantref , dat een voet te veel of te weinig heeft .
91-6|Bij S. ad idem .
91-7|Als er dat nu niet op aankomt , 't is mij wel ; maar voor mij is het niet genoeg , dat een lied muzikale gedachten bevat ; om mij te behagen moet het speeltuig behoorlijk gestemd en de zangstem zuiver zijn , anders verscheuren zij mij de [ @alt oren ooren ] ... . "
92-1|Uit het graf klinke deze vermaning vrij in onze woelige letterkundige wereld van 1886 .
92-2|Slechts oppervlakkigheid en verwaandheid , vruchten van halve wetenschap en [ @alt gehele geheele ] zelfmisleiding , zullen [ @alt ~de~den den ] fijngevoelenden Van Lennep een antwoord onwaardig keuren .
93-1|IV .
94-1|De auteur van " Ferdinand Huyck " dankt [ @alt ~zijn~zijne zijne ] populariteit niet uitsluitend aan [ @alt ~zijn~zijne zijne ] romans .
95-1|Behalve [ @alt ~dezen~deze dezen ] deed hij zich als echt [ @alt Nederlands Nederlandsch ] dichter kennen .
95-2|Heel zijn leven lang zorgde hij er voor , dat bij elke plechtige gelegenheid [ @alt enige eenige ] toepasselijke regelen van [ @alt ~zijn~zijne zijne ] hand voor [ @alt ~zijn~zijne zijne ] vrienden het licht zagen .
95-3|In [ @alt de den ] [ @alt huiselijke huiselijken ] kring of in het
96-1|(XV)maatschappelijk leven werd elke belangrijke gebeurtenis door hem met hartelijke woorden herdacht .
96-2|Van [ @alt ~zijn~zijne zijne ] " Academische Idyllen " ( 1826 ) tot aan [ @alt ~zijn~zijne zijne ] " Vermakelijke Spraakkunst " ( 1865 ) bleek hij [ @alt zo zoo ] niet de geestigste , dan toch zeker de opgeruimdste en levenslustigste zanger , die onder ons , deftige lieden , te vinden was .
96-3|Een [ @alt snaakse snaaksche ] glimlach was om [ @alt ~zijn~zijne zijne ] lippen als bestorven , [ @alt zodat zoodat ] , toen hij de koddige grappen van zijn vriend Gerrit van de Linde in zijn almanak " Holland " deed afdrukken , ieder geloofde , dat hij zelf ze geschreven had .
97-1|Er is in de laatste vijfentwintig jaren [ @alt gene geene ] bloemlezing onzer [ @alt hedendaagse hedendaagsche ] dichters , waarin niet op de eereplaats aangetroffen wordt Van Lennep's :
98-1|" Mijn waarde Neef ! ik durf het wagen
99-1|U twee kommissies op te dragen :
100-1|'t Is , in 't Verkoophuis , voor Papa ,
101-1|Vier doosjes Lucifers te [ @alt kopen koopen ] ,
102-1|En op de Bloemmarkt voor Mama ,
103-1|Wat lentebloemzaad op te [ @alt lopen loopen ] :
104-1|Dan voor broêr Kees , een [ @alt nieuwe nieuwen ] tol .
105-1|Voorts zendt Gij mij , 'k durf daarop reeknen ,
106-1|Een boek papier om op te [ @alt tekenen teekenen ] ,
107-1|En ook vier strengen zwarte wol .
108-1|" Wil voorts een kistjen Rencurrellen ,
109-1|Bij Reynvaan , voor oom Piet bestellen ;
110-1|En wip dan bij Verschuur eens aan ,
111-1|Om Lizes bracelet te halen ;
112-1|Van daar kunt gij bij Holters gaan ,
113-1|En onze rekening betalen .
114-1|Voorts wacht ons Mietje een trommelvol
115-1|Met biesjensdeeg en drabbelkoeken :
116-1|Zend mij wat nieuwe [ @alt Franse Fransche ] boeken ,
117-1|En dan , vooral , vier strengen wol .
118-1|" Laat Sacher , met [ @alt ~de~den den ] beurtman , morgen ,
119-1|Wat [ @alt verse versche ] bloemen ons bezorgen ,
120-1|En koop meteen , op 't Muiderplein ,
121-1|Voor tante Saar wat Lange-Lijzen :
122-1|Gij kent haar smaak voor porcelein ;
123-1|Zend voorts een kooitjen voor haar sijzen ,
124-1|Een aanzetleder voor Oom Nol ,
125-1|( XVI )
126-1|Een [ @alt verse verschen ] pot met tamarinden ,
127-1|Die gij bij Gerber wel zult vinden ,
128-1|En dan , voor mij , wat zwarte wol . "
129-1|Voorts het gedicht aan een zijner kleinzoons :
130-1|" [ @alt Teder Teeder ] en aanvallig wichtjen ,
131-1|Dat [ @alt zo zoo ] geestig om u heen kijkt
132-1|Uit uw ( niet meer schom'lend ) wiegjen :
133-1|( Schomlende zijn uit de mode ) !
134-1|" Dat nog van de tegenspoeden ,
135-1|Die ons hier beneden kwellen ,
136-1|Geen ervaring hebt verkregen
137-1|- Dan door 't steken van de muggen ! -
138-1|" Dat , nog zuiver van de driften ,
139-1|Die op rijper leeftijd woelen ,
140-1|Nimmer boos wordt - dan alleen maar
141-1|Als men niet terstond uw zin doet !
142-1|" Dat , nog vrij van dwaze [ @alt wensen wenschen ]
143-1|Vrij van zondige [ @alt aardse aardsche ] lusten ,
144-1|Uw begeerten blijft beperken
145-1|Tot een trek naar soep of bloemkool !
146-1|" Dierbaar kind ! gij zijt onkundig
147-1|Van uw laatre lotsbestemming ,
148-1|Ik , in spijt van grijze ervaring ,
149-1|Weet daarvan [ @alt zoveel zooveel ] als gij weet .
150-1|" Maar , [ @alt zo zoo ] gij nog naar de toekomst
151-1|Geen vermeetle blikken heenwendt ,
152-1|Of althans niet verder uitziet
153-1|Dan naar 't heerlijk etens-uurtjen ;
154-1|" Ik - en 'k durf geenszins bepalen ,
155-1|Of het dwaas is dan verstandig -
156-1|Ik , ik kan mij niet weêrhouden ,
157-1|Naar die toekomst vaak te gissen .
158-1|( XVII ) " Zult ge een pleitbezorger worden ?
159-1|In [ @alt ~de~den den ] handel u begeven ?
160-1|Of , uw ooms tot voorbeeld kiezend ,
161-1|Uw fortuin in de Oost gaan zoeken ?
162-1|" Zult gij in de koffijhuizen
163-1|Aan 't biljard uw dagen slijten ,
164-1|Altijd wachten op een postjen ,
165-1|Dat u nimmer wordt gegeven ?
166-1|" Of zult gij [ @alt ~de~den den ] krijgsdienst kiezen ,
167-1|En u krijgstrofeën vormen
168-1|Van sjakoos , nog voor 't verslijten
169-1|Door een nieuw model vervangen ?
170-1|" 't Is mij , in [ @alt ~de~den den ] grond , om 't even ;
171-1|Want men kan in elken werkkring ,
172-1|Al naar 't valt , carrière maken
173-1|Of een bittre sukkel blijven .
174-1|" Maar , lief kind , wat hier beneden
175-1|Ooit het doel zij van uw streven ,
176-1|Tracht toch - wat ik u mag bidden -
177-1|Nimmer naar [ @alt ~de~den den ] naam van dichter ... . "
178-1|Dan [ @alt ~zijn~zijne zijne ] " Lente-Mijmeringen , 21 Juni 1855 , "
179-1|" Mij heugt , toen ik een knaapjen was ,
180-1|En Mei in 't land gekomen ,
181-1|Wij zaten 's avonds op 't terras
182-1|In schaaûw der [ @alt lindebomen lindeboomen ] ,
183-1|" Dan sprong ik als een jonge ree
184-1|En plukte mij een ruiker ,
185-1|De Gouvernante schonk ons thee
186-1|Ik kreeg [ @alt ~die~dien dien ] zonder suiker .
187-1|" O , 't blijkt uit alles zonneklaar ,
188-1|Men mocht in vroeger dagen
189-1|Op Lente reeknen ieder jaar ;
190-1|Wat kon haar toch verjagen ?
191-1|( XVIII ) " Hoe meenge winter ging voorbij ,
192-1|Dat wij [ @alt begerig begeerig ] smachtten
193-1|Naar 't lieve Lentejaargetij ,
194-1|En vruchtloos bleven wachten .
195-1|" Met ieder jaar bleef 't winterijs
196-1|Wat langer in het water ,
197-1|En bleef de lucht wat langer grijs ,
198-1|En kwam de zomer later .
199-1|" En nu - 't is reeds de langste dag :
200-1|Reeds moest de zomer komen ;
201-1|En 'k heb in Neêrland , waar ik zag ,
202-1|Geen voorjaar nog vernomen . "
203-1|Eindelijk [ @alt zo zoo ] menig lied vol prettigen kortswijl uit zijn Almanak " Holland , " of uit [ @alt ~zijn~zijne zijne ] " Zeemansliedjes , " alles zuiver [ @alt Hollands Hollandsch ] veldgebloemte , nederig , eenvoudig , gezond .
204-1|[ @alt Kritiek Critiek ] , die gaarne overvraagt , heeft Van Lennep verweten , dat [ @alt ~zijn~zijne zijne ] scherts te weinig fierheid bezat , dat hij met [ @alt ~zijn~zijne zijne ] anecdoten en kwinkslagen , ook in het [ @alt dagelijks dagelijksch ] gesprek , tot lager kringen afdaalde , dan tot welke hij zelf behoorde .
204-2|[ @alt ~Zijn~Zijne Zijne ] snakerijen met de geschiedenis des Vaderlands berokkenden hem zelfs dichterlijke boetpredikatiën van verontwaardigde , maar minder geestige kunstvrienden .
204-3|Het is mogelijk , dat hij het soms wat bont maakte , maar ontkend mag het niet worden , dat juist deze trek van zijn karakter , deze zijde van zijn talent hem tot [ @alt ~de~den den ] meest Nederlandschen , tot [ @alt ~de~den den ] populairsten dichter en romanschrijver van zijn tijd gemaakt hebben .
205-1|In de geschiedenis der Letterkunde van een klein volk is het niet [ @alt zo zoo ] gemakkelijk de eigenaardige trekken van het nationale karakter terug te vinden .
205-2|De classieke en moderne Letteren oefenen [ @alt ~groteren~groteren grooteren ] invloed , omdat kleine volken , wier taal niet algemeen gesproken wordt , zich letterkundig minder zelfstandig ontwikkelen kunnen .
205-3|Trots deze beletselen zal het [ @alt ~de~den den ] historieschrijver onzer litteratuur toch mogelijk blijken het nationaal-Nederlandsche op het spoor te komen .
205-4|Van Lennep drukte in zijn persoon en in zijn werk dat nationaal-Nederlandsche voortreffelijk uit .
206-1|Kwinkslagen , scherts en kortswijl ; een goed oog op het comische in het leven en in de kunst ; belangstelling in het blijspel , soms dalend tot de platte klucht , soms stijgend tot vlijmende satire of teederen humor - zie daar de meest in het oogvallenden karaktertrekken
207-1|(XIX)onzer letterkundige kunst , die tevens worden teruggevonden in de geschiedenis onzer schilderschool .
207-2|In de middeleeuwen , in de XVI en XVII eeuwen valt het niet moeilijk dit telkens met luidsprekende feiten te staven .
207-3|Het is [ @alt onnodig onnoodig ] op [ @alt ~de~den den ] Reinaert , op de " [ @alt schone schoone ] boerden , " op de " sotternien , " op de volksliederen en volksromans te wijzen ; overbodig te herinneren aan [ @alt de den ] [ @alt gulle gullen ] lach van [ @alt ~de~den den ] ronden Roemer , aan de [ @alt vrolijkheid vroolijkheid ] van Jan van Hout , aan de drink- en minneliederen van Bredero en Starter , aan Hooft's " Warenar , " aan Vondels " Rommelpot , " aan de maaltijden van Jan Steen , de boerenkermissen van Ostade , de Teniersen en Rubens , aan de kroegen van Adriaen de Brouwer , aan de schaterlachende zangers , drinkers en vischwijven van Frans Hals - dit alles is meermalen uitdrukkelijk in het licht gesteld .
208-1|Mocht ook in latere tijden de goedronde lach onzer vaderen verstommen , mocht het kille Calvinisme zich paren aan het practisch streven naar Nuttige , [ @alt Voordelige Voordeelige ] , Bruikbare dingen , toch ging de overlevering van onze nationale luim in de geschiedenis onzer letteren niet verloren .
208-2|Langendijk , Troost , Asselijn en Bernagie bleven onzen ouden volksaard getrouw ; aan het slot der vorige eeuw triomfeerden twee geniale vrouwen in " Sara Burgerhart " en " Willem [ @alt Levend Leevend ] " op al de [ @alt boze booze ] geesten , die der [ @alt Nederlandse Nederlandsche ] Muzen onverzoenlijken haat hadden gezworen .
208-3|Van Lennep was inzonderheid een echt Nederlander door [ @alt ~zijn~zijne zijne ] kunst .
208-4|[ @alt ~Zijn~Zijne Zijne ] patricische [ @alt Amsterdamse Amsterdamsche ] stemming , [ @alt ~zijn~zijne zijne ] bewonderenswaardige wetenschappelijke vlijt in de uitgave van Vondel's werken gebleken , [ @alt ~zijn~zijne zijne ] veelzijdige letterkundige en historische kennis , werden altijd verhelderd door [ @alt ene eene ] zonnestraal van vriendelijke geestigheid ; [ @alt ~zijn~zijne zijne ] deftige [ @alt betogen betoogen ] afgewisseld door een [ @alt vrolijke vroolijken ] zet , [ @alt ~zijn~zijne zijne ] ernstige buien opgehelderd door [ @alt ene eene ] grappige anecdote .
209-1|Bij Sijthoff's nieuwe uitgaaf van Van Lennep's romantische werken een hartelijk woord te voegen , was het doel van dit eenvoudig opstel .
209-2|Van Lennep's leven is het best en uitvoerigst beschreven door A. J. de Bull in de " Levensberichten " der Maatschappij van [ @alt Nederlandse Nederlandsche ] Letterkunde te Leiden .
209-3|Daarbij is [ @alt ene eene ] lijst van geschriften gevoegd , die de [ @alt wensen wenschen ] van [ @alt ~de~den den ] lastigsten bibliograaf overtreft .
209-4|Verschillende mannen van naam : Jonckbleet ,
210-1|(XX)Réville , Busken Huet , Schimmel en Nicolaas Beets hebben [ @alt ~hun~hunne hunne ] [ @alt mening meening ] over Van Lennep gezegd ; toch ontbreekt nog de [ @alt monografie monographie ] , die [ @alt ~zijn~zijne zijne ] [ @alt gehele geheele ] persoonlijkheid , [ @alt ~zijn~zijne zijne ] veelzijdige werkzaamheid , [ @alt ~zijn~zijne zijne ] [ @alt betekenis beteekenis ] voor de geschiedenis onzer Letteren te zaam vat , en met wetenschappelijke nauwkeurigheid beschrijft .
210-2|[ @alt Ene Eene ] nieuwe uitgaaf zijner romantische werken kan misschien aanleiding worden tot vervulling dezer behoefte , althans de gedachte verlevendigen , dat een dergelijk boek nog altijd moet geschreven worden .
211-1|Dr. Jan ten Brink .
212-1|1 " Vondel bekroond door het dankbaar nageslacht .
212-2|[ @alt Ene Eene ] herinnering aan de oprichting van het standbeeld en de Vondelsfeesten in de hoofdstad op 17 , 18 en 19 Oktober 1867 . "
212-3|Arnhem , D. A. Thieme , 1868 , gr. 8o .
213-1|2 Aftreden van het 1ste ministerie Heemskerk , Februari 1868 .
213-2|Mr. C. Fock vormt een nieuw ministerie .
214-1|3 Van Lennep doelt op [ @alt ~zijn~zijne zijne ] brochure : " Het Podagra en het Manifest van Burgerpligt , " Amsterdam , 1868 .
215-1|4 Gedurende de jaren 1868 en 1869 schreef ik in het tijdschrift " Nederland " letterkundige artikelen onder [ @alt ~de~den den ] titel : " Letterkundig Intermezzo . "
216-1|5 Gids , December , 1864 .
216-2|Later in het II deel , Litterarische Fantasien , 1 Reeks .
217-1|( 1 ) ( Inhoud )
218-1|De Pleegzoon .
219-1|Eerste Hoofdstuk .
220-1|Ghy die [ @alt bij by ] vreemde lieden koomt ,
221-1|Het is u nut te sijn beschroomt .
222-1|Cats .
223-1|Het was op [ @alt ~de~den den ] vier-en-twintigsten van Bloeimaand des jaren 1598 , dat de beroemde Filips van Marnix , Heer van Sint-Aldegonde , een zijner dochteren aan [ @alt ~de~den den ] Vrijheer van Asperen uithuwelijkte .
223-2|Het [ @alt hoge hooge ] aanzien , waarin 's bruids Vader ten hove stond , de welverdiende roem , [ @alt welke welken ] hem zijn uitmuntende bedrijven [ @alt zo zoo ] in vredes- als in oorlogstijden verworven hadden , de hartelijke genegenheid en ongeveinsde achting , hem door de hoofden van 's Lands bestuur niet alleen , maar ook door de lagere standen toegedragen , hadden de plechtigheid , die zijn geslacht aan een der edelste huizen van [ @alt ~de~den den ] lande verbond , tot een bijna nationaal vreugdefeest verheven .
223-3|[ @alt Mensen Menschen ] van allen rang , staat en beroep stroomden naar Leiden , waar de inzegening der verloofden in de [ @alt Waalse Waalsche ] kerk zoude plaats hebben : men vleide zich daarenboven , de plechtigheid te zien opgeluisterd door de tegenwoordigheid van Graaf Maurits , die , [ @alt zo zoo ] als het gerucht liep , bereids zijn woord aan [ @alt ~de~den den ] Heer van Aldegonde gegeven had , om met geheel zijn hof het trouwfeest te zullen bijwonen .
224-1|Was de menigte groot , die , alleen uit nieuwsgierigheid , en zonder nog te weten , hoe daaraan best voldaan zou worden , naar de Academiestad gelokt werd , menigvuldig waren ook de opzettelijk [ @alt genodigden genoodigden ] , ten wier gevalle men voor geschikte plaatsen in de kerk de [ @alt vereiste vereischte ] zorg had gedragen en al de tuinen , die men reeds rondom Leiden begon aan te leggen , van bloemen beroofd , om hun ten blijke hunner hoedanigheid van speelnooten , fraaie ruikers , met kleurige linten versierd , te overhandigen .
