1-1|( Inhoud )
146-1|Stil ... daar kwam een hoofd [ @alt tussen tusschen ] het groen te voorschijn , maar de verkenner was nog te ver om zijn gezicht te kunnen onderscheiden .
146-2|Hij keek om zich heen .
146-3|Toen dook hij weer weg in het groen .
147-1|Arendsoog liet zich [ @alt geruisloos geruischloos ] uit [ @alt ~de~den den ] boom glijden .
147-2|Hij sloop langs [ @alt ~de~den den ] heuvel naar beneden en wenkte zijn strijders Tijgerklauw en Vuurstraal .
147-3|Een enkel fluisterend woord was voldoende om deze twee op de hoogte te brengen , en plotseling vlogen de drie Indianen het kreupelhout in om [ @alt ~de~den den ] spion gevangen te nemen .
147-4|Zij hadden hem gauw genoeg bemerkt en nu ontstond er een jacht door het eikengewas .
147-5|Vijftig meter verder lag het [ @alt dennenbos dennenbosch ] , als de vluchteling daarin zocht te ontkomen was hij verloren .
148-1|De Indianen vlogen door het moeilijk begaanbare terrein , zij zagen het bleekgezicht Rob Bergwoude het [ @alt bos bosch ] steeds meer en meer naderen ... .
149-1|Daar rende hij er in !
150-1|[ @alt Ziezo Ziezoo ] , de [ @alt talloze tallooze ] , dicht op elkaar groeiende stammen zouden hem het snelle voortgaan wel beletten .
151-1|En , wat kalmer , volgden de roodhuiden [ @alt ~de~den den ] vluchteling .
151-2|Ook zij bereikten nu het [ @alt dennenbos dennenbosch ] . (
152-1|22 )
153-1|Maar ... . waar was het bleekgezicht ?
154-1|Arendsoog , Tijgerklauw en Vuurstraal keken verbaasd om zich heen .
154-2|Zij keken naar de toppen der stammen , zij schopten de dennetakken van [ @alt ~de~den den ] grond .
155-1|Niets !
156-1|Rob Bergwoude was spoorloos verdwenen !
157-1|(
158-1|23 )
159-1|( Inhoud )
160-1|Derde Hoofdstuk .
161-1|In gevecht met de Roodhuiden .
162-1|Rob , die door zijn broer Hans op verkenning werd uitgezonden , was door de Koninginnelaan het [ @alt bos bosch ] ingetrokken .
162-2|De jonge natuurliefhebber was juist geschikt voor dit werk , omdat hij alle wegen en schuilhoeken [ @alt zo zoo ] door en door kende .
162-3|Hij stapte regelmatig door tot aan de Jagerskom , ook al een boschvijver .
162-4|Daar zag hij op een bank bij het water een stumperig oud moedertje zitten , dat bitter weende .
163-1|Rob had een weekhartig gemoed en vond het [ @alt zó zóó ] ontzettend naar , dat hij dit oude vrouwtje huilen zag , dat hij het niet over zijn hart verkrijgen kon , door te [ @alt lopen loopen ] .
164-1|Misschien had zij iets in het water laten vallen ?
165-1|Rob kwam nog wat nader en toen pas scheen het oudje hem te bemerken . (
166-1|24 )
167-1|" Is ... is u soms wat verloren ? "
168-1|Het arme moedertje veegde de tranen uit haar [ @alt ogen oogen ] en knikte .
169-1|Het arme moedertje veegde de tranen uit haar [ @alt ogen oogen ] .
170-1|" Och , jongeheer , " zei ze snikkend , " ik weet geen raad .
170-2|Mijn zoon had geld gestuurd , tien gulden .
170-3|En nu was ik naar Baarn gegaan , om wat boodschappen te doen ... . en nu heb ik 't briefje verloren .
170-4|Ik heb [ @alt zo zoo ] gezocht , [ @alt zo zoo ] gezocht .
170-5|Maar ik kan het niet meer vinden .
170-6|Och , och , wat zal mijn jongen wel zeggen !
170-7|Hij heeft het voor zijn moeder overgespaard .
170-8|Vier weken had ik er mee moeten rondkomen .
170-9|Tien gulden , ach , en het is [ @alt zo'n zoo'n ] lange weg naar De Vuursche . "
171-1|" Woont u daar ? " vroeg Rob deelnemend .
172-1|" Ja , jongeheer .
172-2|Ik zal maar weer naar huis gaan .
172-3|En onderweg nog eens goed zoeken .
172-4|Och , och , wat ben ik toch ongelukkig ... "
173-1|Opeens kreeg Rob een goed idee .
174-1|" Wij zullen wel helpen zoeken , " sprak hij .
174-2|" Bij het begin van de Sophialaan staat een troep jongens .
174-3|Wij zijn aan het spelen .
174-4|Wij zijn bleekgezichten , weet u . "
175-1|" Bleekgezichten , jongeheer ?
175-2|U ziet er anders [ @alt helemaal heelemaal ] niet bleek uit .
175-3|U hebt een gezonde kleur .
175-4|Als melk en bloed . "
176-1|" Ja , " zei Rob lachend , " maar [ @alt zo zoo ] meen ik het ook niet .
176-2|De Indianen noemen ons bleekgezichten .
176-3|De jongens van Baarn zijn de Indianen .
176-4|Hebt u ze niet gezien ? "
177-1|De oude vrouw schudde ontkennend het hoofd .
178-1|" Nou maar , " vervolgde Rob , " als u nou bij die jongens daar vraagt naar Hans , dat is mijn broer , dan moet u hem maar eens vertellen , dat ik gezegd heb , dat (
179-1|25 ) ze u moeten helpen zoeken .
179-2|De jongens hebben allemaal witte banden om [ @alt ~de~den den ] arm . "
180-1|'t Vrouwtje knikte hem dankbaar toe voor de aangeboden hulp en strompelde terug .
181-1|Rob zette zijn weg voort tot hij kwam aan de Reigers laan , in de nabijheid van het Boterbergje .
181-2|Daar drong hij het kreupelhout in tot op tweehonderd meters afstand van het heuveltje .
181-3|Hij hield zich doodstil [ @alt tussen tusschen ] de struiken en bespionneerde [ @alt ~de~den den ] top van het bergje .
181-4|Neen , de Roodhuiden zouden wel niet [ @alt zo zoo ] dom zijn , om zich boven op [ @alt ~de~den den ] top te legeren ... of waren zij nog niet tot hier gevorderd ?
182-1|Rob loerde en loerde , maar de dichte eikebladeren beletten hem het uitzicht .
182-2|Hij duwde met [ @alt ~de~den den ] arm de takken terzijde en stak zijn hoofd boven het groen uit .
183-1|Op dit [ @alt ogenblik oogenblik ] bemerkte Arendsoog hem .
184-1|Maar toen deze met Tijgerklauw en Vuurstraal op hem afkwam , had Rob toch gauw gezien , dat hij ontdekt was .
184-2|Hij rende , [ @alt zo zoo ] gauw als de struiken dit toelieten , naar het achter hem gelegen [ @alt dennenbos dennenbosch ] , maar onder die vlucht bedacht hij , dat de dicht op elkaar staande stammen hem teveel zouden tegenhouden .
184-3|En daarom besloot hij van een list gebruik te maken .
184-4|Hij zou net doen alsof hij in het [ @alt bos bosch ] vluchtte , en ook werkelijk een paar stappen [ @alt tussen tusschen ] de eerste stammen doen , [ @alt zodat zoodat ] zijn vervolgers , die nog wel een dertig meters achter hem waren , hem duidelijk konden zien .
185-1|[ @alt Zo Zoo ] deed hij .
186-1|Maar na een paar stappen gedaan te hebben , liet hij zich plotseling vallen en kroop snel terug naar het kreupelhout , waar hij een uitstekende schuilplaats vond . (
187-1|26 )
188-1|Toen Arendsoog , Tijgerklauw en Vuurstraal [ @alt enige eenige ] [ @alt ogenblikken oogenblikken ] later [ @alt ~de~den den ] rand van het [ @alt bos bosch ] bereikten , was er van [ @alt ~de~den den ] vluchteling geen spoor meer te ontdekken .
189-1|" Hugh ! " zei Arendsoog tot zijn makkers , " is het bleekgezicht dan een geest , die in de lucht verdwijnt ? "
190-1|" Of heeft de witte man tooverkruiden ingenomen , waarmede hij zich onzichtbaar maakt ? " vroeg Tijgerklauw .
191-1|" Mijn [ @alt rode roode ] broeders dwalen , " zei Vuurstraal , " het bleekgezicht heeft geen tooverkruiden en is ook geen geest , maar hij heeft verstand .
191-2|Zie , het woud is dicht en ondoordringbaar .
191-3|De slang en de wolf loeren op hun prooi .
191-4|Daarom is de blanke verspieder niet in het [ @alt bos bosch ] gegaan . "
192-1|" Arendsoog hééft hem het woud zien betreden , " sprak het opperhoofd op deftigen toon , " en het oog van [ @alt ~de~den den ] arend vergist zich nimmer . "
193-1|" Het opperhoofd der Mohikanen spreekt als een man , " zei Tijgerklauw , " maar onze broeder heeft gelijk .
193-2|De vluchteling is niet verder het woud ingegaan dan wij . "
194-1|" Hugh !
194-2|Waar is hij dan ? "
195-1|" Vuurstraal weet het niet , maar begrijpt het .
195-2|Het bleekgezicht verbergt zich voor de [ @alt rode roode ] krijgers in het struikgewas . "
196-1|En met deze woorden ijlde de jonge Indiaan het kreupelhout in , waar opeens beweging en leven in kwam .
196-2|Opnieuw werd het wild opgejaagd en nu precies (
197-1|27 ) in de richting van de plek , waar de Mohikanenstam gelegerd was .
197-2|Het duurde dan ook niet lang , of Rob liep als het ware in de armen zijner vijanden .
198-1|Tegen zulk een overmacht was hij niet bestand en ondanks al zijn rukken en worstelen werd hij gevangen genomen .
198-2|Maar hoe de Indianen hem ook dreigden te scalpeeren , hij wilde volstrekt niet zeggen , waar zijn kameraden waren .
199-1|De roodhuiden hielden krijgsraad .
199-2|Zij zaten in een kring gehurkt en keken naar Arendsoog , die met bezorgd gelaat om zich heen staarde .
200-1|" Het bleekgezicht is een verspieder , " sprak hij .
200-2|" Hij wil zijn mannen gaan zeggen , dat de Roodhuiden [ @alt ~de~den den ] Boterberg bezet hebben .
200-3|Maar Arendsoog is een wijs opperhoofd .
200-4|Als het bleekgezicht hem zeggen wil , hoe groot het aantal zijner witte broeders is , zal de Mohikaan genade voor recht laten gelden .
200-5|Dat de gevangene spreke ! "
201-1|Maar Rob aan handen en voeten gebonden met een lasso , weigerde [ @alt enige eenige ] inlichting te geven .
202-1|" Het jonge bleekgezicht is wel moedig , maar niet verstandig , " zei Arendsoog .
203-1|Daar klonk opeens het geschreeuw van een kraai door het [ @alt bos bosch ] !
204-1|" Kàrr ...
204-2|Kàrr !! "
205-1|En eer de roodhuiden het verhinderen konden , gaf de gevangene het antwoord :
206-1|" Kàrr ...
206-2|Karr ...
206-3|Kàrr ! "
207-1|" Verraad ! " schreeuwde Tijgerklauw .
208-1|" Voorwaarts , dappere krijgers ! " riep Arendsoog , " daarginds is de vijand !
208-2|Dood aan de bleekgezichten ! " (
209-1|28 )
210-1|En de woeste Indianenhorde stormde het [ @alt bos bosch ] in naar [ @alt ~de~den den ] kant vanwaar het signaal gekomen was .
211-1|" Ik begrijp er niets van , " zei Generaal Hans tot zijn broer Flip .
211-2|" Rob is al meer dan een half uur weg en wij zien hier nog geen Indiaan .
211-3|Zouden ze hem te pakken hebben ? "
212-1|" Misschien zit [ @alt ~hij~je -ie ] heel kalm ergens een bloem te [ @alt determineren determineeren ] , " zei Flip .
213-1|" Dat geloof ik niet , want ik heb hem juist nog goed op het hart gedrukt , om dat nu maar eens over te slaan en alleen uit te kijken naar de roodhuiden . "
214-1|" Ik wou , dat ze maar kwamen , " zei Flip , " dan kregen we tenminste wat te doen .
214-2|Ik verveel mij een aap . "
215-1|" Met jouzelf meegerekend zijn dat dan twéé apen . "
216-1|" [ @alt Zo Zoo ] , baviaan .
216-2|Maar je moest er mij eens op uitsturen , om Robberdebob op te snorren .
216-3|Wie weet , waar dat heerschap zit . "
217-1|" Als hij maar niet gevangengenomen is .
217-2|Weet je wat ?
217-3|Ik moet natuurlijk hier blijven .
217-4|Een generaal kan zijn leger niet in [ @alt ~de~den den ] steek laten .
217-5|Maar ik zal je twee soldaten meegeven en je gaat Rob zoeken .
217-6|Dat is dan een patrouille . "
218-1|Een [ @alt ogenblik oogenblik ] later was commandant Flip met twee man Rob achterna gegaan .
218-2|Daar het [ @alt bos bosch ] maar heel weinig betreden wordt , konden de jongens heel duidelijk de [ @alt verse versche ] voetsporen van hun voorganger volgen .
218-3|Maar toen die voetstappen bij [ @alt ~de~den den ] viersprong van de Reigerslaan opeens in het kreupelhout verdwenen , was het spoor van Rob niet meer te volgen . (
219-1|29 )
220-1|" Ik ben een citroenschil als ik weet , hoe we Rob nou moeten vinden , " zei Flip .
221-1|" En we zitten hier natuurlijk vlak bij de Roodhuiden , " waarschuwde Hein Veere , een der Sparheiders .
222-1|" Kan je niet 's roepen ? " opperde de ander , die Piet Broeser heette .
223-1|" Daar zeg je [ @alt zowat zoowat ] , " zei Flip .
223-2|" Ik zal een kraaienschreeuw geven .
223-3|- Kàrr ... kàrr !! "
224-1|En daar klonk het wat verder : " Karr - karr - karr ! "
225-1|" Stil ! " sprak Hein , " ik hoor het geschreeuw van de Indianen .
225-2|Zij komen hierheen ! "
226-1|Het geluid van vele voetstappen kwam snel nader .
226-2|Flip en zijn twee mannen kropen in 't dichtste deel van het kreupelhout .
227-1|Een [ @alt ogenblik oogenblik ] later holde een woeste Indianentroep van wel twintig man voorbij de plek , waar de bleekgezichten verscholen lagen .
227-2|Deze hielden zich doodstil , want men kon nooit weten of niet meerdere zouden volgen .
227-3|Maar er kwam niemand meer .
227-4|De Indianen waren blijkbaar in de [ @alt mening meening ] , dat de vijanden veel verder verwijderd waren dan inderdaad het geval was .
227-5|Maar - waar bleef Rob ?
228-1|Flip waagde zich aan [ @alt ~de~den den ] rand van het kreupelhout .
228-2|Aan het einde van de laan stonden de Roodhuiden besluiteloos te kijken .
228-3|Nu moest een poging gewaagd worden om zijn broer te verlossen !
229-1|" Kom mee ! " zei Flip , en gedekt door de struiken ijlden zij naar het Boterbergje .
230-1|In de [ @alt algemene algemeene ] opwinding was Rob door de Roodhuiden aan zijn lot overgelaten .
230-2|Het plotselinge signaal der bleekgezichten had hen in [ @alt ~de~den den ] waan gebracht , (
231-1|30 ) dat zij door een sterke macht bedreigd werden .
231-2|[ @alt Ondertussen Ondertusschen ] lag Rob aan handen en voeten gebonden aan [ @alt ~de~den den ] voet van het Boterbergje .
231-3|[ @alt Zo Zoo ] vond zijn broeder hem .
232-1|" Vlug , vlug ! " zei Flip , terwijl hij de lasso doorsneed , waarmee Rob geboeid was .
232-2|" We moeten gauw hier vandaan , want de Roodhuiden zullen in een [ @alt ogenblik oogenblik ] weer hier zijn ! "
233-1|Dat behoefde hij Rob geen tweemaal te zeggen .
234-1|De jongens maakten , dat zij wegkwamen , maar nauwelijks hadden zij [ @alt ~de~den den ] viersprong bereikt en wilden [ @alt ~die~dien dien ] [ @alt passeren passeeren ] , toen een der daar dwalende Indianen hen bemerkte .
235-1|De Roodhuid liet een [ @alt doordringende doordringenden ] kreet [ @alt horen hooren ] .
236-1|En onmiddellijk daarop stormde de [ @alt hele heele ] bende voorwaarts , de bleekgezichten achterna .
236-2|Arendsoog voorop , onmiddellijk gevolgd door Tijgerklauw en Vuurstraal , zaten ze weldra de vluchtelingen op de hielen .
237-1|Maar generaal Hans had het rumoer in 't [ @alt bos bosch ] gehoord .
237-2|Snel als de wind verzamelde hij zijn soldaten en snelde de Roodhuiden tegemoet om zijn makkers te ontzetten .
237-3|Nog één [ @alt ogenblik oogenblik ] ... en de drie verkenners waren met [ @alt ~de~den den ] bevrijden Rob weer veilig [ @alt tussen tusschen ] de kameraden .
238-1|De Indianen kwamen aanstormen , het werd een gevecht van man tegen man .
238-2|Maar de bleekgezichten telden maar vijftien man , terwijl de Roodhuiden over ruim twintig te beschikken hadden .
238-3|Al worstelende en vechtende werden de blanken achterwaarts gedrongen , steeds meer en meer teruggedreven .
238-4|De aanvallen der (
239-1|31 ) woeste Mohikanen waren [ @alt zó zóó ] onweerstaanbaar hevig , dat van tegenhouden bijna geen sprake was .
240-1|De blanken werden teruggedreven tot onder de muren van het fort Sparrenheide .
241-1|Daar kregen ze opeens versterking van de jonge garde , die het fort bewaakte .
241-2|Met deze nieuwe krachten ondernamen ze nu een uitval , die de Roodhuiden niet verwacht hadden en waardoor deze een flink eind teruggedreven werden .
242-1|Nu omsingelden de Indianen de school , die als fort dienst deed en het beleg begon .
243-1|Arendsoog bond zijn zakdoek aan een stok en trad naar voren .
244-1|Generaal Hans deed hetzelfde .
245-1|Daar stonden de twee machtige opperhoofden tegenover elkaar .
246-1|" Hugh ! " zei de Indiaan .
246-2|" De dappere Arendsoog is gekomen om met het opperhoofd der bleekgezichten te spreken . "
247-1|" En wat verlangt mijn [ @alt rode roode ] broeder ? " vroeg de generaal op [ @alt dezelfde denzelfden ] deftigen toon .
248-1|" De Mohikanen zijn een vreedzaam volk , " sprak Arendsoog , " zij jagen in de [ @alt bossen bosschen ] en [ @alt roken rooken ] [ @alt ~de~den den ] vredespijp .
248-2|Maar de bleekgezichten zijn gekomen en hebben [ @alt de den ] [ @alt rode rooden ] man uit zijn [ @alt bossen bosschen ] verjaagd , om die in bezit te nemen .
248-3|Onze dapperste krijgers hebben zij gedood met hun vuurwapens .
248-4|Waar is de Witte Bison ?
248-5|Waar is de Koningstijger ?
248-6|Waar is de Prairie duivel ?
248-7|Het bleekgezicht heeft ze doodgeschoten . (
249-1|32 ) Maar Arendsoog is het hoofd van [ @alt ~de~den den ] stam der oude helden , Arendsoog zal de gevallen krijgers wreken .
249-2|De witte man moet zijn [ @alt stenen steenen ] huis aan de Mohikanen overgeven . "
250-1|Generaal Hans keek [ @alt ~de~den den ] Indiaan ernstig aan .
251-1|" Arendsoog wil [ @alt ~de~den den ] oorlog , " sprak hij , " maar de witte mannen willen [ @alt ~die~dien dien ] niet .
251-2|Zij willen in vrede leven met die oude krijgers der Mohikanen .
251-3|Het fort behoort aan ons .
251-4|Wij zullen het verdedigen als de [ @alt rode roode ] mannen het ons ontnemen willen . "
252-1|" Hugh ! " riep Arendsoog op minachtenden toon , " de [ @alt rode roode ] krijgers zullen komen .
252-2|En vóór het [ @alt grote groote ] licht verduisterd wordt , zullen zij het bleekgezicht verdreven hebben . "
253-1|En met een [ @alt trots trotsch ] gebaar keerde het opperhoofd naar zijn krijgers terug .
254-1|Bijna [ @alt ogenblikkelijk oogenblikkelijk ] daarop werd de aanval door de Roodhuiden met buitengewone hevigheid ondernomen .
254-2|Maar met niet minder dapperheid streden de Sparheiders .
254-3|De Indianen wonnen geen duimbreed grond , werden zelfs af en toe teruggedreven .
255-1|Het werd inmiddels al later en later en de vechtenden werden vermoeid .
255-2|Vooral de Indianen , die zich buitengewoon hadden ingespannen waren nauwelijks meer tot aanvallen in staat .
256-1|Generaal Hans zag dat zeer goed .
256-2|Hij verzamelde al zijn soldaten op één punt en joeg er [ @alt zó zóó ] verbazend snel op de Roodhuiden in , dat deze niet langer konden standhouden en onder het [ @alt triomferend triomfeerend ] " hoera ! " der (
257-1|33 ) Sparheiders op de vlucht werden gedreven .
258-1|Toen klonk opeens een mannestem :
259-1|" Bravo jongens !
259-2|Het fort is prachtig verdedigd !
259-3|Komt nu allemaal hier !
259-4|Hans , Flip , Rob , Hein !
259-5|En de Roodhuiden ook ! "
260-1|Het was de heer Bergwoude , die het laatste deel van het spel had bijgewoond en nu de dappere strijders bij zich riep .
261-1|(
262-1|34 )
263-1|( Inhoud )
264-1|Vierde Hoofdstuk .
265-1|Een prettig besluit en een [ @alt vrolijke vroolijke ] vertelling .
266-1|" Allemaal hierheen , jongens ! "
267-1|En mijnheer Bergwoude opende de deur van de gymnastiekzaal , die achter de school gelegen was .
267-2|In een [ @alt ogenblik oogenblik ] waren de veertig jongens in de zaal bijeen .
267-3|Mijnheer ging op een bankje staan , zijn gelaat stond [ @alt vrolijk vroolijk ] , want hij had schik in de spelen der jongens .
267-4|Mevrouw was op het krijgsrumoer al komen [ @alt toelopen toeloopen ] om te zien , wat er toch wel aan de hand mocht zijn .
267-5|Maar nu keek zij toch ook met een lachend gezicht naar die [ @alt vrolijke vroolijke ] knapen .
268-1|" Hoor eens , jongens ! " sprak Mijnheer , en dadelijk daarop werd het stil , " ik moet eens even wat zeggen .
268-2|Jullie hebt vanmiddag een mooi spel gespeeld !
268-3|Het was wel een oorlogsspel , maar er zijn geen slachtoffers gevallen .
268-4|Het was een spel , waarbij je [ @alt ogen oogen ] en [ @alt oren ooren ] goed [ @alt ~de~den den ] kost moest geven .
268-5|Jullie hebt je oplettendheid (
269-1|35 ) en scherpzinnigheid vanmiddag kunnen oefenen .
269-2|Bij het gevecht zijn geen stokken of [ @alt stenen steenen ] gebruikt , bij ieder kwam het op eigen lichaamskracht aan .
269-3|Dat is ferm , dat is gezond .
269-4|Er is niemand mishandeld , ik heb gezien , dat de zwakkere alleen maar door [ @alt ~de~den den ] sterkere werd teruggedreven .
269-5|En wie er bij ongeluk al eens een buil of een schram heeft [ @alt opgelopen opgeloopen ] , die moet dat dan maar beschouwen als een [ @alt teken teeken ] van heldenmoed .
269-6|Jullie hebt je allen kranig gedragen , en ik moet [ @alt ~de~den den ] Roodhuiden mijn compliment maken , dat zij het nog [ @alt zo zoo ] lang tegen de overmacht hebben uitgehouden ! "
270-1|" Hoera ! " klonk het dreunend door de zaal .
271-1|" Bravo ! " zei Mijnheer Bergwoude .
271-2|" En nu , jongens , wie wat verdient , moet wat hebben .
271-3|Hans , geef jij die [ @alt grote groote ] , ronde doos eens aan , die daar staat ! "
272-1|Hans keek naar [ @alt ~de~den den ] kant , [ @alt ~die~dien dien ] zijn vader aanwees en bemerkte nu pas een kolossale ronde taartjesdoos .
272-2|Hij gaf die aan zijn vader en deze toonde haar geopend aan de jongens .
273-1|" Hoera , taartjes ! " klonk het .
274-1|" Vooruit jongens , kiest er de heerlijkste maar uit .
274-2|Ik trakteer de beide oorlogvoerende partijen , " zei Mijnheer lachend en om het goede voorbeeld te geven , stak hij zelf een roomhoorn in [ @alt ~de~den den ] mond , waarmee hij vervolgens allerlei gekke gezichten trok , [ @alt zodat zoodat ] de jongens het uitgierden van pret .
274-3|Zij lieten zich [ @alt ondertussen ondertusschen ] de onverwachte tractatie heerlijk smaken en rustten op stoelen en banken uit van de vermoeienissen des oorlogs .
275-1|Toen zei Mijnheer Bergwoude :
276-1|" Ik vind het toch [ @alt zo zoo ] prettig , dat de leerlingen van (
277-1|36 ) " Sparrenheide " [ @alt zoveel zooveel ] vrienden hebben .
277-2|En de [ @alt Baarnse Baarnsche ] jongens zijn hun beste vrienden .
277-3|Ieder weet wel , dat de jongens van Sparrenheide niet [ @alt de den ] [ @alt hele heelen ] dag met [ @alt ~de~den den ] neus in de boeken ziften en dan 's avonds nog urenlang blokken om 's morgens weer opnieuw te beginnen .
