1-1|( Inhoud )
147-4|Het speet hem nu in dagen geen vriendelijk woord tegen Theo gezegd te hebben en hij nam zich voor , straks dat toch waarlijk weêr eens te doen .
147-5|De jongen was wispelturig : in drie jaren was hij employé geweest op zeker vijf koffie-ondernemingen ; nu was hij weêr buiten betrekking , en hing thuis , zoekende naar iets anders .
148-1|( 23 )
149-1|Theo , aan het station , wachtte enkele minuten , toen de trein van Soerabaia aankwam .
149-2|Hij zag mevrouw Van Oudijck dadelijk , en de twee kleine jongens , René en Ricus , in tegenstelling van hem twee kleine sinjo's , die zij van Batavia meêbracht voor [ @alt ~hun~hunne hunne ] [ @alt grote groote ] [ @alt vakantie vacantie ] , en haar lijfmeid Oerip .
150-1|Theo hielp zijn stiefmoeder uitstijgen , de stationschef groette eerbiedig de vrouw van zijn rezident .
150-2|Zij knikte met haar glimlach terug , als een welwillende koningin .
150-3|Zij duldde met haar glimlach , éven dubbelzinnig , dat haar stiefzoon haar kuste op de wang .
150-4|Zij was een [ @alt grote groote ] vrouw , blank , blond , over de dertig , met die [ @alt lome loome ] statigheid van in Indië geboren vrouwen , dochters van geheel [ @alt Europese Europeesche ] ouders .
150-5|Zij had iets , waarnaar men dadelijk keek .
150-6|Het was om haar blanke vel , haar teint van melk , haar heel licht blond haar , [ @alt ~haar~hare hare ] [ @alt ogen oogen ] , vreemd grauw , soms even geknepen en altijd met een uitdrukking van dubbelzinnigheid .
150-7|Het was om haar eeuwigen glimlach , soms heel lief en innemend , en dikwijls onuitstaanbaar , vervelend .
150-8|Men wist niet bij een eerste zien , of zij achter [ @alt ~die~dien dien ] blik iets borg , [ @alt enige eenige ] diepte , [ @alt enige eenige ] ziel , of dat het maar was kijken en lachen , en beiden met die lichte
151-1|( 24 ) dubbelzinnigheid .
151-2|Spoedig echter merkte men op [ @alt ~haar~hare hare ] glimlachend afwachtende onverschilligheid , als kon haar heel weinig schelen , als stelde zij geen belang , zelfs al zoû de hemel boven haar instorten : als zoû zij , glimlachend , dat wel aan zien komen .
151-3|Haar tred was langzaam .
151-4|Zij droeg een roze piqué rok en bolero , een wit satijnen lint om het middel , en een witten matelot met wit satijnen strik ; en haar [ @alt zomers zomersch ] reispakje was zeer correct , vergeleken bij dat van een paar andere dames op het perron : drentelende in stijf uitgestreken " bébé's " - als nachtjurken - met tulle hoeden en pluimen daarboven ! - en in [ @alt ~haar~hare hare ] zeer [ @alt Europese Europeesche ] verschijning was misschien alleen die langzame pas , die [ @alt lome loome ] statigheid de Indische nuance , dat , wat haar onderscheidde van een vrouw , pas uit Holland .
151-5|Theo had haar [ @alt ~de~den den ] arm toegebogen en zij liet zich leiden naar het rijtuig - " de wagen " - gevolgd door de twee donkere broêrtjes .
151-6|Zij was twee maanden afwezig geweest .
151-7|Zij had een knik over en een glimlach voor [ @alt ~de~den den ] stationschef ; zij had een blik over voor [ @alt ~de~den den ] koetsier en [ @alt ~de~den den ] staljongen en zij zette zich langzaam , loom , blanke sultane , en steeds met haar glimlach , neêr .
151-8|De drie stiefzoons volgden ( 25 ) haar ; de meid reed achter in een karretje .
151-9|Mevrouw Van Oudijck zag eens naar buiten en vond dat Laboewangi er nog steeds uitzag als vroeger .
151-10|Maar zij [ @alt zei zeide ] niets .
151-11|Zij trok zich langzaam weêr terug en leunde achteruit .
151-12|Haar wezen vertoonde een zekere tevredenheid , maar vooral die lichtende en lachende onverschilligheid , als kon niets haar deren , als was zij beschermd door een vreemde macht .
151-13|Er was in deze vrouw iets sterks , iets machtigs van louter onverschilligheid : er was in haar iets onkwetsbaars .
151-14|Zij zag er uit , of het leven geen vat op haar zoû hebben , niet op haar teint en niet op [ @alt ~haar~hare hare ] ziel .
151-15|Zij zag er uit of zij niet kon lijden en het was of zij glimlachte en [ @alt zo zoo ] tevreden was , omdat er voor haar geen ziekte , geen leed , geen armoede , geen ellende bestond .
151-16|[ @alt Ene Eene ] uitstraling van glanzend egoïsme was om haar .
151-17|En toch was zij , meestal , beminnelijk .
151-18|Zij nam meestal in , zij palmde in , omdat zij [ @alt zo zoo ] mooi was .
151-19|Deze vrouw , met [ @alt ~haar~hare hare ] glinsterende zelftevredenheid , was bemind , hoe men verder ook over haar sprak .
151-20|Als zij sprak , als zij lachte , ontwapende zij , en meer nog , was zij innemend .
151-21|Het was trots , en , - misschien - juist òm [ @alt ~haar~hare hare ] onpeilbare onverschilligheid .
151-22|Zij stelde belang alleen ( 26 ) in haar eigen lichaam en in [ @alt ~haar~hare hare ] eigen ziel ; àl het andere , àl het andere was haar totaal onverschillig .
151-23|Onmachtig iets van [ @alt ~haar~hare hare ] ziel te geven , had zij nooit gevoeld dan voor zichzelve , maar [ @alt zo zoo ] harmonisch en [ @alt zo zoo ] innemend glimlachend , dat men haar altijd beminnelijk vond , aanbiddelijk .
151-24|Het was misschien om de lijn van [ @alt ~haar~hare hare ] wangen , de vreemde dubbelzinnigheid in haren blik , haar onuitwischbaren glimlach , de gratie van haar figuur , de klank van [ @alt ~haar~hare hare ] stem en haar altijd [ @alt zo zoo ] juiste woord .
151-25|Als men haar eerst onuitstaanbaar vond , merkte zij dat niet op en werd juist allerinnemendst .
151-26|Als men [ @alt jaloers jaloersch ] was , merkte zij dat niet op en prees juist , intuïtief , onverschillig weg - het kon haar totaal niet schelen - wat een ander in zich minder vond .
151-27|Zij kon met het liefste gezicht een toilet bewonderen , dat zij afschuwelijk vond , en uit louter onverschilligheid , was zij later niet [ @alt vals valsch ] en brak zelfs later die bewondering niet af .
151-28|[ @alt ~Haar~Hare Hare ] [ @alt mateloze matelooze ] onverschilligheid was [ @alt ~haar~hare hare ] levenskracht .
151-29|Zij had zich aangewend alles te doen waar zij lust toe had , maar zij deed het met haar glimlach en , wat men ook praatte achter haar rug , zij bleef [ @alt zó zóo ] correct , [ @alt zo zoo ] betooverend , dat men het haar vergaf .
151-30|Zij was ( 27 ) niet bemind als men haar niet zag , maar [ @alt zodra zoodra ] men haar zag , had zij alles weêr gewonnen .
151-31|Haar man bad haar aan , [ @alt ~haar~hare hare ] stiefkinderen - eigen kinderen had zij niet - konden het niet helpen , onwillekeurig , tegen zich in , van haar te houden ; [ @alt ~haar~hare hare ] bedienden waren allen onder haar invloed .
151-32|Zij bromde nooit , zij beval met een woord , en het gebeurde .
151-33|Was er iets verkeerd , brak er iets , haar glimlach bestierf even ... . en dat was alles .
151-34|En was haar eigen ziels- en lichaamsbelang in gevaar , dan wist zij het meestal af te wenden en nog [ @alt zo zoo ] [ @alt voordelig voordeelig ] mogelijk te schikken , [ @postag complementizer zonderdat ] de glimlach zelfs bestierf .
151-35|Maar zij had dit persoonlijk belang [ @alt zo zoo ] om zich geserreerd , dat zij de omstandigheden ervan meestal [ @alt beheerste beheerschte ] .
151-36|Een noodlot scheen op deze vrouw niet te drukken .
151-37|[ @alt ~Haar~Hare Hare ] onverschilligheid was glanzend , was geheel onverschillig - zonder minachting , zonder afgunst , zonder emotie : [ @alt ~haar~hare hare ] onverschilligheid was eenvoudig onverschilligheid .
151-38|En de tact , waarmeê zij instinctmatig , zonder ooit veel na te denken , haar leven leidde en [ @alt beheerste beheerschte ] , was [ @alt zo zoo ] groot , dat , misschien , als zij alles verloren zoû hebben wat zij nu bezat - [ @alt ~haar~hare hare ] schoonheid , [ @alt ~haar~hare hare ] pozitie , bij voorbeeld - zij nog onverschillig zoû kunnen ( 28 ) blijven , in [ @alt ~haar~hare hare ] onmacht om te lijden .
152-1|Het rijtuig reed het rezidentie-erf in , juist toen de politie-rol begon .
152-2|De [ @alt Javaanse Javaansche ] officier-van-justitie - hoofd-djaksa - was reeds bij Van Oudijck in het kantoor : de djaksa en de politie-oppassers leidden [ @alt ~de~den den ] stoet der beklaagden : de inlanders hielden elkaâr aan een punt van hun baadje vast en liepen op een trippelgangetje , maar de enkele vrouwen er [ @alt tussen tusschen ] liepen alleen : onder een waringin-boom , op [ @alt ~enigen~enige eenigen ] afstand van de trappen van het kantoor hurkten zij allen neêr , in afwachting .
152-3|Een oppasser , hoorende de klok in de voorgalerij , sloeg half-een met de [ @alt grote groote ] bel bij het oppassershuis .
152-4|De luide slag trilde als een bronzen tong door de middagblakende hitte na .
152-5|Maar Van Oudijck had het rijtuig [ @alt horen hooren ] aanrollen en hij liet [ @alt ~de~den den ] hoofd-djaksa wachten : hij ging [ @alt ~zijn~zijne zijne ] vrouw tegemoet .
152-6|Zijn gezicht klaarde op : hij kuste haar [ @alt teder teeder ] , met effuzie , informeerde hoe zij het maakte .
152-7|Hij was blij de jongens terug te zien .
152-8|En zich herinnerende wat hij over Theo had nagedacht , had hij voor zijn oudste een vriendelijk woord .
152-9|Doddy , nog met haar boudeerend dik mondje , zoende mama .
152-10|Zij liet zich zoenen , gelaten , glimlachend , zij kuste kalm terug , zonder koelheid , zonder warmte , juist
153-1|( 29 ) doende wat zij doen moest .
153-2|Haar man , Theo , Doddy bewonderden haar zichtbaar , zeiden , dat zij er goed uitzag ; Doddy vroeg waar mama dat aardige reispakje van daan had ?
153-3|In [ @alt ~haar~hare hare ] kamer , zag zij de bloemen en daar zij wist , dat Van Oudijck hiervoor steeds zorgde , aaide zij even haar man op [ @alt ~de~den den ] arm .
154-1|De rezident ging terug naar zijn kantoor , waar de hoofd-djaksa wachtte ; het verhoor begon .
154-2|Door een politie-oppasser opgeduwd , kwamen de beklaagden , een voor een , hurken op de trap , voor [ @alt ~de~den den ] drempel van het kantoor , terwijl de djaksa hurkte op een matje , de rezident zat voor zijn schrijftafel .
154-3|Terwijl de eerste strafzaak behandeld werd , luisterde Van Oudijck nog naar de stem zijner vrouw in de middengalerij , toen de beklaagde zich verdedigde met [ @alt de den ] [ @alt luide luiden ] kreet van :
155-1|- Bot'n !
155-2|Bot'n !!
155-3|2
156-1|De rezident fronste zijn wenkbrauwen en luisterde met aandacht ... .
157-1|In de middengalerij zwegen de stemmen .
157-2|Mevrouw Van Oudijck was zich gaan [ @alt uitkleden uitkleeden ] , om sarong en kabaai aan te doen voor de rijsttafel .
157-3|Zij droeg het coquet : een Solosche
158-1|( 30 ) sarong , een transparante kabaai , [ @alt juwelen juweelen ] speldjes ; witte [ @alt leren leeren ] muiltjes met een klein wit strikje er op .
158-2|Zij was juist klaar , toen Doddy aan haar deur kwam en [ @alt zei zeide ] :
159-1|- Mama , mama ... . daar is mevrouw Vàn Does !
160-1|De glimlach bestierf even : de zachte [ @alt ogen oogen ] zagen donker ... .
161-1|- Ik kom dadelijk , kind ... .
162-1|Maar zij ging zitten en Oerip , de lijfmeid , sprenkelde parfum op haar zakdoek .
162-2|Mevrouw Van Oudijck vlijde zich uit , en mijmerde wat na , in de loomheid na [ @alt ~haar~hare hare ] reis .
162-3|Zij vond Laboewangi wanhopig vervelend na Batavia , waar zij twee maanden gelogeerd had bij kennissen en familie , vrij en zonder verplichtingen .
162-4|Hier , als rezidentsvrouw , had zij er [ @alt enige eenige ] , ook al schoof zij de meeste van zich af , op de vrouw van [ @alt ~de~den den ] secretaris .
162-5|Zij was in zichzelve moê , ontstemd , ontevreden .
162-6|Trots [ @alt ~haar~hare hare ] [ @alt algehele algeheele ] onverschilligheid was zij [ @alt menselijk menschelijk ] genoeg om [ @alt ~haar~hare hare ] stille buien te hebben , waarin zij alles [ @alt verwenste verwenschte ] .
162-7|Dan verlangde zij in eens iets dols te doen , dan verlangde zij , vaag weg , naar Parijs ... .
162-8|Zij zoû dat nooit aan iemand laten merken .
162-9|Zij kon zich bedwingen , en ook nu bedwong zij zich ,
163-1|( 31 ) voor zij zich weêr vertoonde .
163-2|Haar vaag Bacchantisch verlangen versmolt in [ @alt ~haar~hare hare ] loomheid .
163-3|Zij strekte zich gemakkelijker , zij mijmerde , met bijna geloken [ @alt ogen oogen ] .
163-4|Door [ @alt ~haar~hare hare ] bijna [ @alt bovenmenselijke bovenmenschelijke ] onverschilligheid krulde soms een vreemde fantazie , verborgen voor de wereld .
163-5|Het liefst leefde zij in [ @alt ~haar~hare hare ] kamer haar leven van geparfumeerde verbeelding , vooral na [ @alt ~haar~hare hare ] maand in Batavia ... .
163-6|Ná [ @alt zo zoo ] een maand van perversiteit had zij behoefte [ @alt ~haar~hare hare ] vagebondeerende roze verbeelding te laten krullen en wolken voor [ @alt ~haar~hare hare ] knippende [ @alt ogen oogen ] .
163-7|Het was in [ @alt ~haar~hare hare ] verder geheel dorre ziel als een onwerkelijke bloei van azuren bloemetjes , die zij kweekte met het [ @alt enige eenige ] sentiment , dat zij ooit zoû kunnen voelen .
163-8|Zij voelde voor geen [ @alt mens mensch ] , maar zij voelde voor die bloemetjes .
163-9|[ @alt Zo Zoo ] te mijmeren vond zij heerlijk .
163-10|Wat zij had willen zijn , als zij niet behoefde te zijn , die zij was ... .
163-11|De fantazie wolkte : zij zag een wit paleis en overal cupidootjes ... .
164-1|- Mama ... . kom dan tòch !
164-2|Daar is mevrouw Vàn Does , mevrouw Van Does , met twee stopflesschen ... .
165-1|Het was Doddy aan haar deur .
165-2|Léonie van Oudijck stond op en ging naar de achtergalerij , waar de Indische dame zat , de vrouw van [ @alt ~de~den den ]
166-1|( 32 ) postkommies .
166-2|Zij hield koeien en verkocht melk .
166-3|Maar zij deed ook in anderen handel .
166-4|Zij was een dikke dame , even wat bruin , met vooruitstekenden buik ; zij droeg een heel eenvoudig kabaaitje met een smal kantje er om heen , en [ @alt ~haar~hare hare ] dikke handjes streelden [ @alt ~de~den den ] buik .
166-5|Voor zich op tafel had zij twee stopfleschjes staan , waarin iets glinsterde .
166-6|Wat was dat van suiker , kristal , dacht mevrouw Van Oudijck vaag , toen zij zich plotseling herinnerde ... .
166-7|Mevrouw Van Does [ @alt zei zeide ] , dat zij blij was haar weêr terug te zien .
166-8|Twee maanden weg van Laboewangi .
166-9|Toch te erg , die mevrouw Van Oudijck maar ?
166-10|En zij wees op de stopflesschen .
166-11|Mevrouw Van Oudijck glimlachte .
166-12|Wat was het ?
167-1|Geheimzinnig legde mevrouw Van Does een dik , naar achter omkrullend , slap geleed wijsvingertje tegen een der stopflesschen aan , en zei , fluisterend :
168-1|- Inten-inten!3
169-1|- [ @alt Zo Zoo ] ? vroeg mevrouw Van Oudijck .
170-1|Doddy , met [ @alt grote groote ] [ @alt ogen oogen ] , en Theo , geamuzeerd , tuurden naar de twee stopfleschjes .
171-1|- Ja ... .
171-2|U weet wel , van die dame ... . van wie ik u gesproken ... .
171-3|Haar naam wil
172-1|( 33 ) zij niet noemen .
172-2|Kassian , vroeger haar man een [ @alt grote groote ] piet , en nu ... . ja toch [ @alt zo zoo ] ongelukkig ; zij heeft niets meer .
172-3|Alles op .
172-4|Alleen nog deze twee [ @alt flesjes fleschjes ] .
172-5|Al haar [ @alt juwelen juweelen ] heeft zij uit laten nemen en de [ @alt stenen steenen ] bewaart zij hier in .
172-6|Alles geteld .
172-7|Zij vertrouwt mij toe , om te [ @alt verkopen verkoopen ] .
172-8|Door mijn melk heb ik relatie .
172-9|Wil u zien , mevrouw Van Oudijck , ja ?
172-10|Móoie [ @alt stenen steenen ] !
172-11|De residèn , hij koop voor u , nu u weêr thuis is .
172-12|Doddy , geef mij een zwart lapje ; als fluweel , is het beste ...
173-1|Doddy wist een stukje zwart fluweel door de djaït4 te laten zoeken in een kast met naairommel .
173-2|Een jongen bracht glazen met tamarinde-stroop en ijs .
173-3|Mevrouw Van Does , in haar slapgeleede vingertjes een tangetje , legde een paar [ @alt stenen steenen ] voorzichtig op het fluweel ... .
174-1|- Ja !! riep zij uit .
174-2|Zie toch die water , mevrouw !
174-3|Pr ... . àchtig !
175-1|Mevrouw Van Oudijck zag toe .
175-2|Zij glimlachte allerliefst en zei toen met [ @alt ~haar~hare hare ] zachte stem :
176-1|- Die steen is [ @alt vals valsch ] , lieve mevrouw .
177-1|- [ @alt Vals Valsch ] ?? kreet mevrouw Van Does .
177-2|[ @alt Vals Valsch ] ??
178-1|( 34 )
179-1|Mevrouw Van Oudijck zag naar de andere [ @alt stenen steenen ] .
180-1|- En die andere , mevrouw ... . - zij boog aandachtig , en [ @alt zei zeide ] toen [ @alt zo zoo ] lief mogelijk :
181-1|- Die andere ... . zijn ... . òok [ @alt vals valsch ] ... .
182-1|Mevrouw Van Does zag haar aan , met [ @alt plezier pleizier ] .
182-2|Toen zei ze tegen Doddy en Theo , leuk :
183-1|- Die mama van jullie ... . pinter !
183-2|Zij ziet dadelijk !
184-1|En zij lachte luid uit .
184-2|Allen lachten .
184-3|Mevrouw Van Does deed de kristallen weêr in de [ @alt fles flesch ] .
185-1|- Een aardigheid , ja , mevrouw ?
185-2|Ik woû alleen maar zien of u verstand had .
185-3|Natuurlijk , u geloof mijn [ @alt erewoord eerewoord ] : ik zoû u nooit [ @alt verkopen verkoopen ] ...
185-4|Maar deze ... . kijk ... .
186-1|En plechtig nu , bijna godsdienstig , opende zij het andere stopfleschje , waarin slechts enkele [ @alt stenen steenen ] waren : ze legde ze met liefde op het zwarte fluweel .
187-1|- Die is prachtig ... . voor een leontine , zei mevrouw Van Oudijck , turende op een zeer [ @alt ~groten~grote grooten ] brillant .
188-1|- Nou ... . wat zeg ik u ? vroeg de Indische dame .
189-1|En zij tuurden allen op de brillanten , op de echte , die uit het " echte " stopfleschje , en hielden ze voorzichtig tegen het licht .
190-1|( 35 )
191-1|Mevrouw Van Oudijck zag , dat zij allen echt waren .
192-1|- Ik heb [ @alt heus heusch ] geen geld , lieve mevrouw ! [ @alt zei zeide ] zij .
193-1|- Deze [ @alt grote groote ] ... . voor leontine ... . zes-honderd gulden ... . een koopje : ik verzeker u , mevrouw !
194-1|- O , mevrouw , neen nooit !
195-1|- Hoeveel dan ?
195-2|U doet goed werk als u koop .
195-3|Kassian , haar man vroeger [ @alt grote groote ] piet .
195-4|Raad van Indië .
196-1|- Twee-honderd ... .
197-1|- Jà , kassian !!
197-2|Twee-honderd !
198-1|- Twee-honderd-vijftig , maar niet meer .
198-2|Ik heb [ @alt heus heusch ] geen geld .
199-1|- De residèn ... . fluisterde mevrouw Van Does , Van Oudijck bespeurende , die , nu de rol was [ @alt afgelopen afgeloopen ] , naar de achtergalerij kwam .
199-2|De residèn ... . hij koop voor u !
200-1|Mevrouw Van Oudijck glimlachte en keek naar [ @alt ~de~den den ] flonkerenden druppel licht op het zwarte fluweel .
200-2|Zij hield van [ @alt juwelen juweelen ] , zij was niet geheel onverschillig voor brillanten .
201-1|En zij keek op naar haar man .
202-1|- Mevrouw Van Does laat ons een [ @alt hele heele ] boel moois zien , [ @alt zei zeide ] zij [ @alt strelend streelend ] .
203-1|Van Oudijck voelde een schok in zijn borst .
204-1|( 36 )
204-2|Het was hem nooit aangenaam mevrouw Van Does in zijn huis te zien .
204-3|Zij had altijd wat te [ @alt verkopen verkoopen ] : [ @alt de den ] [ @alt ene eenen ] keer gebatikte spreien , [ @alt de den ] [ @alt andere anderen ] keer geweven muiltjes , een derde keer prachtige maar heel kostbare tafelloopers , met goudgebatikte bloemen op geel geglansd linnen .
204-4|Mevrouw Van Does bracht altijd iets meê , stond altijd in betrekking met vrouwen van vroegere " [ @alt grote groote ] pieten , " die zij hielp [ @alt verkopen verkoopen ] , voor heel [ @alt hoge hooge ] percenten .
204-5|Een morgenvisite van mevrouw Van Does kostte hem [ @alt iedere iederen ] keer minstens [ @alt enige eenige ] rijksdaalders , en heel dikwijls vijftig gulden , want [ @alt ~zijn~zijne zijne ] vrouw had een kalme rust om altijd te [ @alt kopen koopen ] dingen , die zij niet [ @alt nodig noodig ] had , maar die zij te onverschillig was om nièt van mevrouw Van Does te [ @alt kopen koopen ] .
204-6|Hij zag niet dadelijk de twee stopflesschen , maar hij zag [ @alt ~de~den den ] druppel licht op het zwarte fluweel , en hij begreep , dat de visite [ @alt ~dezen~deze dezen ] keer meer dan vijftig gulden zoû kosten , als hij niet heel sterk was .
205-1|- Mevrouwtje ! schrikte hij .
205-2|Het is het einde van de maand ; brillanten [ @alt kopen koopen ] , dat gaat niet [ @mwu van daag ] !
205-3|En nog wel stopflesschen vol ! riep hij uit , met een schrik , ze nu ziende schitteren op de tafel , [ @alt tussen tusschen ] de glazen tamarinde-stroop .
