id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
396	1611	1613	noun	1613	-	-	I	n	0	sg	396	een Indiaansche lunkah
397	1618	1622	noun	1619	-	-	I	n	0	sg	397	het terrein van uw onderzoek
398	1621	1622	noun	1622	-	-	I	n	0	sg	398	uw onderzoek
399	1621	1621	pronoun	1621	-	2	I	fm	1	both	399	uw
400	1626	1628	noun	1628	-	-	I	n	0	sg	400	het geoefend oog
401	1631	1645	noun	1632	-	-	I	n	0	sg	401	evenveel verschil tusschen de zwarte asch van een Trichinopoly en de witte van een Havana
402	1634	1639	noun	1636	-	-	I	n	0	sg	402	de zwarte asch van een Trichinopoly
403	1638	1639	name	1639	PER	-	I	n	0	sg	403	een Trichinopoly
404	1641	1645	noun	1642	-	-	I	n	0	sg	404	de witte van een Havana
405	1644	1645	name	1645	LOC	-	I	n	0	sg	405	een Havana
406	1649	1649	pronoun	1649	-	3	I	n	0	sg	405	die
407	1651	1652	noun	1652	-	-	I	n	0	sg	126	een kool
408	1654	1655	noun	1655	-	-	I	n	0	sg	408	een aardappel
409	1659	1659	pronoun	1659	-	2	I	fm	1	sg	409	Gij
410	1661	1665	noun	1663	-	-	I	n	0	sg	410	eene zeldzame gave van opmerken
411	1669	1669	pronoun	1669	-	1	O	fm	1	sg	32	ik
412	1673	1673	pronoun	1673	-	1	I	fm	1	sg	412	Ik
413	1675	1676	noun	1676	-	-	I	n	0	sg	413	hare belangrijkheid
414	1675	1675	pronoun	1675	-	3	I	n	0	sg	410	hare
415	1680	1681	noun	1681	-	-	I	n	0	sg	415	mijn handschrift
416	1680	1680	pronoun	1680	-	1	I	fm	1	sg	412	mijn
417	1686	1686	noun	1686	-	-	I	n	0	pl	417	voetstappen
418	1695	1697	noun	1697	-	-	I	n	0	pl	418	de Parijsche pleisters
419	1700	1702	noun	1700	-	-	I	-	-	sg	419	bewaarster der indrukken
420	1701	1702	noun	1702	-	-	I	n	0	pl	420	der indrukken
421	1706	1706	pronoun	1706	-	2	I	fm	1	both	421	gij
422	1708	1711	noun	1711	-	-	I	n	0	sg	422	een klein curieus boek
423	1713	1714	noun	1714	-	-	I	n	0	sg	107	den invloed
424	1716	1717	noun	1717	-	-	I	n	0	sg	398	een onderzoek
425	1719	1723	noun	1720	-	-	I	n	0	sg	425	een vorm van de hand
426	1722	1723	noun	1723	-	-	I	n	0	sg	426	de hand
427	1726	1728	noun	1726	-	-	I	n	0	pl	427	afbeeldingen van handen
428	1728	1728	noun	1728	-	-	I	n	0	pl	428	handen
429	1730	1730	noun	1730	-	-	I	-	-	sg	429	leidekkers
430	1732	1732	noun	1732	-	-	I	fm	1	both	421	matrozen
431	1734	1734	noun	1734	-	-	I	-	-	sg	431	kurksnijders
432	1736	1736	noun	1736	-	-	I	-	-	pl	432	loodwerkers
433	1738	1738	noun	1738	-	-	I	fm	1	pl	433	wevers
434	1740	1740	noun	1740	-	-	I	-	-	sg	434	diamantslijpers
435	1744	1753	noun	1745	-	-	I	n	0	sg	191	een zaak van groot practisch belang voor den wetenschappelijken detective
436	1747	1753	noun	1749	-	-	I	n	0	sg	436	groot practisch belang voor den wetenschappelijken detective
437	1751	1753	noun	1753	-	-	I	m	1	sg	437	den wetenschappelijken detective
438	1757	1757	noun	1757	-	-	I	n	0	pl	438	gevallen
439	1759	1760	noun	1760	-	-	I	n	0	pl	439	onopgevraagde lijken
440	1766	1770	noun	1768	-	-	I	n	0	pl	440	der vroegere antecedenten van misdadigers
441	1770	1770	noun	1770	-	-	I	fm	1	pl	441	misdadigers
442	1773	1773	pronoun	1773	-	1	I	fm	1	sg	412	ik
443	1775	1775	pronoun	1775	-	2	I	fm	1	sg	421	u
444	1778	1779	noun	1779	-	-	I	n	0	sg	444	mijn gebabbel
445	1778	1778	pronoun	1778	-	1	I	fm	1	sg	412	mijn
446	1789	1789	pronoun	1789	-	1	O	fm	1	sg	32	ik
447	1795	1795	pronoun	1795	-	1	I	fm	1	sg	32	mij
448	1797	1799	noun	1799	-	-	I	n	0	sg	391	het grootste belang
449	1802	1802	pronoun	1802	-	1	I	fm	1	sg	32	ik
450	1803	1804	noun	1804	-	-	I	n	0	sg	450	de gelegenheid
451	1808	1810	noun	1809	-	-	I	n	0	sg	451	uwe toepassing ervan
452	1808	1808	pronoun	1808	-	2	I	fm	1	both	452	uwe
453	1816	1816	pronoun	1816	-	2	I	m	1	sg	437	gij
454	1818	1822	noun	1818	-	-	I	-	-	sg	454	zooeven van opmerking en gevolgtrekking
455	1820	1820	noun	1820	-	-	I	n	0	sg	455	opmerking
456	1822	1822	noun	1822	-	-	I	n	0	sg	2	gevolgtrekking
457	1826	1827	noun	1827	-	-	I	n	0	sg	457	de eene
458	1830	1831	noun	1831	-	-	I	-	-	sg	458	de andere
459	1838	1839	noun	1839	-	-	I	n	0	sg	459	geringe mate
460	1843	1843	pronoun	1843	-	3	O	m	1	sg	437	hij
461	1847	1848	noun	1848	-	-	O	n	0	sg	461	zijn armstoel
462	1847	1847	pronoun	1847	-	3	O	m	1	sg	437	zijn
463	1852	1858	noun	1855	-	-	O	n	0	pl	463	dikke , blauwe rookwolken uit zijn pijp
464	1857	1858	noun	1858	-	-	O	n	0	sg	287	zijn pijp
465	1857	1857	pronoun	1857	-	3	O	m	1	sg	437	zijn
466	1866	1866	noun	1866	-	-	I	n	0	sg	455	opmerking
467	1868	1868	pronoun	1868	-	1	I	m	1	sg	437	mij
468	1870	1870	pronoun	1870	-	2	I	fm	1	sg	32	gij
469	1873	1878	noun	1874	-	-	I	n	0	sg	469	het Postkantoor in de Wigmore Street
470	1876	1878	name	1878	LOC	-	I	n	0	both	470	de Wigmore Street
471	1883	1883	noun	1883	-	-	I	n	0	sg	2	gevolgtrekking
472	1885	1885	pronoun	1885	-	1	I	fm	1	sg	437	mij
473	1887	1887	pronoun	1887	-	2	I	fm	1	sg	32	gij
474	1889	1890	noun	1890	-	-	I	n	0	sg	474	een telegram
475	1902	1902	pronoun	1902	-	1	O	fm	1	sg	32	ik
476	1910	1910	pronoun	1910	-	1	I	fm	1	sg	32	ik
477	1913	1913	pronoun	1913	-	1	I	fm	1	sg	32	ik
478	1917	1917	pronoun	1917	-	2	I	m	1	sg	437	gij
479	1924	1929	noun	1927	-	-	I	n	0	sg	479	een plotseling opkomende gedachte van mij
480	1929	1929	pronoun	1929	-	1	I	fm	1	sg	32	mij
481	1931	1931	pronoun	1931	-	1	I	fm	1	sg	32	ik
482	1949	1949	pronoun	1949	-	3	O	m	1	sg	437	hij
483	1952	1952	pronoun	1952	-	3	O	m	1	sg	437	zich
484	1953	1956	noun	1953	-	-	O	-	-	sg	484	verkneuterende over mijne verbazing
485	1955	1956	noun	1956	-	-	O	n	0	sg	485	mijne verbazing
486	1955	1955	pronoun	1955	-	1	O	fm	1	sg	32	mijne
487	1963	1964	noun	1964	-	-	I	n	0	sg	487	eene verklaring
488	1975	1975	pronoun	1975	-	2	I	fm	1	sg	488	u
489	1976	1981	noun	1977	-	-	I	n	0	sg	489	de grens tusschen opmerking en gevolgtrekking
490	1979	1979	noun	1979	-	-	I	n	0	sg	455	opmerking
491	1981	1981	noun	1981	-	-	I	n	0	sg	2	gevolgtrekking
492	1986	1986	noun	1986	-	-	I	n	0	sg	455	Opmerking
493	1988	1988	pronoun	1988	-	1	I	m	1	sg	437	mij
494	1990	1990	pronoun	1990	-	2	I	fm	1	sg	488	gij
495	1992	1996	noun	1993	-	-	I	n	0	sg	495	de zool van uw schoen
496	1995	1996	noun	1996	-	-	I	-	-	sg	496	uw schoen
497	1995	1995	pronoun	1995	-	2	I	fm	1	both	497	uw
498	1997	2000	noun	2000	-	-	I	n	0	sg	498	een weinig roode modder
499	2005	2010	noun	2006	-	-	I	n	0	sg	469	het Postkantoor in de Wigmore Street
500	2008	2010	name	2010	LOC	-	I	mn	-	sg	470	de Wigmore Street
501	2012	2013	noun	2013	-	-	I	fm	1	sg	501	de straat
502	2016	2016	noun	2016	-	-	I	n	0	sg	502	aarde
503	2018	2018	pronoun	2018	-	-	I	n	0	sg	502	die
504	2019	2019	pronoun	2019	-	3	I	fm	1	sg	501	men
505	2022	2022	pronoun	2022	-	3	I	fm	1	sg	501	men
506	2023	2023	pronoun	2023	-	3	I	fm	1	sg	501	zich
507	2025	2026	noun	2026	-	-	I	n	0	sg	507	het kantoor
508	2033	2034	noun	2034	-	-	I	n	0	sg	502	Deze aarde
509	2037	2039	noun	2039	-	-	I	n	0	sg	509	bizonder roode kleur
510	2042	2042	pronoun	2042	-	3	I	n	0	sg	502	die
511	2045	2046	noun	2046	-	-	I	n	0	sg	511	den omtrek
512	2057	2058	noun	2058	-	-	I	-	-	sg	512	het overige
513	2065	2065	noun	2065	-	-	I	-	-	sg	513	kwaamt
514	2066	2066	pronoun	2066	-	2	I	m	1	sg	437	ge
515	2069	2070	noun	2070	-	-	I	n	0	sg	2	de gevolgtrekking
516	2073	2073	pronoun	2073	-	1	I	fm	1	sg	32	ik
517	2074	2075	noun	2075	-	-	I	n	0	sg	474	een telegram
518	2083	2083	pronoun	2083	-	1	I	m	1	sg	437	ik
519	2086	2086	pronoun	2086	-	2	I	fm	1	sg	32	gij
520	2091	2091	pronoun	2091	-	-	I	-	-	sg	520	dien
521	2092	2092	pronoun	2092	-	1	I	fm	1	sg	437	ik
522	2094	2095	noun	2095	-	-	I	n	0	sg	522	uw gezelschap
523	2094	2094	pronoun	2094	-	2	I	fm	1	both	523	uw
524	2106	2106	pronoun	2106	-	1	I	fm	1	sg	437	ik
525	2109	2111	noun	2111	-	-	I	-	-	sg	525	uwen geopenden lessenaar
526	2109	2109	pronoun	2109	-	2	I	fm	1	both	526	uwen
527	2114	2114	pronoun	2114	-	2	I	fm	1	sg	32	gij
528	2115	2115	noun	2115	-	-	I	fm	1	pl	528	postzegels
529	2117	2119	noun	2118	-	-	I	n	0	sg	529	een pakket briefkaarten
530	2124	2124	noun	2124	-	-	I	-	-	sg	530	kondet
531	2125	2125	pronoun	2125	-	2	I	fm	1	sg	32	gij
532	2128	2129	noun	2129	-	-	I	n	0	sg	469	het postkantoor
533	2134	2135	noun	2135	-	-	I	n	0	sg	533	een dépêche
534	2145	2145	pronoun	2145	-	3	I	fm	1	pl	528	elkander
535	2151	2153	noun	2153	-	-	I	n	0	sg	535	de eenige gevolgtrekking
536	2154	2155	noun	2155	-	-	I	m	1	sg	536	de juiste
537	2161	2162	noun	2162	-	-	I	n	0	sg	211	dit geval
538	2170	2170	pronoun	2170	-	1	O	fm	1	sg	32	ik
539	2177	2178	noun	2178	-	-	I	n	0	sg	191	de zaak
540	2181	2181	pronoun	2181	-	2	I	fm	1	sg	540	gij
541	2187	2187	pronoun	2187	-	2	I	fm	1	sg	540	gij
542	2192	2192	pronoun	2192	-	1	I	fm	1	sg	32	ik
543	2193	2194	noun	2194	-	-	I	n	0	pl	543	uwe theorieën
544	2193	2193	pronoun	2193	-	2	I	fm	1	both	544	uwe
545	2196	2199	noun	2199	-	-	I	n	0	sg	545	een meer ernstige proef
546	2208	2208	pronoun	2208	-	3	O	m	1	sg	536	hij
547	2213	2213	pronoun	2213	-	1	I	m	1	sg	536	mij
548	2216	2219	noun	2218	-	-	I	n	0	sg	548	eene tweede dosis cocaïne
549	2225	2225	pronoun	2225	-	1	I	fm	1	sg	536	mij
550	2230	2230	pronoun	2230	-	3	I	n	0	sg	550	dat
551	2231	2231	pronoun	2231	-	2	I	fm	1	sg	551	gij
552	2233	2234	noun	2234	-	-	I	n	0	sg	552	mijn oordeel
553	2233	2233	pronoun	2233	-	1	I	fm	1	sg	536	mijn
554	2245	2245	pronoun	2245	-	1	I	fm	1	sg	554	Ik
555	2247	2247	pronoun	2247	-	2	I	m	1	sg	536	u
556	2255	2256	noun	2256	-	-	I	m	1	sg	103	een man
557	2265	2274	noun	2274	-	-	I	n	0	sg	557	zonder den indruk van zijn persoonlijkheid er in die mate
558	2266	2272	noun	2267	-	-	I	n	0	sg	558	den indruk van zijn persoonlijkheid er in
559	2269	2272	noun	2270	-	-	I	n	0	sg	559	zijn persoonlijkheid er in
560	2269	2269	pronoun	2269	-	3	I	n	0	sg	558	zijn
561	2281	2283	noun	2283	-	-	I	n	0	sg	561	een geoefend opmerker
562	2284	2284	pronoun	2284	-	-	I	-	-	both	562	die
563	2291	2291	pronoun	2291	-	1	I	fm	1	sg	554	ik
564	2294	2295	noun	2295	-	-	I	n	0	sg	86	een horloge
565	2296	2296	pronoun	2296	-	3	I	n	0	sg	86	dat
566	2300	2301	noun	2301	-	-	I	n	0	sg	566	mijn bezit
567	2300	2300	pronoun	2300	-	1	I	fm	1	sg	554	mijn
568	2306	2306	pronoun	2306	-	2	I	fm	1	sg	536	gij
569	2313	2313	pronoun	2313	-	1	I	fm	1	sg	554	mij
570	2314	2325	noun	2315	-	-	I	n	0	sg	570	uw oordeel omtrent het karakter of de gewoonten van den laatsten eigenaar
571	2314	2314	pronoun	2314	-	2	I	fm	1	both	571	uw
572	2317	2318	noun	2318	-	-	I	n	0	sg	572	het karakter
573	2320	2321	noun	2321	-	-	I	n	0	pl	573	de gewoonten
574	2323	2325	noun	2325	-	-	I	m	1	sg	574	den laatsten eigenaar
575	2330	2330	pronoun	2330	-	1	O	fm	1	sg	32	Ik
576	2332	2332	pronoun	2332	-	3	O	m	1	sg	574	hem
577	2333	2337	noun	2334	-	-	O	n	0	sg	86	het horloge met eenig leedvermaak
578	2342	2342	pronoun	2342	-	1	O	fm	1	sg	32	ik
579	2343	2343	pronoun	2343	-	1	O	fm	1	sg	32	mij
580	2348	2349	noun	2349	-	-	O	n	0	sg	545	de proef
581	2352	2352	pronoun	2352	-	1	O	fm	1	sg	32	ik
582	2355	2356	noun	2356	-	-	O	n	0	sg	582	een les
583	2362	2364	noun	2364	-	-	O	n	0	sg	583	den stelligen toon
584	2365	2365	pronoun	2365	-	-	O	n	0	sg	583	dien
585	2366	2366	pronoun	2366	-	3	O	m	1	sg	574	hij
586	2371	2371	pronoun	2371	-	3	O	m	1	sg	574	Hij
587	2373	2373	pronoun	2373	-	3	O	n	0	sg	582	het
588	2374	2374	noun	2374	-	-	O	n	0	sg	588	uurwerk
589	2376	2377	noun	2377	-	-	O	n	0	sg	426	zijn hand
590	2376	2376	pronoun	2376	-	3	O	m	1	sg	574	zijn
591	2380	2381	noun	2381	-	-	O	n	0	sg	591	de wijzerplaat
592	2388	2389	noun	2389	-	-	O	n	0	sg	86	het werk
593	2393	2395	noun	2395	-	-	O	n	0	sg	593	zijn bloote oog
594	2393	2393	pronoun	2393	-	3	O	m	1	sg	574	zijn
595	2399	2401	noun	2401	-	-	O	n	0	sg	595	een sterke lens
596	2403	2403	pronoun	2403	-	1	O	fm	1	sg	32	Ik
597	2406	2407	noun	2407	-	-	O	n	0	sg	597	mijn lach
598	2406	2406	pronoun	2406	-	1	O	fm	1	sg	32	mijn
599	2413	2415	noun	2415	-	-	O	n	0	sg	86	zijn teleurgesteld gelaat
600	2413	2413	pronoun	2413	-	3	O	n	0	sg	597	zijn
601	2417	2417	pronoun	2417	-	3	O	m	1	sg	574	hij
602	2419	2420	noun	2420	-	-	O	n	0	sg	602	de kast
603	2425	2425	pronoun	2425	-	1	O	fm	1	sg	32	mij
604	2438	2438	pronoun	2438	-	3	O	m	1	sg	574	hij
605	2442	2443	noun	2443	-	-	I	n	0	sg	86	het horloge
606	2451	2451	pronoun	2451	-	3	I	n	0	sg	86	dat
607	2452	2452	pronoun	2452	-	1	I	m	1	sg	574	mij
608	2454	2457	noun	2457	-	-	I	-	-	pl	608	de meeste denkbare daadzaken
609	2462	2462	pronoun	2462	-	2	I	m	1	sg	574	Gij
610	2468	2468	pronoun	2468	-	1	O	fm	1	sg	32	ik
611	2476	2476	pronoun	2476	-	1	I	fm	1	sg	32	mij
612	2482	2483	noun	2483	-	-	O	n	0	sg	612	mijn hart
613	2482	2482	pronoun	2482	-	1	O	fm	1	sg	32	mijn
614	2485	2485	pronoun	2485	-	1	O	fm	1	sg	32	ik
615	2486	2487	noun	2487	-	-	O	m	1	sg	52	mijn metgezel
616	2486	2486	pronoun	2486	-	1	O	fm	1	sg	32	mijn
617	2489	2489	pronoun	2489	-	3	O	m	1	sg	52	hij
618	2490	2496	noun	2491	-	-	O	n	0	sg	618	zijn onvermogen achter een niet beduidende uitvlucht
619	2490	2490	pronoun	2490	-	3	O	m	1	sg	52	zijn
620	2493	2496	noun	2496	-	-	O	n	0	sg	620	een niet beduidende uitvlucht
621	2502	2502	pronoun	2502	-	3	O	m	1	sg	52	hij
622	2504	2506	noun	2506	-	-	O	n	0	sg	86	een onschoongemaakt horloge
623	2515	2516	noun	2516	-	-	I	n	0	sg	398	mijn onderzoek
624	2515	2515	pronoun	2515	-	1	I	m	1	sg	52	mijn
625	2524	2524	pronoun	2524	-	3	O	m	1	sg	52	hij
626	2527	2534	noun	2530	-	-	O	n	0	pl	626	droomerige half gesloten oogen naar de zoldering starende
627	2532	2533	noun	2533	-	-	O	n	0	sg	627	de zoldering
628	2538	2538	noun	2538	-	-	I	n	0	sg	628	verbetering
629	2540	2540	pronoun	2540	-	1	I	m	1	sg	52	ik
630	2543	2544	noun	2544	-	-	I	n	0	sg	86	het horloge
631	2546	2548	noun	2548	-	-	I	m	1	sg	631	uw oudsten broeder
632	2546	2546	pronoun	2546	-	2	I	fm	1	both	632	uw
633	2552	2552	pronoun	2552	-	-	I	m	1	sg	631	die
634	2555	2556	noun	2556	-	-	I	m	1	sg	634	uwen vader
635	2555	2555	pronoun	2555	-	2	I	fm	1	both	635	uwen
636	2564	2564	pronoun	2564	-	2	I	m	1	sg	52	gij
637	2568	2573	name	2570	PER	-	I	f	1	sg	637	de H. W. op de kast
638	2572	2573	noun	2573	-	-	I	n	0	sg	602	de kast
639	2580	2581	name	2581	MISC	-	I	f	1	sg	637	De W.
640	2583	2585	noun	2585	-	-	I	n	0	sg	199	uw eigen naam
641	2583	2583	pronoun	2583	-	2	I	fm	1	both	641	uw
642	2591	2592	noun	2592	-	-	I	n	0	sg	86	het horloge
643	2603	2604	noun	2604	-	-	I	-	-	pl	643	de initialen
644	2609	2611	noun	2610	-	-	I	n	0	sg	86	het horloge zelve
645	2613	2613	noun	2613	-	-	I	-	-	pl	645	Kostbaarheden
646	2617	2619	noun	2619	-	-	I	m	1	sg	646	den oudsten zoon
647	2623	2623	pronoun	2623	-	3	I	m	1	sg	646	hij
648	2626	2627	noun	2627	-	-	I	n	0	sg	648	den regel
649	2628	2632	noun	2629	-	-	I	n	0	sg	199	denzelfden naam als de vader
650	2631	2632	noun	2632	-	-	I	m	1	sg	634	de vader
651	2634	2635	noun	2635	-	-	I	m	1	sg	651	Uw vader
652	2634	2634	pronoun	2634	-	2	I	fm	1	both	652	Uw
653	2639	2639	pronoun	2639	-	1	I	m	1	sg	52	ik
654	2640	2640	pronoun	2640	-	1	I	fm	1	sg	52	mij
655	2651	2652	noun	2652	-	-	I	n	0	sg	86	het horloge
656	2654	2654	noun	2654	-	-	I	n	0	pl	428	handen
657	2657	2659	noun	2659	-	-	I	m	1	sg	631	uw oudsten broeder
658	2657	2657	pronoun	2657	-	2	I	fm	1	both	658	uw
659	2665	2665	pronoun	2665	-	2	I	m	1	sg	52	gij
660	2670	2670	pronoun	2670	-	1	O	fm	1	sg	32	ik
661	2674	2674	pronoun	2674	-	2	I	fm	1	sg	661	gij
662	2680	2680	pronoun	2680	-	3	I	m	1	sg	103	Hij
663	2682	2689	noun	2683	-	-	I	m	1	sg	103	een man van zeer ongestadige en zorgelooze levenswijze
664	2686	2689	noun	2689	-	-	I	n	0	sg	664	ongestadige en zorgelooze levenswijze
665	2691	2691	pronoun	2691	-	3	I	m	1	sg	103	Hij
666	2694	2695	noun	2695	-	-	I	n	0	pl	666	goede vooruitzichten
667	2698	2698	pronoun	2698	-	3	I	m	1	sg	103	hij
668	2700	2701	noun	2701	-	-	I	n	0	sg	668	zijn geluk
669	2700	2700	pronoun	2700	-	3	I	m	1	sg	103	zijn
670	2708	2708	noun	2708	-	-	I	n	0	sg	670	armoede
671	2711	2714	noun	2712	-	-	I	n	0	pl	671	korte tusschenpoozen van voorspoed
672	2714	2714	noun	2714	-	-	I	n	0	sg	672	voorspoed
673	2718	2718	pronoun	2718	-	3	I	m	1	sg	103	hij
674	2721	2722	noun	2722	-	-	I	n	0	sg	674	den drank
675	2728	2728	pronoun	2728	-	3	I	m	1	sg	103	hij
676	2734	2734	pronoun	2734	-	1	I	fm	1	sg	676	ik
677	2739	2739	pronoun	2739	-	1	O	fm	1	sg	32	Ik
678	2742	2743	noun	2743	-	-	O	n	0	sg	147	mijn stoel
679	2742	2742	pronoun	2742	-	1	O	fm	1	sg	32	mijn
680	2751	2752	noun	2752	-	-	O	n	0	sg	680	de kamer
681	2762	2762	pronoun	2762	-	2	I	m	1	sg	3	u
682	2764	2764	name	2764	PER	-	I	m	1	sg	3	Holmes
683	2768	2768	pronoun	2768	-	1	O	fm	1	sg	32	ik
684	2771	2771	pronoun	2771	-	1	I	fm	1	sg	32	ik
685	2779	2779	pronoun	2779	-	2	I	m	1	sg	3	gij
686	2780	2780	pronoun	2780	-	2	I	fm	1	sg	3	u
687	2787	2787	pronoun	2787	-	2	I	fm	1	sg	3	Gij
688	2789	2789	noun	2789	-	-	I	n	0	sg	398	onderzoek
689	2792	2797	noun	2793	-	-	I	n	0	sg	689	de geschiedenis van mijn ongelukkigen broeder
690	2795	2797	noun	2797	-	-	I	m	1	sg	631	mijn ongelukkigen broeder
691	2795	2795	pronoun	2795	-	1	I	fm	1	sg	32	mijn
692	2803	2803	noun	2803	-	-	I	n	0	pl	692	gevolgtrekkingen
693	2805	2806	noun	2806	-	-	I	n	0	sg	229	deze wetenschap
694	2811	2811	pronoun	2811	-	2	I	fm	1	sg	3	Gij
695	2816	2816	pronoun	2816	-	1	I	fm	1	sg	32	mij
696	2819	2819	pronoun	2819	-	1	I	fm	1	sg	32	ik
697	2823	2823	pronoun	2823	-	2	I	fm	1	sg	3	gij
698	2824	2829	noun	2825	-	-	I	n	0	sg	66	dit alles op dit oud horloge
699	2827	2829	noun	2829	-	-	I	n	0	sg	86	dit oud horloge
700	2840	2842	noun	2842	-	-	I	m	1	sg	700	de volle waarheid
701	2847	2850	noun	2848	-	-	I	n	0	sg	701	het iets van charlatanisme
702	2850	2850	noun	2850	-	-	I	-	-	sg	702	charlatanisme
703	2854	2855	noun	2855	-	-	I	fm	1	sg	703	Waarde dokter
704	2859	2859	pronoun	2859	-	3	O	m	1	sg	700	hij
705	2863	2863	pronoun	2863	-	1	I	m	1	sg	700	ik
706	2865	2865	pronoun	2865	-	2	I	fm	1	sg	703	u
707	2868	2869	noun	2869	-	-	I	n	0	sg	707	mijne verontschuldiging
708	2868	2868	pronoun	2868	-	1	I	fm	1	sg	700	mijne
709	2872	2877	noun	2873	-	-	I	n	0	sg	191	De zaak als een gewoon vraagstuk
710	2875	2877	noun	2877	-	-	I	n	0	sg	710	een gewoon vraagstuk
711	2881	2881	pronoun	2881	-	1	I	fm	1	sg	700	ik
712	2887	2887	pronoun	2887	-	2	I	fm	1	sg	703	u
713	2888	2890	noun	2889	-	-	I	-	-	sg	713	de oplossing ervan
714	2894	2894	pronoun	2894	-	1	I	fm	1	sg	700	Ik
715	2896	2896	pronoun	2896	-	2	I	fm	1	sg	703	u
716	2898	2900	noun	2900	-	-	I	n	0	sg	716	de heilige verzekering
717	2902	2902	pronoun	2902	-	1	I	fm	1	sg	700	ik
718	2907	2907	pronoun	2907	-	2	I	fm	1	sg	703	gij
719	2908	2909	noun	2909	-	-	I	m	1	sg	631	een broeder
720	2914	2914	pronoun	2914	-	2	I	fm	1	sg	703	ge
721	2915	2915	pronoun	2915	-	1	I	fm	1	sg	700	mij
722	2916	2917	noun	2917	-	-	I	n	0	sg	86	dit horloge
723	2920	2920	noun	2920	-	-	I	n	0	sg	426	hand
724	2935	2935	noun	2935	-	-	I	f	1	sg	513	kwaamt
725	2936	2936	pronoun	2936	-	2	I	m	1	sg	700	gij
726	2940	2941	noun	2941	-	-	I	n	0	pl	241	deze feiten
727	2943	2943	pronoun	2943	-	3	I	fm	1	pl	727	Zij
728	2960	2960	pronoun	2960	-	1	I	m	1	sg	700	Ik
729	2962	2962	pronoun	2962	-	1	I	fm	1	sg	700	mij
730	2964	2964	pronoun	2964	-	3	I	fm	1	pl	727	ze
731	2966	2966	noun	2966	-	-	I	n	0	pl	731	waarschijnlijkheden
732	2969	2969	pronoun	2969	-	1	I	fm	1	sg	700	Ik
733	2986	2986	noun	2986	-	-	I	n	0	pl	733	gissingen
734	2994	2994	pronoun	2994	-	1	I	fm	1	sg	32	ik
735	3000	3002	noun	3002	-	-	I	n	0	sg	735	een dwaze gewoonte
736	3008	3010	noun	3010	-	-	I	n	0	sg	736	het logisch verband
737	3013	3013	pronoun	3013	-	2	I	fm	1	sg	737	u
738	3018	3018	pronoun	3018	-	3	I	n	0	sg	736	dit
739	3022	3022	pronoun	3022	-	2	I	fm	1	sg	737	gij
740	3023	3024	noun	3024	-	-	I	n	0	sg	740	mijn gedachtengang
741	3023	3023	pronoun	3023	-	1	I	fm	1	sg	32	mijn
742	3028	3029	noun	3029	-	-	I	n	0	pl	742	geringe omstandigheden
743	3031	3031	pronoun	3031	-	-	I	n	0	pl	742	die
744	3033	3035	noun	3035	-	-	I	n	0	pl	744	de grootste ophelderingen
745	3046	3046	pronoun	3046	-	1	I	fm	1	sg	32	ik
746	3051	3052	noun	3052	-	-	I	m	1	sg	631	uw broeder
747	3051	3051	pronoun	3051	-	2	I	fm	1	both	747	uw
748	3057	3057	pronoun	3057	-	2	I	fm	1	sg	737	gij
749	3061	3062	noun	3062	-	-	I	n	0	sg	749	deze horlogekast
750	3067	3067	pronoun	3067	-	2	I	fm	1	sg	737	gij
751	3070	3070	pronoun	3070	-	3	I	f	1	sg	513	zij
752	3074	3075	noun	3075	-	-	I	n	0	pl	752	twee plaatsen
753	3080	3080	pronoun	3080	-	3	I	f	1	sg	513	zij
754	3088	3089	noun	3089	-	-	I	n	0	sg	35	de gewoonte
755	3090	3090	pronoun	3090	-	-	I	n	0	sg	35	die
756	3091	3091	pronoun	3091	-	3	I	m	1	sg	631	hij
757	3096	3097	noun	3097	-	-	I	n	0	sg	757	denzelfden vestzak
758	3099	3101	noun	3101	-	-	I	n	0	pl	758	andere harde voorwerpen
759	3104	3104	noun	3104	-	-	I	n	0	pl	759	geldstukken
760	3106	3106	noun	3106	-	-	I	n	0	pl	760	sleutels
761	3115	3115	noun	3115	-	-	I	n	0	sg	761	vernuft
762	3118	3119	noun	3119	-	-	I	n	0	sg	2	de gevolgtrekking
763	3124	3124	pronoun	3124	-	3	I	m	1	sg	631	hij
764	3126	3126	pronoun	3126	-	-	I	-	-	sg	764	die
765	3130	3134	noun	3131	-	-	I	n	0	sg	86	een horloge van vijftig guinjes
766	3133	3134	noun	3134	-	-	I	-	-	pl	766	vijftig guinjes
767	3137	3139	noun	3139	-	-	I	m	1	sg	103	een zorgeloos man
768	3152	3153	noun	3153	-	-	I	m	1	sg	103	een man
769	3154	3154	pronoun	3154	-	-	I	m	1	sg	103	die
770	3155	3160	noun	3156	-	-	I	n	0	sg	770	een voorwerp van zulke groote waarde
771	3158	3160	noun	3160	-	-	I	n	0	sg	771	zulke groote waarde
772	3165	3165	noun	3165	-	-	I	n	0	pl	772	middelen
773	3170	3170	pronoun	3170	-	1	O	fm	1	sg	32	Ik
774	3174	3174	noun	3174	-	-	O	mn	-	sg	774	bewijze
775	3176	3176	pronoun	3176	-	1	O	fm	1	sg	32	ik
776	3177	3178	noun	3178	-	-	O	n	0	sg	776	zijne redeneering
777	3177	3177	pronoun	3177	-	3	O	mn	-	sg	774	zijne
