id	gender	human	number	size	firstmention	mentions	label
1016	n	0	sg	1	1016	1016	een net opvoedingsgesticht te Edinburgh
1017	n	0	sg	1	1017	1017	Edinburgh
1023	fm	1	sg	1	1023	1023	de oudste kapitein bij zijn regiment
1024	n	0	sg	1	1024	1024	zijn regiment
1026	n	0	sg	1	1026	1026	verlof
1030	n	0	sg	7	1030	1363,1045,1030,1518,1512,1818,1182	Londen
1035	n	0	sg	1	1035	1035	het Langham Hôtel
1036	n	0	sg	3	1036	1124,1131,1036	zijn adres
1040	n	0	sg	1	1040	1040	zijn bericht
1042	n	0	sg	1	1042	1042	verlangen
1043	n	0	sg	2	1043	1043,1070	liefde
1047	m	1	sg	1	1047	1047	Langham
1053	fm	1	sg	1	1053	1053	den hôtelhouder
1054	f	1	sg	9	1054	1760,1761,1764,1765,2095,1073,1075,1077,1054	de politie
1056	fm	1	pl	2	1056	1056,1059	wij
1057	n	0	sg	1	1057	1057	eene oproeping
1058	n	0	pl	1	1058	1058	Onze onderzoekingen
1060	n	0	sg	1	1060	1060	het minste resultaat
1061	n	0	sg	1	1061	1061	heden
1063	n	0	sg	2	1063	1763,1063	een woord van mijn ongelukkigen vader
1064	m	1	sg	6	1064	1090,1095,1064,1066,1083,1086	mijn ongelukkigen vader
1068	n	0	sg	1	1068	1068	een hart vol hoop en liefde
1069	m	1	sg	1	1069	1069	hoop
1071	n	0	sg	1	1071	1071	vaderlijk genoegen
1072	n	0	sg	1	1072	1072	stede
1076	n	0	sg	1	1076	1076	hare keel
1078	n	0	sg	1	1078	1078	een korte snik
1079	n	0	sg	1	1079	1079	den volzin
1081	n	0	sg	1	1081	1081	zijn notitie-boek
1084	n	0	both	1	1084	1084	den 3en December
1085	n	0	sg	1	1085	1085	Zijn bagage
1087	n	0	sg	1	1087	1087	het hôtel
1088	n	0	sg	1	1088	1088	dat
1089	n	0	pl	2	1089	1089,1606	de Andaman-eilanden
1091	fm	1	pl	2	1091	1091,1092	der officieren
1093	-	-	sg	1	1093	1093	de bewaking der daar verbannen misdadigers
1094	fm	1	pl	1	1094	1094	der daar verbannen misdadigers
1096	m	1	sg	1	1096	1096	een of ander vriend in de stad
1097	n	0	sg	1	1097	1097	de stad
1098	fm	1	pl	2	1098	1098,1108	wij
1101	n	0	sg	1	1101	1101	zijn eigen regiment
1103	-	-	sg	1	1103	1103	het 34e
1106	n	0	sg	1	1106	1106	vaarwel
1112	n	0	sg	1	1112	1112	zijn mede-officier in Engeland
1115	n	0	sg	1	1115	1115	Een vreemdsoortig geval
1117	-	-	sg	1	1117	1117	Het vreemdsoortige ervan
1118	fm	1	sg	1	1118	1118	ik
1120	f	1	pl	4	1120	1120,1153,1155,1158	4en Mei
1121	n	0	sg	4	1121	1128,1121,1141,1129	een advertentie in de
1122	m	1	sg	2	1122	1122,1499	de
1123	n	0	sg	2	1123	1123,1500	Times
1127	n	0	sg	1	1127	1127	haar belang
1132	fm	1	sg	4	1132	1140,1146,1132,1143	Ik
1133	n	0	sg	1	1133	1133	dat tijdstip
1134	n	0	sg	1	1134	1134	het gezin van Mrs. Cecil Forrester
1136	f	1	sg	1	1136	1136	gouvernante
1137	n	0	sg	2	1137	1137,1139	betrekking
1138	n	0	sg	1	1138	1138	haar raad
1142	n	0	sg	2	1142	2156,1142	mijn adres
1144	n	-	pl	1	1144	1144	de post
1145	n	0	sg	3	1145	1145,1147,1148	een aan mij geadresseerd kartonnen doosje
1149	n	0	sg	2	1149	1149,1150	een gelijksoortige doos
1151	n	0	sg	1	1151	1151	een zelfde parel
1152	f	1	sg	3	1152	1152,1163,1159	den afzender
1154	n	0	sg	1	1154	1154	een deskundige
1156	n	0	sg	1	1156	1156	buitengewoon groote waarde
1157	fm	1	sg	1	1157	1157	Gij
1160	n	0	sg	1	1160	1160	een platte doos
1162	-	-	sg	8	1162	1248,2464,1298,2474,2470,1162,1164,2477	der prachtigste paarlen
1166	n	0	sg	1	1166	1166	Uw verhaal
1167	fm	1	both	1	1167	1167	Uw
1169	fm	1	sg	1	1169	1169	u
1170	n	0	sg	1	1170	1170	dat wel juist heden
1171	n	0	sg	1	1171	1171	de reden
1172	fm	1	sg	2	1172	1172,1174	ik
1178	fm	1	sg	1	1178	1178	u
1180	-	-	sg	1	1180	1180	de enveloppe
1181	fm	1	both	1	1181	1181	u
1183	m	1	sg	1	1183	1183	S. W. Datum
1184	n	0	sg	1	1184	1184	Hum
1185	n	0	sg	1	1185	1185	De afdruk van een mansduim in den hoek
1186	n	0	sg	1	1186	1186	een mansduim in den hoek
1187	n	0	sg	1	1187	1187	den hoek
1188	n	0	sg	1	1188	1188	den besteller
1189	-	-	sg	1	1189	1189	Beste kwaliteit
1190	n	0	sg	1	1190	1190	Enveloppe van six-pence
1191	-	-	pl	1	1191	1191	six-pence
1192	n	0	sg	1	1192	1192	het pak
1194	n	0	sg	2	1194	1730,1194	den derden pilaar van de linkerbuitenzijde van het Lyceum-Theatre
1195	-	-	sg	1	1195	1195	de linkerbuitenzijde van het Lyceum-Theatre
1196	n	0	sg	2	1196	1196,1726	het Lyceum-Theatre
1197	f	1	sg	13	1197	2432,1225,1227,1197,1199,1200,1201,1203,2484,1208,1529,1212,1215	gij
1198	m	1	pl	3	1198	1265,1221,1198	vrienden
1202	n	0	sg	2	1202	1202,1204	gerechtigheid
1205	m	1	sg	1	1205	1205	Uw onbekende vriend
1206	fm	1	both	1	1206	1206	Uw
1210	n	0	sg	3	1210	1210,1211,1243	de vraag
1213	fm	1	sg	1	1213	1213	u
1214	fm	1	pl	1	1214	1214	wij
1216	fm	1	sg	2	1216	1216,1223	ik
1219	m	1	sg	3	1219	1224,1219,1222	Uw briefschrijver
1220	fm	1	both	1	1220	1220	Uw
1226	n	0	sg	5	1226	1904,1433,1226,2427,2426	haar stem
1230	n	0	sg	1	1230	1230	eene eer
1233	fm	1	sg	1	1233	1233	u
1235	fm	1	sg	1	1235	1235	Gij
1246	n	0	pl	1	1246	1246	de adressen op de doosjes met de paarlen
1247	n	0	pl	2	1247	1250,1247	de doosjes met de paarlen
1255	n	0	sg	1	1255	1255	een half dozijn stukjes papier
1256	n	0	pl	1	1256	1256	stukjes papier
1258	n	0	sg	1	1258	1258	een model-cliënt
1259	fm	1	pl	1	1259	1259	ons
1261	n	0	pl	1	1261	1261	de papiertjes op de tafel
1262	n	0	sg	1	1262	1262	de tafel
1269	fm	1	sg	1	1269	1269	de schrijver
1270	n	0	sg	2	1270	1270,1391	de #e#
1271	n	0	sg	1	1271	1271	de krul van de #s#
1272	n	0	pl	2	1272	1272,1273	de #s#
1274	fm	1	sg	1	1274	1274	denzelfden persoon
1276	-	-	sg	2	1276	1280,1276	ijdele hoop bij u
1277	fm	1	sg	1	1277	1277	u
1282	fm	1	both	1	1282	1282	uwen
1283	n	0	sg	1	1283	1283	Dit antwoord
1285	fm	1	pl	1	1285	1285	Wij
1286	fm	1	sg	1	1286	1286	u
1288	n	0	pl	1	1288	1288	de papieren
1291	-	-	sg	1	1291	1291	onze bezoekster
1293	-	-	sg	1	1293	1293	met een vriendelijken blik op ons beiden
1294	n	0	sg	2	1294	1297,1294	een vriendelijken
1296	n	0	sg	2	1296	1296,1300	haar doos met paarlen
1299	fn	1	sg	2	1299	1305,1299	haren boezem
1303	n	0	sg	1	1303	1303	het venster plaatsende
1307	n	0	sg	2	1307	1313,1307	haar grijs hoedje met de witte veder
1310	n	0	sg	1	1310	1310	een vogel
1311	n	0	sg	4	1311	1727,1702,1870,1311	de dichte menigte
1312	f	1	sg	5	1312	1312,1350,1351,1324,1581	Wat een aantrekkelijke vrouw
1321	n	0	pl	1	1321	1321	halfgesloten oogen
1322	n	0	sg	1	1322	1322	zijn fauteuil
1326	-	-	sg	1	1326	1326	langwijligen toon
1330	n	0	sg	1	1330	1330	een rekenmachine
1332	fm	1	sg	1	1332	1332	u
1337	fm	1	both	1	1337	1337	uw
1338	n	0	pl	1	1338	1338	persoonlijke eigenschappen
1339	-	-	sg	3	1339	1464,1339,1341	Een cliënt
1342	n	0	sg	2	1342	1465,1342	een factor in een vraagstuk
1344	n	0	pl	1	1344	1344	De op het gemoed werkende eigenschappen
1345	n	0	sg	1	1345	1345	het gemoed
1346	n	0	sg	1	1346	1346	een zuivere redeneering
1348	fm	1	sg	1	1348	1348	u
1353	fm	1	pl	2	1353	1353,1355	drie kleine kinderen
1354	-	-	sg	1	1354	1354	hunne levensverzekeringssom
1357	fm	1	pl	2	1357	1386,1357	mijne bekenden
1361	n	0	pl	1	1361	1361	een kwart millioen aan de armen van Londen
1362	n	0	pl	3	1362	1362,1637,1638	de armen van Londen
1366	n	0	pl	1	1366	1366	uitzonderingen
1367	n	0	sg	1	1367	1367	Een uitzondering
1372	n	0	sg	1	1372	1372	een karakter-studie
1374	fm	1	both	1	1374	1374	uw
1375	n	0	sg	1	1375	1375	het geschrijf van dezen knaap
1376	m	1	sg	1	1376	1376	dezen knaap
1379	n	0	pl	1	1379	1379	zaken
1383	n	0	pl	1	1383	1383	zijn lange letters
1387	-	-	sg	1	1387	1387	de gewone
1388	n	0	sg	1	1388	1388	Die #d#
1389	n	0	sg	1	1389	1389	een #a#
1390	n	0	both	1	1390	1390	die #l#
1392	m	1	pl	4	1392	1392,1397,1396,2357	Mannen van karakter
1394	n	0	sg	1	1394	1394	een onderscheid tusschen hunne gewone en lange letters
1395	n	0	pl	1	1395	1395	hunne gewone en lange letters
1398	n	0	sg	2	1398	1400,1398	besluiteloosheid in zijne #k# 's
1399	n	0	both	1	1399	1399	zijne #k# 's
1401	n	0	sg	1	1401	1401	gevoel van eigenwaarde in zijne hoofdletters
1402	n	0	sg	2	1402	1402,1404	eigenwaarde in zijne hoofdletters
1403	n	0	pl	1	1403	1403	zijne hoofdletters
1408	fm	1	sg	1	1408	1408	u
1411	-	-	pl	2	1411	1411,1412	der merkwaardigste
1413	n	0	sg	1	1413	1413	Het martelaarschap
1415	m	1	sg	1	1415	1415	Winwood Reade
1416	fm	1	sg	1	1416	1416	Ik
1418	-	-	sg	1	1418	1418	de vensternis met het aangeduide boek in mijn hand
1419	n	0	sg	1	1419	1419	het aangeduide boek in mijn hand
1420	n	0	sg	1	1420	1420	mijn hand
1422	-	-	pl	3	1422	1665,1425,1422	mijne gedachten
1426	n	0	pl	1	1426	1426	Mijn gedachten
1428	fn	1	sg	9	1428	1431,1441,1442,1445,1428,1463,1467,1437,1438	onze laatste bezoekster
1430	n	0	sg	2	1430	1434,1430	haren glimlach
1432	-	-	pl	1	1432	1432	die diepe gevoelvolle tonen van hare stem
1439	n	0	sg	1	1439	1439	het tijdstip van haar vaders verdwijning
1440	n	0	sg	1	1440	1440	haar vaders verdwijning
1443	n	0	sg	1	1443	1443	een schoone leeftijd
1444	n	0	sg	1	1444	1444	haar zelfvertrouwen
1448	n	0	pl	1	1448	1448	zulke gevaarlijke gedachten
1451	n	0	sg	1	1451	1451	mijn lessenaar
1454	n	0	sg	1	1454	1454	mijn verhandeling over pathologie
1456	n	0	sg	1	1456	1456	pathologie
1458	m	1	sg	1	1458	1458	Een arm geneesheer
1459	n	0	sg	1	1459	1459	een zwak been
1460	n	0	sg	2	1460	1460,2287	een zwakker fortuin
1462	n	0	pl	1	1462	1462	zulke dingen
1469	n	0	sg	1	1469	1469	haar door onbereikbare luchtkasteelen op te vroolijken
1470	n	0	pl	1	1470	1470	onbereikbare luchtkasteelen op te vroolijken
1471	-	-	sg	1	1471	1471	vroolijken
1472	n	0	sg	1	1472	1472	DERDE HOOFDSTUK
1478	n	0	sg	2	1478	1478,1479	een gemoedsgesteldheid
1480	-	-	sg	1	1480	1480	ontzenuwing
1483	n	0	sg	2	1483	1483,1484	den kop thee
1489	fm	1	sg	1	1489	1489	gij
1490	fm	1	sg	2	1490	1496,1490	Ik
1493	n	0	sg	4	1493	1549,1547,1493,1494	een veronderstelling
1495	-	-	pl	1	1495	1495	De nadere bizonderheden
1498	n	0	pl	1	1498	1498	oude nummers van de
1502	-	-	sg	1	1502	1502	oud-gediende van het 34e regiment Bombay-Infanterie
1503	n	0	both	1	1503	1503	het 34e regiment Bombay-Infanterie
1509	n	0	sg	1	1509	1509	deze zijde
1520	n	0	sg	2	1520	1520,2391	zijn dood
1522	f	1	sg	3	1522	1528,1545,1522	de dochter van kapitein Morstan
1531	n	0	sg	2	1531	1531,2308	de verdwijning van haren vader
1532	m	1	sg	1	1532	1532	haren vader
1534	n	0	pl	1	1534	1534	de geschenken
1535	n	0	sg	1	1535	1535	Sholto's dood
1537	m	1	sg	2	1537	1537,1542	Sholto's erfgenaam
1540	n	0	sg	1	1540	1540	een schikking
1546	n	0	sg	1	1546	1546	recht
1548	m	1	sg	1	1548	1548	haar vader
1550	n	0	sg	1	1550	1550	een ander onrecht
1552	-	-	pl	1	1552	1552	moeielijkheden
1553	-	-	pl	1	1553	1553	groote moeielijkheden
1555	f	1	sg	3	1555	1680,1555,1557	onze expeditie van hedenavond
1556	fm	1	pl	2	1556	1561,1556	onze
1558	n	0	sg	1	1558	1558	een vierwieler
1560	fm	1	sg	1	1560	1560	gij
1563	n	0	sg	1	1563	1563	mijn hoed
1565	f	1	sg	11	1565	1565,1610,1611,1580,1613,1582,1587,1588,1592,1596,1597	stevigsten stok
1567	n	0	sg	2	1567	2361,1567	zijn revolver uit het wapenrek
1569	n	0	sg	1	1569	1569	het wapenrek
1570	n	0	sg	1	1570	1570	zijn zak
1573	n	0	sg	1	1573	1573	ons avondwerk
1575	n	0	sg	1	1575	1575	ernstigen aard
1577	n	0	sg	1	1577	1577	een donkerkleurigen mantel
1583	n	0	sg	1	1583	1583	de vreemdsoortige onderneming
1586	n	0	sg	1	1586	1586	hare zelfbeheersching
1589	n	0	pl	2	1589	1589,1590	de weinige vragen
1595	m	1	sg	2	1595	1603,1595	mijn papa
1598	-	-	pl	1	1598	1598	zijne brieven
1600	n	0	pl	1	1600	1600	toespelingen op den Majoor
1604	n	0	sg	1	1604	1604	het bevel over de troepen op de Andaman-eilanden
1605	fm	1	pl	2	1605	1605,1607	de troepen op de Andaman-eilanden
1608	-	-	sg	1	1608	1608	papa's lessenaar
1612	fm	1	sg	1	1612	1612	gij
1616	n	0	sg	2	1616	1616,1720	zijn knie
1619	n	0	sg	1	1619	1619	zijn dubbele lens
1622	n	0	sg	3	1622	2288,2384,1622	Indië
1624	n	0	sg	1	1624	1624	een bord
1625	n	0	sg	1	1625	1625	De teekening erop
1626	n	0	sg	1	1626	1626	het ontwerp
1627	n	0	sg	1	1627	1627	een gedeelte van een groot gebouw
1628	n	0	sg	1	1628	1628	een groot gebouw
1629	n	0	pl	1	1629	1629	talrijke zalen
1630	n	0	pl	1	1630	1630	gangen
1631	n	0	sg	1	1631	1631	den eenen hoek
1632	n	0	sg	1	1632	1632	een met roode inkt geteekend kruis
1633	n	0	sg	1	1633	1633	roode inkt
1634	n	0	sg	1	1634	1634	den linkerhoek
1635	n	0	pl	1	1635	1635	vier kruisjes
1636	n	0	sg	1	1636	1636	een lijn
1639	n	0	pl	1	1639	1639	ruwe karakters
1640	n	0	sg	1	1640	1640	Het teeken der vier
1641	n	0	-	1	1641	1641	der vier
1642	n	0	sg	2	1642	1648,1642	Jonathan Small
1643	m	1	sg	3	1643	1643,1646,1647	Mahomed Singh
1644	m	1	sg	1	1644	1644	Abdullah Khan
1645	fm	1	sg	1	1645	1645	Dost Akbar
1650	-	1	sg	6	1650	1650,1667,1671,1672,1674,1663	Desniettemin
1651	n	0	sg	1	1651	1651	een belangrijk document
1652	n	0	sg	2	1652	1652,1655	een zakboek
1653	fm	1	pl	1	1653	1653	Wij
1654	n	0	sg	1	1654	1654	zijn zakboek
1657	fm	1	pl	1	1657	1657	ons
1658	n	0	sg	1	1658	1658	nut
1659	fm	1	sg	4	1659	1664,1666,1659,1662	Ik
1661	n	0	sg	1	1661	1661	teederen aard
1668	n	0	sg	8	1668	1777,1810,1825,1668,1877,1846,1782,1769	het rijtuig
1670	n	0	sg	1	1670	1670	zijn geheele houding
1673	n	0	pl	1	1673	1673	zijn gedachten
1679	-	-	sg	1	1679	1679	gedempten toon over onze expeditie en den mogelijken uitslag ervan
1682	n	0	sg	1	1682	1682	den mogelijken uitslag ervan
1683	m	1	sg	5	1683	1683,1717,1719,1721,1724	onze metgezel
1685	n	0	sg	1	1685	1685	September
1687	n	0	sg	1	1687	1687	de groote stad
1688	n	0	pl	1	1688	1688	zwarte wolken
1690	-	-	pl	3	1690	1690,1826,1783	de modderige straten
1691	n	0	sg	1	1691	1691	het strand
1692	n	0	sg	4	1692	1722,1707,1692,1701	het licht der lantaarns slechts met moeite
1693	n	0	pl	1	1693	1693	der lantaarns slechts met moeite
1694	n	0	sg	1	1694	1694	moeite
1695	n	0	sg	1	1695	1695	den nevel
1696	n	0	sg	1	1696	1696	een schaarsch schijnsel over de glibberige bestrating
1698	n	0	pl	1	1698	1698	De gele lichtstralen uit de winkelramen
1699	-	-	pl	1	1699	1699	de winkelramen
1700	n	0	sg	2	1700	2004,1700	de dampachtige lucht
1703	n	0	sg	1	1703	1703	Deze omstandigheid
1708	n	0	sg	1	1708	1708	donker
1714	n	0	sg	1	1714	1714	denzelfden indruk
1716	-	-	pl	1	1716	1716	dusdanige invloeden
1718	n	0	sg	1	1718	1718	zijn geopend notitie-boek
1723	n	0	sg	1	1723	1723	zijn zak-lantaarn
1725	n	0	pl	1	1725	1725	de zijdeuren van het Lyceum-Theatre
1728	n	0	pl	1	1728	1728	de dichte drommen
1732	m	1	sg	4	1732	1737,1778,1732,1780	koetsier
1734	fm	1	sg	1	1734	1734	gij
1735	-	-	pl	1	1735	1735	die
1740	m	1	pl	4	1740	2012,1740,1741,1958	deze twee heeren
1745	n	0	pl	1	1745	1745	een paar doordringende en vragende oogen
1747	fm	1	sg	1	1747	1747	Gij
1749	n	0	sg	1	1749	1749	Miss
1751	-	-	sg	1	1751	1751	scherpen toon
1753	fm	1	sg	1	1753	1753	u
1755	n	0	sg	1	1755	1755	uw woord
1756	fm	1	both	1	1756	1756	uw
1757	fm	1	pl	1	1757	1757	uwer metgezellen
1758	fm	1	both	1	1758	1758	uwer
1759	fm	1	sg	1	1759	1759	een ambtenaar der politie
1762	fm	1	sg	1	1762	1762	u
1767	n	0	sg	1	1767	1767	een schril gefluit
1768	n	0	sg	1	1768	1768	een huurkoetsier
1770	n	0	sg	1	1770	1770	het portier
1774	n	0	sg	1	1774	1774	den bok
1779	n	0	pl	1	1779	1779	zijne paarden
1784	n	0	sg	1	1784	1784	een zonderlinge positie
1786	n	0	sg	2	1786	1786,1983	een ons onbekende plaats
1788	n	0	sg	3	1788	1788,1790,1791	de uitnoodiging van een onbekende
1789	n	0	sg	1	1789	1789	een onbekende
1793	fn	1	sg	2	1793	1793,1799	onze tocht
1795	fm	1	pl	1	1795	1795	groote gevolgen
1796	n	0	sg	1	1796	1796	Miss Morstan's gedrag
1800	n	0	pl	1	1800	1800	mijner avonturen in Afghanistan
1804	n	0	pl	1	1804	1804	mijne verhalen
1806	m	1	sg	1	1806	1806	stapel
1808	n	0	sg	2	1808	1808,1809	de richting
1813	n	0	sg	1	1813	1813	onzen spoed
1816	-	-	sg	1	1816	1816	mijne oppervlakkige kennis van Londen
1819	n	0	sg	1	1819	1819	de route
1823	n	0	pl	1	1823	1823	de namen der squares zoowel als die der straten en stegen
1824	-	-	sg	1	1824	1824	der squares
1827	n	0	pl	1	1827	1827	stegen
1828	n	0	sg	1	1828	1828	Rochester Row
1830	n	0	both	1	1830	1830	Vincent Square
1831	fm	1	pl	3	1831	1833,1837,1831	wij
1832	m	1	sg	3	1832	1832,1851,1854	de Vauxhall Bridge Road
1834	n	0	sg	1	1834	1834	de zijde der Surrey
1835	n	0	sg	1	1835	1835	der Surrey
1838	n	0	sg	1	1838	1838	de brug
1839	fm	1	sg	1	1839	1839	gij
1840	n	0	sg	1	1840	1840	de rivier
1842	n	0	sg	2	1842	1842,1844	een strook van de Theems
1843	n	0	sg	1	1843	1843	de Theems
1845	-	-	pl	1	1845	1845	de bruglantarens
1848	n	0	sg	1	1848	1848	een doolhof van straten
1849	-	-	pl	1	1849	1849	straten
1850	n	0	sg	1	1850	1850	de overzijde
1855	mn	-	sg	2	1855	1858,1855	Larke Hall Lane
1856	n	0	both	1	1856	1856	Stockwell Place
1859	n	0	sg	1	1859	1859	onze taak
1860	fm	1	pl	2	1860	1860,1861	onze
1862	n	0	pl	1	1862	1862	fatsoenlijke wijken
1864	n	0	sg	1	1864	1864	een onaanzienlijke en dubbelzinnige wijk
1865	n	0	pl	1	1865	1865	Lange lijnen van donkere huizen
1866	n	0	pl	1	1866	1866	donkere huizen
1867	n	0	sg	2	1867	1867,1924	den schijn der kroegen
1868	n	0	pl	2	1868	1868,1869	der kroegen
1871	n	0	pl	1	1871	1871	lanen met villa's van twee verdiepingen
1872	n	0	pl	1	1872	1872	villa's van twee verdiepingen
1873	n	0	pl	1	1873	1873	twee verdiepingen
1874	n	0	sg	1	1874	1874	een klein tuintje er voor
1875	n	0	pl	1	1875	1875	onafzienbare rijen nieuw gebouwde rood-steenen
1876	-	-	pl	1	1876	1876	nieuw gebouwde rood-steenen
1879	n	0	sg	1	1879	1879	een nieuw blok
1880	-	-	pl	4	1880	1880,1905,1883,1907	der anderen
1884	n	0	sg	1	1884	1884	een enkel lichtje voor het keukenraam
1885	n	0	sg	1	1885	1885	het keukenraam
1888	m	1	sg	3	1888	1888,1900,1901	een Hindoesch bediende
1889	n	0	both	1	1889	1889	Hindoesch
1890	n	0	sg	1	1890	1890	een gele turban
1891	n	0	pl	1	1891	1891	witte wijde kleederen
1892	n	0	sg	1	1892	1892	een gele sjerp
1893	n	0	sg	2	1893	1893,1894	deze Oostersche figuur
1895	n	0	sg	1	1895	1895	de gang van een woning van den derden rang
1896	n	0	sg	1	1896	1896	een woning van den derden rang
1897	n	0	sg	1	1897	1897	den derden rang
1898	n	0	sg	2	1898	1898,1902	De Sahib
1906	n	0	both	1	1906	1906	Khitmutgar
1908	fm	1	sg	1	1908	1908	mij
1909	n	0	sg	1	1909	1909	VIERDE HOOFDSTUK
1911	m	1	sg	2	1911	1919,1911	den kaalhoofdigen man
1913	n	0	sg	1	1913	1913	den Indiaan
1914	n	0	sg	1	1914	1914	een morsige gang
1917	n	0	sg	1	1917	1917	rechterzijde
1920	n	0	sg	1	1920	1920	Een stroom geelachtig licht
1921	n	0	sg	1	1921	1921	geelachtig licht
1923	n	0	sg	3	1923	2000,1923,2149	het midden van dien schijn
1925	m	1	sg	11	1925	1925,1931,1933,1935,2007,1939,1943,1945,1947,2009,1949	een kleine man met een zeer groot hoofd
1926	n	0	sg	2	1926	1926,1927	een zeer groot hoofd
1928	n	0	sg	1	1928	1928	een kring van rood , borstelig haar
1929	n	0	sg	1	1929	1929	rood , borstelig haar
1930	n	0	sg	1	1930	1930	een glimmend kale puntkruin
1934	-	-	pl	1	1934	1934	zijne gelaatstrekken
1936	n	0	sg	1	1936	1936	voortdurende beweging
1937	n	0	sg	1	1937	1937	rust
1938	n	0	sg	1	1938	1938	De Natuur
1940	n	0	sg	1	1940	1940	een hanglip
1941	n	0	sg	1	1941	1941	de rij zijner gele , onregelmatige tanden
1942	-	-	pl	1	1942	1942	zijner gele , onregelmatige tanden
1946	n	0	sg	1	1946	1946	zijn onderkaak
1948	m	1	sg	8	1948	1954,1959,1960,1963,1966,1973,1948,1950	zijne buitengewone kaalhoofdigheid
1951	fm	1	sg	3	1951	1961,1956,1951	Uw dienaar
1952	fm	1	both	1	1952	1952	Uw
1955	-	-	sg	1	1955	1955	schrillen toon
1957	fm	1	both	1	1957	1957	uw
1962	n	0	sg	1	1962	1962	mijn klein heiligdom
1964	n	0	sg	1	1964	1964	Een kleine woning
1965	n	0	sg	1	1965	1965	mijn eigen smaak
1967	n	0	sg	1	1967	1967	Een soort oase in deze beklagenswaardige wildernis van Zuidelijk-Londen
1968	n	0	sg	1	1968	1968	deze beklagenswaardige wildernis van Zuidelijk-Londen
1969	n	0	both	1	1969	1969	Zuidelijk-Londen
1971	n	0	sg	1	1971	1971	het uiterlijk van het vertrek waarbinnen hij ons uitnoodigde
1975	-	-	sg	1	1975	1975	dit onaanzienlijke
1976	n	0	sg	2	1976	1976,2297	huis als een diamant van het zuiverst
1977	n	0	sg	1	1977	1977	een diamant van het zuiverst
1978	n	0	sg	1	1978	1978	water
1979	n	0	sg	1	1979	1979	koper
1980	n	0	pl	1	1980	1980	De rijkste en kostbaarste gordijnen
1981	n	0	pl	1	1981	1981	tapijten
1982	n	0	pl	1	1982	1982	de wanden
1984	n	0	sg	1	1984	1984	een schilderstuk
1985	n	0	sg	1	1985	1985	Oostersche vaas
1986	n	0	sg	1	1986	1986	Het vloerkleed
1987	n	0	sg	1	1987	1987	de voet erin
1988	n	0	sg	2	1988	2420,1988	een donzen bed
1989	n	0	pl	1	1989	1989	Twee groote tijgerhuiden
1990	n	0	sg	1	1990	1990	een op een standaard staande hookah
1991	n	0	sg	1	1991	1991	een standaard
1992	f	1	sg	3	1992	1992,2002,2003	Oostersche tabakspijp
1993	n	0	sg	1	1993	1993	het geheel
1995	n	0	sg	1	1995	1995	Oostersche weelde
1996	n	0	sg	1	1996	1996	Een lamp
1997	n	0	sg	1	1997	1997	den vorm van een zilveren duif
1998	n	0	sg	1	1998	1998	een zilveren duif
1999	n	0	sg	1	1999	1999	een zeer dunne vergulde ketting in het midden der kamer
2005	n	0	sg	1	2005	2005	een zachten aromatischen geur
2018	n	0	sg	1	2018	2018	uw stethoscoop
2019	fm	1	both	1	2019	2019	uw
2025	n	0	sg	1	2025	2025	mijn hart-klep
2028	n	0	sg	1	2028	2028	de goedheid
2030	n	0	sg	1	2030	2030	de hart-ader
2031	n	0	sg	1	2031	2031	de klep
2034	fm	1	both	1	2034	2034	uw
2036	n	0	sg	2	2036	2057,2036	zijn hart
2040	n	0	sg	1	2040	2040	een angstigen toestand
2042	n	0	sg	1	2042	2042	zijn gansche lichaam
2048	f	1	sg	4	2048	2048,2073,2075,2077	mijne angstigheid
2053	n	0	sg	1	2053	2053	een hartader-breuk
2056	fm	1	both	1	2056	2056	uw
2065	n	0	sg	1	2065	2065	onhandige opmerking
2068	m	1	sg	8	2068	2080,2081,2083,2084,2090,2068,2076,2078	neder
2079	fm	1	sg	1	2079	2079	u
2082	m	1	sg	16	2082	2082,2243,2244,2093,2255,2226,2098,2100,2229,2101,2230,2258,2105,2299,2238,2303	mijn broeder Bartholomeus
2085	fm	1	sg	3	2085	2088,2085,2087	gij
2086	m	1	pl	1	2086	2086	vrienden
2089	fm	1	pl	1	2089	2089	getuigen
2091	fm	1	pl	4	2091	2097,2091,2092,2094	Wij
2096	fm	1	pl	1	2096	2096	andere ambtenaren
2099	n	0	sg	1	2099	2099	publiciteit
2102	n	0	sg	1	2102	2102	een langen zetel
2104	n	0	pl	1	2104	2104	zijn doffe , waterige , blauwe oogen
2109	fm	1	sg	1	2109	2109	gij
2112	n	0	sg	1	2112	2112	mijn hoofd ten teeken van instemming
2114	n	0	sg	1	2114	2114	teeken van instemming
2115	n	0	sg	1	2115	2115	instemming
2118	fm	1	sg	2	2118	2118,2127	u
2119	n	0	sg	1	2119	2119	een glas Chianti
2121	fm	1	sg	1	2121	2121	Tokayer
2122	n	0	pl	1	2122	2122	Andere wijnen
2128	-	-	sg	1	2128	2128	tabaks-rook
2129	n	0	sg	1	2129	2129	den balsamieken geur van Oostersche tobacco
2130	m	1	sg	2	2130	2130,2135	Oostersche tobacco
2132	n	0	sg	2	2132	2132,2134	mijne hookah
2136	n	0	sg	1	2136	2136	een mondstuk
2137	n	0	sg	1	2137	2137	den grooten bol
2138	-	-	sg	1	2138	2138	de rook
2139	n	0	sg	1	2139	2139	het rozenwater
